,TRIQK (286144)
ACH-000004,0.18302804592900002
ACH-000007,0.35860616147200003
ACH-000009,0.0367917827632
ACH-000011,0.370798797615
ACH-000012,0.17066355866799998
ACH-000013,0.16943445322099998
ACH-000014,0.17003752571400002
ACH-000015,0.301246100481
ACH-000017,0.164068075681
ACH-000018,0.356901231594
ACH-000019,0.472362855273
ACH-000021,0.21251934378899998
ACH-000022,0.41484895657
ACH-000025,0.330255854998
ACH-000028,0.274668895771
ACH-000030,0.154058413729
ACH-000035,0.267439477708
ACH-000036,0.24766500453899998
ACH-000037,0.207449860476
ACH-000039,0.208189674844
ACH-000040,0.277198534755
ACH-000041,0.15450303178
ACH-000042,0.201842204808
ACH-000045,0.41952785262500003
ACH-000047,0.232186411321
ACH-000052,0.38499254774700004
ACH-000053,0.10271046431299999
ACH-000054,0.21497300326299998
ACH-000055,0.22208912307300002
ACH-000060,0.169253334643
ACH-000067,0.301433372868
ACH-000070,0.218181809937
ACH-000075,0.25828240679299996
ACH-000078,0.0636365148
ACH-000082,0.376765802744
ACH-000085,0.362708704662
ACH-000086,0.32239358754700004
ACH-000087,0.392247162922
ACH-000092,0.33736389775
ACH-000095,0.257253330108
ACH-000097,0.23439559869100002
ACH-000098,0.33461211400199997
ACH-000099,0.14796813608200002
ACH-000108,0.215469984828
ACH-000113,0.414429495399
ACH-000115,0.185013889294
ACH-000116,0.19560263291700003
ACH-000118,0.17252867196
ACH-000120,0.00913643610205
ACH-000123,0.0879902307963
ACH-000127,0.29108031719599997
ACH-000128,0.160848432607
ACH-000132,0.331133567129
ACH-000133,0.0774533261703
ACH-000137,0.381074367567
ACH-000138,0.154818461691
ACH-000142,0.240955408771
ACH-000143,0.233259951122
ACH-000146,0.205198586547
ACH-000148,0.42258022378399995
ACH-000150,0.28326661285599997
ACH-000152,0.20021013326099998
ACH-000153,0.555568474039
ACH-000159,0.299387051541
ACH-000160,0.170867624868
ACH-000163,0.270633551713
ACH-000167,0.496891886133
ACH-000168,0.407992608531
ACH-000169,0.255858549355
ACH-000178,0.0730275213768
ACH-000182,0.21707195311
ACH-000183,0.307003990751
ACH-000188,0.273339080601
ACH-000189,-0.40842039612400005
ACH-000190,0.52231149304
ACH-000198,0.38620111954499997
ACH-000204,0.49975499947499996
ACH-000206,0.311781915354
ACH-000207,0.31480883057799997
ACH-000211,0.217569809271
