,MCF2L2 (23101)
ACH-000324,-0.216836017895
ACH-000329,-0.210092517065
ACH-000330,-0.0166736963444
ACH-000331,-0.0759413956233
ACH-000332,-0.136891030765
ACH-000334,-0.14478269986199999
ACH-000335,-0.160922171395
ACH-000336,-0.142641437737
ACH-000337,-0.147721290813
ACH-000339,-0.137753112925
ACH-000341,0.010948645258799999
ACH-000348,-0.191300470942
ACH-000350,-0.141282129945
ACH-000352,-0.38429717332099994
ACH-000356,-0.297648862612
ACH-000361,-0.108756364055
ACH-000362,-0.0276076696093
ACH-000363,-0.254162048733
ACH-000364,-0.23936142013
ACH-000365,-0.22646906519699997
ACH-000366,-0.139119169687
ACH-000368,-0.0411410874942
ACH-000374,0.10999736045700001
ACH-000375,-0.018684959561599997
ACH-000376,-0.151988345804
ACH-000381,-0.347000994832
ACH-000383,-0.111786300075
ACH-000387,-0.247656998242
ACH-000389,-0.127854496074
ACH-000390,-0.0423456871954
ACH-000393,-0.0702839042988
ACH-000395,-0.10257214946799999
ACH-000397,-0.112266238262
ACH-000401,-0.183292443318
ACH-000402,-0.589617578615
ACH-000403,-0.0664585647676
ACH-000404,-0.08518471835300001
ACH-000406,-0.174324046981
ACH-000407,-0.09486431214299999
ACH-000408,-0.271073534908
ACH-000410,-0.319120086533
ACH-000411,-0.0992540094598
ACH-000414,-0.201851729386
ACH-000415,-0.235445661493
ACH-000416,-0.13070883314600001
ACH-000420,-0.15770565552899998
ACH-000421,-0.11899380784000002
ACH-000424,-0.0574166026416
ACH-000425,-0.17622298723000002
ACH-000426,0.134191179558
ACH-000427,-0.332648871899
ACH-000433,-0.198761260819
ACH-000436,-0.564519161964
ACH-000444,0.00639880318175
ACH-000445,-0.151144947427
ACH-000448,-0.28774198428000003
ACH-000450,-0.106887821226
ACH-000452,-0.201712539809
ACH-000454,-0.105031814399
ACH-000458,-0.0856682964243
ACH-000459,-0.136331258815
ACH-000460,-0.225697258523
ACH-000461,-0.22127045441399998
ACH-000463,-0.279944415917
ACH-000464,-0.201891459386
ACH-000466,-0.201935272435
ACH-000467,-0.135860253093
ACH-000468,-0.0309047877102
ACH-000469,-0.0749272890181
ACH-000470,-0.302260981789
ACH-000471,-0.0867251171124
ACH-000472,-0.27576336433299997
ACH-000473,-0.0634384964577
ACH-000475,-0.151828946591
ACH-000476,-0.262700411163
ACH-000477,-0.0450232663414
ACH-000480,-0.227542924223
ACH-000481,-0.144452880819
ACH-000483,-0.140478317095
ACH-000484,0.0453641706695
ACH-000485,-0.0922108631769
ACH-000486,-0.13737607697
ACH-000487,-0.0265095865004
ACH-000488,-0.251401062837
ACH-000490,-0.0535928124056
ACH-000491,-0.23474050226100002
ACH-000495,0.0406613475987
ACH-000496,-0.318701732685
ACH-000499,-0.12401994143799999
ACH-000500,-0.542879678913
ACH-000502,-0.163528847123
ACH-000503,0.0189263437651
ACH-000505,-0.239023371261
ACH-000507,0.11361597398199999
ACH-000510,-0.0505952082554
ACH-000511,-0.122231405674
ACH-000512,-0.026984734235400005
ACH-000516,-0.007198118436939999
ACH-000517,-0.163303738462
ACH-000518,-0.100544932576
ACH-000520,-0.145784814967
ACH-000521,-0.12162251485600001
ACH-000522,-0.060745993747199994
ACH-000524,-0.262589317985
ACH-000527,-0.124148816708
ACH-000528,-0.204469122442
ACH-000537,-0.128137401049
ACH-000541,-0.226024578897
ACH-000542,-0.192367972757
ACH-000544,-0.271124991988
ACH-000545,-0.09851845982820001
ACH-000547,0.025381962866000002
ACH-000548,-0.35908992055699995
ACH-000549,-0.19586326144900001
ACH-000550,-0.024179159747599998
ACH-000552,-0.0756934133511
ACH-000556,-0.102148796508
ACH-000557,-0.112929638021
ACH-000570,-0.290143424202
ACH-000571,-0.172854777597
ACH-000573,-0.18946550269
ACH-000576,-0.308637513794
ACH-000580,-0.0324815720711
ACH-000584,-0.125400083129
ACH-000585,-0.182186027788
ACH-000588,-0.254664066887
ACH-000589,-0.17795182587299999
ACH-000591,-0.025424181529099997
ACH-000593,-0.17044105528
ACH-000600,0.041815113232999995
ACH-000601,-0.10036502768100002
ACH-000604,-0.028354227763799998
ACH-000605,-0.146701308894
ACH-000606,-0.150065066335
ACH-000608,-0.136221311059
ACH-000614,0.0629272820386
ACH-000616,-0.054998283231
ACH-000618,-0.129730326534
ACH-000619,-0.21835859924800002
ACH-000620,-0.22978647794
ACH-000621,-0.028597194344799997
ACH-000622,-0.237137049349
ACH-000623,-0.0104496875154
ACH-000624,-0.09536776069849999
ACH-000627,-0.128307440113
ACH-000630,-0.13867362787
ACH-000632,-0.214105974424
ACH-000633,-0.368852639045
ACH-000637,-0.06136890724090001
ACH-000638,-0.009297440076079999
ACH-000646,-0.22478938893599998
ACH-000647,-0.154880280268
ACH-000648,0.04823992149280001
ACH-000649,-0.20504133829500001
ACH-000651,-0.08979330645120001
ACH-000652,-0.0610799669984
ACH-000653,0.019608449063799997
ACH-000657,-0.185671656848
ACH-000658,-0.350897456471
ACH-000661,-0.29237818159
ACH-000662,-0.47121187124200004
ACH-000663,-0.153014762231
ACH-000665,-0.0373016292589
ACH-000671,-0.164087204874
ACH-000673,-0.048124281544500006
ACH-000676,-0.140275039839
ACH-000677,0.0830954438937
ACH-000681,-0.149458421796
ACH-000682,-0.155893579662
ACH-000683,-0.221115226697
ACH-000684,-0.38539246380900005
ACH-000688,-0.022053944786
ACH-000693,-0.12241556035999998
ACH-000694,-0.19447481823399998
ACH-000695,-0.0622714102615
ACH-000696,-0.15040803782099998
ACH-000697,-0.0725607159806
ACH-000699,-0.0520258523795
ACH-000701,-0.15971120339000003
ACH-000706,-0.105381488082
ACH-000711,-0.0684385374236
ACH-000713,-0.19327623883900003
ACH-000714,-0.272160574451
ACH-000718,-0.279370887667
ACH-000720,-0.151658138439
ACH-000721,-0.08126210329469999
ACH-000724,-0.143477320181
ACH-000725,0.042048570769100006
ACH-000732,-0.003957512435749999
ACH-000734,-0.0755164796205
ACH-000735,-0.176326763651
ACH-000736,-0.05923216447290001
ACH-000738,-0.169297343082
ACH-000746,-0.07920531366339999
ACH-000747,-0.217891794658
ACH-000748,-0.159588458635
ACH-000753,-0.18275237463
ACH-000756,0.105127962272
ACH-000757,-0.35010053896300003
ACH-000758,0.053361795005900006
ACH-000760,-0.0895324979147
ACH-000763,-0.169755225764
ACH-000764,0.179681709419
ACH-000765,-0.328330070436
ACH-000766,-0.139560253927
ACH-000767,-0.166623014969
ACH-000768,-0.208768080938
ACH-000769,-0.0692525603853
ACH-000770,-0.21987223801999997
ACH-000771,-0.0850594921019
ACH-000773,-0.0680511087699
ACH-000776,-0.485123184017
ACH-000777,-0.273117834366
ACH-000778,-0.213246825033
ACH-000781,-0.20977042843600002
ACH-000782,-0.26320736006900003
ACH-000783,-0.101523028729
ACH-000784,-0.335531958043
ACH-000785,-0.105933719481
ACH-000787,-0.25173162531800003
ACH-000788,-0.158457482453
ACH-000791,-0.269091758651
ACH-000792,-0.14844280707000002
ACH-000794,-0.526505330865
ACH-000796,-0.27312909425
ACH-000799,-0.07053430206849999
ACH-000800,0.063050312137
ACH-000802,-0.24765340998500002
ACH-000804,-0.07316282608130001
ACH-000805,-0.16812514943
ACH-000809,-0.100210397604
ACH-000810,-0.485049574771
ACH-000811,-0.19168075097600001
ACH-000817,-0.306792476278
ACH-000819,-0.212813859129
ACH-000820,-0.468168758487
ACH-000821,-0.10005317372400001
ACH-000822,-0.0670718369814
ACH-000823,-0.320630237073
ACH-000824,-0.0971757122404
ACH-000827,-0.135231608244
ACH-000829,-0.153498207319
ACH-000831,-0.223467661151
ACH-000832,0.10763731399599999
ACH-000833,-0.129118548561
ACH-000834,-0.0481750485387
ACH-000835,-0.0421100571363
ACH-000836,-0.246194073905
ACH-000837,-0.03607559163
ACH-000838,0.0354290819561
ACH-000839,0.0967318604734
ACH-000840,0.015940180624500002
ACH-000841,-0.103903652613
ACH-000843,-0.0965560402238
ACH-000846,-0.193393850001
ACH-000847,-0.260268982549
ACH-000848,-0.0505841531505
ACH-000849,-0.00948710476924
ACH-000851,-0.280445396876
ACH-000855,-0.0315659419231
ACH-000856,-0.168570187037
ACH-000858,-0.18298221046
ACH-000859,-0.114055140932
ACH-000861,-0.139912671613
ACH-000862,-0.21783221464000002
ACH-000865,-0.162422984526
ACH-000866,-0.187135287659
ACH-000867,-0.117914223495
ACH-000869,-0.0175174340338
ACH-000872,-0.188004000875
ACH-000873,-0.326092195716
ACH-000876,-0.0171881748987
ACH-000878,0.0173867320046
ACH-000880,-0.09192489965339999
ACH-000881,-0.277926300767
ACH-000882,-0.22671270786800002
ACH-000884,-0.334812891097
ACH-000885,-0.211589865619
ACH-000887,-0.126474841088
ACH-000888,0.00242826266641
ACH-000889,-0.1465005351
ACH-000890,0.0572349594819
ACH-000896,-0.269815662535
ACH-000898,-0.122676881364
ACH-000900,0.082121762964
ACH-000901,-0.042766095834400004
ACH-000905,-0.275977316043
ACH-000906,-0.237926308486
ACH-000907,-0.0189106007393
ACH-000910,-0.24289896635000002
ACH-000911,-0.27210056791
ACH-000912,-0.173377770598
ACH-000913,-0.36527630836999997
ACH-000915,-0.14167002191199998
ACH-000916,-0.0423681534664
ACH-000917,-0.0608589367651
ACH-000921,-0.148820637448
ACH-000924,-0.15203181047
ACH-000926,-0.24661710921
ACH-000928,-0.14835478114700001
ACH-000929,-0.170199496748
ACH-000932,-0.0495192870426
ACH-000935,-0.275016853915
ACH-000936,-0.0101965491552
ACH-000937,-0.145382390746
ACH-000938,-0.176250039975
ACH-000939,0.00973440213807
ACH-000941,-0.0405168989214
ACH-000943,-0.0601331818358
ACH-000946,-0.119219470964
ACH-000947,-0.119960456898
ACH-000948,-0.173178729086
ACH-000950,-0.274216861277
ACH-000953,-0.167129635041
ACH-000957,-0.0844783432141
ACH-000958,-0.12482770720000001
ACH-000960,0.123052718982
ACH-000963,-0.0504692551956
ACH-000968,-0.0916448381813
ACH-000969,-0.081785629594
ACH-000973,-0.20519420355300003
ACH-000974,-0.20360737141899998
ACH-000975,0.116295365412
ACH-000976,-0.15173381434900002
ACH-000978,-0.19824899105000002
ACH-000980,-0.141780027551
ACH-000984,-0.157983741227
ACH-000986,-0.00303668951788
ACH-000988,0.011704303743499999
ACH-000993,-0.08275850356110001
ACH-000994,-0.07891780996969999
ACH-000996,-0.164108675707
ACH-001001,-0.276655535934
ACH-001020,0.13584709092299999
ACH-001028,-0.14918867615700002
ACH-001031,0.558477594264
ACH-001038,-0.250666347018
ACH-001048,-0.163036573193
ACH-001050,-0.177511225337
ACH-001053,-0.135191378591
ACH-001054,-0.23630359660100003
ACH-001061,-0.136858055792
ACH-001067,-0.115410449598
ACH-001075,-0.022229233642899998
ACH-001096,-0.0645360039683
ACH-001128,0.22554446887
ACH-001134,0.0969407600048
ACH-001151,-0.170509111351
ACH-001163,0.021020797913500002
ACH-001164,-0.019475900932799998
ACH-001173,-0.18353913138500003
ACH-001183,-0.260577410003
ACH-001184,-0.17545368215999999
ACH-001190,-0.142820177774
ACH-001192,-0.24698928841499998
ACH-001193,-0.0560981376387
ACH-001196,-0.127579679877
ACH-001197,-0.0773904040817
ACH-001205,-0.010419380991799999
ACH-001211,-0.206278015706
ACH-001212,0.18955629604899998
ACH-001228,-0.255987052659
ACH-001232,-0.200639470762
ACH-001239,-0.10430215364800001
ACH-001274,-0.28426777762899996
ACH-001275,-0.171821104091
ACH-001277,0.0797093221933
ACH-001278,-0.155964750339
ACH-001280,0.0737591793364
ACH-001283,-0.0116317065095
ACH-001289,-0.384918884322
ACH-001295,-0.228869773519
ACH-001300,-0.250322155107
ACH-001301,-0.345561242632
ACH-001302,-0.242746333825
ACH-001303,0.016310894064899998
ACH-001306,-0.22305347118000002
ACH-001318,-0.23573860849599998
ACH-001322,-0.101227248201
ACH-001328,-0.110820052162
ACH-001332,0.216815396983
ACH-001333,-0.0030633911817700005
ACH-001336,-0.0883564889768
ACH-001340,-0.194706178501
ACH-001346,-0.0810130596213
ACH-001353,-0.16799992653299997
ACH-001354,0.09792284077310001
ACH-001367,-0.08294647143310001
ACH-001368,-0.20714077209800003
ACH-001374,-0.577420877562
ACH-001375,-0.0951724144063
ACH-001377,-0.005917451439189999
ACH-001380,-0.07298245805800001
ACH-001391,-0.399509261345
ACH-001407,-0.25696037953
ACH-001408,-0.167687215799
ACH-001413,-0.0156876709616
ACH-001430,-0.282045856315
ACH-001431,-0.207121665313
ACH-001450,-0.39297608251000005
ACH-001496,-0.18395685128800002
ACH-001500,-0.206855985547
ACH-001521,-0.329562292802
ACH-001523,-0.12426450328500001
ACH-001532,-0.146234949512
ACH-001536,-0.148167575376
ACH-001550,-0.280331204021
ACH-001552,-0.028761417530200003
ACH-001554,-0.163592432238
ACH-001645,-0.327330778039
ACH-001654,-0.317352976058
ACH-001715,-0.380072524473
ACH-001735,-0.0876915596662
ACH-001736,0.0876475423347
ACH-001737,-0.202881402114
ACH-001740,-0.0778242552797
ACH-001745,-0.08625541719460002
ACH-001750,-0.236612417596
ACH-001765,-0.024713826183199998
ACH-001956,0.0251892882296
ACH-001957,-0.0382056979311
