,NR2E1 (7101)
ACH-000004,-0.117146968189
ACH-000007,0.10781444580600001
ACH-000009,-0.020637510299900002
ACH-000011,-0.215898419947
ACH-000012,-0.0911456415973
ACH-000013,-0.192719966165
ACH-000014,-0.143134177272
ACH-000015,-0.0666206862479
ACH-000017,-0.07532668833219999
ACH-000018,-0.330574940749
ACH-000019,-0.0400877846284
ACH-000021,-0.172502748043
ACH-000022,0.025911064344900002
ACH-000025,-0.0256478704232
ACH-000028,0.036817779811
ACH-000030,-0.0143634115678
ACH-000035,-0.107580390593
ACH-000036,-0.07114526074689999
ACH-000037,0.18287440008000003
ACH-000039,-0.155935645278
ACH-000040,-0.0875875101461
ACH-000041,-0.0540609940367
ACH-000042,-0.143072977676
ACH-000045,-0.142578872636
ACH-000047,-0.0712529782669
ACH-000052,0.0870936832938
ACH-000053,-0.117097215582
ACH-000054,-0.175704542925
ACH-000055,0.014606616324200001
ACH-000060,-0.130079032066
ACH-000067,-0.0675626764207
ACH-000070,-0.0797439947589
ACH-000075,-0.04815860426369999
ACH-000078,0.026255566643599997
ACH-000082,-0.127134001877
ACH-000085,-0.0264095152318
ACH-000086,-0.13524967329
ACH-000087,-0.212259183836
ACH-000092,0.0
ACH-000095,-0.00708490166117
ACH-000097,-0.0418823474879
ACH-000098,-0.09543712375119999
ACH-000099,0.0526524043951
ACH-000108,-0.190987748651
ACH-000113,-0.08510461666639998
ACH-000115,-0.0890477474043
ACH-000116,-0.06004791102390001
ACH-000118,-0.00778656212009
ACH-000120,0.17323966912799998
ACH-000123,0.127351281774
ACH-000127,-0.133062217695
ACH-000128,-0.569000210319
ACH-000132,-0.225867511175
ACH-000133,0.0415505007974
ACH-000137,-0.09599511542369998
ACH-000138,-0.197633059499
ACH-000142,-0.108064002264
ACH-000143,0.22701539676999996
ACH-000146,0.0470259208854
ACH-000148,-0.0623233283708
ACH-000150,-0.179049358313
ACH-000152,0.09388749551269998
ACH-000153,0.05540984930790001
ACH-000159,-0.185783541301
ACH-000160,0.0703186437681
ACH-000163,0.0249393617386
ACH-000167,-0.0131847184693
ACH-000168,-0.161248348776
ACH-000169,-0.050419118353199996
ACH-000178,0.0270891535563
ACH-000182,0.0838400951845
ACH-000183,-0.111408784153
ACH-000188,-0.1286406652
ACH-000189,-0.07599328561839999
ACH-000190,0.0283081534551
ACH-000198,-0.030883424705599998
ACH-000204,0.14410499844
ACH-000206,0.144550339996
ACH-000207,-0.150603026575
ACH-000211,0.06469181919809999
ACH-000215,-0.0513980212912
ACH-000221,-0.134343607512
ACH-000222,-0.29789986406999996
ACH-000223,-0.0692910526283
ACH-000226,-0.12162559299900001
ACH-000227,-0.291001294425
ACH-000228,0.0
ACH-000231,-0.22346559789
ACH-000232,-0.159078784314
ACH-000233,-0.0634570083361
ACH-000234,-0.02774292517
ACH-000235,-0.091085109114
ACH-000237,-0.023560127137199998
ACH-000238,-0.146846609387
ACH-000243,-0.0748255996622
ACH-000244,0.0976952060888
ACH-000246,-0.0661019845694
