,ZZEF1 (23140)
ACH-000004,0.227655969608
ACH-000007,-0.39754866099799996
ACH-000009,-0.11890712722300001
ACH-000011,-0.23976111865
ACH-000012,-0.18715884327500001
ACH-000013,-0.238093231184
ACH-000014,0.221857553937
ACH-000015,-0.268335580161
ACH-000017,-0.292233643466
ACH-000018,-0.325120770669
ACH-000019,-0.13198751233300002
ACH-000021,-0.15338012565099998
ACH-000022,-0.155493198917
ACH-000025,-0.253787539415
ACH-000028,-0.163724637528
ACH-000030,-0.133544855806
ACH-000035,-0.011956995592700002
ACH-000036,-0.233029736809
ACH-000037,-0.359841149744
ACH-000039,-0.11030893889900001
ACH-000040,-0.303754022775
ACH-000041,-0.165581832033
ACH-000042,-0.19497767479000003
ACH-000045,-0.258535089237
ACH-000047,-0.288744873389
ACH-000052,-0.23620630931999997
ACH-000053,-0.124104601356
ACH-000054,-0.09082272256650001
ACH-000055,-0.212964012003
ACH-000060,-0.364309678495
ACH-000067,-0.500479463622
ACH-000070,-0.162272348285
ACH-000075,-0.007366689932470001
ACH-000078,0.0187495248474
ACH-000082,-0.277862093092
ACH-000085,-0.144263001677
ACH-000086,-0.0126772805928
ACH-000087,-0.250111914365
ACH-000092,-0.17487284448899998
ACH-000095,-0.14891799508
ACH-000097,-0.274993219082
ACH-000098,-0.146301232623
ACH-000099,-0.268793036311
ACH-000108,-0.157669782562
ACH-000113,-0.157352853762
ACH-000115,-0.351538796947
ACH-000116,-0.22557105487
ACH-000118,-2.54990419285e-05
ACH-000120,-0.0672302706791
ACH-000123,-0.230219096427
ACH-000127,-0.226181953804
ACH-000128,-0.0882493363123
ACH-000132,-0.258497849896
ACH-000133,-0.328353408829
ACH-000137,0.055619859464800005
ACH-000138,-0.111372448067
ACH-000142,-0.167742523206
ACH-000143,0.122379960928
ACH-000146,-0.057763747260800004
ACH-000148,-0.33444607954100003
ACH-000150,-0.253204400544
ACH-000152,-0.348715178698
ACH-000153,-0.147057085231
ACH-000159,-0.180376590185
ACH-000160,-0.00100472229117
ACH-000163,-0.367122352536
ACH-000167,-0.476414588483
ACH-000168,-0.41517312596699996
ACH-000169,-0.161184410744
ACH-000178,-0.153021980302
ACH-000182,-0.14054281220200002
ACH-000183,-0.10636070530099999
ACH-000188,-0.329000569844
ACH-000189,-0.0189603145599
ACH-000190,-0.229054179491
ACH-000198,-0.175041191375
ACH-000204,-0.0267034649248
ACH-000206,-0.10739694240499999
ACH-000207,-0.10871317569399999
ACH-000211,-0.14484108573899998
ACH-000215,-0.155577055798
ACH-000221,-0.140354267507
ACH-000222,-0.027683369955299998
ACH-000223,-0.0912359536492
ACH-000226,-0.224629115757
ACH-000227,-0.260438624606
ACH-000228,-0.0398056857001
ACH-000231,-0.23363222938499997
ACH-000232,-0.19941346657
ACH-000233,-0.291800312367
ACH-000234,-0.27306215456300004
ACH-000235,-0.0900064652618
ACH-000237,-0.134187242829
ACH-000238,-0.08579163713929999
ACH-000243,-0.070276736109
