,NEMF (9147)
ACH-000004,-0.311760922607
ACH-000007,-0.539298588325
ACH-000009,-0.302541784187
ACH-000011,-0.650113731091
ACH-000012,-0.527122459135
ACH-000013,-0.447144401818
ACH-000014,-0.522016283271
ACH-000015,-0.439523175211
ACH-000017,-0.569843149228
ACH-000018,-0.455176614088
ACH-000019,-0.61666584789
ACH-000021,-0.173247104694
ACH-000022,-0.435623950604
ACH-000025,-0.480429548344
ACH-000028,-0.379634983463
ACH-000030,-0.268094657688
ACH-000035,-0.516660692654
ACH-000036,-0.615693863067
ACH-000037,-0.7746098715809999
ACH-000039,-0.24670447596900003
ACH-000040,-0.80577849551
ACH-000041,-0.17240631781
ACH-000042,-0.35680500264799997
ACH-000045,-0.384974290057
ACH-000047,-0.30501759806699996
ACH-000052,-0.666195533489
ACH-000053,-0.36040992251299997
ACH-000054,-0.301541977702
ACH-000055,-0.561713204016
ACH-000060,-0.7724774372050001
ACH-000067,-0.211060632908
ACH-000070,-0.314827202537
ACH-000075,-1.0295802035100001
ACH-000078,-0.40790863745
ACH-000082,-0.59745750875
ACH-000085,-0.646267527408
ACH-000086,-0.463497450856
ACH-000087,-0.379963694557
ACH-000092,-0.567987201013
ACH-000095,-0.514707630098
ACH-000097,-0.653592976743
ACH-000098,-0.296999178167
ACH-000099,-0.45150720187700005
ACH-000108,-0.40306649652800003
ACH-000113,-0.352726256201
ACH-000115,-0.10653680300799999
ACH-000116,-0.369007760048
ACH-000118,-0.397644305923
ACH-000120,-0.40352449020000003
ACH-000123,-0.467161661915
ACH-000127,-0.50232570325
ACH-000128,-0.542075644853
ACH-000132,-0.16866807638300002
ACH-000133,-0.456259383909
ACH-000137,-0.17428812329100002
ACH-000138,-0.413775317307
ACH-000142,-0.401083289664
ACH-000143,-0.301668016961
ACH-000146,-0.270773514707
ACH-000148,-0.46742398802199997
ACH-000150,-0.155463351678
ACH-000152,-0.443455691095
ACH-000153,-0.39766555002400006
ACH-000159,-0.484449940841
ACH-000160,-0.629586407983
ACH-000163,-0.592765051193
ACH-000167,-0.510421953539
ACH-000168,-0.30449631888900003
ACH-000169,-0.480447189507
ACH-000178,-0.334992297705
ACH-000182,-0.5424916323160001
ACH-000183,-0.42473248508699996
ACH-000188,-0.6410832725010001
ACH-000189,-1.03868999153
ACH-000190,-0.332124432189
ACH-000198,-0.335755619048
ACH-000204,-0.385027025129
ACH-000206,-0.576783191314
ACH-000207,-0.6154751962430001
ACH-000211,-0.651831181316
ACH-000215,-0.43336658585199994
ACH-000221,-0.312328661182
ACH-000222,-0.134715320454
ACH-000223,-0.5211544250469999
ACH-000226,-0.406064018235
ACH-000227,-0.379861378728
ACH-000228,-0.552647729481
ACH-000231,-0.6622686811649999
ACH-000232,-0.440349469005
ACH-000233,-0.33895160123400003
ACH-000234,-0.439944833403
ACH-000235,-0.41592233908299997
ACH-000237,-0.46443210751599995
ACH-000238,-0.634066431959
ACH-000243,-0.31375896365
ACH-000244,-0.934258631504
ACH-000246,-0.563491114169
ACH-000248,-0.571918985579
ACH-000250,-0.7512401243569999
ACH-000251,-0.480632774187
ACH-000253,-0.439518172828
ACH-000255,-0.49009739114399997
ACH-000256,-0.411960807709
ACH-000257,-0.40175691232199995
ACH-000258,-0.32312178757800003
ACH-000259,-0.30931826719
ACH-000260,-0.496823255804
ACH-000261,-0.31994717153499996
ACH-000262,-0.567652643686
ACH-000263,-0.248696665371
ACH-000264,-0.40279910969000005
ACH-000265,-0.364511736365
ACH-000266,-0.427411536266
ACH-000272,-0.473709951969
ACH-000273,-0.724343814202
ACH-000274,-0.428026805981
ACH-000277,-0.634313255619
ACH-000278,-0.33841897055200004
ACH-000279,-0.23425890869600002
ACH-000280,-0.541168126442
ACH-000281,-0.33814521572800005
ACH-000288,-0.452730324623
ACH-000291,-0.669249815409
ACH-000293,-0.543943911408
ACH-000294,-0.753926225443
ACH-000295,-0.0685935687766
ACH-000296,-0.26469703089200003
ACH-000302,-0.287191669598
ACH-000304,-0.402231731439
ACH-000307,-0.5469094491250001
ACH-000308,-0.41622034144500003
ACH-000310,-0.168769605057
ACH-000311,-0.09779227692260001
ACH-000312,-0.23971337096999998
ACH-000315,-0.401342418661
ACH-000316,-0.39280762979500006
ACH-000317,-0.313155512591
ACH-000318,-0.319256401142
ACH-000319,-0.349020270723
ACH-000320,-0.14042466214500002
ACH-000322,-0.404392750154
ACH-000323,-0.725886242844
ACH-000324,-0.594466253059
ACH-000329,-0.42164310108999997
ACH-000330,-0.19751390519
ACH-000331,-0.39320937822999996
ACH-000332,-0.466122071147
ACH-000334,-0.07981545569339998
ACH-000335,-0.6823984098450001
ACH-000336,-0.891866313032
ACH-000337,-0.150212605138
ACH-000339,-0.562957124359
ACH-000341,-0.774762276382
ACH-000348,-0.543380007374
ACH-000350,-0.38830908615500004
ACH-000352,-0.371961356064
ACH-000356,-0.555556458174
ACH-000361,-0.394086800231
ACH-000362,-0.346695241083
ACH-000363,-0.36462623933
ACH-000364,-0.42967295600199995
ACH-000365,-0.558121640972
ACH-000366,-0.39078876001999996
ACH-000368,-0.556633431704
ACH-000374,-0.44242187486699996
ACH-000375,-0.494755088453
ACH-000376,-0.6949076402619999
ACH-000381,-0.36550389201399996
ACH-000383,-0.5159850804330001
ACH-000387,-0.410239266994
ACH-000389,-0.696243502018
ACH-000390,-0.394183995946
ACH-000393,-0.319707045336
ACH-000395,-0.625312770321
ACH-000397,-0.152743384623
ACH-000401,-0.527532178173
ACH-000402,-0.6795997864409999
ACH-000403,-0.5019106719399999
ACH-000404,-0.369145260934
ACH-000406,-0.209329220956
ACH-000407,-0.489274990156
ACH-000408,-0.672122002774
ACH-000410,-0.133179608126
ACH-000411,-0.570123760785
ACH-000414,-0.26986975609
ACH-000415,-0.336159065044
ACH-000416,-0.543578353536
ACH-000420,-0.455391707263
ACH-000421,-0.457451531031
ACH-000424,-0.11225006317299999
ACH-000425,-0.493915419696
ACH-000426,-0.541277000305
ACH-000427,-0.603909266549
ACH-000433,-0.6753187014800001
ACH-000436,-0.342736188284
ACH-000444,-0.26151108014
ACH-000445,-0.486556412528
ACH-000448,-0.529442837014
ACH-000450,-0.529944259997
