,FOXD4L6 (653404)
ACH-000004,-0.5190002767399999
ACH-000007,-0.49086692536399995
ACH-000009,-0.367794235667
ACH-000011,-0.31100279550099996
ACH-000012,-0.533260605606
ACH-000013,-0.480308791408
ACH-000014,-0.636469404186
ACH-000015,-0.607037690036
ACH-000017,-0.565753473767
ACH-000018,-0.497230751042
ACH-000019,-0.401334259344
ACH-000021,-0.688164230192
ACH-000022,-0.524123727711
ACH-000025,-0.48438311891400004
ACH-000028,-0.472793089558
ACH-000030,-0.5611151071180001
ACH-000035,-0.596981271367
ACH-000036,-0.552277236473
ACH-000037,-0.920539698256
ACH-000039,-0.5566426542490001
ACH-000040,-0.492237923178
ACH-000041,-0.558686761217
ACH-000042,-0.499900626868
ACH-000045,-0.5581109530439999
ACH-000047,-0.468336249029
ACH-000052,-0.6362177377570001
ACH-000053,-0.392226632229
ACH-000054,-0.551202165158
ACH-000055,-0.582766255659
ACH-000060,-0.45400605299400004
ACH-000067,-0.5456200274759999
ACH-000070,-0.6799565700040001
ACH-000075,-0.46291831395800004
ACH-000078,-0.601720303
ACH-000082,-0.401175170498
ACH-000085,-0.5617592717100001
ACH-000086,-0.500246619986
ACH-000087,-0.537807136136
ACH-000092,-0.780876134717
ACH-000095,-0.5553021692819999
ACH-000097,-0.466822363386
ACH-000098,-0.751767253414
ACH-000099,-0.605113083195
ACH-000108,-0.501337737226
ACH-000113,-0.572634364595
ACH-000115,-0.273420975864
ACH-000116,-0.46326330390500003
ACH-000118,-0.37702446363200004
ACH-000120,-0.584637640624
ACH-000123,-0.43500892102399996
ACH-000127,-0.559689143162
ACH-000128,-0.657725623493
ACH-000132,-0.671346269192
ACH-000133,-0.627820931986
ACH-000137,-0.645538060514
ACH-000138,-0.596918513975
ACH-000142,-0.6126465950419999
ACH-000143,-0.48094453471
ACH-000146,-0.35370861173199997
ACH-000148,-0.524121464084
ACH-000150,-0.7074551524060001
ACH-000152,-0.591493860924
ACH-000153,-0.164628446928
ACH-000159,-0.719284445962
ACH-000160,-0.306313566618
ACH-000163,-0.616330605675
ACH-000167,-0.6434768449189999
ACH-000168,-0.603828278365
ACH-000169,-0.452143001688
ACH-000178,-0.429510300966
ACH-000182,-0.333540744596
ACH-000183,-0.642690037814
ACH-000188,-0.6966686271610001
ACH-000189,-0.721411234803
ACH-000190,-0.534804778688
ACH-000198,-0.45039576087899996
ACH-000204,-0.426738029846
ACH-000206,-0.5561105768519999
ACH-000207,-0.318034804333
ACH-000211,-0.42745927037799997
ACH-000215,-0.650411649733
ACH-000221,-0.66218343587
ACH-000222,-0.5982384414190001
ACH-000223,-0.48219812910899995
ACH-000226,-0.474005304336
ACH-000227,-0.41047066754600003
ACH-000228,-0.524556499847
ACH-000231,-0.635571524334
ACH-000232,-0.6713672513160001
ACH-000233,-0.515342459466
ACH-000234,-0.45792924921899997
ACH-000235,-0.578133473564
ACH-000237,-0.582056661451
ACH-000238,-0.558491779648
ACH-000243,-0.35875595248400005
ACH-000244,-0.5941544877220001
ACH-000246,-0.487622322135
ACH-000248,-0.630184970691
ACH-000250,-0.51953028975
ACH-000251,-0.533776771838
ACH-000253,-0.509415574856
ACH-000255,-0.48019249609700004
ACH-000256,-0.405178991879
ACH-000257,-0.5632842657020001
ACH-000258,-0.170793553574
ACH-000259,-0.336926113668
ACH-000260,-0.40755249002300004
ACH-000261,-0.432263830998
ACH-000262,-0.592654821095
ACH-000263,-0.306995256337
ACH-000264,-0.44654316457599996
ACH-000265,-0.49332177473399996
ACH-000266,-0.392204906561
ACH-000272,-0.62550022336
ACH-000273,-0.592784894604
ACH-000274,-0.611317614019
ACH-000277,-0.287760499012
ACH-000278,-0.543133428761
ACH-000279,-0.722322264041
ACH-000280,-0.5234399492790001
ACH-000281,-0.5633002036370001
ACH-000288,-0.509405015487
ACH-000291,-0.465225195092
ACH-000293,-0.672829194912
ACH-000294,-0.384647799317
ACH-000295,-0.707932250863
ACH-000296,-0.552141390684
ACH-000302,-0.482743186442
ACH-000304,-0.327947099063
ACH-000307,-0.5068650357710001
ACH-000308,-0.705495723732
ACH-000310,-0.58408125507
ACH-000311,-0.37415267409100006
ACH-000312,-0.428888574893
ACH-000315,-0.34612757216300005
ACH-000316,-0.8058213810379999
ACH-000317,-0.47530179491400004
ACH-000318,-0.514096362623
ACH-000319,-0.39957296113000007
ACH-000320,-0.560228238802
ACH-000322,-0.8982663434460001
ACH-000323,-0.799951389321
ACH-000324,-0.385564363399
ACH-000329,-0.670585066358
ACH-000330,-0.494432788546
ACH-000331,-0.43621539303999995
ACH-000332,-0.43479927335100005
ACH-000334,-0.469311916043
ACH-000335,-0.610526668005
ACH-000336,-0.672434451609
ACH-000337,-0.5654705056620001
ACH-000339,-0.538371134167
ACH-000341,-0.563099613422
ACH-000348,-0.606787557805
ACH-000350,-0.417694181727
ACH-000352,-0.510758991117
ACH-000356,-0.452996667162
ACH-000361,-0.54710640601
ACH-000362,-0.565680193545
ACH-000363,-0.38536518800700004
ACH-000364,-0.500843858468
ACH-000365,-0.6914210259
ACH-000366,-0.519306092848
ACH-000368,-0.47416893239200003
ACH-000374,-0.591494285017
ACH-000375,-0.5821786762169999
ACH-000376,-0.399427460291
ACH-000381,-0.576765163025
ACH-000383,-0.6824476177259999
ACH-000387,-0.411611888627
ACH-000389,-0.545381223064
ACH-000390,-0.652659308692
ACH-000393,-0.6250303672290001
ACH-000395,-0.601014736596
ACH-000397,-0.653876450168
ACH-000401,-0.764715331964
ACH-000402,-0.655616737833
ACH-000403,-0.618337793755
ACH-000404,-0.672819371514
ACH-000406,-0.37549331904600003
ACH-000407,-0.61288834106
ACH-000408,-0.516899577523
ACH-000410,-0.588386528497
ACH-000411,-0.5136411449180001
ACH-000414,-0.423633575027
ACH-000415,-0.339143842242
ACH-000416,-0.64394723495
ACH-000420,-0.49896526282700004
ACH-000421,-0.380257135678
ACH-000424,-0.441291191985
ACH-000425,-0.49601982707599995
ACH-000426,-0.353210102543
ACH-000427,-0.6593241810530001
ACH-000433,-0.601558182481
ACH-000436,-0.432575301967
ACH-000444,-0.222503985873
ACH-000445,-0.598442769848
ACH-000448,-0.355628830868
ACH-000450,-0.648252809501
ACH-000452,-0.228082343033
ACH-000454,-0.6235334456830001
ACH-000458,-0.46033739375200006
ACH-000459,-0.437193056083
ACH-000460,-0.475901466202
ACH-000461,-0.268017556542
ACH-000463,-0.412601350471
ACH-000464,-0.514700125194
ACH-000466,-0.44218075028000003
ACH-000467,-0.531321362949
ACH-000468,-0.523441491492
ACH-000469,-0.48579055668000004
ACH-000470,-0.594484339169
ACH-000471,-0.48384638071
ACH-000472,-0.517637470638
ACH-000473,-0.47191401244
ACH-000475,-0.501808747004
ACH-000476,-0.600113894941
ACH-000477,-0.525837086539
ACH-000480,-0.449525985927
ACH-000481,-0.616248629519
ACH-000483,-0.48741371959700003
ACH-000484,-0.425392374353
ACH-000485,-0.44178159685400004
ACH-000486,-0.495469766206
ACH-000487,-0.584055499119
ACH-000488,-0.483348632083
ACH-000490,-0.424265334314
ACH-000491,-0.43933215153399996
ACH-000495,-0.6793851893260001
ACH-000496,-0.49759672023699997
ACH-000499,-0.435362135755
ACH-000500,-0.35292835217600005
ACH-000502,-0.579316635211
ACH-000503,-0.8236404019069999
ACH-000505,-0.47806773646300005
ACH-000507,-0.551519570546
ACH-000510,-0.412145182926
ACH-000511,-0.440189033535
ACH-000512,-0.968193357587
ACH-000516,-0.392496119097
ACH-000517,-0.27088825116500004
ACH-000518,-0.393769331979
ACH-000520,-0.5549571718199999
ACH-000521,-0.677261964709
ACH-000522,-0.538644489527
ACH-000524,-0.43311631656000005
ACH-000527,-0.397582558419
ACH-000528,-0.380512838756
ACH-000537,-0.489502249472
ACH-000541,-0.637132868532
ACH-000542,-0.43709338563199995
ACH-000544,-0.747449481032
ACH-000545,-0.464897831993
ACH-000547,-0.6140722473369999
ACH-000548,-0.516303689374
ACH-000549,-0.613007121595
ACH-000550,-0.44447686632399996
ACH-000552,-0.481216727239
ACH-000556,-0.397517306665
ACH-000557,-0.5009939221999999
ACH-000570,-0.606644957485
ACH-000571,-0.655780738429
ACH-000573,-0.496583931021
ACH-000576,-0.484922374502
ACH-000580,-0.525899084392
ACH-000584,-0.534836020299
ACH-000585,-0.323691551433
ACH-000588,-0.31443886893
ACH-000589,-0.49769873567100004
ACH-000591,-0.708142957405
ACH-000593,-0.528398426486
ACH-000600,-0.458505558353
ACH-000601,-0.509186860562
ACH-000604,-0.509335144598
ACH-000605,-0.469863756545
ACH-000606,-0.413444123748
ACH-000608,-0.649754549683
ACH-000614,-0.561718210092
ACH-000616,-0.426534942698
ACH-000618,-0.334387137713
ACH-000619,-0.428131088387
ACH-000620,-0.443746826967
ACH-000621,-0.348644672189
ACH-000622,-0.682491614687
ACH-000623,-0.46460565703
ACH-000624,-0.40019465664000003
ACH-000627,-0.5381025517019999
ACH-000630,-0.49961355989100004
ACH-000632,-0.46059944568899996
ACH-000633,-0.500715942894
ACH-000637,-0.517036970363
ACH-000638,-0.439630179446
ACH-000646,-0.38629021288800003
ACH-000647,-0.45988469671000004
ACH-000648,-0.533788998878
ACH-000649,-0.556873529002
ACH-000651,-0.5051173514399999
ACH-000652,-0.5303255650559999
ACH-000653,-0.42296460831200006
ACH-000657,-0.464903140484
ACH-000658,-0.370413947032
ACH-000661,-0.50642944318
ACH-000662,-0.67390669272
ACH-000663,-0.552471143219
ACH-000665,-0.545804883429
ACH-000671,-0.652251196457
ACH-000673,-0.32151762620700003
ACH-000676,-0.544678337027
ACH-000677,-0.428318953894
ACH-000681,-0.298400720392
ACH-000682,-0.43790356988000007
ACH-000683,-0.449745524584
ACH-000684,-0.671450584223
ACH-000688,-0.44459615628300003
ACH-000693,-0.619519272458
ACH-000694,-0.474997959806
ACH-000695,-0.440472047262
ACH-000696,-0.4450568468399999
ACH-000697,-0.569662364011
ACH-000699,-0.437664645744
ACH-000701,-0.376217689394
ACH-000706,-0.49864505546300003
ACH-000711,-0.47500376158999996
ACH-000713,-0.541328627961
ACH-000714,-0.642057404182
ACH-000718,-0.6688285801330001
ACH-000720,-0.54256136143
ACH-000721,-0.604978035208
ACH-000724,-0.349786222336
ACH-000725,-0.506609645469
ACH-000732,-0.658633876325
ACH-000734,-0.664767453951
ACH-000735,-0.66582876652
ACH-000736,-0.682785147653
ACH-000738,-0.628427487444
ACH-000746,-0.399987126765
ACH-000747,-0.527731135907
ACH-000748,-0.275100802505
ACH-000753,-0.45732559873899997
ACH-000756,-0.727049810318
ACH-000757,-0.6967759424359999
ACH-000758,-0.554878689592
ACH-000760,-0.464590526457
ACH-000763,-0.172895116167
ACH-000764,-0.606297661445
ACH-000765,-0.594807441844
ACH-000766,-0.5512563016149999
ACH-000767,-0.503308794295
ACH-000768,-0.659359829735
ACH-000769,-0.509831669483
ACH-000770,-0.44443368163900004
ACH-000771,-0.432107205946
ACH-000773,-0.411611452536
ACH-000776,-0.48927370711400003
ACH-000777,-0.442626392686
ACH-000778,-0.122125158417
ACH-000781,-0.455357390523
ACH-000782,-0.413390080465
ACH-000783,-0.49197500965499996
ACH-000784,-0.513764880166
ACH-000785,-0.470640599956
ACH-000787,-0.537594912084
ACH-000788,-0.46816835925399997
ACH-000791,-0.44519636505800003
ACH-000792,-0.366456605713
ACH-000794,-0.6701417976380001
ACH-000796,-0.48743557925399994
ACH-000799,-0.7124683245810001
ACH-000800,-0.397464620411
ACH-000802,-0.5274870926340001
ACH-000804,-0.44236931238399996
ACH-000805,-0.568013360004
ACH-000809,-0.583459162271
ACH-000810,-0.397714775083
ACH-000811,-0.688279513158
ACH-000817,-0.397414742809
ACH-000819,-0.570623883922
ACH-000820,-0.45517539916999994
ACH-000821,-0.6618374938430001
ACH-000822,-0.521665524987
ACH-000823,-0.440585460583
ACH-000824,-0.417491001519
ACH-000827,-0.417284949472
ACH-000829,-0.49319110605
ACH-000831,-0.40629083198399996
ACH-000832,-0.358905811663
ACH-000833,-0.602343551565
ACH-000834,-0.52129886676
ACH-000835,-0.34796392406800003
ACH-000836,-0.39370046215599996
ACH-000837,-0.377461826204
ACH-000838,-0.436657008132
ACH-000839,-0.531246034605
ACH-000840,-0.573891473629
ACH-000841,-0.49360566421700003
ACH-000843,-0.478694471289
ACH-000846,-0.38472299051700004
ACH-000847,-0.56609540439
ACH-000848,-0.473037003113
ACH-000849,-0.5725434238139999
ACH-000851,-0.41070874229500004
ACH-000855,-0.328080980171
ACH-000856,-0.516717499168
ACH-000858,-0.6293112778
ACH-000859,-0.7199930015279999
ACH-000861,-0.453077012261
ACH-000862,-0.588991309107
ACH-000865,-0.41325770902
ACH-000866,-0.362640000402
ACH-000867,-0.19224741397300002
ACH-000869,-0.39510154835
ACH-000872,-0.495204075159
ACH-000873,-0.552743284937
ACH-000876,-0.5277650814
ACH-000878,-0.267791656488
ACH-000880,-0.496704714868
ACH-000881,-0.288957221718
ACH-000882,-0.621655547472
ACH-000884,-0.46186242198399996
ACH-000885,-0.372896483969
ACH-000887,-0.374317837972
ACH-000888,-0.530601073873
ACH-000889,-0.45953620416
ACH-000890,-0.446723511374
ACH-000896,-0.5402377342710001
ACH-000898,-0.479224854824
ACH-000900,-0.440121010218
ACH-000901,-0.532149781654
ACH-000905,-0.433090053872
ACH-000906,-0.48151391954499995
ACH-000907,-0.8600468266169999
ACH-000910,-0.430589097526
ACH-000911,-0.43998028738899997
ACH-000912,-0.36552991727300005
ACH-000913,-0.455671745856
ACH-000915,-0.25876742716400003
ACH-000916,-0.362026367327
ACH-000917,-0.588927317426
ACH-000921,-0.633725418298
ACH-000924,-0.556906058557
ACH-000926,-0.625703825019
ACH-000928,-0.602677654701
ACH-000929,-0.454169314596
ACH-000932,-0.60187497217
ACH-000935,-0.474900071566
ACH-000936,-0.611425552322
ACH-000937,-0.413499977583
ACH-000938,-0.49753789338999993
ACH-000939,-0.28339603360599996
ACH-000941,-0.541952361274
ACH-000943,-0.38570040116800003
ACH-000946,-0.521375565546
ACH-000947,-0.42750957632
ACH-000948,-0.46154847408200006
ACH-000950,-0.651023132213
ACH-000953,-0.6823198962639999
ACH-000957,-0.290807504914
ACH-000958,-0.368380091483
ACH-000960,-0.30237328234
ACH-000963,-0.517205544393
ACH-000968,-0.27659109934099996
ACH-000969,-0.372720275396
ACH-000973,-0.571815045236
ACH-000974,-0.640301052372
ACH-000975,-0.449705372859
ACH-000976,-0.504119717696
ACH-000978,-0.5880135946739999
ACH-000980,-0.36602843455899997
ACH-000984,-0.563071633288
ACH-000986,-0.444104576132
ACH-000988,-0.412891549952
ACH-000993,-0.605695009978
ACH-000994,-0.41637306907300004
ACH-000996,-0.625890849703
ACH-001001,-0.5310304012579999
ACH-001020,-0.34903015951099997
ACH-001028,-0.496483178182
ACH-001031,-0.429947433311
ACH-001038,-0.497012328704
ACH-001048,-0.519003835799
ACH-001050,-0.386543785244
ACH-001053,-0.599355696016
ACH-001054,-0.683359262893
ACH-001061,-0.400008676356
ACH-001067,-0.769530550941
ACH-001075,-0.38129589081799997
ACH-001096,-0.474754332781
ACH-001128,-0.547609753995
ACH-001134,-0.5236616172199999
ACH-001151,-0.6666037774600001
ACH-001163,-0.464421890511
ACH-001164,-0.5908887050770001
ACH-001173,-0.364967287625
ACH-001183,-0.43303497688299997
ACH-001184,-0.40869848782300006
ACH-001190,-0.649304957178
ACH-001192,-0.701670989632
ACH-001193,-0.584776898218
ACH-001196,-0.313555477399
ACH-001197,-0.576175755131
ACH-001205,-0.579260693891
ACH-001211,-0.407412600729
ACH-001212,-0.323296062808
ACH-001228,-0.60719480133
ACH-001232,-0.373783022312
ACH-001239,-0.591353407595
ACH-001274,-0.27462402009799997
ACH-001275,-0.559498925822
ACH-001277,-0.8616391922769999
ACH-001278,-0.40107236817599995
ACH-001280,-0.843573067533
ACH-001283,-0.448613003126
ACH-001289,-0.409381321686
ACH-001295,-0.36989463943000006
ACH-001300,-0.488624426208
ACH-001301,-0.58181650577
ACH-001302,-0.7342971511480001
ACH-001303,-0.578762285243
ACH-001306,-0.390311029731
ACH-001318,-0.594409772497
ACH-001322,-0.586323090833
ACH-001328,-0.47921099861500005
ACH-001332,-0.29895574203499997
ACH-001333,-0.566219297549
ACH-001336,-0.5577409257379999
ACH-001340,-0.317141738593
ACH-001346,-0.392939102223
ACH-001353,-0.560746306938
ACH-001354,-0.587501529176
ACH-001367,-0.636252584654
ACH-001368,-0.460221500758
ACH-001374,-0.625863942311
ACH-001375,-0.614761839966
ACH-001377,-0.409430560018
ACH-001380,-0.476753477676
ACH-001391,-0.557921357188
ACH-001407,-0.52107686623
ACH-001408,-0.44760070840599997
ACH-001413,-0.613408393121
ACH-001430,-0.44983506616
ACH-001431,-0.62446311539
ACH-001450,-0.5748119264980001
ACH-001496,-0.41806843448700004
ACH-001500,-0.5811391702650001
ACH-001521,-0.5441187022899999
ACH-001523,-0.457716903584
ACH-001532,-0.340143226126
ACH-001536,-0.457555570199
ACH-001550,-0.40839221604500003
ACH-001552,-0.58464497062
ACH-001554,-0.509493377648
ACH-001645,-0.40887990631099996
ACH-001654,-0.526828069361
ACH-001715,-0.550575783092
ACH-001735,-0.574910292825
ACH-001736,-0.5225298603549999
ACH-001737,-0.268768171393
ACH-001740,-0.31023734169100003
ACH-001745,-0.405616525443
ACH-001750,-0.437710228834
ACH-001765,-0.452138251162
ACH-001956,-0.673031468721
ACH-001957,-0.727974261761
