,RIC8A (60626)
ACH-000004,0.284097370354
ACH-000007,-0.0861857436152
ACH-000009,0.690739243707
ACH-000011,-1.19816269879
ACH-000012,0.640641343834
ACH-000013,-0.173411217328
ACH-000014,0.131355467183
ACH-000015,-0.19402979427099998
ACH-000017,-0.0614785119351
ACH-000018,-0.8163438219879999
ACH-000019,0.339708328177
ACH-000021,0.250491328204
ACH-000022,0.49091870031499996
ACH-000025,-0.424035516254
ACH-000028,0.377661920448
ACH-000030,-0.447489822271
ACH-000035,-0.426193332087
ACH-000036,0.0716699437214
ACH-000037,0.019160082464700003
ACH-000039,0.86837758924
ACH-000040,-0.0153684998642
ACH-000041,0.143775561939
ACH-000042,-0.35067472922
ACH-000045,0.056896641904
ACH-000047,0.0191667393674
ACH-000052,-0.0007157462621380001
ACH-000053,-0.018218462551400003
ACH-000054,-0.136592024567
ACH-000055,0.264644721421
ACH-000060,-0.49714370709399996
ACH-000067,-0.0516245961938
ACH-000070,-0.238634083325
ACH-000075,-0.270768086761
ACH-000078,-0.64396690274
ACH-000082,-0.5983793591659999
ACH-000085,0.262279313078
ACH-000086,0.0958440175561
ACH-000087,0.19032736729000002
ACH-000092,0.23278177888300003
ACH-000095,0.07551387986260001
ACH-000097,0.7182468279009999
ACH-000098,-0.10339380052000001
ACH-000099,-0.605457581953
ACH-000108,-0.0480427140982
ACH-000113,0.298474914235
ACH-000115,0.100274000424
ACH-000116,-0.41535654995
ACH-000118,-0.700695044806
ACH-000120,-0.34687972899400005
ACH-000123,0.111452574723
ACH-000127,-0.822105327464
ACH-000128,0.150594169364
ACH-000132,-0.43515683644500003
ACH-000133,0.0700525838716
ACH-000137,0.0467185421594
ACH-000138,0.09568598150810001
ACH-000142,-0.209661657021
ACH-000143,0.202665792119
ACH-000146,-0.09961715364080001
ACH-000148,0.225635358387
ACH-000150,-0.710862829534
ACH-000152,-0.321994366808
ACH-000153,-0.09038140246410001
ACH-000159,0.26596205948199997
ACH-000160,0.165615838937
ACH-000163,0.276354171317
ACH-000167,0.153464820117
ACH-000168,0.07674914453319999
ACH-000169,-0.088970565101
ACH-000178,-0.23197328882100002
ACH-000182,0.0689787591058
ACH-000183,-0.7719961024959999
ACH-000188,0.0384417276867
ACH-000189,0.0688594365565
ACH-000190,0.354918970569
ACH-000198,0.8035936211
ACH-000204,0.091556731513
ACH-000206,-0.390441877832
ACH-000207,0.047003468102400005
ACH-000211,0.278786652078
ACH-000215,-0.12080569607200001
ACH-000221,0.188992059206
ACH-000222,-0.246257033209
ACH-000223,-0.0150677763685
ACH-000226,-0.29355072354
ACH-000227,-0.185939444552
ACH-000228,-0.133095240449
ACH-000231,0.08573092036710002
ACH-000232,0.0303632718148
ACH-000233,-0.108243027896
ACH-000234,-0.311213314796
ACH-000235,-0.5735671560719999
ACH-000237,-0.274170401432
ACH-000238,0.0313077194928
ACH-000243,0.6007131819899999
ACH-000244,-0.742073383475
ACH-000246,0.0421213981582
ACH-000248,-0.1561491515
ACH-000250,-0.060875116211900004
ACH-000251,-0.26384427152600004
ACH-000253,0.270165644136
ACH-000255,0.39813812007700006
ACH-000256,0.421678689556
ACH-000257,0.546159604018
ACH-000258,-0.023335172256299996
ACH-000259,-0.164088017338
ACH-000260,-0.033056078561
ACH-000261,-0.07467935203810001
ACH-000262,0.31133019348900004
ACH-000263,-0.0150923595349
ACH-000264,-0.08094973760919999
ACH-000265,-0.09231804949380001
ACH-000266,-0.347869647199
ACH-000272,-0.07640520786619999
ACH-000273,-0.00489998713805
ACH-000274,-0.79459401889
ACH-000277,-0.08240456058899999
ACH-000278,-0.043342729284300004
ACH-000279,0.187980573416
ACH-000280,-0.10232650389900001
ACH-000281,-0.326266216793
ACH-000288,0.00329322035708
ACH-000291,0.14841518932
ACH-000293,-0.137957291889
ACH-000294,-0.12048488786900001
ACH-000295,0.284544514952
ACH-000296,0.40707703685400004
ACH-000302,-0.0340268145829
ACH-000304,0.13974222399800001
ACH-000307,-0.19206518663199998
ACH-000308,0.13152991877
ACH-000310,-0.0946551721524
ACH-000311,-0.0700035230239
ACH-000312,0.007818787904770001
ACH-000315,0.128059052228
ACH-000316,-0.48556403567199996
ACH-000317,0.0676777952021
ACH-000318,-0.0583694046854
ACH-000319,-0.238608916384
ACH-000320,-0.46210354932
ACH-000322,0.47322303038400004
ACH-000323,0.255188774995
ACH-000324,-0.237357610705
ACH-000329,0.512293509836
ACH-000330,0.739618475282
ACH-000331,0.30613808084399996
ACH-000332,0.00033481488915400006
ACH-000334,0.321819204207
ACH-000335,0.253098957904
ACH-000336,0.886427266989
ACH-000337,-0.146528689819
ACH-000339,-0.0461692437958
ACH-000341,0.0432272132596
ACH-000348,0.10242320807199999
ACH-000350,-0.11304284916099999
ACH-000352,-0.042226869323199995
ACH-000356,-0.164848292285
ACH-000361,0.08754523259680001
ACH-000362,-0.31951662253400004
ACH-000363,0.32415557901700004
ACH-000364,-0.552455313857
ACH-000365,0.149801998991
ACH-000366,-0.115567665847
ACH-000368,0.30360679912099997
ACH-000374,-0.274233659529
ACH-000375,-0.711371624088
ACH-000376,0.19869758951299998
ACH-000381,0.41861392615000004
ACH-000383,-0.106394429068
ACH-000387,-0.108939153397
ACH-000389,-0.31735973816
ACH-000390,0.19688116776999998
ACH-000393,-0.126852647719
ACH-000395,0.199009656461
ACH-000397,0.342724076523
ACH-000401,-0.313376601963
ACH-000402,-0.283976320544
ACH-000403,-0.300855678857
ACH-000404,0.122681448037
ACH-000406,-0.19039079493
ACH-000407,-0.36465512105400005
ACH-000408,0.41167031749
ACH-000410,0.286423019158
ACH-000411,-0.10421495244699999
ACH-000414,0.148486777916
ACH-000415,0.0327730085234
ACH-000416,0.11182003897399999
ACH-000420,-0.88349612683
ACH-000421,-0.06962679247589999
ACH-000424,0.38406549555799996
ACH-000425,0.10281696415899999
ACH-000426,-0.0658365866593
ACH-000427,-0.289210011751
ACH-000433,-0.47085126411600003
ACH-000436,-0.630861291962
ACH-000444,0.0470337193021
ACH-000445,-0.324839657013
ACH-000448,0.032533467012700004
ACH-000450,0.015253545798599999
ACH-000452,-0.0663257213873
ACH-000454,0.0844351997643
ACH-000458,-0.022852105367900003
ACH-000459,-0.08232671201660001
ACH-000460,0.0540044918103
ACH-000461,0.246538225975
ACH-000463,0.0206719819245
ACH-000464,-0.0650979020811
ACH-000466,-0.482770659067
ACH-000467,0.242908907071
ACH-000468,-0.1444063581
ACH-000469,0.179342595819
ACH-000470,0.00688455592781
ACH-000471,-0.181418421189
ACH-000472,0.198367052225
ACH-000473,0.0900780041797
ACH-000475,0.00629124325432
ACH-000476,-0.0599872579599
ACH-000477,-0.103135685204
ACH-000480,0.18232575685400002
ACH-000481,0.000102564186199
ACH-000483,0.231179818336
ACH-000484,0.245227800183
ACH-000485,-0.0307531321167
ACH-000486,-0.12552061366599998
ACH-000487,0.329018814586
ACH-000488,0.200025978348
ACH-000490,0.117360288692
ACH-000491,0.23378710088799998
ACH-000495,-0.192089268462
ACH-000496,-0.35386869240900004
ACH-000499,0.26383621640099997
ACH-000500,0.00222855132854
ACH-000502,-0.111711396469
ACH-000503,0.26255750612100004
ACH-000505,0.0779059338423
ACH-000507,0.197835140295
ACH-000510,-0.391815278152
ACH-000511,-0.34604216209399996
ACH-000512,0.630433928582
ACH-000516,-0.139813515976
ACH-000517,-0.569873027852
ACH-000518,-0.049240906886
ACH-000520,-0.039901986214699994
ACH-000521,-0.0706932760293
ACH-000522,0.487384900787
ACH-000524,-0.0661492846183
ACH-000527,-0.446714056731
ACH-000528,0.330538543195
ACH-000537,-0.254032949013
ACH-000541,0.210531693103
ACH-000542,0.144858770559
ACH-000544,0.854009453681
ACH-000545,-0.15612519161
ACH-000547,-0.045155071148800005
ACH-000548,0.239490056041
ACH-000549,-0.40573448962499997
ACH-000550,-0.598282827107
ACH-000552,0.0134840251193
ACH-000556,0.134604577141
ACH-000557,0.144998415783
ACH-000570,-0.301305594326
ACH-000571,-0.324217769763
ACH-000573,0.161175893577
ACH-000576,0.101718197768
ACH-000580,0.162602371866
ACH-000584,0.0938681721755
ACH-000585,-0.294560216305
ACH-000588,-0.172368475713
ACH-000589,-0.0170272301478
ACH-000591,0.434725706861
ACH-000593,0.36918721654700004
ACH-000600,-0.0379060549954
ACH-000601,-0.562742848587
ACH-000604,0.262454616183
ACH-000605,0.006719656997550001
ACH-000606,0.34172030127400005
ACH-000608,0.228440715579
ACH-000614,-0.6825289345829999
ACH-000616,-0.282317345537
ACH-000618,0.0562659995414
ACH-000619,0.0890681259362
ACH-000620,-0.409793691555
ACH-000621,-0.710793830378
ACH-000622,0.19891902293299998
ACH-000623,0.43860911679799996
ACH-000624,-0.0250380369642
ACH-000627,0.285916845195
ACH-000630,-0.533718619414
ACH-000632,-0.237480105322
ACH-000633,-0.09687130476269999
ACH-000637,0.552414889938
ACH-000638,0.284878193626
ACH-000646,0.055223907267300004
ACH-000647,0.06554103235759999
ACH-000648,-0.316050991129
ACH-000649,0.0427172335324
ACH-000651,0.138596194736
ACH-000652,-0.09328849796769999
ACH-000653,0.12860279284
ACH-000657,-0.138327672103
ACH-000658,0.181189264969
ACH-000661,0.247362686423
ACH-000662,-0.0325097916495
ACH-000663,-0.00790836343292
ACH-000665,0.04422768059669999
ACH-000671,-0.0562770484101
ACH-000673,0.0981210620452
ACH-000676,0.220516737134
ACH-000677,-0.105443290984
ACH-000681,-0.127199504281
ACH-000682,0.296861515029
ACH-000683,0.137439403683
ACH-000684,-0.514226192632
ACH-000688,-0.844781095761
ACH-000693,0.267391994619
ACH-000694,0.26166723023899996
ACH-000695,0.0356646500225
ACH-000696,0.11680068500499999
ACH-000697,0.0745454807244
ACH-000699,-0.0499869853118
ACH-000701,-0.173433829146
ACH-000706,0.228789737555
ACH-000711,-0.00770358128679
ACH-000713,-0.0708139059864
ACH-000714,-0.00798992934888
ACH-000718,0.182667979155
ACH-000720,-0.24110082751999998
ACH-000721,0.05247580105790001
ACH-000724,-0.0282789270255
ACH-000725,0.591842298779
ACH-000732,0.145399729186
ACH-000734,0.206314586956
ACH-000735,-0.23256415028799998
ACH-000736,0.0275546572067
ACH-000738,-0.132638474451
ACH-000746,0.397924687193
ACH-000747,-0.397654531531
ACH-000748,-0.00671590920433
ACH-000753,-0.15089945015
ACH-000756,-0.342443856604
ACH-000757,0.0765440471188
ACH-000758,-0.0546660245622
ACH-000760,0.196791313046
ACH-000763,0.136522489399
ACH-000764,-0.09431143226849999
ACH-000765,0.17228870783599998
ACH-000766,-0.0918158674241
ACH-000767,0.30125548271200003
ACH-000768,-0.32402254897300004
ACH-000769,0.189530434169
ACH-000770,0.0678993012258
ACH-000771,0.39871261394100005
ACH-000773,-0.00920615445985
ACH-000776,0.107533824817
ACH-000777,0.126192078652
ACH-000778,0.06143297704469999
ACH-000781,-0.0665186012279
ACH-000782,-0.63222859221
ACH-000783,0.212859947725
ACH-000784,0.153459827649
ACH-000785,0.219144884159
ACH-000787,0.199999242399
ACH-000788,0.09160167730319999
ACH-000791,-0.131318152567
ACH-000792,-0.0429738410114
ACH-000794,0.136651387087
ACH-000796,0.142223343983
ACH-000799,-0.070678470101
ACH-000800,0.08907739934879999
ACH-000802,0.254833050907
ACH-000804,-0.333092697452
ACH-000805,-0.318614259962
ACH-000809,-0.146542413825
ACH-000810,0.10033965156300001
ACH-000811,-0.0521386450742
ACH-000817,0.0786882890837
ACH-000819,0.123086596299
ACH-000820,0.0514056699256
ACH-000821,0.242165725298
ACH-000822,-0.020179739829400002
ACH-000823,0.27984882264000005
ACH-000824,0.13424987804000002
ACH-000827,0.46948112967699995
ACH-000829,-0.401287877724
ACH-000831,0.300065837472
ACH-000832,0.501688295244
ACH-000833,0.196600870192
ACH-000834,0.640682796343
ACH-000835,-0.12121736433800001
ACH-000836,-0.330986143014
ACH-000837,0.0829779749827
ACH-000838,-0.198709658836
ACH-000839,0.428390171263
ACH-000840,-0.0750550855423
ACH-000841,0.0473467106831
ACH-000843,-0.197582394718
ACH-000846,0.165517750176
