,SBSN (374897)
ACH-000004,-0.0279063532887
ACH-000007,-0.0735264202226
ACH-000009,-0.0802191417669
ACH-000011,-0.0103948256225
ACH-000012,-0.179966159603
ACH-000013,-0.528476126986
ACH-000014,-0.0182020942896
ACH-000015,-0.197890652473
ACH-000017,0.0236634719509
ACH-000018,0.0679081248415
ACH-000019,-0.254483557101
ACH-000021,-0.25865403909400003
ACH-000022,-0.204645460968
ACH-000025,0.0183941497471
ACH-000028,-0.116284464597
ACH-000030,-0.26918376513000003
ACH-000035,-0.359638537221
ACH-000036,-0.11508399873099999
ACH-000037,0.189852664416
ACH-000039,-0.011267255655200002
ACH-000040,-0.0949007513416
ACH-000041,-0.0916705930961
ACH-000042,-0.00497486457745
ACH-000045,-0.18783926050500002
ACH-000047,-0.090498060262
ACH-000052,0.190041184106
ACH-000053,-0.20127610836399998
ACH-000054,-0.21509982056899998
ACH-000055,-0.0836727304136
ACH-000060,0.029904157712099998
ACH-000067,-0.0943224391842
ACH-000070,0.123695296507
ACH-000075,-0.30873124008499997
ACH-000078,-0.282184452294
ACH-000082,-0.030976179064500002
ACH-000085,-0.252005816693
ACH-000086,-0.325809292481
ACH-000087,0.126205788901
ACH-000092,-0.294370616508
ACH-000095,-0.0186530388298
ACH-000097,-0.09431470515939999
ACH-000098,-0.275087235602
ACH-000099,-0.0880008804599
ACH-000108,-0.0299978880637
ACH-000113,-0.0608048073429
ACH-000115,-0.0383919758558
ACH-000116,-0.04657608851290001
ACH-000118,-0.052412221904300005
ACH-000120,-0.177894378182
ACH-000123,-0.219346715274
ACH-000127,-0.18203177796599998
ACH-000128,-0.0787552583774
ACH-000132,-0.18124787290600003
ACH-000133,-0.12357366732000001
ACH-000137,-0.38343065720200004
ACH-000138,-0.236902992319
ACH-000142,-0.054126938949300006
ACH-000143,-0.436949667244
ACH-000146,-0.0921431434522
ACH-000148,-0.0197390281933
ACH-000150,-0.08064469385180001
ACH-000152,-0.17120489389199997
ACH-000153,-0.342967003441
ACH-000159,-0.07117855910330001
ACH-000160,0.0114249928954
ACH-000163,-0.046982364715599995
ACH-000167,0.0267522908021
ACH-000168,0.0064938165984700005
ACH-000169,0.164248452065
ACH-000178,-0.104630788325
ACH-000182,-0.16533152964
ACH-000183,-0.00440556967463
ACH-000188,-0.0435733795005
ACH-000189,0.178415829168
ACH-000190,0.153208490087
ACH-000198,-0.11337109449100001
ACH-000204,-0.00329869649131
ACH-000206,-0.132715620791
ACH-000207,-0.21072940329
ACH-000211,-0.11918732003799999
ACH-000215,-0.0748969792117
ACH-000221,-0.17372120997
ACH-000222,-0.39582606361199996
ACH-000223,0.053988258597999994
ACH-000226,-0.223196597132
ACH-000227,-0.21712675292300002
ACH-000228,-0.154833701951
ACH-000231,0.0544483312803
ACH-000232,-0.10443192607000001
ACH-000233,-0.09697796055670001
ACH-000234,-0.00116412049969
ACH-000235,-0.0292935399767
ACH-000237,-0.0670954790715
ACH-000238,-0.0423934663044
ACH-000243,-0.0640542320027
ACH-000244,0.0343349688848
ACH-000246,-0.22554794077799997
ACH-000248,-0.0508468530581
ACH-000250,-0.139972021208
ACH-000251,-0.18948420977699998
ACH-000253,-0.261677217438
ACH-000255,-0.160112979409
ACH-000256,-0.112856720476
ACH-000257,0.0206453686073
ACH-000258,-0.06867562336159999
ACH-000259,-0.0181505724012
ACH-000260,-0.133624037079
ACH-000261,-0.169050496739
ACH-000262,-0.239868266065
ACH-000263,0.240067737666
ACH-000264,-0.0476018209998
ACH-000265,-0.101436070154
ACH-000266,-0.223098330658
ACH-000272,-0.0422824136326
ACH-000273,-0.129059468091
ACH-000274,0.0405472848443
ACH-000277,-0.037307393031599995
ACH-000278,-0.23589000179699998
ACH-000279,-0.00726778370462
ACH-000280,-0.236849210614
ACH-000281,0.0471271749115
ACH-000288,0.00791322617234
ACH-000291,-0.18040072662700002
ACH-000293,-0.778362869093
ACH-000294,-0.34958721508900004
ACH-000295,-0.08465028127360001
ACH-000296,-0.017390660089599996
ACH-000302,-0.349295394358
ACH-000304,-0.19669395956
ACH-000307,0.029311870164099998
ACH-000308,-0.0649152632868
ACH-000310,0.122683733014
ACH-000311,-0.0318343899865
ACH-000312,0.07879643284860001
