,PODXL (5420)
ACH-000004,-0.40078669883199997
ACH-000007,-0.165364635464
ACH-000009,-0.121837327796
ACH-000011,-0.47123886041
ACH-000012,-0.253640815344
ACH-000013,0.0423123393922
ACH-000014,-0.413537303715
ACH-000015,-0.253892638647
ACH-000017,-0.290267634818
ACH-000018,-0.330036281441
ACH-000019,-0.05132278670030001
ACH-000021,-0.377125062056
ACH-000022,-0.360171109553
ACH-000025,-0.210307808062
ACH-000028,-0.107191384847
ACH-000030,-0.13384855806399998
ACH-000035,-0.34026219314000006
ACH-000036,-0.17700660971
ACH-000037,-0.17328274982
ACH-000039,-0.320043099537
ACH-000040,0.0447985897473
ACH-000041,-0.274245662751
ACH-000042,-0.150130820419
ACH-000045,-0.0866613764666
ACH-000047,-0.295734103061
ACH-000052,-0.269291404834
ACH-000053,-0.12871402459200001
ACH-000054,-0.116764211862
ACH-000055,-0.172995678867
ACH-000060,-0.264579642324
ACH-000067,-0.566406793772
ACH-000070,-0.13540171704600001
ACH-000075,-0.408837248326
ACH-000078,-0.158108665546
ACH-000082,-0.0552827684344
ACH-000085,-0.11616578965600001
ACH-000086,-0.08554238428960001
ACH-000087,-0.268314399569
ACH-000092,-0.011296065176999999
ACH-000095,-0.25358954911
ACH-000097,-0.18791085568
ACH-000098,-0.282272574151
ACH-000099,-0.104902730672
ACH-000108,-0.221599782719
ACH-000113,-0.17731886600400001
ACH-000115,0.0243054769588
ACH-000116,-0.20178013342300002
ACH-000118,-0.21015204678100002
ACH-000120,-0.217084130568
ACH-000123,-0.186645906321
ACH-000127,-0.276230202225
ACH-000128,-0.17733225467900002
ACH-000132,-0.267968743555
ACH-000133,-0.258612059015
ACH-000137,-0.13723571155099998
ACH-000138,-0.136514054615
ACH-000142,-0.186542246615
ACH-000143,-0.04736080584840001
ACH-000146,-0.06937293932510001
ACH-000148,-0.224021267109
ACH-000150,-0.00335582816641
ACH-000152,-0.253299407703
ACH-000153,-0.335528851422
ACH-000159,-0.21702016074000002
ACH-000160,-0.0474984902134
ACH-000163,-0.146261564555
ACH-000167,-0.20373689231699998
ACH-000168,-0.105742937402
ACH-000169,0.07442646215269999
ACH-000178,-0.343246017988
ACH-000182,-0.265597933156
ACH-000183,-0.38163991887800003
ACH-000188,-0.233782916772
ACH-000189,-0.664900232306
ACH-000190,-0.134145661217
ACH-000198,-0.075454876632
ACH-000204,-0.42875781441699995
ACH-000206,-0.0218763418656
ACH-000207,0.185292944584
ACH-000211,-0.271563339943
ACH-000215,-0.134316174466
ACH-000221,-0.204110631756
ACH-000222,0.249817284856
ACH-000223,-0.114859510998
ACH-000226,-0.228702385946
ACH-000227,-0.0777112259196
ACH-000228,-0.20131092514499999
ACH-000231,-0.18914089088599997
ACH-000232,-0.372724666031
ACH-000233,-0.233172557649
ACH-000234,-0.0040979074702
ACH-000235,-0.15667631725
ACH-000237,-0.107857904696
ACH-000238,-0.11898816548699999
ACH-000243,-0.126286277276
ACH-000244,-0.469673970078
ACH-000246,-0.278865892303
ACH-000248,-0.11020493131100001
ACH-000250,-0.23991638812600002
ACH-000251,-0.109381050204
ACH-000253,-0.37423679534599996
ACH-000255,0.00815386659755
ACH-000256,-0.18817402316799997
ACH-000257,0.023629179413799998
ACH-000258,-0.31459607388
ACH-000259,-0.196135363294
ACH-000260,-0.286199102342
ACH-000261,-0.181462577775
ACH-000262,-0.058979445068499996
ACH-000263,-0.17535106122900002
ACH-000264,-0.316503597357
ACH-000265,-0.0473049444532
ACH-000266,-0.158773741514
ACH-000272,-0.233228969313
ACH-000273,-0.19758162238899998
ACH-000274,-0.228677515779
ACH-000277,-0.21593042354699998
ACH-000278,-0.132917743516
ACH-000279,-0.302762670465
ACH-000280,0.0628929648129
ACH-000281,-0.194015625237
ACH-000288,-0.23320229839099998
ACH-000291,-0.407032002469
ACH-000293,-0.44742714531800004
ACH-000294,-0.235148287277
ACH-000295,0.055667068425
ACH-000296,-0.021364236417799998
ACH-000302,-0.179143373161
ACH-000304,-0.730418960105
ACH-000307,-0.0378504752984
ACH-000308,-0.133737020164
ACH-000310,0.009097592631200002
ACH-000311,-0.0776303189084
ACH-000312,-0.16087223279
ACH-000315,-0.276612628631
ACH-000316,-0.22426687481600002
ACH-000317,-0.23349845048300003
ACH-000318,-0.134073697546
ACH-000319,-0.381964235862
ACH-000320,-0.18788839710000002
ACH-000322,-0.550193923159
ACH-000323,-0.0978606394314
ACH-000324,-0.047090769633400004
ACH-000329,-0.209138316398
ACH-000330,-0.508171456393
ACH-000331,-0.17798045205200003
ACH-000332,-0.1711889212
ACH-000334,-0.06754444179409999
ACH-000335,-0.20053784677499997
ACH-000336,-0.164702582024
ACH-000337,-0.36909822141500004
ACH-000339,-0.304396386543
ACH-000341,0.0394585514129
ACH-000348,-0.009613106510159999
ACH-000350,-0.167563128338
ACH-000352,-0.164397360993
ACH-000356,-0.22229970316999997
ACH-000361,-0.08802774762869998
ACH-000362,-0.00210280416087
ACH-000363,-0.024210124810200004
ACH-000364,-0.26698597424000003
ACH-000365,-0.112133936617
ACH-000366,-0.159560125048
ACH-000368,-0.216332933624
ACH-000374,-0.291133457004
ACH-000375,-0.173209121176
ACH-000376,-0.22654754581599998
ACH-000381,-0.574986070665
ACH-000383,-0.147229759078
ACH-000387,-0.297979377265
ACH-000389,-0.390716319332
ACH-000390,-0.0746530622898
ACH-000393,-0.163339926187
ACH-000395,-0.14522939120699999
ACH-000397,-0.0612858599744
ACH-000401,-0.289897137529
ACH-000402,-0.380893195254
ACH-000403,-0.307644072617
ACH-000404,-0.34552653586099996
ACH-000406,-0.10276593853299999
ACH-000407,-0.133695533122
ACH-000408,-0.142564427793
ACH-000410,-0.0563584842644
ACH-000411,-0.024217440745999998
ACH-000414,-0.0956776243182
ACH-000415,-0.204253670207
ACH-000416,-0.14565949578
ACH-000420,-0.31668416946
ACH-000421,-0.0801152556465
ACH-000424,-0.2988114495
ACH-000425,-0.259807899098
ACH-000426,-0.340341427424
ACH-000427,-0.0526651072571
ACH-000433,-0.25037391274799997
ACH-000436,-0.22013336045600002
ACH-000444,-0.0683892243909
ACH-000445,-0.4876336592
ACH-000448,-0.281703962092
ACH-000450,-0.20071272924699998
ACH-000452,-0.263120494312
ACH-000454,-0.117113177219
ACH-000458,-0.055245708106699994
ACH-000459,-0.338819548375
ACH-000460,-0.229494384316
ACH-000461,-0.47377841450099994
ACH-000463,-0.317244667633
ACH-000464,-0.597599496928
ACH-000466,0.021375126721099997
ACH-000467,-0.36322892766500003
ACH-000468,-0.31722542621399996
ACH-000469,-0.43614021627300004
ACH-000470,-0.123796727109
ACH-000471,-0.13624194522500002
ACH-000472,-0.113625765298
ACH-000473,-0.24306172948600002
ACH-000475,-0.245109539644
ACH-000476,-0.155211974561
ACH-000477,-0.324165023423
ACH-000480,-0.0376177176903
ACH-000481,-0.053901804707800004
ACH-000483,-0.145479826623
ACH-000484,-0.22234371571199998
ACH-000485,-0.22878116975200002
ACH-000486,-0.11804227227
ACH-000487,-0.0943909221658
ACH-000488,-0.272289379015
ACH-000490,-0.269248176915
ACH-000491,-0.329249124426
ACH-000495,-0.390829671225
