,YY1 (7528)
ACH-000004,-0.667766338635
ACH-000007,-0.7769676926189999
ACH-000009,-0.580252659863
ACH-000011,-1.0243669003799998
ACH-000012,-0.860355969881
ACH-000013,-0.9131783410200002
ACH-000014,-0.88820657691
ACH-000015,-0.7661075337279999
ACH-000017,-1.32934219788
ACH-000018,-0.541403508588
ACH-000019,-1.2293771181200002
ACH-000021,-0.617665672294
ACH-000022,-0.567339616774
ACH-000025,-0.41498144173100004
ACH-000028,-0.8472826707860001
ACH-000030,-1.15181484844
ACH-000035,-0.63928183757
ACH-000036,-0.978966384544
ACH-000037,-0.7012638267229999
ACH-000039,-0.810350647322
ACH-000040,-0.945341178248
ACH-000041,-0.864938567503
ACH-000042,-0.634384338172
ACH-000045,-0.701786198203
ACH-000047,-0.734280152235
ACH-000052,-0.991706394164
ACH-000053,-0.913699265581
ACH-000054,-0.756937146489
ACH-000055,-0.6818363779019999
ACH-000060,-1.06702424428
ACH-000067,-0.682202463272
ACH-000070,-0.9743076964740001
ACH-000075,-0.890782815691
ACH-000078,-1.0430032821600002
ACH-000082,-1.15339929475
ACH-000085,-1.01741941782
ACH-000086,-0.6788839316159999
ACH-000087,-0.840929886083
ACH-000092,-0.7718022403810001
ACH-000095,-0.810378399667
ACH-000097,-0.766581049609
ACH-000098,-0.848133648589
ACH-000099,-1.09124326787
ACH-000108,-0.706501284666
ACH-000113,-0.873830987684
ACH-000115,-0.759662892711
ACH-000116,-1.07270354042
ACH-000118,-0.817745189217
ACH-000120,-0.5212432199679999
ACH-000123,-0.740952622118
ACH-000127,-0.8193810733169999
ACH-000128,-0.662310044068
ACH-000132,-0.862179441254
ACH-000133,-0.9040320358239999
ACH-000137,-0.7288578106229999
ACH-000138,-0.472757253706
ACH-000142,-0.907595390956
ACH-000143,-0.619828210496
ACH-000146,-0.45094449068000003
ACH-000148,-0.753152905713
ACH-000150,-0.7779312631149999
ACH-000152,-0.464827903985
ACH-000153,-0.509644789487
ACH-000159,-0.928381622187
ACH-000160,-0.0999264844659
ACH-000163,-0.645495236799
ACH-000167,-0.459533097135
ACH-000168,-0.917769155325
ACH-000169,-0.619043359799
ACH-000178,-0.642144903608
ACH-000182,-0.829578936352
ACH-000183,-0.9034777865989999
ACH-000188,-0.838693864004
ACH-000189,-0.767168601896
ACH-000190,-0.40665712019
ACH-000198,-0.9830887884370001
ACH-000204,-0.983276390374
ACH-000206,-0.673513079841
ACH-000207,-0.48597422351499997
ACH-000211,-0.966606381907
ACH-000215,-0.6371350620699999
ACH-000221,-0.654809360097
ACH-000222,-0.669595832158
ACH-000223,-0.7833612176420001
ACH-000226,-1.09351719421
ACH-000227,-1.02921788428
ACH-000228,-0.73695288951
ACH-000231,-0.635972164487
ACH-000232,-0.650361739153
ACH-000233,-0.760382835232
ACH-000234,-0.7228811095450001
ACH-000235,-0.6500613768919999
ACH-000237,-0.499348582851
ACH-000238,-1.20066686942
ACH-000243,-0.715371552742
ACH-000244,-1.02645630854
ACH-000246,-1.2886721650200001
ACH-000248,-0.9623831060410001
ACH-000250,-0.9924519702619999
ACH-000251,-0.547677878368
ACH-000253,-0.752102814393
ACH-000255,-0.666746852192
ACH-000256,-0.742058764515
ACH-000257,-0.887598039571
ACH-000258,-1.4690993099899998
ACH-000259,-0.9174203815559999
ACH-000260,-0.755639433865
ACH-000261,-0.714760591913
ACH-000262,-0.6361521001739999
ACH-000263,-0.8810818202609999
ACH-000264,-0.5803848788329999
ACH-000265,-0.6774782399339999
ACH-000266,-0.717027397536
ACH-000272,-0.6168044567859999
ACH-000273,-0.866898374524
ACH-000274,-0.604813510393
ACH-000277,-0.653554821108
ACH-000278,-0.8983152216779999
ACH-000279,-0.726296405806
ACH-000280,-0.727296528668
ACH-000281,-0.6857109690440001
ACH-000288,-0.73660574127
ACH-000291,-0.737525679641
ACH-000293,-1.07926480469
ACH-000294,-1.0380798053799998
ACH-000295,-0.736611811936
ACH-000296,-0.919597583957
ACH-000302,-0.812838663675
ACH-000304,-0.922953682353
ACH-000307,-0.655990912761
ACH-000308,-0.655941292981
ACH-000310,-0.7641822995919999
ACH-000311,-0.8319581863330001
ACH-000312,-0.744010754901
ACH-000315,-0.8906216676150001
ACH-000316,-0.7793141215530001
ACH-000317,-1.0807395359799998
ACH-000318,-0.492256407601
ACH-000319,-0.548850484551
ACH-000320,-0.271669801684
ACH-000322,-0.8523835167939999
ACH-000323,-0.594067944827
ACH-000324,-0.8465864539679999
ACH-000329,-0.9044201848190001
ACH-000330,-0.763255499595
ACH-000331,-0.8783287205820001
ACH-000332,-0.717981988997
ACH-000334,-0.715981978168
ACH-000335,-0.7444195740080001
ACH-000336,-0.0569263952804
ACH-000337,-0.64998973343
ACH-000339,-0.188076401548
ACH-000341,-1.09184410868
ACH-000348,-0.686329489991
ACH-000350,-0.765805081938
ACH-000352,-0.9643430298019999
ACH-000356,-0.609716668738
ACH-000361,-0.803512005619
ACH-000362,-0.6696932141390001
ACH-000363,-1.07469244325
ACH-000364,-0.96626009989
ACH-000365,-0.838220250583
ACH-000366,-1.06357410919
ACH-000368,-1.1864339825599999
ACH-000374,-0.560965669269
ACH-000375,-0.463501411771
ACH-000376,-0.575719812933
ACH-000381,-0.926068262598
ACH-000383,-0.535480961829
ACH-000387,-0.49660400077100003
ACH-000389,-0.691751811539
ACH-000390,-0.617414978288
ACH-000393,-0.589062191027
ACH-000395,-0.816172239319
ACH-000397,-1.1294142829
ACH-000401,-1.00304880123
ACH-000402,-0.846160706639
ACH-000403,-0.9274817061280001
ACH-000404,-1.16478426468
ACH-000406,-0.811139529636
ACH-000407,-0.751850421136
ACH-000408,-0.568056255941
ACH-000410,-1.00751529509
ACH-000411,-1.33624507029
ACH-000414,-0.782360968959
ACH-000415,-0.9493890362790001
ACH-000416,-0.608783362606
ACH-000420,-0.627732304843
ACH-000421,-0.932761916312
ACH-000424,-0.8607320709720001
ACH-000425,-0.556322635575
ACH-000426,-1.24739563548
ACH-000427,-0.902949130846
ACH-000433,-1.14475493493
ACH-000436,-1.08710523466
ACH-000444,-0.8411842052230001
ACH-000445,-0.747693517932
ACH-000448,-0.891199447194
ACH-000450,-1.24300545116
ACH-000452,-0.649409301357
ACH-000454,-0.8511597953360001
ACH-000458,-0.915908042722
ACH-000459,-1.34028171559
ACH-000460,-0.791365488353
ACH-000461,-0.33778878378700006
ACH-000463,-0.506366039317
ACH-000464,-0.740421612284
ACH-000466,-0.0616847691899
ACH-000467,-1.0890489214
ACH-000468,-0.761583919075
ACH-000469,-0.8492488223010001
ACH-000470,-0.7401538658519999
ACH-000471,-1.14221129905
ACH-000472,-0.8552371809970001
ACH-000473,-0.9813589651669999
ACH-000475,-0.917021752851
ACH-000476,-0.757220262704
ACH-000477,-0.9234224814309999
ACH-000480,-1.25211753322
ACH-000481,-0.782445677085
ACH-000483,-1.04547760143
ACH-000484,-0.8571247580179999
ACH-000485,-0.845228308981
ACH-000486,-0.5216975071
ACH-000487,-1.06120428984
ACH-000488,-0.794073221306
ACH-000490,-0.7353326062440001
ACH-000491,-0.610319889072
ACH-000495,-1.1174512558299998
ACH-000496,-0.459123994975
ACH-000499,-0.857219724
ACH-000500,-0.568214152898
ACH-000502,-0.60009884154
ACH-000503,-0.833316589866
ACH-000505,-0.46895796608
ACH-000507,-1.04664764305
ACH-000510,-0.655246659266
ACH-000511,-0.749237221219
ACH-000512,-0.8160172251510001
ACH-000516,-0.872634916934
ACH-000517,-0.657662257927
ACH-000518,-0.7339767213609999
ACH-000520,-0.866198195537
ACH-000521,0.13549731593
ACH-000522,-0.432278508281
ACH-000524,-1.0841883748299999
ACH-000527,-0.935917708715
ACH-000528,-0.960887377105
ACH-000537,-0.525854709853
ACH-000541,-0.79463934673
ACH-000542,-0.73258092442
ACH-000544,-0.7630594961499999
ACH-000545,-0.7364556178239999
ACH-000547,-1.0739897382299999
ACH-000548,-0.7132379737100001
ACH-000549,-0.602734323469
ACH-000550,-0.830555188043
ACH-000552,-1.14920466183
ACH-000556,-0.440531960487
ACH-000557,-0.517661239025
ACH-000570,-0.7438325667569999
ACH-000571,-1.30341331095
ACH-000573,-0.8842352365170001
ACH-000576,-1.1766205781
ACH-000580,-1.02308320998
ACH-000584,-0.9250389152069999
ACH-000585,-0.851227270412
ACH-000588,-1.0844299430700002
ACH-000589,-0.544605287319
ACH-000591,-0.871394162825
ACH-000593,-0.643502445435
ACH-000600,-0.861511279489
ACH-000601,-0.9108341480299998
ACH-000604,-0.822217039768
ACH-000605,-0.508163796473
ACH-000606,-1.0
ACH-000608,-1.24459123637
ACH-000614,-0.50908810597
ACH-000616,-0.744766688512
ACH-000618,-0.7516234808810001
ACH-000619,-0.9018818821719999
ACH-000620,-0.786929052574
ACH-000621,-0.7347876178749999
ACH-000622,-0.863031511506
ACH-000623,-1.2612563447399998
ACH-000624,-0.8538672539929999
ACH-000627,-0.713666356488
ACH-000630,-0.576315894083
ACH-000632,-0.617237654676
ACH-000633,-1.1335468207200001
ACH-000637,-0.8438726292190001
ACH-000638,-0.696178551789
ACH-000646,-1.0300128972799998
ACH-000647,-0.762663754694
ACH-000648,-1.27344517217
ACH-000649,-0.783357750255
ACH-000651,-0.800604351541
ACH-000652,-0.7503392313320001
ACH-000653,-1.10951723713
ACH-000657,-0.7694538185809999
ACH-000658,-0.594250625689
ACH-000661,-1.0059503954
ACH-000662,-0.6504123734939999
ACH-000663,-0.783951759387
ACH-000665,-0.790479542665
ACH-000671,-0.570955564068
ACH-000673,-0.462891347474
ACH-000676,-0.777972224953
ACH-000677,-0.7573055315809999
ACH-000681,-0.65445909148
ACH-000682,-0.7846734560430001
ACH-000683,-0.6195533950450001
ACH-000684,-0.5802595731310001
ACH-000688,0.0418970270638
ACH-000693,-0.552013598158
ACH-000694,-0.38446576133
ACH-000695,-0.6967062495499999
ACH-000696,-0.966539228356
ACH-000697,-0.8999513036139999
ACH-000699,-0.677621183991
ACH-000701,-0.7573546298710001
ACH-000706,-0.390557062076
ACH-000711,-1.05961682892
ACH-000713,-0.611808349213
ACH-000714,-0.661230225632
ACH-000718,-0.7061956011120001
ACH-000720,-0.59348577229
ACH-000721,-0.7176728247290001
ACH-000724,-1.15884550127
ACH-000725,-0.531797061929
ACH-000732,-1.3988794208700002
ACH-000734,-0.510066031191
ACH-000735,-0.649632056097
ACH-000736,-1.0646687505299999
ACH-000738,-0.6750831550759999
ACH-000746,-0.83590112967
ACH-000747,-0.658465015681
ACH-000748,-0.58835787972
ACH-000753,-0.6148788545620001
ACH-000756,-0.865643889021
ACH-000757,-0.692054341921
ACH-000758,-0.7405872671729999
ACH-000760,-0.7551813012530001
ACH-000763,-1.15871125756
ACH-000764,-0.44511447256700004
ACH-000765,-1.0129662962000001
ACH-000766,-0.6909055090489999
ACH-000767,-0.738725760928
ACH-000768,-0.54215578701
ACH-000769,-0.812296593992
ACH-000770,-0.780654502772
ACH-000771,-0.6900737157410001
ACH-000773,-0.9760992284799999
ACH-000776,-0.841440862076
ACH-000777,-0.957881875706
ACH-000778,-0.571312316777
ACH-000781,-0.7078873356000001
ACH-000782,-0.950421373505
ACH-000783,-0.8918935701999999
ACH-000784,-0.776878679595
ACH-000785,-0.6885849164010001
ACH-000787,-0.588329449447
ACH-000788,-0.67478296673
ACH-000791,-0.838588617785
ACH-000792,-1.00369611745
ACH-000794,-0.6331056414890001
ACH-000796,-0.9913387149539999
ACH-000799,-1.01702779756
ACH-000800,-1.2410467322299998
ACH-000802,-0.869198021246
ACH-000804,-0.963661456837
ACH-000805,-0.614936581669
ACH-000809,-0.7235483120180001
ACH-000810,-1.09075997447
ACH-000811,-0.317970069422
ACH-000817,-1.03935643001
ACH-000819,-0.8832822919009999
ACH-000820,-0.739853061881
ACH-000821,-1.2245960522100001
ACH-000822,-1.0317374958399999
ACH-000823,-0.859435174968
ACH-000824,-0.531995477869
ACH-000827,-0.685751851388
ACH-000829,-0.647589274305
ACH-000831,-0.833958312353
ACH-000832,-0.809776692493
ACH-000833,-0.935956282667
ACH-000834,-0.7727398974230001
ACH-000835,-0.629993917853
ACH-000836,-0.210987354538
ACH-000837,-0.6487908938620001
ACH-000838,-0.5680816914819999
ACH-000839,-0.9099435987639999
ACH-000840,-0.694809450772
ACH-000841,-0.663525257139
ACH-000843,-0.669331285723
ACH-000846,-0.7587263062440001
ACH-000847,-1.04506243722
ACH-000848,-0.775132556694
ACH-000849,-0.505584877979
ACH-000851,-0.563735628496
ACH-000855,-1.06276977173
ACH-000856,-1.00161626904
ACH-000858,-0.58152981544
ACH-000859,-0.6232456804959999
ACH-000861,-0.8867017477299999
ACH-000862,-0.78683677215
ACH-000865,-0.782756255413
ACH-000866,-0.882125564813
ACH-000867,-0.736416195204
ACH-000869,-0.791205441493
ACH-000872,-0.894284838844
ACH-000873,-0.6795173517380001
ACH-000876,-0.541214492107
ACH-000878,-0.822460443767
ACH-000880,-0.40821131214199996
ACH-000881,-0.873408611109
ACH-000882,-0.842148383385
ACH-000884,-0.922925542762
ACH-000885,-0.6915436099510001
ACH-000887,-0.871019831458
ACH-000888,-0.49370968334299997
ACH-000889,-0.773376490195
ACH-000890,-0.805501720184
ACH-000896,-0.824729707156
ACH-000898,-0.760665248049
ACH-000900,-0.697024258726
ACH-000901,-0.7847039427979999
ACH-000905,-0.791891021009
ACH-000906,-0.6645963765590001
ACH-000907,-1.1476308637100001
ACH-000910,-0.479152699991
ACH-000911,-0.676669070555
ACH-000912,-0.564543142826
ACH-000913,-0.44080032923699997
ACH-000915,-0.783717314315
ACH-000916,-1.02872713368
ACH-000917,-0.7390562105249999
ACH-000921,-0.6854809811750001
ACH-000924,-0.660830990074
ACH-000926,-0.534068302802
ACH-000928,-0.948680828515
ACH-000929,-0.8207708333849999
ACH-000932,-0.7426492676440001
ACH-000935,-0.696721560404
ACH-000936,-0.7385582900900001
ACH-000937,-0.889361778452
ACH-000938,-0.866714283515
