,PSMB2 (5690)
ACH-000004,-1.22381970748
ACH-000007,-0.905435218711
ACH-000009,-1.67932897782
ACH-000011,-1.3174160473999998
ACH-000012,-1.47109115793
ACH-000013,-1.25493942287
ACH-000014,-1.34714507708
ACH-000015,-1.10424463265
ACH-000017,-1.31651600266
ACH-000018,-1.10238863063
ACH-000019,-1.37531674949
ACH-000021,-1.20517356506
ACH-000022,-1.4447430009600002
ACH-000025,-1.11509607924
ACH-000028,-1.38812605518
ACH-000030,-1.1100579349200002
ACH-000035,-0.8932599158969999
ACH-000036,-1.20953960792
ACH-000037,-1.71198431061
ACH-000039,-0.787883659393
ACH-000040,-1.30537819698
ACH-000041,-0.916904486605
ACH-000042,-1.36400962901
ACH-000045,-1.21809286236
ACH-000047,-1.3122954702299998
ACH-000052,-1.46148794552
ACH-000053,-1.3005203886299999
ACH-000054,-1.3441050852899998
ACH-000055,-1.2932404439299998
ACH-000060,-1.45549430535
ACH-000067,-1.1567330533700002
ACH-000070,-1.38243855398
ACH-000075,-0.9625476739319999
ACH-000078,-1.4298817479100001
ACH-000082,-1.46819615467
ACH-000085,-1.28473666805
ACH-000086,-1.17130734222
ACH-000087,-0.935691416417
ACH-000092,-1.31362534934
ACH-000095,-1.33156010999
ACH-000097,-1.1829729256700001
ACH-000098,-1.2361518436299999
ACH-000099,-1.5381134151700002
ACH-000108,-1.0306070499
ACH-000113,-1.24409115201
ACH-000115,-1.4742672517700002
ACH-000116,-1.14075888608
ACH-000118,-1.1433845979600001
ACH-000120,-1.3083507541
ACH-000123,-1.15917338735
ACH-000127,-1.49719291273
ACH-000128,-1.26241561914
ACH-000132,-1.4169108538799997
ACH-000133,-1.11645726725
ACH-000137,-0.773692162648
ACH-000138,-1.18621845568
ACH-000142,-1.2361172761399999
ACH-000143,-1.4369017956499999
ACH-000146,-1.5828211919400001
ACH-000148,-1.05023629967
ACH-000150,-1.25692918077
ACH-000152,-1.5076527153600001
ACH-000153,-1.18938170245
ACH-000159,-1.13991991903
ACH-000160,-1.23518665501
ACH-000163,-1.15490764323
ACH-000167,-1.10810232316
ACH-000168,-1.23034191505
ACH-000169,-1.26076691698
ACH-000178,-0.973175352196
ACH-000182,-1.38826825931
ACH-000183,-1.53170127456
ACH-000188,-1.2117090372
ACH-000189,-1.45007182301
ACH-000190,-1.2980187041
ACH-000198,-1.43297727761
ACH-000204,-1.07714453885
ACH-000206,-1.35262794956
ACH-000207,-1.9196911809000001
ACH-000211,-1.3078817781299998
ACH-000215,-1.17693363885
ACH-000221,-1.2706741624200002
ACH-000222,-1.06876477963
ACH-000223,-1.3101583652600002
ACH-000226,-1.30862308559
ACH-000227,-1.83891377188
ACH-000228,-1.05003168705
ACH-000231,-1.5878560573299998
ACH-000232,-1.34721988364
ACH-000233,-1.26784762549
ACH-000234,-1.23183517894
ACH-000235,-1.36789089567
ACH-000237,-1.1683540838700002
ACH-000238,-1.03966348405
ACH-000243,-1.14596457695
ACH-000244,-1.22757485088
ACH-000246,-1.34465154336
ACH-000248,-1.0637749285200002
ACH-000250,-1.35999851552
ACH-000251,-1.63990663213
ACH-000253,-1.33891086349
ACH-000255,-1.20974148594
ACH-000256,-1.0482064416399999
ACH-000257,-1.3802157997600002
ACH-000258,-1.38870133076
ACH-000259,-1.16271687612
ACH-000260,-1.36500793538
ACH-000261,-1.26444660059
ACH-000262,-1.35416923417
ACH-000263,-1.3633548576299999
ACH-000264,-1.4135526492100001
ACH-000265,-1.0429890047900001
ACH-000266,-1.3084602400299998
ACH-000272,-1.2622750433
ACH-000273,-1.19969508359
ACH-000274,-1.57824172009
ACH-000277,-1.55912329167
ACH-000278,-1.32585254693
ACH-000279,-0.971694181623
ACH-000280,-1.07607013455
ACH-000281,-1.02313562551
ACH-000288,-1.0905850085200002
ACH-000291,-1.16109390143
ACH-000293,-1.35811653069
ACH-000294,-1.4953149775999999
ACH-000295,-1.09902643462
ACH-000296,-1.08201413869
ACH-000302,-1.27567557191
ACH-000304,-1.20235538389
ACH-000307,-1.09218400744
ACH-000308,-1.17576647764
ACH-000310,-1.5766243973700003
ACH-000311,-1.02522970217
ACH-000312,-1.42124065516
ACH-000315,-0.8707458476200001
ACH-000316,-1.1789567615899998
ACH-000317,-0.93441290489
ACH-000318,-1.27090794732
ACH-000319,-1.07167449529
ACH-000320,-0.9646051594949999
ACH-000322,-1.42167713848
ACH-000323,-1.02396742468
ACH-000324,-1.02569609698
ACH-000329,-1.3888490152500002
ACH-000330,-1.27569825309
ACH-000331,-1.17281304985
ACH-000332,-1.25505191354
ACH-000334,-1.86177791988
ACH-000335,-1.31820485038
ACH-000336,-1.37978784982
ACH-000337,-1.50564440431
ACH-000339,-1.26506795537
ACH-000341,-1.30287277565
ACH-000348,-1.5924302736200002
ACH-000350,-1.3490393030599999
ACH-000352,-1.2703688983399999
ACH-000356,-1.18972914988
ACH-000361,-1.19755946298
ACH-000362,-1.171150074
ACH-000363,-1.64336476511
ACH-000364,-1.00918313458
ACH-000365,-1.3926434155399998
ACH-000366,-1.32869504124
ACH-000368,-1.23189591671
ACH-000374,-1.1317128592899999
ACH-000375,-1.34099209809
ACH-000376,-1.47658460419
ACH-000381,-1.3084246252200002
ACH-000383,-1.8226037147599998
ACH-000387,-1.3692368364200003
ACH-000389,-1.35940444896
ACH-000390,-1.33732246841
ACH-000393,-1.43207066104
ACH-000395,-1.31927718724
ACH-000397,-1.35853727474
ACH-000401,-0.778325705386
ACH-000402,-1.86779436866
ACH-000403,-1.7348888732900003
ACH-000404,-0.743999353189
ACH-000406,-1.0814741601200002
ACH-000407,-1.4474175206400002
ACH-000408,-1.34781231511
ACH-000410,-1.04511870669
ACH-000411,-1.13850229862
ACH-000414,-1.02730050474
ACH-000415,-0.9524005685320001
ACH-000416,-1.27407219767
ACH-000420,-1.43898004974
ACH-000421,-1.2274812339799999
ACH-000424,-1.03036388765
ACH-000425,-0.83363621706
ACH-000426,-1.33056833575
ACH-000427,-1.84684543058
ACH-000433,-1.15922175139
ACH-000436,-1.56379911986
ACH-000444,-1.21958307532
ACH-000445,-1.6039798411500001
ACH-000448,-1.29416787939
ACH-000450,-0.9626324981669999
ACH-000452,-1.08388589077
ACH-000454,-0.982859727694
ACH-000458,-1.0134980278
ACH-000459,-1.31995662916
ACH-000460,-1.28563762735
ACH-000461,-1.2391266397299998
ACH-000463,-1.2113109105
ACH-000464,-1.3736423878100001
ACH-000466,-1.3079126856399999
ACH-000467,-1.3387972776100001
ACH-000468,-0.9676093123139999
ACH-000469,-1.1691526284
ACH-000470,-1.31245981707
ACH-000471,-1.38560553903
ACH-000472,-1.28188735335
