,EVI2B (2124)
ACH-000004,0.275480088553
ACH-000007,0.143157102719
ACH-000009,0.00710052728717
ACH-000011,0.112389120924
ACH-000012,0.0646846154334
ACH-000013,-0.0498949780316
ACH-000014,0.0903083804421
ACH-000015,0.222706732254
ACH-000017,-0.0038344739072100004
ACH-000018,0.13612263289999998
ACH-000019,0.140625774027
ACH-000021,0.00744719689604
ACH-000022,0.0089886515439
ACH-000025,0.180136517071
ACH-000028,-0.0641689430515
ACH-000030,-0.0145620442735
ACH-000035,-0.100427414913
ACH-000036,0.187414800971
ACH-000037,0.123550079309
ACH-000039,0.46517998190399995
ACH-000040,0.07518837042019999
ACH-000041,0.046679231969099996
ACH-000042,0.148693172844
ACH-000045,0.170336401654
ACH-000047,0.0530607530236
ACH-000052,0.12581839267699998
ACH-000053,-0.00507968005702
ACH-000054,-0.048074756974
ACH-000055,-0.0455189475095
ACH-000060,0.13809027168
ACH-000067,0.142902059028
ACH-000070,0.26666835222699997
ACH-000075,0.012902689913
ACH-000078,0.233935551302
ACH-000082,0.10604912382300001
ACH-000085,0.227305483306
ACH-000086,0.101406204972
ACH-000087,0.0320725452385
ACH-000092,0.295165199369
ACH-000095,0.0518288067848
ACH-000097,0.0665384628701
ACH-000098,0.0920394978975
ACH-000099,0.151923039589
ACH-000108,0.18968341658100002
ACH-000113,0.070636568793
ACH-000115,0.286375192513
ACH-000116,-0.0182900128463
ACH-000118,0.0512049137961
ACH-000120,0.19943547952500001
ACH-000123,-0.0450793205574
ACH-000127,0.028951677628799997
ACH-000128,0.0020694511214000002
ACH-000132,0.0764622508072
ACH-000133,0.0657588460537
ACH-000137,0.0373345380004
ACH-000138,0.0946436296432
ACH-000142,-0.17832759450599997
ACH-000143,0.0629850458374
ACH-000146,0.062066780770399996
ACH-000148,0.0291750398343
ACH-000150,0.229958355922
ACH-000152,0.0772357931066
ACH-000153,0.106815192268
ACH-000159,0.11195297513699999
ACH-000160,0.173728696812
ACH-000163,0.223413969286
ACH-000167,-0.159140088476
ACH-000168,0.137826941165
ACH-000169,0.051120625378199995
ACH-000178,0.156881093246
ACH-000182,0.09673043471750001
ACH-000183,0.0031545304919599997
ACH-000188,0.0942129514388
ACH-000189,0.0878931539814
ACH-000190,0.06811758352000001
ACH-000198,0.179164274549
ACH-000204,-0.0259813856531
ACH-000206,0.126160473058
ACH-000207,0.119537352094
ACH-000211,0.0235944069532
ACH-000215,0.122097991479
ACH-000221,0.0176900009528
ACH-000222,0.109235282482
ACH-000223,0.0639241769628
