,FERD3L (222894)
ACH-000004,-0.006318475378890001
ACH-000007,0.159227521557
ACH-000009,0.069600409854
ACH-000011,0.007501044603470001
ACH-000012,-0.08128271923489999
ACH-000013,0.0124635715234
ACH-000014,-0.115746128471
ACH-000015,-0.0763207434496
ACH-000017,0.147606445128
ACH-000018,-0.0893587249096
ACH-000019,0.05686473522319999
ACH-000021,0.0393195525968
ACH-000022,-0.021416333911599996
ACH-000025,-0.0985330658618
ACH-000028,-0.026505553297299998
ACH-000030,0.0432396263342
ACH-000035,-0.163609713322
ACH-000036,0.123292712941
ACH-000037,0.0606771753011
ACH-000039,0.282394005031
ACH-000040,-0.005689319198340001
ACH-000041,0.0118120831687
ACH-000042,-0.14026572277000002
ACH-000045,0.0319192611185
ACH-000047,-0.0125060988825
ACH-000052,0.0407788441175
ACH-000053,0.0639774054655
ACH-000054,-0.11214982653200001
ACH-000055,0.0610647738476
ACH-000060,-0.13530274009600002
ACH-000067,-0.015802368719899998
ACH-000070,-0.005657557651569999
ACH-000075,-0.005354737284050001
ACH-000078,-0.0366984579443
ACH-000082,0.057897970746400004
ACH-000085,-0.0921151191345
ACH-000086,0.07250035965589999
ACH-000087,-0.07437085853080001
ACH-000092,0.136730869258
ACH-000095,-0.027565201431299997
ACH-000097,0.025422444742000002
ACH-000098,0.0331452995257
ACH-000099,0.018231478284900002
ACH-000108,-0.00948039519545
ACH-000113,-0.0595501195223
ACH-000115,0.0298435634978
ACH-000116,-0.054410992727699996
ACH-000118,0.108417806799
ACH-000120,0.0422712426185
ACH-000123,0.10294996158299999
ACH-000127,-0.05910446625850001
ACH-000128,-0.275348542493
ACH-000132,0.196590228242
ACH-000133,0.180615741538
ACH-000137,0.15138019586100002
ACH-000138,0.115106264612
ACH-000142,0.0829314915457
ACH-000143,0.00579115623574
ACH-000146,0.0338155026621
ACH-000148,0.0146450600651
ACH-000150,-0.19823902159200002
ACH-000152,-0.15332956972
ACH-000153,0.29455235294
ACH-000159,0.017826166227500002
ACH-000160,-0.043853169639999995
ACH-000163,0.148698952109
ACH-000167,0.070817524164
ACH-000168,-0.23167301359200002
ACH-000169,0.022722014625099998
ACH-000178,-0.0582803647951
ACH-000182,0.04301692655619999
ACH-000183,0.0960164843877
ACH-000188,-0.07558112271010001
ACH-000189,0.0193618112379
ACH-000190,0.00092802950816
ACH-000198,-0.105871616341
ACH-000204,0.126065184888
ACH-000206,0.164236175245
ACH-000207,0.0541899204409
ACH-000211,0.110935315013
ACH-000215,-0.0167538435751
ACH-000221,0.012951644473000002
ACH-000222,0.20217911164400001
ACH-000223,0.0655590378386
ACH-000226,0.0637419983374
ACH-000227,-0.140715840812
ACH-000228,-0.00309945443364
ACH-000231,-0.0122933719124
ACH-000232,0.0130098964582
ACH-000233,0.036752455331599994
ACH-000234,0.0073998754678400004
ACH-000235,-0.0351792326665
ACH-000237,-0.0658673486632
ACH-000238,0.0598249033184
ACH-000243,0.125955843355
ACH-000244,-0.147748679797
ACH-000246,-0.00278081074532
ACH-000248,0.135922276484
ACH-000250,-0.00483661593005
ACH-000251,0.243439804833
ACH-000253,-0.033875501465
ACH-000255,-0.062376440267599996
ACH-000256,-0.195766244859
ACH-000257,-0.153204315261
ACH-000258,-0.138965232019
ACH-000259,-0.00584945097919
ACH-000260,0.0953943881294
ACH-000261,0.07652441698639999
ACH-000262,0.00225995917715
ACH-000263,0.0549134546541
ACH-000264,-0.0549373115707
ACH-000265,0.168710780361
ACH-000266,-0.0755336204093
ACH-000272,0.00352474613885
ACH-000273,0.0562535460661
ACH-000274,0.20578096074299998
ACH-000277,0.256192353088
ACH-000278,0.043674351799800004
ACH-000279,-0.0842454472322
ACH-000280,-0.0125023127957
ACH-000281,-0.482498173347
ACH-000288,-0.0643887857277
ACH-000291,0.130349765189
ACH-000293,-0.042026889507900005
ACH-000294,-0.144931545044
ACH-000295,-0.0848164870257
ACH-000296,-0.116696877205
ACH-000302,-0.05662499357030001
ACH-000304,0.07221680869489999
ACH-000307,-0.0850931675752
ACH-000308,0.126005290634
ACH-000310,-0.11954670046499999
ACH-000311,-0.00429600692932
ACH-000312,-0.0810182113473
ACH-000315,0.076328279922
ACH-000316,-0.138728583048
ACH-000317,0.158441738838
ACH-000318,0.0065738168296400005
ACH-000319,0.118739586645
ACH-000320,0.175003063295
ACH-000322,0.0565962594417
ACH-000323,-0.0426006908703
ACH-000324,-0.09578076273219999
ACH-000329,-0.0192035297064
ACH-000330,0.189975452802
ACH-000331,0.0880255275134
ACH-000332,-0.0047083407284700006
ACH-000334,0.331091425277
ACH-000335,0.10155717854499999
ACH-000336,0.009790391130610001
ACH-000337,-0.14517857253
ACH-000339,-0.0544220517509
ACH-000341,0.142605303202
ACH-000348,0.107117536088
ACH-000350,-0.08972029274710001
ACH-000352,0.012923505753
ACH-000356,-0.0780580696523
ACH-000361,0.0947813771643
ACH-000362,0.0757784365854
ACH-000363,0.029494013260400003
ACH-000364,-0.056151949931800005
ACH-000365,0.0604815839339
ACH-000366,0.0138475276225
ACH-000368,-0.29524523008000003
ACH-000374,0.0957423030528
ACH-000375,0.160372290097
