,MEI4 (101928601)
ACH-000004,0.153252492317
ACH-000007,0.0993723188267
ACH-000009,-0.17586109479000003
ACH-000011,-0.030801505182199998
ACH-000012,0.00871129612986
ACH-000013,0.00586282410134
ACH-000014,-0.14029414954000002
ACH-000015,-0.0247356476492
ACH-000017,0.143584897591
ACH-000018,0.17142659847199998
ACH-000019,0.19715331928899998
ACH-000021,-0.35161060038
ACH-000022,-0.0331099519928
ACH-000025,0.0542014979643
ACH-000028,-0.034663559051699995
ACH-000030,-0.0679875485035
ACH-000035,0.175410941411
ACH-000036,0.0569393480636
ACH-000037,0.0393741837334
ACH-000039,-0.08064805251360001
ACH-000040,-0.08713797395230001
ACH-000041,-0.10997041082699999
ACH-000042,0.0064254696441400005
ACH-000045,-0.0121916981273
ACH-000047,0.07968600328599999
ACH-000052,0.08904651253560002
ACH-000053,-0.0781824231011
ACH-000054,-0.0763828588932
ACH-000055,0.0185402133906
ACH-000060,-0.140089510953
ACH-000067,-0.0548572738578
ACH-000070,0.025942894210900003
ACH-000075,0.147286325915
ACH-000078,0.026646709435
ACH-000082,-0.0732264366549
ACH-000085,-0.039723352169
ACH-000086,-0.22657235460499997
ACH-000087,0.0792096137429
ACH-000092,-0.009422365789959999
ACH-000095,-0.130399664142
ACH-000097,-0.0321622123637
ACH-000098,0.044977460502
ACH-000099,-0.0785126589853
ACH-000108,-0.118347616392
ACH-000113,-0.0191878935818
ACH-000115,0.0822228592294
ACH-000116,0.088713325681
ACH-000118,-0.0439453135736
ACH-000120,-0.00525976323553
ACH-000123,-0.148119136011
ACH-000127,0.045435795913
ACH-000128,-0.05887547219880001
ACH-000132,-0.08939061467160002
ACH-000133,-0.012886813037
ACH-000137,-0.0855850151209
ACH-000138,-0.069275018892
ACH-000142,-0.0199184061835
ACH-000143,0.116840467536
ACH-000146,-0.11425322172800001
ACH-000148,-0.112703674211
ACH-000150,-0.09167612468110001
ACH-000152,0.122875061521
ACH-000153,0.00633828644324
ACH-000159,-0.0316579704314
ACH-000160,-0.0465525539853
ACH-000163,-0.0739665346352
ACH-000167,0.00975947406432
ACH-000168,-0.0965131789807
ACH-000169,0.0273183257906
ACH-000178,0.036645076122800005
ACH-000182,-0.0202008822505
ACH-000183,-0.0317491896503
ACH-000188,-0.0231944419796
ACH-000189,-0.139431153181
ACH-000190,0.0843245968612
ACH-000198,0.0744961801097
ACH-000204,-0.161788761097
ACH-000206,0.127418402881
ACH-000207,-0.143549746685
ACH-000211,-0.107787233647
ACH-000215,0.0981282717867
ACH-000221,-0.151406620365
ACH-000222,-0.0731550435003
ACH-000223,-0.05446471804980001
ACH-000226,-0.176003586811
ACH-000227,-0.0514541858383
ACH-000228,0.11012307399499999
ACH-000231,-0.0296972484834
ACH-000232,-0.040426020892199994
ACH-000233,0.09493309279439999
ACH-000234,0.0121419215316
ACH-000235,-0.0753982913286
ACH-000237,0.101973764184
ACH-000238,-0.0238654603527
ACH-000243,-0.041950886367499995
ACH-000244,0.17560621743299998
ACH-000246,-0.0385253398045
ACH-000248,-0.0609279747385
ACH-000250,0.0349220545258
ACH-000251,-0.121363493391
ACH-000253,0.09625551206289999
ACH-000255,-0.0523158482648
ACH-000256,-0.13719350782
ACH-000257,0.15045956094000001
ACH-000258,-0.010390972310799999
ACH-000259,0.0340218361494
ACH-000260,-0.0398518639481
ACH-000261,0.0741094864725
ACH-000262,0.11606756594699999
ACH-000263,-0.0562671612856
ACH-000264,-0.147879589693
ACH-000265,-0.119272387464
ACH-000266,-0.06927917603999999
ACH-000272,-0.141965757241
ACH-000273,-0.0673919245493
ACH-000274,0.013375436721600001
ACH-000277,0.115859080056
ACH-000278,-0.208911710787
ACH-000279,-0.0733433977237
ACH-000280,-0.019596797776
ACH-000281,-0.0361896463645
ACH-000288,0.0607705640354
ACH-000291,0.032616043473099994
ACH-000293,0.182106131043
ACH-000294,-0.123814417435
ACH-000295,0.172692791266
ACH-000296,0.0806583713986
ACH-000302,-0.15371667690500002
ACH-000304,0.207627746541
ACH-000307,0.114577708938
ACH-000308,-0.12370852375600001
ACH-000310,-0.13234130180099998
ACH-000311,-0.0647653638989
ACH-000312,-0.061009048590900006
ACH-000315,-0.0451039102889
ACH-000316,0.165195323698
ACH-000317,-0.09008491878979999
ACH-000318,0.0013941208275999998
ACH-000319,-0.0680536638558
ACH-000320,-0.172932565932
ACH-000322,0.010998010042000001
ACH-000323,0.035288511134699996
ACH-000324,-0.028562545222
ACH-000329,0.139336168598
ACH-000330,-0.38624600511
ACH-000331,0.115267249134
ACH-000332,0.0113053745657
ACH-000334,-0.201576643974
ACH-000335,0.162966194647
ACH-000336,0.003918005199
ACH-000337,0.12076960910999998
ACH-000339,-0.04788732188
ACH-000341,0.191922389621
ACH-000348,0.0230796294695
ACH-000350,0.24912187440900002
ACH-000352,-0.0895375106508
ACH-000356,-0.278980262819
