,CHRM5 (1133)
ACH-000004,-0.0998042849904
ACH-000007,0.0864905122248
ACH-000009,-0.0693514747796
ACH-000011,0.0705376068108
ACH-000012,-0.0721582856551
ACH-000013,0.047985616396000005
ACH-000014,0.028753949644400003
ACH-000015,0.0278359153534
ACH-000017,0.046418213702
ACH-000018,0.043749554187
ACH-000019,-0.24365184009100002
ACH-000021,0.0869200825708
ACH-000022,-0.0323594155324
ACH-000025,-0.113146863342
ACH-000028,0.19379148718699998
ACH-000030,0.0557838319768
ACH-000035,-0.174271908033
ACH-000036,0.14335389928099998
ACH-000037,-0.00764427895887
ACH-000039,0.105033354891
ACH-000040,0.10266492070800001
ACH-000041,0.04167956974630001
ACH-000042,0.0977454478978
ACH-000045,0.123649487228
ACH-000047,-0.00634748003932
ACH-000052,0.065542160762
ACH-000053,-0.0950825722226
ACH-000054,0.100670095652
ACH-000055,0.08134137638460001
ACH-000060,0.12458614595999999
ACH-000067,0.0490571493259
ACH-000070,-0.043855612437300004
ACH-000075,0.0038758090004000004
ACH-000078,-0.0380742606326
ACH-000082,0.00422321641288
ACH-000085,0.0554846142005
ACH-000086,-0.019714475940900002
ACH-000087,0.150089132297
ACH-000092,0.0730337514816
ACH-000095,0.0740199279141
ACH-000097,0.020842976500799998
ACH-000098,0.12649785457999999
ACH-000099,0.08368059724219999
ACH-000108,-0.0643854878569
ACH-000113,-0.0470821559683
ACH-000115,0.055313659682099996
ACH-000116,0.0303385603625
ACH-000118,0.0152560752614
ACH-000120,0.145910975747
ACH-000123,-0.0167965861152
ACH-000127,0.0352033051455
ACH-000128,0.17226930357700002
ACH-000132,-0.0593058424
ACH-000133,0.0733741718169
ACH-000137,-0.015000838183600002
ACH-000138,0.09814707819289999
ACH-000142,0.162194812037
ACH-000143,-0.11550014690999999
ACH-000146,-0.09437037345
ACH-000148,0.0567389798757
ACH-000150,0.187845374389
ACH-000152,0.053036423170600006
ACH-000153,0.23259622168400002
ACH-000159,0.16447043428
ACH-000160,-0.233189237009
ACH-000163,0.183127236166
ACH-000167,0.015020769544600002
ACH-000168,0.00851293273424
ACH-000169,0.059487367192699994
ACH-000178,0.0155393126347
ACH-000182,0.087212620591
ACH-000183,0.030757252815400003
ACH-000188,-0.07453052634589999
ACH-000189,0.0888962325788
ACH-000190,-0.180821800075
ACH-000198,0.0409860642825
ACH-000204,0.056374636366
ACH-000206,-0.186481287086
ACH-000207,-0.0910177324415
ACH-000211,0.00382045384225
ACH-000215,0.0729050349844
ACH-000221,-0.0760334745045
ACH-000222,-0.0584872986328
ACH-000223,-0.0387675575951
ACH-000226,-0.142043302329
ACH-000227,-0.197366719136
ACH-000228,-0.18250185410999997
ACH-000231,-0.036056649005199996
ACH-000232,0.162610290121
ACH-000233,0.0199415128853
ACH-000234,-0.00200799565804
ACH-000235,0.014482112679600001
ACH-000237,0.0243528621435
ACH-000238,-0.165517954807
ACH-000243,-0.0622752353946
ACH-000244,0.0857874388073
ACH-000246,0.0629499246581
ACH-000248,-0.117885844913
ACH-000250,0.0293552011381
ACH-000251,-0.117210098462
ACH-000253,-0.0687862514436
ACH-000255,-0.123056306019
ACH-000256,-0.12136438502999998
ACH-000257,-0.363004676504
ACH-000258,0.0952775256588
ACH-000259,0.046048860435800004
ACH-000260,-0.0332635208721
ACH-000261,-0.06835717848619999
ACH-000262,-0.0823263177955
ACH-000263,-0.044324318931
ACH-000264,-0.0800945479772
ACH-000265,-0.10793410050899999
ACH-000266,-0.0832882872167
ACH-000272,0.037772130759300006
ACH-000273,0.155524187264
ACH-000274,-0.0871941869008
ACH-000277,0.20217290012800002
ACH-000278,0.0105044780345
ACH-000279,-0.0436337964408
ACH-000280,0.06470123654559999
ACH-000281,0.163392614669
ACH-000288,-0.0790380922927
ACH-000291,0.0967697923942
ACH-000293,-0.0337824311053
ACH-000294,-0.07166078835919999
ACH-000295,0.037909617437
ACH-000296,0.150217026755
ACH-000302,-0.048039407143099996
ACH-000304,0.0291891609573
ACH-000307,-0.0676587423855
ACH-000308,0.0375419013348
ACH-000310,0.183896143237
ACH-000311,-0.11874474074899999
ACH-000312,-0.079433845852
ACH-000315,-0.170217867222
ACH-000316,-0.061870198503099993
ACH-000317,0.09849885294199999
ACH-000318,0.0553037645775
ACH-000319,-0.0827804646398
ACH-000320,-0.19599973406100002
ACH-000322,0.11118884350500001
ACH-000323,-0.09216421017149999
ACH-000324,0.09106815924589999
ACH-000329,0.121587624132
ACH-000330,0.197598858697
ACH-000331,-0.0676372643437
ACH-000332,-0.00269268461022
ACH-000334,0.156670808977
ACH-000335,-0.235864705633
ACH-000336,-0.0161026251882
ACH-000337,0.126184069972
ACH-000339,0.023410987005599997
ACH-000341,-0.04605926493700001
ACH-000348,-0.05649493842040001
ACH-000350,0.139642416152
ACH-000352,-0.0333999442739
ACH-000356,-0.13558407269099998
ACH-000361,0.157065622449
ACH-000362,-0.0345502997109
ACH-000363,0.0658822681378
ACH-000364,0.0523913514391
ACH-000365,-0.07514257414919999
ACH-000366,0.060964701518699996
ACH-000368,-0.0195306988814
ACH-000374,0.0749233985925
ACH-000375,0.00253244626067
ACH-000376,-0.08523935714939998
ACH-000381,0.13581665770600002
ACH-000383,-0.0957323273002
ACH-000387,-0.0785094822801
ACH-000389,0.17023917548599998
ACH-000390,-0.09722957913310001
ACH-000393,0.0248275837558
ACH-000395,-0.0115637656956
ACH-000397,-0.0813891347207
ACH-000401,-0.011340436959799999
ACH-000402,-0.0329195272706
ACH-000403,-0.0229782612997
ACH-000404,0.248170732125
ACH-000406,0.028562289919699998
ACH-000407,-0.099605324288
ACH-000408,0.0556723341899
ACH-000410,-0.00840465128792
ACH-000411,0.147208126299
ACH-000414,0.0344128679785
