,PLA1A (51365)
ACH-000004,-0.0326965958638
ACH-000007,0.236362524472
ACH-000009,-0.09627838694310001
ACH-000011,0.13558439114
ACH-000012,0.016780681183
ACH-000013,0.0720540537215
ACH-000014,-0.134326718254
ACH-000015,0.0637430471454
ACH-000017,0.09390710705260001
ACH-000018,0.127957391779
ACH-000019,0.200405828482
ACH-000021,-0.0144424221013
ACH-000022,-0.0124992679762
ACH-000025,0.0243772259515
ACH-000028,-0.020583115523700003
ACH-000030,0.021541370109099997
ACH-000035,-0.053578483757300004
ACH-000036,-0.007716247981790001
ACH-000037,-0.140974049858
ACH-000039,-0.112774619679
ACH-000040,-0.033324373820700005
ACH-000041,-0.157900063828
ACH-000042,0.0672284449993
ACH-000045,0.069587057526
ACH-000047,0.202674742766
ACH-000052,-0.287910048649
ACH-000053,0.09755292392090001
ACH-000054,-0.07895620360510001
ACH-000055,-0.18471650651299998
ACH-000060,-0.05864978652819999
ACH-000067,0.051025807416000005
ACH-000070,0.0445411512199
ACH-000075,0.00024968737508
ACH-000078,0.06644076216
ACH-000082,-0.0708287360812
ACH-000085,0.12730914286800002
ACH-000086,-8.5435070858e-05
ACH-000087,-0.145551900288
ACH-000092,-0.007919232056419999
ACH-000095,-0.0247037745169
ACH-000097,-0.0367390531655
ACH-000098,0.02080316514
ACH-000099,0.11574043527899999
ACH-000108,-0.0654848015649
ACH-000113,0.004878367823
ACH-000115,0.027937807699599998
ACH-000116,0.23142300856999998
ACH-000118,0.0307107553435
ACH-000120,-0.0812958329149
ACH-000123,-0.0118764597655
ACH-000127,0.0381207356415
ACH-000128,-0.10169130883300001
ACH-000132,-0.036956267385800004
ACH-000133,0.137082948534
ACH-000137,-0.149313524664
ACH-000138,0.0652476348768
ACH-000142,-0.0351641618783
ACH-000143,-0.166294162351
ACH-000146,0.107114978198
ACH-000148,0.192219530151
ACH-000150,0.16941695795000003
ACH-000152,0.151640869732
ACH-000153,-0.366895803604
ACH-000159,-0.020243871169099998
ACH-000160,-0.063001953983
ACH-000163,0.0126422290453
ACH-000167,0.320596191026
ACH-000168,0.0311523348716
ACH-000169,0.025052635408200002
ACH-000178,0.0489585148295
ACH-000182,-0.11688763790500001
ACH-000183,0.08041557147049999
ACH-000188,0.0920489412229
ACH-000189,-0.314143192398
ACH-000190,0.12586081873
ACH-000198,-0.0406250522905
ACH-000204,-0.17042579345400002
ACH-000206,0.0324740163046
ACH-000207,-0.228251285294
ACH-000211,-0.09047870746410001
ACH-000215,0.174309173704
ACH-000221,0.026931882079099998
ACH-000222,-0.0362012826053
ACH-000223,0.174511182957
ACH-000226,0.039729311208199995
ACH-000227,-0.179970988942
ACH-000228,0.028429222396400004
ACH-000231,-0.118197451811
ACH-000232,-0.0009007024975299999
ACH-000233,0.0262090651602
ACH-000234,0.0834759174107
ACH-000235,-0.023937000802599997
ACH-000237,0.111493466521
ACH-000238,0.0943948113341
ACH-000243,-0.0188052623282
ACH-000244,-0.060881315346
ACH-000246,0.0237439893306
ACH-000248,-0.0646546283427
ACH-000250,0.0354923501154
ACH-000251,0.042306660657400005
ACH-000253,0.042426872289999994
ACH-000255,0.028239572354700003
ACH-000256,0.0286820065852
ACH-000257,0.268632702636
ACH-000258,0.189712223959
ACH-000259,-0.0654587721546
ACH-000260,-0.050646911341199995
ACH-000261,-0.112003502208
ACH-000262,-0.0718122433296
ACH-000263,-0.406940767924
ACH-000264,-0.08672315137839999
ACH-000265,-0.0085633602954
ACH-000266,0.057285670589800004
ACH-000272,-0.167188500781
ACH-000273,0.0920140321631
ACH-000274,-0.010084172799200002
ACH-000277,0.00854844556645
ACH-000278,0.176720131424
ACH-000279,-0.0136454248771
ACH-000280,-0.014453069998399999
ACH-000281,-0.043871114558199996
ACH-000288,0.0801739440046
ACH-000291,-0.00671259106575
ACH-000293,0.106609164941
ACH-000294,-0.024703810574500003
ACH-000295,-0.0074958285965200004
ACH-000296,0.10967218287599999
ACH-000302,-0.118628191252
ACH-000304,0.303675461923
ACH-000307,0.113514988629
ACH-000308,0.037440224263400004
ACH-000310,0.014885866435700001
ACH-000311,-0.048011990530400006
ACH-000312,0.0828421221092
ACH-000315,0.04253148893519999
ACH-000316,0.357865357949
ACH-000317,0.0922448824666
ACH-000318,-0.0341460191822
ACH-000319,-0.123097986339
ACH-000320,0.218217060482
ACH-000322,0.299930603735
ACH-000323,-0.26368682390000003
ACH-000324,-0.0150315326544
ACH-000329,-0.0425981945646
ACH-000330,-0.0714523083484
ACH-000331,0.099390154912
ACH-000332,0.109641690917
ACH-000334,0.0977794691912
ACH-000335,-0.141020521145
ACH-000336,0.0524800336825
ACH-000337,-0.0641019312116
ACH-000339,0.0111729793629
ACH-000341,0.218713809857
ACH-000348,0.275098939347
ACH-000350,0.25703018814899997
ACH-000352,-0.024393774493
ACH-000356,0.09142434821139998
ACH-000361,0.214448315103
ACH-000362,0.05928246764719999
ACH-000363,-0.105722058193
ACH-000364,-0.05961226409419999
ACH-000365,-0.0685978811175
ACH-000366,-0.0230171967418
ACH-000368,0.0779239481076
ACH-000374,0.16892886617400002
ACH-000375,-0.18526118672400002
ACH-000376,0.0374954622833
ACH-000381,0.12661510798599998
ACH-000383,-0.08967672254799999
ACH-000387,0.127929678458
ACH-000389,-0.121592339713
ACH-000390,-0.155982248683
ACH-000393,-0.17509892215599998
ACH-000395,0.132384561865
ACH-000397,0.0713729994383
ACH-000401,-0.09035693302410001
ACH-000402,-0.051704226723499995
ACH-000403,-0.0415009170397
ACH-000404,0.143887113659
ACH-000406,-0.00709507379546
ACH-000407,0.09636518997130002
ACH-000408,-0.0939529749701
ACH-000410,0.145613237719
ACH-000411,0.129333519235
ACH-000414,-0.0397892392002
ACH-000415,-0.0050698318566999995
ACH-000416,0.048083151267599995
ACH-000420,-0.0678999842349
ACH-000421,-0.06016282407319999
ACH-000424,-0.0637828023168
ACH-000425,0.0548857663114
ACH-000426,0.0653024150322
ACH-000427,0.43196111101499995
ACH-000433,-0.0162220727042
ACH-000436,0.124475171143
ACH-000444,0.101026609423
ACH-000445,0.0909314192399
ACH-000448,0.0061336324235
ACH-000450,-0.0293545850061
ACH-000452,0.056421841936499996
ACH-000454,-0.102300754748
ACH-000458,-0.0267432165765
ACH-000459,0.0843704402183
ACH-000460,-0.00367402123858
ACH-000461,0.150267777495
ACH-000463,0.203001062781
ACH-000464,0.0837228624321
ACH-000466,0.17503524448399999
ACH-000467,0.18550847644699997
ACH-000468,0.321791567937
ACH-000469,0.0416756871426
ACH-000470,-0.162844589735
ACH-000471,-0.0481666511125
ACH-000472,-0.0289513508438
ACH-000473,-0.0730228654526
ACH-000475,0.0487229917986
ACH-000476,0.18890243166200002
ACH-000477,0.117389173226
ACH-000480,0.212588354899
ACH-000481,-0.029919243876799995
ACH-000483,0.159203582608
ACH-000484,0.36724110452799996
ACH-000485,-0.056199687028900006
ACH-000486,0.0745170667593
ACH-000487,0.14840782109300002
ACH-000488,0.098999991316
ACH-000490,-0.057470676695600006
ACH-000491,0.19026548300999999
ACH-000495,0.178555630266
ACH-000496,-0.115280124749
ACH-000499,0.0293928013082
ACH-000500,0.216065237093
ACH-000502,0.01286646762
ACH-000503,-0.190865556965
ACH-000505,0.111066027894
ACH-000507,-0.0232284030259
ACH-000510,0.10936218955
ACH-000511,0.0744243095412
ACH-000512,-0.301769749969
ACH-000516,-0.050505102205099996
ACH-000517,-0.020029339255400003
ACH-000518,-0.07539921254089998
ACH-000520,0.00480191641789
ACH-000521,-0.117867322731
ACH-000522,0.0143590176755
ACH-000524,0.08497019543239999
ACH-000527,0.188823479947
ACH-000528,0.0651608189631
ACH-000537,0.11073693255799999
ACH-000541,0.188400108372
ACH-000542,-0.0295323867446
ACH-000544,-0.008505102283689999
ACH-000545,0.0594353193633
