,WWTR1 (25937)
ACH-000004,-0.191637912573
ACH-000007,-0.151487974026
ACH-000009,-0.0079190872967
ACH-000011,-1.13197451311
ACH-000012,0.0585011054724
ACH-000013,-1.12510059644
ACH-000014,-0.49941819599299997
ACH-000015,-0.395417228887
ACH-000017,-0.636561367094
ACH-000018,-0.958086407547
ACH-000019,-0.524350180031
ACH-000021,-0.512328178223
ACH-000022,-0.235604729742
ACH-000025,-1.12176996748
ACH-000028,-0.37139020365599995
ACH-000030,-0.928475514469
ACH-000035,-0.282060348555
ACH-000036,-0.7376870596089999
ACH-000037,-0.07616422848189999
ACH-000039,-0.18803560630199997
ACH-000040,-0.737163634506
ACH-000041,-0.271157816018
ACH-000042,-0.706679790026
ACH-000045,-0.41711135053599996
ACH-000047,-0.537232404775
ACH-000052,-0.333691504458
ACH-000053,0.2329281557
ACH-000054,-0.911549146011
ACH-000055,-0.127741327169
ACH-000060,-0.770183385363
ACH-000067,-0.509416852484
ACH-000070,-0.32097038909200004
ACH-000075,-0.670085080787
ACH-000078,-0.285107197777
ACH-000082,-0.401920516291
ACH-000085,-0.5502485044740001
ACH-000086,-0.771963517974
ACH-000087,-0.237501645102
ACH-000092,-0.698159724534
ACH-000095,-0.557341465854
ACH-000097,-0.555419538073
ACH-000098,-0.874349890714
ACH-000099,-0.46301815779
ACH-000108,-0.409075357959
ACH-000113,-0.46768472004699996
ACH-000115,-0.36417627656199997
ACH-000116,-0.136155270306
ACH-000118,-0.9280382363940001
ACH-000120,-0.285132428851
ACH-000123,-0.528216566024
ACH-000127,-0.6357647864399999
ACH-000128,-1.01151899891
ACH-000132,-0.5285286014630001
ACH-000133,-0.791396028212
ACH-000137,-0.791619700438
ACH-000138,-0.728018315148
ACH-000142,-0.57591396783
ACH-000143,-0.311301269062
ACH-000146,-0.0102761560148
ACH-000148,-0.207573380803
ACH-000150,-0.541862853289
ACH-000152,-0.526243846062
ACH-000153,-0.302726644863
ACH-000159,-0.394380780277
ACH-000160,-0.23560428341899997
ACH-000163,-0.669960260254
ACH-000167,-0.684642522922
ACH-000168,-0.467002995321
ACH-000169,-0.301203362925
ACH-000178,-0.340432810933
ACH-000182,-0.462303114921
ACH-000183,-0.526679321093
ACH-000188,-0.596207475229
ACH-000189,-0.510817264373
ACH-000190,-0.131744010118
ACH-000198,-0.526202730214
ACH-000204,-0.741193311891
ACH-000206,-0.46534560649800005
ACH-000207,-0.109349881908
ACH-000211,-0.7505906034909999
ACH-000215,-0.608157950428
ACH-000221,-0.398415805655
ACH-000222,-0.323574075879
ACH-000223,-0.653960806327
ACH-000226,-0.282400446939
ACH-000227,-0.540454759355
ACH-000228,-0.0451419993403
ACH-000231,-0.651978070642
ACH-000232,-1.16655598806
ACH-000233,-0.21831640513099998
ACH-000234,-1.4374190764700001
ACH-000235,-0.5127849410490001
ACH-000237,-0.0767278337608
ACH-000238,-0.382909201058
ACH-000243,-0.38476585795
ACH-000244,-0.585529814573
ACH-000246,-0.8527703333200001
ACH-000248,-0.594831061811
ACH-000250,-0.642821767643
ACH-000251,-1.3335402786900001
ACH-000253,-0.43815302000600004
ACH-000255,-0.278824641017
ACH-000256,-0.55585048999
ACH-000257,-0.147437203848
ACH-000258,-0.107625084168
ACH-000259,-0.351745945211
ACH-000260,-0.19976426889
ACH-000261,-0.5714601401430001
ACH-000262,-1.07850860104
ACH-000263,-0.938339968946
ACH-000264,-0.358018393108
ACH-000265,-0.587783645375
ACH-000266,-0.439391029759
ACH-000272,-0.22339608737799999
ACH-000273,-0.709849965949
ACH-000274,-1.3839281648700001
ACH-000277,-0.25198067013500003
ACH-000278,-0.373601844296
ACH-000279,-0.173324347258
ACH-000280,-1.01714706715
ACH-000281,-0.44789997236900003
ACH-000288,-0.846879257158
ACH-000291,-0.361385060153
ACH-000293,-0.41923961148100003
ACH-000294,-0.00937309095794
ACH-000295,-0.466762662255
ACH-000296,-0.295712388119
ACH-000302,-1.2388838542799998
ACH-000304,-0.5054356268779999
ACH-000307,-0.460073162922
ACH-000308,-0.48889637428000005
ACH-000310,-0.394488991359
ACH-000311,-0.634137374205
ACH-000312,-0.340354872195
ACH-000315,-0.377032970837
ACH-000316,-1.43790458261
ACH-000317,-1.7631714386000001
ACH-000318,-0.360349007706
ACH-000319,-0.7424121655789999
ACH-000320,-0.979061723596
ACH-000322,-0.160355492244
ACH-000323,-0.432747758509
ACH-000324,-0.40064202940300003
ACH-000329,-0.249158333867
ACH-000330,0.452040607365
ACH-000331,-0.7059195780959999
ACH-000332,-0.577165043952
ACH-000334,-0.107010490181
ACH-000335,-0.8621096382510001
ACH-000336,-0.520595059692
ACH-000337,-0.38125021757399996
ACH-000339,-0.718500790405
ACH-000341,-0.16557706762399999
ACH-000348,-0.282215056409
ACH-000350,-0.226566211763
ACH-000352,-0.794784983382
ACH-000356,-0.917300095923
ACH-000361,-0.670312657265
ACH-000362,-0.280605362872
ACH-000363,-0.0886727847557
ACH-000364,-0.8133933835430001
ACH-000365,-0.449581364623
ACH-000366,-0.319834889142
ACH-000368,-0.466286954869
ACH-000374,-0.788958572701
ACH-000375,-0.65200320326
ACH-000376,-0.31489168982500004
ACH-000381,-0.192073327202
ACH-000383,-0.330676720265
ACH-000387,-0.082425401183
ACH-000389,-0.591854293386
ACH-000390,-0.684951758399
ACH-000393,-0.406685267888
ACH-000395,-1.3544007526700002
ACH-000397,-0.704500459973
ACH-000401,-0.560751897838
ACH-000402,-0.512132251088
ACH-000403,-0.34863049469
ACH-000404,-0.851019753122
ACH-000406,-0.17201143397799998
ACH-000407,-0.6238389514
ACH-000408,-1.04927945823
ACH-000410,-0.79451008217
ACH-000411,-0.803531536248
ACH-000414,-0.37305600071199996
ACH-000415,-0.7065184383650001
ACH-000416,-0.590592651382
ACH-000420,-0.8760251771140001
ACH-000421,-0.13436969169000001
ACH-000424,-0.619283638531
ACH-000425,-0.580165508692
ACH-000426,-0.14039701875900001
ACH-000427,-0.785206877188
ACH-000433,-0.959056374107
ACH-000436,-0.250444021882
ACH-000444,-0.8465639067659999
ACH-000445,-0.686277851517
ACH-000448,-0.42033859417499997
ACH-000450,-0.566696569712
ACH-000452,-0.502146918085
ACH-000454,-0.961382034172
ACH-000458,-0.914082964443
ACH-000459,-0.261075408179
ACH-000460,-1.02519684237
ACH-000461,-0.601045731092
ACH-000463,-0.646469980803
ACH-000464,-0.6519075578410001
ACH-000466,-0.966592705614
ACH-000467,-0.229908716187
ACH-000468,-1.4413663244100001
ACH-000469,-0.772845151045
ACH-000470,-0.316376209451
ACH-000471,-0.904890532592
ACH-000472,-0.38232088638000006
ACH-000473,-0.39367290051700005
ACH-000475,-0.28212953238099997
ACH-000476,-0.77543431439
ACH-000477,-0.365921411071
ACH-000480,-0.321499071959
ACH-000481,-0.166070153797
ACH-000483,-1.30938296448
ACH-000484,-0.256962539824
ACH-000485,-0.35316709889200004
ACH-000486,-0.9592227433339999
ACH-000487,-0.28294393410199997
ACH-000488,-0.765397040636
ACH-000490,-0.39983816455399995
ACH-000491,-0.599473210923
ACH-000495,-0.41050149366
ACH-000496,-0.905864929005
ACH-000499,-0.371018094568
ACH-000500,-0.8777439448100001
ACH-000502,-0.907311011638
ACH-000503,-1.2882245184899999
ACH-000505,-0.433997847588
ACH-000507,-0.45165052897299995
ACH-000510,-0.534308357156
ACH-000511,-0.531773074767
ACH-000512,-0.294949142897
ACH-000516,-0.639009307714
ACH-000517,-1.0678427113700002
ACH-000518,-0.49888182951300003
ACH-000520,-0.435876811431
ACH-000521,-0.969695187359
ACH-000522,-0.751744188907
ACH-000524,-0.268167073175
ACH-000527,-0.727642632411
ACH-000528,-0.056718788910400005
ACH-000537,-1.3460386100100001
ACH-000541,-0.518597492599
ACH-000542,-0.9352309770180001
ACH-000544,-1.0380131482
ACH-000545,-0.978627583057
ACH-000547,-0.380610184691
ACH-000548,-0.425062561361
ACH-000549,-0.542029539083
ACH-000550,-0.7329101767890001
ACH-000552,-0.169158711004
ACH-000556,-0.232910584285
ACH-000557,-0.19137908292300002
ACH-000570,-0.865029078954
ACH-000571,-0.30444869073
ACH-000573,-0.612438398638
ACH-000576,-0.467574706652
ACH-000580,-0.223838495636
ACH-000584,-0.15525681622
ACH-000585,-0.796808159821
ACH-000588,-0.244149029632
ACH-000589,-0.11753390167500001
ACH-000591,-0.328047428528
ACH-000593,-0.46629792063299996
ACH-000600,-0.735883149823
ACH-000601,-0.497706000688
ACH-000604,-0.14359806454000001
ACH-000605,-0.647503667329
ACH-000606,-0.8235677388699999
ACH-000608,-0.38485809104900004
ACH-000614,-0.427385043023
ACH-000616,-0.7003027034880001
ACH-000618,-0.11297870994300001
ACH-000619,-1.3873589796599999
ACH-000620,-0.55496259945
ACH-000621,-0.522423422261
ACH-000622,-0.606292572759
ACH-000623,-0.42831164935800004
ACH-000624,-0.0995149188219
ACH-000627,-1.08117204041
ACH-000630,-1.0829131456299999
ACH-000632,-1.0113244457600001
ACH-000633,-0.30171554393000005
ACH-000637,-0.431167350259
ACH-000638,-0.259234097459
ACH-000646,-0.8024732032940001
ACH-000647,-0.0493763983642
ACH-000648,-0.42482218322899995
ACH-000649,-0.8768542853929999
ACH-000651,-0.277219750044
ACH-000652,-0.321078502327
ACH-000653,-0.292250256818
ACH-000657,-0.622457581374
ACH-000658,-0.0434569499856
ACH-000661,-0.152761547128
ACH-000662,-0.880420191568
ACH-000663,-1.32208542376
ACH-000665,-0.917277232198
ACH-000671,-0.24789062405200002
ACH-000673,-0.385302231326
ACH-000676,-0.0206082492757
ACH-000677,-0.498175528436
ACH-000681,-0.931846635728
ACH-000682,-0.24590958611900002
ACH-000683,0.176266512726
ACH-000684,-0.620980933881
ACH-000688,-0.628576765036
ACH-000693,-0.37091426462800003
ACH-000694,-0.621258888519
ACH-000695,-0.342024215145
ACH-000696,-0.513627585057
ACH-000697,-0.42918685596100004
ACH-000699,-0.0753353448093
ACH-000701,-0.398138022166
ACH-000706,-0.18065548147399998
ACH-000711,-0.439087578442
ACH-000713,-0.509699271371
ACH-000714,-0.446987920781
ACH-000718,-1.1183052442299999
ACH-000720,-0.272974270811
ACH-000721,-0.436480569754
ACH-000724,-0.5132123463889999
ACH-000725,0.0344164474929
ACH-000732,-0.6492895067450001
ACH-000734,-0.186724089507
ACH-000735,-0.6568596924050001
ACH-000736,-0.375561083322
ACH-000738,-0.9920445588339999
ACH-000746,-0.142227343838
ACH-000747,-0.8013044864759999
ACH-000748,-0.931208202799
ACH-000753,-0.910204090886
ACH-000756,-0.196159429234
ACH-000757,-0.376017436247
ACH-000758,-0.5468302118280001
ACH-000760,-0.361403387279
ACH-000763,-0.28799652143800003
ACH-000764,-0.530766245882
ACH-000765,-1.05110669971
ACH-000766,-0.5328841278800001
ACH-000767,-0.388961295299
ACH-000768,-0.700969124159
ACH-000769,-0.209667392527
ACH-000770,-0.311172357
ACH-000771,-0.539288320133
ACH-000773,-0.160252259882
ACH-000776,-1.21966641683
ACH-000777,-1.01596688416
ACH-000778,-0.275521926166
ACH-000781,-0.41316551552599995
ACH-000782,-0.529527683029
ACH-000783,-0.176257081894
ACH-000784,-0.414904437619
ACH-000785,-0.27211785316799997
ACH-000787,-0.9856036814620001
ACH-000788,-0.715839129537
ACH-000791,-0.254612042561
ACH-000792,-0.8578213318469999
ACH-000794,-0.8295876333519999
ACH-000796,-0.690919059657
ACH-000799,-0.577924585213
ACH-000800,-1.0510010884
ACH-000802,-0.7307293711759999
ACH-000804,-0.480359116514
ACH-000805,-0.57849978831
ACH-000809,-0.5930726449729999
ACH-000810,-0.2851746431
ACH-000811,-0.319623810047
ACH-000817,-0.31014532109799997
ACH-000819,-0.40938320772200004
ACH-000820,-0.962858377837
ACH-000821,-0.24361950404
ACH-000822,-0.488009892179
ACH-000823,-0.009597482835370002
ACH-000824,-0.31405986012
ACH-000827,-0.203349088466
ACH-000829,-0.43186555634999996
ACH-000831,-0.575625969942
ACH-000832,-0.692727364427
ACH-000833,-0.0602308369007
ACH-000834,-0.9404864857549999
ACH-000835,-0.701132649744
ACH-000836,-0.415901245229
ACH-000837,-0.338493279892
ACH-000838,-0.177146361922
ACH-000839,-0.700962152837
ACH-000840,-0.460065931858
ACH-000841,-0.5409331845840001
ACH-000843,-0.8477498219390001
ACH-000846,-0.462866792711
ACH-000847,-0.294704809936
ACH-000848,-0.27500224901799997
ACH-000849,-0.377768068455
ACH-000851,-0.61250436709
ACH-000855,-0.496704191916
ACH-000856,-0.684205008765
ACH-000858,-0.688116763601
ACH-000859,-0.5155461513399999
ACH-000861,-0.48131275048100003
ACH-000862,-0.220117450726
ACH-000865,-0.36127960328599995
ACH-000866,-0.386150410107
ACH-000867,-0.267538407828
ACH-000869,-0.025444895824400002
ACH-000872,-0.656258495544
ACH-000873,-0.9279021025319999
ACH-000876,-0.499195757794
ACH-000878,-0.6943300210169999
ACH-000880,-0.31555453239799997
ACH-000881,-0.976886882679
ACH-000882,-0.755388592389
ACH-000884,-0.432613737751
ACH-000885,-0.868411297942
ACH-000887,-0.658221246265
ACH-000888,-0.712201625347
ACH-000889,-0.236715975662
ACH-000890,-0.239740135066
ACH-000896,-0.7355320641419999
