,EIF5A (1984)
ACH-000004,-1.23288603361
ACH-000007,-0.96694317329
ACH-000009,-1.348736497
ACH-000011,-0.595940199626
ACH-000012,-0.8027657316339999
ACH-000013,-1.0399156324799999
ACH-000014,-1.06497682985
ACH-000015,-1.23309895045
ACH-000017,-1.20804478452
ACH-000018,-1.52198348954
ACH-000019,-1.03502753882
ACH-000021,-0.921789660319
ACH-000022,-0.886906147986
ACH-000025,-1.15529025724
ACH-000028,-0.950632825942
ACH-000030,-0.9669508681100001
ACH-000035,-0.948992041356
ACH-000036,-1.0859369239499999
ACH-000037,-1.2462509661
ACH-000039,-0.9325520705760001
ACH-000040,-1.2511432949899999
ACH-000041,-1.3005639807
ACH-000042,-1.07027642672
ACH-000045,-0.8679286052609999
ACH-000047,-0.808402735021
ACH-000052,-1.0686393113600001
ACH-000053,-1.15373687519
ACH-000054,-0.515896221742
ACH-000055,-1.25775935652
ACH-000060,-1.2518737137
ACH-000067,-1.43886024669
ACH-000070,-1.13105549376
ACH-000075,-0.842772579743
ACH-000078,-0.91348063991
ACH-000082,-1.1685381480500001
ACH-000085,-0.820706163236
ACH-000086,-0.985015620396
ACH-000087,-1.08050620129
ACH-000092,-0.894050785496
ACH-000095,-0.963608866328
ACH-000097,-1.00541673744
ACH-000098,-1.26759658062
ACH-000099,-0.833954987933
ACH-000108,-1.1104026023
ACH-000113,-0.843519132072
ACH-000115,-1.31936757316
ACH-000116,-1.12405086772
ACH-000118,-0.800713852018
ACH-000120,-1.04418524146
ACH-000123,-0.981421011693
ACH-000127,-0.926868707165
ACH-000128,-1.20207661301
ACH-000132,-0.8848243438299999
ACH-000133,-0.670365715959
ACH-000137,-1.15273471239
ACH-000138,-1.1303778214700002
ACH-000142,-1.25038794998
ACH-000143,-1.0956716072700001
ACH-000146,-0.9843502081559999
ACH-000148,-0.852703271959
ACH-000150,-1.03381153086
ACH-000152,-0.823322064414
ACH-000153,-0.975143953451
ACH-000159,-0.8490973995379999
ACH-000160,-1.09667142967
ACH-000163,-1.2991524686799998
ACH-000167,-1.10132166237
ACH-000168,-1.16383656573
ACH-000169,-1.1469663326000001
ACH-000178,-1.13359089612
ACH-000182,-1.07152229806
ACH-000183,-1.0422299583
ACH-000188,-0.984458754738
ACH-000189,-1.11697003832
ACH-000190,-1.25686834233
ACH-000198,-0.974210894324
ACH-000204,-0.9235330395010001
ACH-000206,-1.1762065827200001
ACH-000207,-0.840477413431
ACH-000211,-1.22124698816
ACH-000215,-1.16013271338
ACH-000221,-1.15902256838
ACH-000222,-0.677862220305
ACH-000223,-0.88669164374
ACH-000226,-1.03014502759
ACH-000227,-1.17976696267
ACH-000228,-0.9977970647650001
ACH-000231,-1.1098324342299999
ACH-000232,-0.959459317341
ACH-000233,-1.0812218868
ACH-000234,-0.88291768956
ACH-000235,-1.06649280209
ACH-000237,-0.878366310057
ACH-000238,-1.17543630757
ACH-000243,-0.921022006108
ACH-000244,-0.799618122378
ACH-000246,-0.787295678094
ACH-000248,-1.10324025935
ACH-000250,-1.10126950637
ACH-000251,-0.6736900328899998
ACH-000253,-0.716896680575
ACH-000255,-1.03530426734
ACH-000256,-0.858508024403
ACH-000257,-0.7689416143209999
ACH-000258,-0.891217868472
ACH-000259,-0.711995982036
ACH-000260,-0.996674482687
ACH-000261,-0.505609381584
ACH-000262,-0.892654649085
ACH-000263,-1.3616428411100001
ACH-000264,-0.940962441065
ACH-000265,-0.893107819817
ACH-000266,-0.862643226326
ACH-000272,-0.649624976973
ACH-000273,-0.8752020574480001
ACH-000274,-0.8189854363519999
ACH-000277,-1.34144487422
ACH-000278,-1.03866033198
ACH-000279,-1.17729419928
ACH-000280,-0.9856093599789999
ACH-000281,-1.3043759800799999
ACH-000288,-1.24141454046
ACH-000291,-0.655888459233
ACH-000293,-1.2001491886700002
ACH-000294,-0.50410380633
ACH-000295,-1.2508288868100002
ACH-000296,-0.999770079727
ACH-000302,-1.17209194201
ACH-000304,-0.983501160071
ACH-000307,-0.810684515222
ACH-000308,-0.659711289208
ACH-000310,-0.538432878579
ACH-000311,-0.849208189096
ACH-000312,-1.1610057010700001
ACH-000315,-1.22040236445
ACH-000316,-1.3244106222799998
ACH-000317,-0.6041278909669999
ACH-000318,-1.07001740751
ACH-000319,-0.77927153796
ACH-000320,-1.01812280745
ACH-000322,-1.00542907869
ACH-000323,-1.09301242252
ACH-000324,-0.952236082801
ACH-000329,-0.9234949910420001
ACH-000330,-1.0126499423200002
ACH-000331,-1.08503620473
ACH-000332,-1.1146941647700002
ACH-000334,-1.0381693152200002
ACH-000335,-1.3830484231
ACH-000336,-1.3779835945200003
ACH-000337,-1.25445130107
ACH-000339,-1.19588929301
ACH-000341,-1.20934945963
ACH-000348,-0.5543109396720001
ACH-000350,-0.724372970193
ACH-000352,-1.05016120246
ACH-000356,-0.60989905154
ACH-000361,-1.11535404286
ACH-000362,-1.04706104582
ACH-000363,-1.3425887085
ACH-000364,-1.0225356432
ACH-000365,-0.921327708699
ACH-000366,-1.0082912553399999
ACH-000368,-1.24838701128
ACH-000374,-0.435407140351
ACH-000375,-1.05741113052
ACH-000376,-1.08994082913
ACH-000381,-0.9400083100100001
ACH-000383,-1.11628832003
ACH-000387,-0.87112701044
ACH-000389,-1.21912183872
ACH-000390,-0.930343553705
ACH-000393,-1.1981460639000001
ACH-000395,-1.1622340110299998
ACH-000397,-1.18164224654
ACH-000401,-0.8153570846629999
ACH-000402,-0.917299905397
ACH-000403,-0.87509821009
ACH-000404,-0.7574720259209999
ACH-000406,-1.00262924893
ACH-000407,-1.0982142454600001
ACH-000408,-0.969990540095
ACH-000410,-0.764214927918
ACH-000411,-0.772756047746
ACH-000414,-0.633496275918
ACH-000415,-1.0954135806899998
ACH-000416,-0.8682057643179999
ACH-000420,-1.0056544205
ACH-000421,-0.8534378783509999
ACH-000424,-0.860792961545
