,ARL8B (55207)
ACH-000004,-0.355104848996
ACH-000007,-0.5676485672380001
ACH-000009,-0.313833991305
ACH-000011,-0.281377270916
ACH-000012,0.0026968815258
ACH-000013,-0.24874610557500001
ACH-000014,-0.236976254041
ACH-000015,-0.239307423198
ACH-000017,-0.48226039354199995
ACH-000018,-0.142000192412
ACH-000019,-0.129858432804
ACH-000021,-0.155938816486
ACH-000022,-0.290087131635
ACH-000025,-0.48681798687
ACH-000028,-0.22571393804499998
ACH-000030,-0.22870554487599998
ACH-000035,-0.114782686461
ACH-000036,-0.630414844579
ACH-000037,-0.368321902555
ACH-000039,-0.222133081941
ACH-000040,-0.140440574951
ACH-000041,-0.335148158347
ACH-000042,-0.16310430847000001
ACH-000045,-0.379366149142
ACH-000047,-0.35367490906800003
ACH-000052,-0.21987343083500002
ACH-000053,-0.577591972235
ACH-000054,-0.533370966687
ACH-000055,-0.22272387029100002
ACH-000060,-0.28699425894200004
ACH-000067,-0.578841186576
ACH-000070,-0.07412752533769999
ACH-000075,-0.114492200247
ACH-000078,-0.218512567376
ACH-000082,-0.274762084906
ACH-000085,0.0475187150681
ACH-000086,-0.140193366425
ACH-000087,-0.32999464545699997
ACH-000092,-0.7622030533759999
ACH-000095,-0.285736437381
ACH-000097,-0.197400415962
ACH-000098,0.397805930726
ACH-000099,-0.166766682301
ACH-000108,-0.15727446701199999
ACH-000113,-0.396894120111
ACH-000115,-0.47749934069899996
ACH-000116,-0.25820243925999997
ACH-000118,-0.0130942696243
ACH-000120,-0.22585342261799998
ACH-000123,-0.29015557117400004
ACH-000127,-0.37933528272699996
ACH-000128,-0.25187083169
ACH-000132,-0.291632500737
ACH-000133,-0.31112902818000004
ACH-000137,-0.26974233438
ACH-000138,-0.31057576095600004
ACH-000142,-0.37849318415100003
ACH-000143,-0.111828155203
ACH-000146,-0.466340780063
ACH-000148,-0.205545534165
ACH-000150,-0.39463104007
ACH-000152,-0.333762149929
ACH-000153,-0.118497336636
ACH-000159,-0.389461983242
ACH-000160,-0.33354914679000003
ACH-000163,-0.290353431532
ACH-000167,-0.350405902875
ACH-000168,-0.272846739195
ACH-000169,-0.576966053242
ACH-000178,-0.32267831450199996
ACH-000182,-0.0196267068768
ACH-000183,-0.45594386806599996
ACH-000188,-0.266887493424
ACH-000189,-0.26492868441100004
ACH-000190,-0.26267578711
ACH-000198,-0.253851893966
ACH-000204,-0.120866169556
ACH-000206,-0.337601063275
ACH-000207,-0.0448942984248
ACH-000211,-0.247108560478
ACH-000215,-0.358335879838
ACH-000221,-0.362912648081
ACH-000222,-0.0874535620677
ACH-000223,-0.183545428334
ACH-000226,-0.27937888979200004
ACH-000227,-0.6388284841390001
ACH-000228,-0.185213137383
ACH-000231,-0.318747027834
ACH-000232,-0.272256402018
ACH-000233,-0.010198324308600001
ACH-000234,-0.231404352769
ACH-000235,-0.21682341004900002
ACH-000237,-0.609238585322
ACH-000238,-0.378724037289
ACH-000243,-0.0758561263266
ACH-000244,-0.397619667425
ACH-000246,-0.248688391637
ACH-000248,-0.313400154263
ACH-000250,-0.320523936523
ACH-000251,-0.590577118791
ACH-000253,-0.200907134255
ACH-000255,-0.05969013611499999
ACH-000256,-0.27851413893300003
ACH-000257,-0.383853870634
ACH-000258,-0.10189337480499999
ACH-000259,-0.189036962641
ACH-000260,-0.350557405705
ACH-000261,-0.127032385199
ACH-000262,-0.35957088159100004
ACH-000263,-0.49339327478999995
ACH-000264,-0.522048216558
ACH-000265,-0.0244067820458
ACH-000266,-0.0741673292094
ACH-000272,-0.538121439687
ACH-000273,-0.556846700996
ACH-000274,-0.101152972531
ACH-000277,-0.419742975117
ACH-000278,-0.328088610156
ACH-000279,-0.41389823611000004
ACH-000280,-0.439141203416
ACH-000281,-0.10811168083900001
ACH-000288,-0.522977626831
ACH-000291,-0.207366283772
ACH-000293,-0.31192826255
ACH-000294,-0.486501640701
ACH-000295,-0.726446742441
ACH-000296,-0.572814983891
ACH-000302,-0.21747940175500002
ACH-000304,-0.311706406823
ACH-000307,-0.32555614558
ACH-000308,-0.13510452335999998
ACH-000310,-0.401837116558
ACH-000311,-0.137665583783
ACH-000312,-0.294741270299
ACH-000315,-0.43973144986
ACH-000316,-0.149804536825
ACH-000317,-0.0947640247865
ACH-000318,-0.194021317245
ACH-000319,-0.199247887715
ACH-000320,-0.0838664204095
ACH-000322,-0.16718433252
ACH-000323,-0.361947270473
ACH-000324,-0.310983722211
ACH-000329,-0.369256008968
ACH-000330,-0.18549459097399998
ACH-000331,-0.342797100176
ACH-000332,-0.145321600621
ACH-000334,0.0220389630632
ACH-000335,-0.213836349138
ACH-000336,-0.286143378546
ACH-000337,-0.25098205210499996
ACH-000339,-0.134832722741
ACH-000341,-0.363048776807
ACH-000348,-0.45131263844999997
ACH-000350,-0.0145039788812
ACH-000352,-0.128666137774
ACH-000356,-0.140575695567
ACH-000361,-0.09995729430639999
ACH-000362,-0.41106222445
ACH-000363,-0.345480829824
ACH-000364,-0.058704886158099996
ACH-000365,-0.38461340398500005
