,FCER2 (2208)
ACH-000004,-0.09272478125839999
ACH-000007,0.0029154013523100004
ACH-000009,0.09959575409360001
ACH-000011,0.159905411636
ACH-000012,0.010529069765000001
ACH-000013,0.017371553694900004
ACH-000014,-0.0329200945199
ACH-000015,-0.19976186966200002
ACH-000017,-0.09246706429860001
ACH-000018,-0.0333418134247
ACH-000019,-0.141250394245
ACH-000021,-0.09906529714130001
ACH-000022,0.111980658846
ACH-000025,-0.0199351648173
ACH-000028,0.036551615029800005
ACH-000030,0.036976795560000005
ACH-000035,0.032293124064099996
ACH-000036,-0.0451067636933
ACH-000037,0.0456281050004
ACH-000039,-0.0261965219843
ACH-000040,0.022833366787299997
ACH-000041,-0.0395502412521
ACH-000042,0.0536767713492
ACH-000045,-0.118584425337
ACH-000047,0.123448966368
ACH-000052,0.188584551263
ACH-000053,-0.0705249148409
ACH-000054,-0.0013855423545599999
ACH-000055,0.0685789947822
ACH-000060,0.00302109359558
ACH-000067,0.0207610651323
ACH-000070,-0.0194640585504
ACH-000075,0.0753463534272
ACH-000078,-0.0620991309679
ACH-000082,-0.06410743130959999
ACH-000085,0.0851967196825
ACH-000086,-0.132695968595
ACH-000087,-0.0570020952752
ACH-000092,0.029296112456299997
ACH-000095,-0.0616488650901
ACH-000097,0.052790569000900005
ACH-000098,-0.0646500802853
ACH-000099,-0.025792451164799998
ACH-000108,-0.111431230924
ACH-000113,0.0307749597087
ACH-000115,-0.127225131644
ACH-000116,-0.04759308536330001
ACH-000118,-0.159492181412
ACH-000120,-0.159457455415
ACH-000123,-0.005815091650949999
ACH-000127,-0.105050738787
ACH-000128,-0.137520494676
ACH-000132,0.08556888331710001
ACH-000133,-0.0863554128949
ACH-000137,-0.0373812961202
ACH-000138,-0.14835182293
ACH-000142,-0.11816054056
ACH-000143,0.038626902172199995
ACH-000146,0.059485796909300004
ACH-000148,0.054156620592800006
ACH-000150,-0.0158119140967
ACH-000152,0.08528355724549999
ACH-000153,-0.120135469558
ACH-000159,-0.07364219264550001
ACH-000160,0.0677762600192
ACH-000163,-0.007901901344960001
ACH-000167,0.0866691050946
ACH-000168,0.009646704421280001
