,CCHCR1 (54535)
ACH-000004,0.09851696831010001
ACH-000007,0.290460292101
ACH-000009,0.199493607094
ACH-000011,0.22071503949299998
ACH-000012,0.212501714524
ACH-000013,-0.020497699905400003
ACH-000014,0.302176928238
ACH-000015,0.28836738599
ACH-000017,0.133975950781
ACH-000018,0.312822886791
ACH-000019,0.31361825289
ACH-000021,-0.0199440177149
ACH-000022,0.172233061193
ACH-000025,0.0648244611557
ACH-000028,0.16820147739500002
ACH-000030,0.104742276867
ACH-000035,-0.0230873956182
ACH-000036,0.0574574636989
ACH-000037,0.186760490852
ACH-000039,0.10320303706700001
ACH-000040,0.194592634684
ACH-000041,0.235041357101
ACH-000042,0.11816319200099999
ACH-000045,0.047115905628000006
ACH-000047,0.09642837127250001
ACH-000052,0.0511318433349
ACH-000053,0.007730176372359999
ACH-000054,0.028101997304
ACH-000055,-0.0190895691821
ACH-000060,-0.047281477372
ACH-000067,0.038910785886699994
ACH-000070,0.122471394174
ACH-000075,0.144064005572
ACH-000078,0.1061206849
ACH-000082,-0.046095737950499996
ACH-000085,-0.0193191961862
ACH-000086,0.12270479597999999
ACH-000087,-0.0689860398621
ACH-000092,0.158161513232
ACH-000095,0.144601261549
ACH-000097,0.24039832358000002
ACH-000098,-0.011451941392
ACH-000099,-0.00651564291356
ACH-000108,0.059955485889300004
ACH-000113,0.165038083069
ACH-000115,-0.006965608778100001
ACH-000116,0.0954162748587
ACH-000118,0.0237702573408
ACH-000120,-0.139906320415
ACH-000123,-0.0533759387771
ACH-000127,0.0902211334969
ACH-000128,0.043870378263400005
ACH-000132,0.19192230806
ACH-000133,0.0987531114085
ACH-000137,0.25284968861699997
ACH-000138,0.0742335971075
ACH-000142,0.090446575276
ACH-000143,0.20027532211
ACH-000146,0.0967612746536
ACH-000148,0.255306238761
ACH-000150,0.013945150300700001
ACH-000152,0.0674742280686
ACH-000153,0.158516256247
ACH-000159,0.157783407182
ACH-000160,0.22282624524300002
ACH-000163,0.10296486682
ACH-000167,0.288031065905
ACH-000168,-0.113380377688
ACH-000169,0.10303186310799999
ACH-000178,0.274628512191
ACH-000182,0.12546474256100001
ACH-000183,-0.0209580770087
ACH-000188,0.149401518338
ACH-000189,0.11556685862800001
ACH-000190,0.0593701034693
ACH-000198,0.138112144136
ACH-000204,0.00750793272373
ACH-000206,-0.0431439134095
ACH-000207,-0.000222357968884
ACH-000211,0.137391438645
ACH-000215,0.08200487642139999
ACH-000221,0.167075330529
ACH-000222,-0.0601342413052
ACH-000223,0.131716163227
ACH-000226,0.107736239944
ACH-000227,-0.137333396778
ACH-000228,0.137175351501
ACH-000231,0.045241682920699994
ACH-000232,0.17864977038199997
ACH-000233,0.25979559343
ACH-000234,0.139571110185
ACH-000235,0.117015743977
ACH-000237,0.0254545453905
ACH-000238,0.23632123578400002
ACH-000243,-0.0376355409926
ACH-000244,0.308272950945
ACH-000246,0.0451133807629
ACH-000248,0.175746188671
ACH-000250,0.0922141934623
ACH-000251,0.35829248943
ACH-000253,0.0858210354912
ACH-000255,0.140936444326
ACH-000256,0.250838647013
ACH-000257,0.326635662854
ACH-000258,0.23840792339800002
ACH-000259,0.118687202001
ACH-000260,0.0643466666053
ACH-000261,-0.046745593843400005
ACH-000262,-0.00898928958392
ACH-000263,0.700186554662
ACH-000264,0.228055147855
ACH-000265,0.00908217635775
ACH-000266,-0.06213037916019999
ACH-000272,0.022884249527199998
ACH-000273,0.0301088398214
ACH-000274,0.157141985004
ACH-000277,0.24766235093699998
ACH-000278,0.258376159035
ACH-000279,0.224696390246
ACH-000280,0.19349620426
ACH-000281,-0.15605564373199998
ACH-000288,0.10658060246300001
ACH-000291,0.18600809871100002
ACH-000293,0.10314760992699999
ACH-000294,0.329498367094
ACH-000295,0.42916353713
ACH-000296,-0.145726743278
ACH-000302,0.0341888341013
ACH-000304,-0.08359611966810002
ACH-000307,0.19170268666499998
ACH-000308,0.25962043889
