,ABI3BP (25890)
ACH-000004,0.0445083871557
ACH-000007,0.103619832258
ACH-000009,0.0457927954591
ACH-000011,0.0721391233385
ACH-000012,0.0313928207036
ACH-000013,0.221769373844
ACH-000014,0.00334825964925
ACH-000015,0.273890236971
ACH-000017,0.120099882449
ACH-000018,0.148550864316
ACH-000019,0.18760602114500002
ACH-000021,0.0880466708606
ACH-000022,0.0909443904081
ACH-000025,-0.132095332147
ACH-000028,0.13588294886299998
ACH-000030,0.128464593299
ACH-000035,-0.13293621265900002
ACH-000036,0.121632841373
ACH-000037,-0.0354629690065
ACH-000039,0.126002726635
ACH-000040,0.18889957984499997
ACH-000041,0.18254240301199998
ACH-000042,0.21916548323600002
ACH-000045,0.130714159552
ACH-000047,0.08498693181530001
ACH-000052,-0.14851468098600001
ACH-000053,0.153327432456
ACH-000054,0.034581663698199996
ACH-000055,0.442219437607
ACH-000060,0.06873219423389999
ACH-000067,0.204142285419
ACH-000070,0.047713276536699996
ACH-000075,0.327126261272
ACH-000078,0.18604075098499998
ACH-000082,0.0510873970984
ACH-000085,-0.018863669985599997
ACH-000086,0.255580461128
ACH-000087,0.110440811483
ACH-000092,0.052046831078900006
ACH-000095,0.127194136763
ACH-000097,0.0159574830514
ACH-000098,0.274806264868
ACH-000099,0.220792315376
ACH-000108,0.00662805807552
ACH-000113,0.177024984938
ACH-000115,0.275357397661
ACH-000116,0.142774247642
ACH-000118,0.159643312714
ACH-000120,0.12212102862600001
ACH-000123,0.19479824212900002
ACH-000127,0.241298740239
ACH-000128,0.0933640238835
ACH-000132,0.0947848353266
ACH-000133,0.0647045300678
ACH-000137,0.22316621578899998
ACH-000138,0.122365361224
ACH-000142,-0.071280592356
ACH-000143,0.144146797226
ACH-000146,0.17980911422899998
ACH-000148,0.12420076470899999
ACH-000150,0.112599158752
ACH-000152,0.10430064653999999
ACH-000153,0.525138601006
ACH-000159,0.104081514026
ACH-000160,0.152850275596
ACH-000163,0.13252057833699998
ACH-000167,0.407891234283
ACH-000168,0.115816331261
ACH-000169,0.181807673906
ACH-000178,0.218747661481
ACH-000182,0.0923156230669
ACH-000183,0.18334905367600002
ACH-000188,0.137840400915
ACH-000189,0.270851475293
ACH-000190,0.15703898294399998
ACH-000198,0.0028683460593099995
ACH-000204,0.123266090916
ACH-000206,0.23493265244000003
ACH-000207,0.0489070231905
ACH-000211,0.0964245933441
ACH-000215,0.164957781258
ACH-000221,0.318722113765
ACH-000222,0.189219761486
ACH-000223,0.11696955444399999
ACH-000226,0.0909578353326
ACH-000227,0.151745044369
ACH-000228,0.262858415246
ACH-000231,0.12258119849099999
ACH-000232,0.0398545231664
ACH-000233,0.07394467346269999
ACH-000234,0.189799114432
ACH-000235,0.0505819033985
ACH-000237,0.283279542957
ACH-000238,0.241660178814
ACH-000243,0.195299242977
ACH-000244,0.158795362082
ACH-000246,0.10242005498199999
ACH-000248,0.176792146462
ACH-000250,0.09538926607689999
ACH-000251,0.0783489810613
ACH-000253,0.21164387075599997
ACH-000255,0.26242606938900004
ACH-000256,0.060741558968699996
ACH-000257,-0.13314366333
ACH-000258,0.08988655098880001
ACH-000259,0.14703766593
ACH-000260,0.208832084053
ACH-000261,0.169204887819
ACH-000262,-0.0697317492081
ACH-000263,-0.00910858509301
ACH-000264,0.0075140490459200005
ACH-000265,0.124045954274
ACH-000266,0.124570081132
ACH-000272,0.15691109544600002
ACH-000273,0.19175997972
ACH-000274,0.0640817874919
ACH-000277,0.022742922369999998
ACH-000278,0.236976078359
ACH-000279,0.107277080768
ACH-000280,0.120617462112
ACH-000281,0.20462165317699998
ACH-000288,0.137046436765
ACH-000291,0.0826688648307
ACH-000293,0.0495446349897
ACH-000294,0.097767057298
ACH-000295,-0.053398259667800006
ACH-000296,0.133960067658
ACH-000302,0.0514255739183
ACH-000304,0.22731280995499997
ACH-000307,0.11838639645
ACH-000308,0.104214156959
ACH-000310,0.0144808759229
ACH-000311,0.0359272878887
ACH-000312,0.181885462724
ACH-000315,0.05278804194569999
ACH-000316,0.187346964507
ACH-000317,0.261020691524
ACH-000318,0.188819802921
ACH-000319,0.0241372108879
ACH-000320,0.004861515202020001
ACH-000322,0.21086013751200003
ACH-000323,0.054796098160300004
ACH-000324,0.241147353222
ACH-000329,0.16812852277899998
ACH-000330,0.21090422979499998
ACH-000331,0.09548259854869999
ACH-000332,0.12545565125
ACH-000334,0.191717787228
ACH-000335,-0.020694224156299998
ACH-000336,0.0134061224043
ACH-000337,0.189723021437
ACH-000339,0.0549471546605
ACH-000341,0.0582228514338
ACH-000348,0.260205736406
ACH-000350,0.0904797318867
ACH-000352,0.0932530314081
ACH-000356,-0.00919754830182
ACH-000361,0.342794900694
ACH-000362,0.0986297170868
ACH-000363,-0.032786564130899996
ACH-000364,0.266544360456
ACH-000365,0.07644627457489998
ACH-000366,0.151703297402
ACH-000368,0.348534019212
ACH-000374,0.23035713071299999
ACH-000375,-0.025506416535900002
ACH-000376,0.13691069845
ACH-000381,-0.0131088133125
ACH-000383,0.09437034617550001
ACH-000387,0.149375570648
ACH-000389,0.14205487669000003
ACH-000390,0.15767388099000001
ACH-000393,-0.020330784853
ACH-000395,0.123359544145
ACH-000397,0.2391506627
ACH-000401,0.222206469904
ACH-000402,0.09315102635
ACH-000403,0.0983327208901
ACH-000404,0.318194696544
ACH-000406,0.10726200608799999
ACH-000407,0.17483042685800002
ACH-000408,0.0784694481275
ACH-000410,-0.0607528840706
ACH-000411,0.257995424771
ACH-000414,0.13011419690099998
ACH-000415,0.0612707633309
ACH-000416,0.173587274771
ACH-000420,0.157256911832
ACH-000421,0.30291541477899997
ACH-000424,0.0240164235623
ACH-000425,0.124273731913
ACH-000426,0.330268786121
ACH-000427,-0.0550159935557
ACH-000433,0.150977625827
ACH-000436,0.37446691889
ACH-000444,0.197025501272
ACH-000445,0.0611014098778
ACH-000448,0.23163383627099998
ACH-000450,0.32908727487100004
ACH-000452,0.0361205139547
ACH-000454,0.218559973464
ACH-000458,-0.106619070562
ACH-000459,0.246166937561
ACH-000460,0.274968963953
ACH-000461,0.21960422647599998
ACH-000463,0.188586436432
ACH-000464,0.0288373432529
ACH-000466,0.184649212897
ACH-000467,0.15578918323899998
ACH-000468,0.161110643287
ACH-000469,0.159902224572
ACH-000470,0.25036058189300003
ACH-000471,0.058152251359699994
ACH-000472,0.12569087962
ACH-000473,0.23949359083500002
ACH-000475,0.181235829991
ACH-000476,0.29144118779100003
ACH-000477,0.276926095418
ACH-000480,-0.00913596442144
ACH-000481,0.0852467516923
ACH-000483,0.0239027869514
ACH-000484,-0.019141589073999998
ACH-000485,0.138699818424
ACH-000486,0.285625632888
ACH-000487,0.244148715841
ACH-000488,0.16117631388
ACH-000490,0.124931401778
ACH-000491,0.07514541807580001
ACH-000495,-0.07224857445010001
ACH-000496,-0.0633109943001
ACH-000499,0.273775192027
ACH-000500,0.7321685430470001
ACH-000502,0.0961826009736
ACH-000503,-0.144934752946
ACH-000505,0.16387287802
ACH-000507,0.248373222332
ACH-000510,0.12456585272199999
ACH-000511,0.196975658587
ACH-000512,0.17500489443599998
ACH-000516,0.24916388074700002
ACH-000517,0.09961938462810001
ACH-000518,0.30974788213300003
ACH-000520,0.208465550365
ACH-000521,0.0553094425227
ACH-000522,0.0498276719066
ACH-000524,0.16796095749099998
ACH-000527,0.192275519595
ACH-000528,0.109597141799
ACH-000537,0.112962431534
ACH-000541,0.350060960882
ACH-000542,0.185821402739
ACH-000544,0.10244383362
ACH-000545,0.164496002608
ACH-000547,0.0838090974868
ACH-000548,0.13453380517799998
ACH-000549,0.0774348570306
ACH-000550,0.154924974297
ACH-000552,0.25629874707899997
ACH-000556,0.17877266034000003
ACH-000557,0.0909253713304
ACH-000570,0.177194732166
ACH-000571,0.10615720872300001
ACH-000573,0.118226489241
ACH-000576,0.183954625548
ACH-000580,0.284015623022
ACH-000584,0.124057263387
ACH-000585,0.125709692049
ACH-000588,0.122210523356
ACH-000589,-0.0331438887351
ACH-000591,0.280855648911
ACH-000593,0.046976058931499996
ACH-000600,0.117938045993
ACH-000601,0.11369242773299999
ACH-000604,0.0190909731118
ACH-000605,0.242128306924
ACH-000606,0.18231964577399998
ACH-000608,0.168507203537
ACH-000614,0.213373987993
ACH-000616,0.0736640812323
ACH-000618,0.0346029258773
ACH-000619,0.10777061796599999
ACH-000620,0.0786184195406
ACH-000621,0.190612858085
ACH-000622,0.07829498198910001
ACH-000623,0.0743253597426
ACH-000624,0.17837168938700002
ACH-000627,0.23623230135200002
ACH-000630,0.255847457408
ACH-000632,0.296916593234
ACH-000633,0.31149337219
ACH-000637,0.133904022914
ACH-000638,0.24631068221299998
ACH-000646,0.148833587932
ACH-000647,0.12207411690400001
ACH-000648,-0.18973739174100002
ACH-000649,0.0884359830265
ACH-000651,0.13611096565
ACH-000652,0.0788294654967
ACH-000653,0.17197523757599997
ACH-000657,0.242335958578
ACH-000658,0.043198151900500005
ACH-000661,0.164727976453
ACH-000662,-0.18722992533
ACH-000663,0.307408297943
ACH-000665,0.100621745451
ACH-000671,0.21265077558200002
ACH-000673,0.09333166797760001
ACH-000676,0.197216154165
ACH-000677,0.0947455023944
ACH-000681,0.123276192281
ACH-000682,0.161002433326
ACH-000683,0.271987516052
ACH-000684,-0.13296563739
ACH-000688,0.0380654544044
ACH-000693,0.245577225483
ACH-000694,0.159432739353
ACH-000695,0.209907416186
ACH-000696,0.08930285681839999
ACH-000697,0.12214626428400001
ACH-000699,0.0549929401826
ACH-000701,0.0525766414011
ACH-000706,0.174716356316
ACH-000711,0.126101019269
ACH-000713,0.182822623249
ACH-000714,0.104209648429
ACH-000718,0.049405721113099994
ACH-000720,0.0958186767024
ACH-000721,0.232504511371
ACH-000724,0.134759777106
ACH-000725,0.0667582211121
ACH-000732,0.297346860742
ACH-000734,0.0327238237023
ACH-000735,0.10625756176000001
ACH-000736,-0.0057740923689099995
ACH-000738,0.156138726443
ACH-000746,0.23337048146899997
ACH-000747,0.104999775855
ACH-000748,0.134746744315
ACH-000753,0.213494309458
ACH-000756,0.036947014747599996
ACH-000757,-0.148204078233
ACH-000758,0.152816314529
ACH-000760,0.0799984470851
ACH-000763,0.154854021329
ACH-000764,0.193228709912
ACH-000765,0.054709933025400004
ACH-000766,0.121641625917
ACH-000767,0.131258771902
ACH-000768,0.10115224838600001
ACH-000769,0.234860263959
ACH-000770,0.113581678698
ACH-000771,0.167180067454
ACH-000773,0.247760571732
ACH-000776,0.319844500071
ACH-000777,0.07615706875969999
ACH-000778,0.0849295006126
ACH-000781,0.210457129901
ACH-000782,0.25945717074200003
ACH-000783,0.122981272381
