,ATG2A (23130)
ACH-000251,-0.496986593505
ACH-000253,-0.13831481058
ACH-000255,-0.268984760596
ACH-000256,-0.627924805317
ACH-000257,-0.18086803367100002
ACH-000258,-0.37498964015
ACH-000259,-0.328571689537
ACH-000260,-0.236955816244
ACH-000261,-0.348789251743
ACH-000262,-0.608498569036
ACH-000263,-0.0182296577087
ACH-000264,-0.338846285233
ACH-000265,-0.44145221465000006
ACH-000266,-0.441566135389
ACH-000272,-0.270907291497
ACH-000273,-0.298030200076
ACH-000274,-0.247875866596
ACH-000277,-0.507080243026
ACH-000278,-0.178334426312
ACH-000279,-0.350317493561
ACH-000280,-0.326652076904
ACH-000281,-0.413127886318
ACH-000288,-0.34335872446800003
ACH-000291,-0.363340907531
ACH-000293,-0.405509479128
ACH-000294,-0.000196992476068
ACH-000295,-0.487291440368
ACH-000296,-0.0849049751961
ACH-000302,-0.393302262497
ACH-000304,-0.339991888028
ACH-000307,-0.326400914757
ACH-000308,-0.545987042501
ACH-000310,-0.408067762075
ACH-000311,-0.37413769548
ACH-000312,-0.297551318605
ACH-000315,-0.305205462196
ACH-000316,-0.484381712665
ACH-000317,-0.25125632444400003
ACH-000318,-0.805196591874
ACH-000319,-0.261495937891
ACH-000320,-0.388094107523
ACH-000322,-0.33052924016999996
ACH-000323,-0.29731939788899997
ACH-000324,-0.270932656374
ACH-000329,-0.17536984759100002
ACH-000330,-0.41265063165700006
ACH-000331,-0.106558094827
ACH-000332,-0.464534226375
ACH-000334,-0.188740513811
ACH-000335,-0.354268126513
ACH-000336,-0.184743376092
ACH-000337,-0.719594671154
ACH-000339,-0.323739299238
ACH-000341,-0.35941922736000004
ACH-000348,-0.24604178703200003
ACH-000350,-0.49212221821900004
ACH-000352,-0.416441146325
ACH-000356,-0.43708733371799996
ACH-000361,-0.208316130268
ACH-000362,-0.324344646345
ACH-000363,-0.191800865392
ACH-000364,-0.405862027281
ACH-000365,-0.47434228038500004
ACH-000366,-0.626516878506
ACH-000368,-0.10064055260299999
ACH-000374,-0.558286614979
ACH-000375,-0.209532646943
ACH-000376,-0.352499007447
ACH-000381,-0.256404688041
ACH-000383,-0.36855347884499995
ACH-000387,-0.149334986734
ACH-000389,-0.216175433381
ACH-000390,-0.38758200064599996
ACH-000393,-0.208423853232
ACH-000395,-0.304638554574
ACH-000397,-0.420268799001
ACH-000401,-0.12391665745699999
ACH-000402,-0.327696904418
ACH-000403,-0.0991421540508
ACH-000404,-0.322823943542
ACH-000406,-0.349655338684
ACH-000407,-0.43792451625100004
ACH-000408,-0.584035755612
ACH-000410,-0.320388247291
ACH-000411,-0.800139200014
ACH-000414,-0.04556364342130001
ACH-000415,-0.574176375584
ACH-000416,-0.303530444561
ACH-000420,-0.46682554860299996
ACH-000421,-0.361308543291
ACH-000424,-0.65891851994
ACH-000425,-0.0788649922495
ACH-000426,-0.0074024305960200005
ACH-000427,-0.32718107825
ACH-000433,-0.17913759750500002
ACH-000436,-0.438483576691
ACH-000444,-0.24897943660100003
ACH-000445,-0.597783674244
ACH-000448,-0.255311125887
ACH-000450,-0.240070595975
ACH-000452,-0.395427546125
ACH-000454,-0.22810135686
ACH-000458,-0.37351574927000003
ACH-000459,-0.0630451696142
ACH-000460,-0.26923959515
ACH-000461,-0.670079168933
ACH-000463,-0.19648963869600003
ACH-000464,-0.287543854631
ACH-000466,-0.18814165044
ACH-000467,-0.19714789323100002
ACH-000468,-0.204532664298
ACH-000469,-0.39169967861199995
ACH-000470,-0.368201816713
ACH-000471,-0.441885287884
ACH-000472,-0.355522864515
ACH-000473,-0.43848358327799997
ACH-000475,-0.248204426014
ACH-000476,-0.0437859179945
ACH-000477,-0.33578146323299995
ACH-000480,-0.274456252038
ACH-000481,-0.40522836524899997
ACH-000483,-0.21354343988299998
ACH-000484,-0.345934602523
ACH-000485,-0.295406909785
ACH-000486,-0.333174803249
ACH-000487,-0.261219152693
ACH-000488,-0.428145557239
ACH-000490,-0.21281962004299998
ACH-000491,-0.406246606379
ACH-000495,-0.43345126166299996
ACH-000496,-0.296101013042
ACH-000499,-0.5268620662910001
ACH-000500,-0.531732443672
ACH-000502,-0.333543632389
ACH-000503,-0.829137343867
ACH-000505,-0.52481453154
ACH-000507,-0.386724875667
ACH-000510,-0.259431918699
ACH-000511,-0.445178244231
ACH-000512,-0.131299436339
ACH-000516,-0.12661706634199998
ACH-000517,-0.155048555861
ACH-000518,-0.143389439142
ACH-000520,-0.109255791338
ACH-000521,-0.148591087543
ACH-000522,-0.332911559309
ACH-000524,-0.316195189768
ACH-000527,-0.33341039571
ACH-000528,-0.341741869788
ACH-000537,-0.294101853572
ACH-000541,-0.181737598726
ACH-000542,-0.380312466819
ACH-000544,-0.69075824522
ACH-000545,-0.41080230901799997
ACH-000547,-0.40274503104000003
ACH-000548,-0.45887833735600003
ACH-000549,-0.46379962882200004
ACH-000550,-0.0745570055596
ACH-000552,-0.347013487116
ACH-000556,-0.2090207946
ACH-000557,-0.24915206103300003
ACH-000570,-0.542542982419
ACH-000571,-0.306902656996
ACH-000573,-0.404636391743
ACH-000576,-0.0897267085121
ACH-000580,-0.43992529083400006
ACH-000584,-0.328309211329
ACH-000585,-0.489541476194
ACH-000588,-0.283972958989
ACH-000589,-0.254020076702
ACH-000591,-0.368252601946
ACH-000593,-0.383041245646
ACH-000600,-0.501350857068
ACH-000601,-0.309184085721
ACH-000604,-0.235811465318
ACH-000605,-0.238926276672
ACH-000606,-0.461895188931
ACH-000608,-0.37730438840499997
ACH-000614,-0.573442844242
ACH-000616,-0.31422962409
ACH-000618,-0.391273067313
ACH-000619,-0.7765910150740001
ACH-000620,-0.144333663557
ACH-000621,-0.234200448879
ACH-000622,-0.19002555418699998
ACH-000623,-0.278172887305
ACH-000624,-0.26920136461800004
ACH-000627,-0.25706085002900003
ACH-000630,-0.38031557343199995
ACH-000632,-0.441817526905
ACH-000633,-0.46631394802599996
ACH-000637,-0.6119102112870001
ACH-000638,-0.435223581703
ACH-000646,0.0128452492237
ACH-000647,-0.230120758323
ACH-000648,-0.404773878045
ACH-000649,-0.449359844106
ACH-000651,-0.385293353654
ACH-000652,-0.19028670502599998
ACH-000653,-0.306372296921
ACH-000657,-0.363821664088
ACH-000658,-0.22479635948100002
ACH-000661,-0.626139550775
ACH-000662,-0.181645270497
ACH-000663,-0.34072127605700003
ACH-000665,-0.469611743986
ACH-000671,-0.307452518445
ACH-000673,-0.20297189491099998
ACH-000676,-0.390999069327
ACH-000677,-0.106445652097
ACH-000681,-0.559006574853
ACH-000682,-0.282261529438
ACH-000683,-0.539482823045
ACH-000684,-0.230404000748
ACH-000688,-0.0845110444541
ACH-000693,-0.431017623969
ACH-000694,-0.51306197128
ACH-000695,-0.149306402281
ACH-000696,-0.219952140357
ACH-000697,-0.217561132663
ACH-000699,-0.33814007275799995
ACH-000701,-0.27704969069200003
ACH-000706,-0.125134057226
ACH-000711,-0.266509113431
ACH-000713,-0.591707899585
ACH-000714,-0.459844363011
ACH-000718,-0.205998864718
ACH-000720,-0.42938724096299996
ACH-000721,-0.145024403712
ACH-000724,-0.0602482037799
ACH-000725,-0.318354838188
ACH-000732,-0.26906040632100003
ACH-000734,-0.592489393883
ACH-000735,-0.416186784202
ACH-000736,-0.198897498585
ACH-000738,-0.512218142643
ACH-000746,-0.193567700625
ACH-000747,-0.23816778796100002
ACH-000748,-0.510693497855
ACH-000753,-0.207261368645
ACH-000756,-0.449888154356
ACH-000757,-0.35406307143
ACH-000758,-0.27682086003
ACH-000760,-0.280516348233
ACH-000763,-0.259568236311
ACH-000764,-0.410505250794
ACH-000765,-0.6033033551210001
ACH-000766,-0.237800945327
ACH-000767,-0.423418591882
ACH-000768,-0.30338328116700003
ACH-000769,-0.430962426862
ACH-000770,-0.49550460638899996
ACH-000771,-0.335335959243
ACH-000773,-0.17574206938099998
ACH-000776,-0.35669717215499996
ACH-000777,-0.55391581945
ACH-000778,-0.5682809617710001
ACH-000781,-0.277365556154
ACH-000782,0.022392544937499998
ACH-000783,-0.375353382765
ACH-000784,-0.34405490667599997
ACH-000785,-0.232670355313
ACH-000787,-0.160539119673
ACH-000788,-0.41403588347
ACH-000791,-0.509317641299
ACH-000792,-0.317663011755
ACH-000794,-0.548101154588
ACH-000796,-0.31415854633699997
ACH-000799,-0.149808585129
ACH-000800,-0.18866488833099998
ACH-000802,-0.461941545432
ACH-000804,-0.457630077107
ACH-000805,-0.512988276302
ACH-000809,-0.328599994258
ACH-000810,-0.257913009059
ACH-000811,-0.288529264766
ACH-000817,-0.507212141276
ACH-000819,-0.588124908127
ACH-000820,-0.45970697552900003
ACH-000821,0.06551853588209999
ACH-000822,-0.264573678303
ACH-000823,-0.451811519468
ACH-000824,-0.429488083029
ACH-000827,-0.353876297007
ACH-000829,-0.44825176908500003
ACH-000831,-0.461026875475
ACH-000832,-0.672190563865
ACH-000833,-0.38287161288800003
ACH-000834,-0.426834923927
ACH-000835,-0.114957389134
ACH-000836,-0.28460429013599997
ACH-000837,-0.353395322302
ACH-000838,-0.38178436314099995
ACH-000839,-0.62606039096
ACH-000840,-0.018439626359400003
ACH-000841,-0.282834030826
ACH-000843,-0.366862849476
ACH-000846,-0.0990182945992
ACH-000847,-0.288692505353
ACH-000848,-0.5054344364710001
ACH-000849,-0.31386809153
ACH-000851,-0.0891464361505
ACH-000855,-0.012454397574100001
ACH-000856,-0.36420291521399994
ACH-000858,-0.247166244858
ACH-000859,-0.390242285378
ACH-000861,-0.369867404856
ACH-000862,-0.215828491124
ACH-000865,-0.44217443883599994
ACH-000866,-0.293067299668
ACH-000867,-0.262270171861
ACH-000869,-0.195774438595
ACH-000872,-0.320788389789
ACH-000873,-0.317092033578
ACH-000876,-0.38809732645000006
ACH-000878,-0.326090613501
ACH-000880,-0.23295439453800001
ACH-000881,-0.345768730498
ACH-000882,-0.354480222998
ACH-000884,-0.242409888156
ACH-000885,-0.20349122075999998
ACH-000887,-0.47265748260300006
ACH-000888,-0.308856096013
ACH-000889,-0.192516316305
ACH-000890,-0.265792468593
ACH-000896,-0.28561350393199997
ACH-000898,-0.372761215304
ACH-000900,-0.247393055787
ACH-000901,-0.491880858134
ACH-000905,-0.43475272868799997
ACH-000906,-0.46631128108900005
ACH-000907,-0.127026140536
ACH-000910,-0.190087807418
ACH-000911,-0.20839766852000002
ACH-000912,-0.30245702172
ACH-000913,-0.282105219428
ACH-000915,-0.23119166278900002
ACH-000916,-0.427062391696
ACH-000917,-0.44882925204199997
ACH-000921,-0.29773602529800003
ACH-000924,-0.0842877899682
ACH-000926,-0.213533932579
ACH-000928,-0.11017020537999998
ACH-000929,-0.598963269801
ACH-000932,-0.5073242156050001
ACH-000935,-0.571890450064
ACH-000936,-0.542424283035
ACH-000937,-0.468509441874
ACH-000938,-0.423836706904
ACH-000939,-0.102222486542
ACH-000941,-0.389214038384
ACH-000943,-0.229577090423
ACH-000946,-0.376820473721
ACH-000947,-0.284540358604
ACH-000948,-0.36188791707699997
ACH-000950,-0.18664273343899998
ACH-000953,-0.347617959927
ACH-000957,-0.387243937515
ACH-000958,-0.24763822041900002
ACH-000960,-0.158096786731
ACH-000963,-0.305917465132
ACH-000968,-0.498890258833
ACH-000969,-0.378406946099
ACH-000973,-0.41563871686899995
ACH-000974,-0.324004648573
ACH-000975,-0.106373295051
ACH-000976,-0.262218641621
ACH-000978,0.0921806063718
ACH-000980,-0.287516931988
ACH-000984,-0.301751430337
ACH-000986,-0.33122547295000004
ACH-000988,-0.22382387715100002
ACH-000993,-0.455154640092
ACH-000994,-0.48563046368199997
ACH-000996,-0.653045082181
ACH-001001,-0.302350922849
ACH-001020,-0.49642016555600005
ACH-001028,-0.230941852383
ACH-001031,-0.205927228567
ACH-001038,-0.31695810589400003
ACH-001048,-0.287705583982
ACH-001050,-0.332253040222
ACH-001053,-0.356902201026
ACH-001054,-0.219911579709
ACH-001061,-0.23857063847100002
ACH-001067,-0.405644959116
ACH-001075,-0.260227003891
ACH-001096,-0.288602725833
ACH-001128,-0.372758671439
ACH-001134,-0.34024813665799997
ACH-001151,-0.117888489978
ACH-001163,-0.46939496134400005
ACH-001164,-0.259824768353
ACH-001173,-0.364844931073
ACH-001183,-0.374238249202
ACH-001184,-0.141995999134
ACH-001190,-0.40957586556000003
ACH-001192,-0.324923198257
ACH-001193,-0.41588074617
ACH-001196,-0.263893910838
ACH-001197,-0.158879426901
ACH-001205,-0.398859261038
ACH-001211,-0.42187959749
ACH-001212,-0.08923876293239999
ACH-001228,-0.267346246841
ACH-001232,-0.369831943648
ACH-001239,-0.22466224600200002
ACH-001274,-0.324052586638
ACH-001275,-0.357406084516
ACH-001277,-0.249726893234
ACH-001278,-0.253660888539
ACH-001280,-0.171252613656
ACH-001283,-0.289944709738
ACH-001289,-0.404268536483
ACH-001295,-0.30322554246399996
ACH-001300,-0.33176250510899996
ACH-001301,-0.355480481382
ACH-001302,-0.171774596377
ACH-001303,-0.421556859512
ACH-001306,-0.29829169776500003
ACH-001318,-0.48960042426000006
ACH-001322,-0.359875174565
ACH-001328,-0.13954841537499998
ACH-001332,-0.484057595149
ACH-001333,-0.13799697611700001
ACH-001336,-0.464687830028
ACH-001340,-0.342622330603
ACH-001346,-0.480400675072
ACH-001353,-0.266630370204
ACH-001354,-0.050331890198300006
ACH-001367,-0.615501407925
ACH-001368,-0.311576343546
ACH-001374,-0.16292111369999998
ACH-001375,-0.277541047064
ACH-001377,-0.373734106251
ACH-001380,-0.202780318753
ACH-001391,-0.37046731409199996
ACH-001407,-0.280349082057
ACH-001408,-0.399860002988
ACH-001413,-0.490272680793
ACH-001430,-0.329258345671
ACH-001431,-0.43804894628799995
ACH-001450,-0.41018720395499997
ACH-001496,-0.395443269384
ACH-001500,-0.204215982029
ACH-001521,-0.263643335963
ACH-001523,-0.39417793638400006
ACH-001532,-0.139717324412
ACH-001536,-0.177802389551
ACH-001550,-0.563603632716
ACH-001552,-0.11501568658700001
ACH-001554,-0.267147013689
ACH-001645,-0.288782752712
ACH-001654,-0.33976173725599995
ACH-001715,-0.617655098325
ACH-001735,-0.287129874419
ACH-001736,-0.254316173388
ACH-001737,-0.35455181018799997
ACH-001740,-0.392025984177
ACH-001745,-0.22094777360999998
ACH-001750,-0.155774324025
ACH-001765,-0.199803378076
ACH-001956,-0.31727118701400003
ACH-001957,-0.408076045705
