,GPAA1 (8733)
ACH-000004,0.0429223193456
ACH-000007,-0.0674154397571
ACH-000009,-0.0974336089805
ACH-000011,-0.399712761702
ACH-000012,-0.0451913186547
ACH-000013,0.0304442757387
ACH-000014,-0.0953440050371
ACH-000015,-0.16495248933700002
ACH-000017,-0.428443064855
ACH-000018,-0.399528591661
ACH-000019,-0.144355611898
ACH-000021,-0.0194662383159
ACH-000022,-0.025759299566599995
ACH-000025,-0.08457683639139998
ACH-000028,-0.07463685889760001
ACH-000030,-0.0985163060523
ACH-000035,-0.20793419029
ACH-000036,-0.0689725942825
ACH-000037,-0.0935200713494
ACH-000039,-0.0647255305836
ACH-000040,-0.273426416096
ACH-000041,-0.022775117869599997
ACH-000042,-0.43980629208300004
ACH-000045,-0.223374967408
ACH-000047,-0.339373439403
ACH-000052,-0.175764708935
ACH-000053,-0.117386128027
ACH-000054,-0.249761929012
ACH-000055,-0.07826952500210001
ACH-000060,-0.407629618593
ACH-000067,-0.1586432269
ACH-000070,-0.11707087947999999
ACH-000075,-0.316527462218
ACH-000078,-0.11643435521400002
ACH-000082,-0.262084367265
ACH-000085,0.16061066155
ACH-000086,-0.175064440085
ACH-000087,-0.261970686429
ACH-000092,-0.245248194359
ACH-000095,-0.0300606850567
ACH-000097,-0.322535925588
ACH-000098,-0.288431899712
ACH-000099,-0.282048022194
ACH-000108,-0.294582134911
ACH-000113,-0.108199385644
ACH-000115,-0.157964223227
ACH-000116,-0.171872832846
ACH-000118,-0.336225180334
ACH-000120,-0.17155994682999998
ACH-000123,-0.15522028327
ACH-000127,-0.154889384924
ACH-000128,-0.286189610643
ACH-000132,-0.05259368431369999
ACH-000133,-0.217265187938
ACH-000137,-0.128135876047
ACH-000138,-0.270536568024
ACH-000142,0.055198205952099996
ACH-000143,-0.212188305803
ACH-000146,-0.0617132344857
ACH-000148,-0.130211181733
ACH-000150,-0.627090369458
ACH-000152,-0.13067836792600002
ACH-000153,-0.041698849441
ACH-000159,-0.152800973023
ACH-000160,-0.057792570571499995
ACH-000163,-0.325652338725
ACH-000167,0.041955422385599996
ACH-000168,0.207911402075
ACH-000169,-0.161724771036
ACH-000178,-0.222348513414
ACH-000182,-0.12748348381400001
ACH-000183,-0.506998476819
ACH-000188,-0.08774495361889999
ACH-000189,-0.023262096929299998
ACH-000190,-0.370768925693
ACH-000198,-0.23530529884799997
ACH-000204,-0.197125872349
ACH-000206,0.0562653188275
ACH-000207,-0.399911246634
ACH-000211,-0.18597787754
ACH-000215,-0.10566384897
ACH-000221,0.0721584397211
ACH-000222,-0.35399957211499994
ACH-000223,-0.373569152509
ACH-000226,-0.0906391556057
ACH-000227,-0.088616139976
ACH-000228,-0.0596677651439
ACH-000231,-0.08033182399989999
ACH-000232,-0.447929207256
ACH-000233,-0.11114256990100001
ACH-000234,-0.519868833089
ACH-000235,-0.09804905594869999
ACH-000237,-0.312192516319
ACH-000238,-0.0805933176551
ACH-000243,-0.17575663797000002
ACH-000244,-0.34676454505500004
ACH-000246,-0.355289414065
ACH-000248,-0.213284148088
ACH-000250,-0.260511904068
ACH-000251,-0.0511439218696
ACH-000253,-0.248319722348
ACH-000255,-0.09788181643069999
ACH-000256,-0.37820001396499997
ACH-000257,-0.123035408373
ACH-000258,-0.216453236753
ACH-000259,-0.198401027703
ACH-000260,-0.149806108918
ACH-000261,-0.13731092225
ACH-000262,-0.0323784124136
ACH-000263,-0.6560666694899999
ACH-000264,-0.149147953653
ACH-000265,-0.187983508413
ACH-000266,-0.29576149768800003
ACH-000272,-0.347038455805
ACH-000273,-0.20604245547400002
ACH-000274,-0.26308278580899996
ACH-000277,-1.05237202458
ACH-000278,-0.430874537485
ACH-000279,-0.08228120526169999
ACH-000280,-0.478586368495
ACH-000281,-0.38043461290700004
ACH-000288,0.0178430631852
ACH-000291,-0.22199593448399998
ACH-000293,0.17109152174800002
ACH-000294,0.028350023295999997
ACH-000295,-0.21358914958500003
ACH-000296,-0.06985361325289999
ACH-000302,-0.23721559150199997
ACH-000304,-0.421877288266
ACH-000307,-0.309173796847
ACH-000308,-0.18082511630800002
ACH-000310,-0.07481099658649999
ACH-000311,-0.19476703175700003
ACH-000312,-0.268533830488
ACH-000315,-0.157747290562
ACH-000316,-0.13533482514200001
ACH-000317,-0.131349077574
ACH-000318,-0.0867318939331
ACH-000319,-0.139881081656
ACH-000320,-0.42235889946099997
ACH-000322,-0.107066398168
ACH-000323,-0.126960699118
ACH-000324,-0.38840246888
ACH-000329,-0.104508806473
ACH-000330,0.0463489784793
ACH-000331,-0.310503694795
ACH-000332,-0.16835043122999999
ACH-000334,0.0376854280323
ACH-000335,-0.262347706367
ACH-000336,-0.351156678875
ACH-000337,-0.194608094839
ACH-000339,-0.384152562878
ACH-000341,0.008605386605799998
ACH-000348,-0.256761120612
ACH-000350,-0.08121705457110001
ACH-000352,-0.255755001141
ACH-000356,0.0559766227513
ACH-000361,-0.206036006868
ACH-000362,-0.17632874502999998
ACH-000363,-0.265312442577
ACH-000364,-0.39395499595
ACH-000365,0.0103176161817
ACH-000366,-0.133186986497
ACH-000368,-0.312973102487
ACH-000374,-0.153871891913
ACH-000375,-0.17352463550500002
ACH-000376,-0.0704153675343
ACH-000381,-0.33618000154399996
ACH-000383,-0.168824845731
ACH-000387,-0.00201886961203
ACH-000389,-0.405769695321
ACH-000390,-0.139609686715
ACH-000393,-0.246131725169
ACH-000395,-0.251389263634
ACH-000397,-0.28289233927900004
ACH-000401,0.0569212528974
ACH-000402,-0.36582805433700005
ACH-000403,-0.302713150001
ACH-000404,-0.07447925443839999
ACH-000406,-0.018104446530599998
ACH-000407,0.03684366204080001
ACH-000408,-0.0444520016289
ACH-000410,-0.372254297688
ACH-000411,-0.0665724943767
ACH-000414,-0.252198978379
ACH-000415,-0.12185001078199999
ACH-000416,-0.250177073195
ACH-000420,-0.38042524326899996
ACH-000421,-0.128983261666
ACH-000424,-0.19746948963799998
ACH-000425,-0.08453689617080001
ACH-000426,-0.177187754444
ACH-000427,-0.270206309565
ACH-000433,-0.034573000161099994
ACH-000436,-0.19224808697
ACH-000444,-0.0728037713298
ACH-000445,-0.102226016466
ACH-000448,-0.18677229618500002
ACH-000450,0.165545122217
ACH-000452,-0.302796444903
ACH-000454,-0.0341098156501
ACH-000458,-0.08902097156510001
ACH-000459,0.14498156362
ACH-000460,-0.128580222992
ACH-000461,-0.0762426335823
ACH-000463,-0.113619062621
ACH-000464,-0.0904169942384
ACH-000466,-0.407687855493
ACH-000467,-0.174336255146
ACH-000468,-0.08303370034469999
ACH-000469,-0.150440062604
ACH-000470,-0.152694423007
ACH-000471,-0.347522837104
ACH-000472,-0.05428345916709999
ACH-000473,-0.211702755718
ACH-000475,-0.305018426091
ACH-000476,-0.397377288557
ACH-000477,-0.34668064921499997
ACH-000480,-0.102090830044
ACH-000481,-0.00896482750366
ACH-000483,-0.018799582435400003
ACH-000484,-0.276176599541
ACH-000485,-0.15072229809
ACH-000486,-0.23383262791200002
ACH-000487,-0.105771245446
ACH-000488,0.046385457991199995
ACH-000490,-0.34668684721299997
ACH-000491,-0.0369842591241
ACH-000495,-0.37172177815800006
ACH-000496,-0.138282780966
ACH-000499,-0.219259150185
ACH-000500,-0.368055249768
ACH-000502,-0.128391120178
ACH-000503,0.0464765328709
ACH-000505,-0.128299638528
ACH-000507,-0.201082054357
ACH-000510,-0.12630166589000003
ACH-000511,-0.05328293196330001
ACH-000512,-0.306469879535
ACH-000516,-0.146631910245
ACH-000517,-0.202962847626
ACH-000518,-0.0998149947406
ACH-000520,-0.139636396634
ACH-000521,-0.407638717226
ACH-000522,-0.24060694896899998
ACH-000524,-0.240834620936
ACH-000527,-0.234962254495
ACH-000528,-0.34025320383
ACH-000537,-0.432106065651
ACH-000541,-0.147596103281
ACH-000542,-0.20243034860300002
ACH-000544,0.501791929457
ACH-000545,-0.222399397927
ACH-000547,-0.125462126712
ACH-000548,-0.10803584084899999
ACH-000549,-0.141590865306
ACH-000550,-0.32204299743299997
ACH-000552,-0.36326218874399996
ACH-000556,-0.16585967885199998
ACH-000557,-0.15244528082
ACH-000570,-0.291683512662
ACH-000571,-0.08044589250010001
ACH-000573,-0.0495972974741
ACH-000576,-0.0458600298245
ACH-000580,-0.08694243785439999
ACH-000584,-0.23842399084600002
ACH-000585,-0.20779289815000002
ACH-000588,-0.30582140976
ACH-000589,-0.057707235227499994
