,RPLP2 (6181)
ACH-000004,-1.25867786316
ACH-000007,-1.5668105162900001
ACH-000009,-1.61031911588
ACH-000011,-1.90638454372
ACH-000012,-1.30184460169
ACH-000013,-1.6697618154
ACH-000014,-1.6511115162799999
ACH-000015,-1.3197206875
ACH-000017,-1.55603424314
ACH-000018,-1.22125023123
ACH-000019,-1.5985740937200001
ACH-000021,-1.5313267383200002
ACH-000022,-1.56007101553
ACH-000025,-1.49037527229
ACH-000028,-1.50525368863
ACH-000030,-1.7195654455
ACH-000035,-1.175003691
ACH-000036,-1.4039328819499999
ACH-000037,-1.81704483965
ACH-000039,-1.61084301056
ACH-000040,-1.19803750411
ACH-000041,-1.34113532202
ACH-000042,-1.43972815369
ACH-000045,-1.4698914149899998
ACH-000047,-1.2197674602700002
ACH-000052,-1.2476410885299998
ACH-000053,-1.3885459049899997
ACH-000054,-1.35521019324
ACH-000055,-1.58708583752
ACH-000060,-1.43660746701
ACH-000067,-1.18148161282
ACH-000070,-1.67501090003
ACH-000075,-1.36888362074
ACH-000078,-1.76735224662
ACH-000082,-1.55362322743
ACH-000085,-1.3790805852399999
ACH-000086,-1.3249588595
ACH-000087,-1.1381972449700002
ACH-000092,-1.4310648343599999
ACH-000095,-1.66933372668
ACH-000097,-1.5244393633500002
ACH-000098,-1.45467869834
ACH-000099,-1.7085022464300001
ACH-000108,-1.21952404191
ACH-000113,-1.71714561215
ACH-000115,-1.89337290322
ACH-000116,-1.4089602204
ACH-000118,-1.37901732618
ACH-000120,-1.55696672304
ACH-000123,-1.3852478016799998
ACH-000127,-1.5165915426700003
ACH-000128,-1.5689898844999999
ACH-000132,-1.5278760957100002
ACH-000133,-1.40277977056
ACH-000137,-1.35727671468
ACH-000138,-1.5565377729899998
ACH-000142,-1.6848170545200003
ACH-000143,-1.20281309807
ACH-000146,-1.37279347523
ACH-000148,-1.698514195
ACH-000150,-1.7162030974899998
ACH-000152,-1.53167365206
ACH-000153,-1.02302865982
ACH-000159,-1.6582960425600002
ACH-000160,-1.3694841486000002
ACH-000163,-1.67545843467
ACH-000167,-0.7383950533220001
ACH-000168,-1.46914365058
ACH-000169,-1.3670658695500002
ACH-000178,-1.39512563227
ACH-000182,-1.45570612613
ACH-000183,-1.37804866779
ACH-000188,-1.5368856429100002
ACH-000189,-1.2044575927399999
ACH-000190,-1.54444478761
ACH-000198,-1.7026511018500001
ACH-000204,-1.2043346955
ACH-000206,-1.870252072
ACH-000207,-1.6991848866600001
ACH-000211,-1.83578037995
ACH-000215,-1.68210515997
ACH-000221,-1.5039994314899998
ACH-000222,-1.5172098615399998
ACH-000223,-1.34795898087
ACH-000226,-1.4476867388799999
ACH-000227,-1.9159418869999998
ACH-000228,-1.3125324536
ACH-000231,-1.68334955088
ACH-000232,-1.50653457361
ACH-000233,-1.68899418787
ACH-000234,-1.98859883737
ACH-000235,-1.32832789809
ACH-000237,-1.32071754126
ACH-000238,-1.5267688720500001
ACH-000243,-1.4655782266100001
ACH-000244,-1.33294173109
ACH-000246,-1.6511033614
ACH-000248,-1.04320895737
ACH-000250,-1.5756963043399999
ACH-000251,-1.53012436208
ACH-000253,-1.58190639049
ACH-000255,-1.3933479627599998
ACH-000256,-1.6020666646000001
ACH-000257,-1.51963352946
ACH-000258,-1.72590837368
ACH-000259,-1.6968687610100002
ACH-000260,-1.36542042749
ACH-000261,-1.45997675149
ACH-000262,-1.30372462997
ACH-000263,-1.7369075843200001
ACH-000264,-1.33992253462
ACH-000265,-1.5543459916999998
ACH-000266,-1.39274867092
ACH-000272,-1.52347239859
ACH-000273,-1.52505834783
ACH-000274,-1.94177522062
ACH-000277,-1.51359930504
ACH-000278,-1.48252461725
ACH-000279,-1.5069980986700002
ACH-000280,-1.44801470887
ACH-000281,-1.2240167452200001
ACH-000288,-1.53603865189
ACH-000291,-1.61337645808
ACH-000293,-1.86019017973
ACH-000294,-1.76048550621
ACH-000295,-1.2265242245399999
ACH-000296,-1.40893541362
ACH-000302,-1.4709279643200002
ACH-000304,-1.84953866995
ACH-000307,-1.65147925574
ACH-000308,-1.33282293912
ACH-000310,-1.8237635089300002
ACH-000311,-1.7135317816
ACH-000312,-1.52175224363
ACH-000315,-1.6187207350600001
ACH-000316,-1.16551339501
ACH-000317,-1.4160579844799999
ACH-000318,-1.34331252585
ACH-000319,-1.40979658594
ACH-000320,-1.48366544401
ACH-000322,-1.35745328525
ACH-000323,-1.11759593904
ACH-000324,-1.71413970975
ACH-000329,-1.60938912781
ACH-000330,-0.9896692604549999
ACH-000331,-1.35519752987
ACH-000332,-1.53951746613
ACH-000334,-2.21730837625
ACH-000335,-1.44719728984
ACH-000336,-1.5590673182700001
ACH-000337,-1.4163248902
ACH-000339,-1.5405028503799998
ACH-000341,-2.20228409583
ACH-000348,-1.6059005588100002
ACH-000350,-1.9270639588499998
ACH-000352,-1.37309412783
ACH-000356,-1.2191241054000002
ACH-000361,-1.44621914591
ACH-000362,-1.85059782999
ACH-000363,-1.7735875675900001
ACH-000364,-1.3632364750100001
ACH-000365,-1.69759018225
ACH-000366,-1.6980536297600002
