,PIP4K2C (79837)
ACH-000004,-0.15372253911800002
ACH-000007,0.0777111157808
ACH-000009,-0.248015344981
ACH-000011,-0.124863881404
ACH-000012,-0.20830327688099998
ACH-000013,-0.243664234138
ACH-000014,-0.221829825535
ACH-000015,-0.17925890631299998
ACH-000017,-0.33348972358199996
ACH-000018,-0.19893472887699998
ACH-000019,0.16646932437999998
ACH-000021,-0.126493278911
ACH-000022,-0.23133423316399998
ACH-000025,-0.272201463075
ACH-000028,-0.0442002965822
ACH-000030,-0.16498910868799999
ACH-000035,-0.181542330636
ACH-000036,-0.056730996359900004
ACH-000037,-0.051389224177900004
ACH-000039,-0.08988587833450001
ACH-000040,-0.335563330243
ACH-000041,-0.273645342621
ACH-000042,-0.245552499715
ACH-000045,-0.0846107599767
ACH-000047,-0.11607372720999999
ACH-000052,-0.21421455278299997
ACH-000053,-0.167610941359
ACH-000054,-0.19410960076499997
ACH-000055,-0.177078076117
ACH-000060,0.174311121618
ACH-000067,-0.287468590382
ACH-000070,-0.301622104853
ACH-000075,-0.309681636749
ACH-000078,-0.011076421620200002
ACH-000082,-0.237998252729
ACH-000085,-0.322626356998
ACH-000086,-0.195286615873
ACH-000087,-0.22852534870400001
ACH-000092,-0.0731092522419
ACH-000095,-0.074478905885
ACH-000097,0.0109697653529
ACH-000098,-0.0773132617072
ACH-000099,-0.0245027776284
ACH-000108,0.0402640289604
ACH-000113,-0.283596212888
ACH-000115,-0.44627105742600004
ACH-000116,0.0508034573931
ACH-000118,-0.145452554333
ACH-000120,-0.21522137341800002
ACH-000123,-0.30713881555100003
ACH-000127,-0.143401353146
ACH-000128,-0.284569929274
ACH-000132,0.100213277399
ACH-000133,-0.21085425928800003
ACH-000137,-0.190852392224
ACH-000138,-0.0881214126883
ACH-000142,0.000295642989089
ACH-000143,-0.275654671384
ACH-000146,-0.20112032250999998
ACH-000148,-0.12083532940300001
ACH-000150,-0.186912016219
ACH-000152,-0.327467129626
ACH-000153,-0.28517491443799997
ACH-000159,-0.203781323849
ACH-000160,-0.0883363598152
ACH-000163,-0.180841196751
ACH-000167,-0.256729763461
ACH-000168,-0.09197814100130002
ACH-000169,-0.376558664124
ACH-000178,-0.089226737907
ACH-000182,0.0410546438956
ACH-000183,-0.28269541489
ACH-000188,-0.0543762133605
ACH-000189,-0.055033778264100004
ACH-000190,-0.134654849729
ACH-000198,-0.043403966492099995
ACH-000204,-0.247001511955
ACH-000206,0.117688218096
ACH-000207,-0.546458168622
ACH-000211,-0.147343667908
ACH-000215,-0.24454896251699998
ACH-000221,-0.274652966795
ACH-000222,-0.266407773115
ACH-000223,-0.182005602962
ACH-000226,-0.0534827630704
ACH-000227,-0.305893932409
ACH-000228,-0.376503898298
ACH-000231,-0.11795256534700001
ACH-000232,-0.0511419271497
ACH-000233,-0.35791248887500005
ACH-000234,-0.170384315501
ACH-000235,-0.113463537017
ACH-000237,-0.0427637149762
ACH-000238,-0.247476451924
ACH-000243,-0.107965064936
ACH-000244,-0.130903265345
ACH-000246,-0.22286525288000003
ACH-000248,-0.33680841462800004
ACH-000250,-0.12175402388800001
ACH-000251,-0.282999348945
ACH-000253,-0.19566238167999997
ACH-000255,-0.049062897720400005
ACH-000256,-0.009460130220120001
ACH-000257,-0.095208971087
ACH-000258,-0.004623520856119999
ACH-000259,0.0964034875408
ACH-000260,-0.100156984231
ACH-000261,-0.263032771864
ACH-000262,-0.0975199624462
ACH-000263,-0.054439741609199996
ACH-000264,-0.09493574139769999
ACH-000265,-0.134147167174
ACH-000266,-0.12359300536699999
ACH-000272,-0.0465803725851
ACH-000273,-0.10459835143200001
ACH-000274,-0.0777268230586
ACH-000277,-0.331115171409
ACH-000278,-0.133449432601
ACH-000279,-0.10699973641899999
ACH-000280,-0.0741351370175
ACH-000281,-0.24168425336899999
ACH-000288,-0.144761946738
ACH-000291,-0.010044837358999999
ACH-000293,-0.11156334645400001
ACH-000294,-0.10765812475
ACH-000295,-0.0991840916705
ACH-000296,0.08419756621829999
ACH-000302,-0.105059828871
ACH-000304,0.0139795135402
ACH-000307,-0.0777567281414
ACH-000308,-0.140538088423
ACH-000310,-0.00210688162443
ACH-000311,-0.219967427249
ACH-000312,-0.092826166567
ACH-000315,-0.0961163553513
ACH-000316,-0.08034935086239998
ACH-000317,0.0106226469628
ACH-000318,-0.118406245498
ACH-000319,-0.284463425838
ACH-000320,-0.259743024216
ACH-000322,0.105946209463
ACH-000323,-0.0866846887486
ACH-000324,-0.114436416381
ACH-000329,-0.234373341207
ACH-000330,-0.08618290582589999
ACH-000331,-0.09324416125610001
ACH-000332,-0.06332865111819999
ACH-000334,-0.156604979319
ACH-000335,-0.35216197589500003
ACH-000336,-0.0979913263703
ACH-000337,-0.185004240255
ACH-000339,-0.116598695639
ACH-000341,-0.352793941163
ACH-000348,0.00926861718425
ACH-000350,-0.20543866196199997
ACH-000352,-0.122228697466
ACH-000356,-0.349330992078
ACH-000361,-0.304552162494
ACH-000362,-0.0348384805934
ACH-000363,-0.0198332444413
ACH-000364,-0.222642283149
ACH-000365,-0.261625996338
ACH-000366,-0.031336321795000004
ACH-000368,-0.15461435672
ACH-000374,-0.32551999782499996
ACH-000375,-0.14303254399700002
ACH-000376,0.0350406650834
ACH-000381,0.059122249346500004
ACH-000383,-0.051919659956599994
ACH-000387,-0.009226535276489999
ACH-000389,-0.153989270492
ACH-000390,0.019527290530299998
ACH-000393,-0.14999953429500001
ACH-000395,-0.06480292545130001
ACH-000397,-0.113543830612
ACH-000401,-0.0629190870491
ACH-000402,-0.26915461650899997
ACH-000403,-0.0854519763654
ACH-000404,-0.123485158365
ACH-000406,-0.0376655761951
ACH-000407,-0.19169768645500002
ACH-000408,-0.05970367167500001
ACH-000410,-0.216184487775
ACH-000411,0.0922365738265
ACH-000414,-0.116849721923
ACH-000415,0.047846322543
ACH-000416,-0.191023925225
ACH-000420,-0.18461817079999998
ACH-000421,-0.0943372628108
ACH-000424,0.072853581421
ACH-000425,-0.103509582491
ACH-000426,-0.0499670159064
ACH-000427,-0.136128907623
ACH-000433,-0.211814686488
ACH-000436,-0.265045259932
ACH-000444,-0.061665519165
ACH-000445,-0.0711855391533
ACH-000448,-0.161053507138
ACH-000450,-0.21102028566199998
ACH-000452,-0.20374378893300002
ACH-000454,-0.156755185956
ACH-000458,-0.012009053373
ACH-000459,0.162436834602
ACH-000460,-0.050031821219999995
ACH-000461,-0.18001478175299998
ACH-000463,-0.0399568608467
ACH-000464,-0.20542349827999998
ACH-000466,-0.14721740215
ACH-000467,-0.0738833733252
ACH-000468,-0.239781018129
ACH-000469,0.0501170191069
ACH-000470,-0.138458710593
ACH-000471,-0.0800977248505
ACH-000472,-0.24931504887400002
ACH-000473,-0.19439224602699998
ACH-000475,-0.045508572580500006
ACH-000476,-0.107046954726
ACH-000477,-0.212412047036
ACH-000480,-0.030333962418999997
ACH-000481,-0.131575531662
ACH-000483,-0.186106939189
ACH-000484,-0.22471702400899998
ACH-000485,-0.249950997221
ACH-000486,-0.148924123699
ACH-000487,-0.018094657477
ACH-000488,-0.126891531159
ACH-000490,-0.181253893048
ACH-000491,-0.298585866005
ACH-000495,-0.13153073516
ACH-000496,-0.47925090261799996
ACH-000499,-0.14067954683599998
ACH-000500,0.183987197262
ACH-000502,0.0043185626697299995
ACH-000503,0.311082795309
ACH-000505,-0.08070137711019999
ACH-000507,-0.33978461626999995
ACH-000510,0.0425457642622
ACH-000511,0.0724264736218
ACH-000512,0.133467065705
ACH-000516,-0.12688044784900002
ACH-000517,-0.0699485796084
ACH-000518,-0.13763025402
ACH-000520,-0.168341904344
ACH-000521,0.0673226468599
ACH-000522,0.056576100127800004
ACH-000524,-0.08005342311119999
ACH-000527,-0.160322638048
ACH-000528,-0.137778459804
ACH-000537,0.016070993675799998
ACH-000541,0.141368806411
ACH-000542,-0.118776703035
ACH-000544,0.0767672350315
ACH-000545,-0.177437999469
ACH-000547,0.06022938332259999
ACH-000548,-0.140883730045
ACH-000549,-0.182753723943
ACH-000550,-0.281462068685
ACH-000552,-0.199012659505
ACH-000556,-0.014158588422900001
ACH-000557,-0.066125175301
ACH-000570,-0.019448892901999998
ACH-000571,-0.133350883236
ACH-000573,-0.0666929775736
ACH-000576,0.00750840297821
ACH-000580,0.00325073930472
ACH-000584,-0.041409583000699995
ACH-000585,-0.12524631223899999
ACH-000588,0.102673017186
ACH-000589,-0.11766512980999999
ACH-000591,-0.135608055132
ACH-000593,-0.152260961749
ACH-000600,-0.19464500299100002
ACH-000601,-0.042406057354
ACH-000604,-0.121088136269
ACH-000605,-0.192983754384
ACH-000606,-0.143896826678
ACH-000608,-0.123034100019
ACH-000614,-0.38678138911
ACH-000616,-0.152492840977
ACH-000618,-0.22287666827599997
ACH-000619,-0.0005018784667019999
ACH-000620,-0.10490752333799999
ACH-000621,-0.0787274315376
ACH-000622,0.0130962245193
ACH-000623,-0.197766116943
ACH-000624,-0.0948483605281
ACH-000627,-0.075033418834
ACH-000630,-0.123933937682
ACH-000632,-0.0185550284604
ACH-000633,-0.19045109651
ACH-000637,0.04333146120569999
ACH-000638,-0.0317701953298
ACH-000646,0.255677959516
ACH-000647,-0.20882865300099998
ACH-000648,-0.151579222588
ACH-000649,-0.13463333897500002
ACH-000651,-0.21945454404800002
ACH-000652,-0.18137274243299997
