,CHD3 (1107)
ACH-000004,-0.108247343397
ACH-000007,-0.14220217773399998
ACH-000009,-0.253426610974
ACH-000011,-0.04590152841680001
ACH-000012,-0.202758750551
ACH-000013,-0.166218975967
ACH-000014,0.0308456155525
ACH-000015,-0.32707875501
ACH-000017,-0.17593141150699998
ACH-000018,-0.13272776808
ACH-000019,-0.19123187965900001
ACH-000021,-0.038163633724300004
ACH-000022,-0.138670335469
ACH-000025,-0.172200743361
ACH-000028,-0.10691340802000002
ACH-000030,-0.0380388029594
ACH-000035,-0.20985205649500002
ACH-000036,-0.100946916303
ACH-000037,-0.167077096508
ACH-000039,0.0601739906289
ACH-000040,-0.137365182796
ACH-000041,-0.136674844273
ACH-000042,-0.15537301983500001
ACH-000045,-0.127725354298
ACH-000047,-0.11285212314000001
ACH-000052,-0.190395173551
ACH-000053,-0.0681376210905
ACH-000054,-0.15001570533800002
ACH-000055,-0.029768544191099998
ACH-000060,-0.224823776304
ACH-000067,-0.16501078916
ACH-000070,-0.0416196343125
ACH-000075,-0.390024778191
ACH-000078,-0.341778122765
ACH-000082,-0.221585180106
ACH-000085,-0.0404164856225
ACH-000086,-0.0755545156732
ACH-000087,0.142553184419
ACH-000092,-0.0304563210971
ACH-000095,-0.265125588887
ACH-000097,-0.08390564642210001
ACH-000098,-0.12924296215
ACH-000099,-0.20037011622499998
ACH-000108,-0.028938130669900003
ACH-000113,-0.197081062247
ACH-000115,0.18401873439599997
ACH-000116,-0.120387383988
ACH-000118,-0.0699158723018
ACH-000120,-0.21467973491700001
ACH-000123,-0.133901770292
ACH-000127,-0.102373075614
ACH-000128,-0.11117788385999999
ACH-000132,-0.276404557798
ACH-000133,-0.160007579543
ACH-000137,-0.123708016725
ACH-000138,-0.14858780830600002
ACH-000142,-0.206159158304
ACH-000143,-0.155176916268
ACH-000146,-0.0637860448109
ACH-000148,-0.008696550750950001
ACH-000150,-0.145564344481
ACH-000152,-0.0845294600355
ACH-000153,-0.145707132675
ACH-000159,-0.127986184331
ACH-000160,0.161874265143
ACH-000163,-0.161909791079
ACH-000167,0.0494525222016
ACH-000168,0.0073534939007600005
ACH-000169,-0.11913295784399999
ACH-000178,-0.0455895919262
ACH-000182,-0.130783445938
ACH-000183,0.0466371235218
ACH-000188,-0.177885724339
ACH-000189,-0.0714858526557
ACH-000190,-0.0284815424803
ACH-000198,-0.146287013996
ACH-000204,-0.28805274077
ACH-000206,-0.115270986252
ACH-000207,-0.047572120555
ACH-000211,-0.019902966466900002
ACH-000215,-0.191910827352
ACH-000221,-0.130039215677
ACH-000222,-0.0948836901413
ACH-000223,-0.0616085237887
ACH-000226,0.028266645700699998
ACH-000227,-0.288735207267
ACH-000228,-0.263410971622
ACH-000231,-0.145246313684
ACH-000232,0.00227843394307
ACH-000233,-0.025690484813599996
ACH-000234,-0.258021077965
ACH-000235,-0.136099792577
ACH-000237,-0.00369668682821
ACH-000238,-0.344355158944
ACH-000243,-0.103743227475
ACH-000244,-0.5501310838579999
ACH-000246,-0.195496699554
ACH-000248,0.0603044912384
ACH-000250,-0.11710402477
ACH-000251,-0.04630044393999999
ACH-000253,-0.165076598389
ACH-000255,0.11061657252800002
ACH-000256,-0.272323678603
ACH-000257,-0.219264450986
ACH-000258,0.020433830059700002
ACH-000259,-0.0429243363591
ACH-000260,-0.115560544483
ACH-000261,0.0207145752608
ACH-000262,-0.157821955306
ACH-000263,-0.107273595256
ACH-000264,-0.14146080822
ACH-000265,0.021531840672400004
ACH-000266,-0.0796964334468
ACH-000272,-0.071746493661
ACH-000273,-0.12487094969399999
ACH-000274,-0.233328755134
ACH-000277,-0.18569670864
ACH-000278,-0.039505230027
ACH-000279,-0.23439894646899997
