,PROS1 (5627)
ACH-000004,-0.043704778249500004
ACH-000007,-0.0423127040833
ACH-000009,-0.10160751828400001
ACH-000011,0.033463801508400004
ACH-000012,-0.064645775033
ACH-000013,0.016636462427100002
ACH-000014,-0.083203171875
ACH-000015,-0.118638429464
ACH-000017,-0.127949480775
ACH-000018,-0.022002129339099997
ACH-000019,-0.0453651133911
ACH-000021,-0.281805320937
ACH-000022,-0.0903984386356
ACH-000025,0.0464999133619
ACH-000028,-0.304402841571
ACH-000030,-0.141922346147
ACH-000035,-0.08615996365360001
ACH-000036,0.0582920833005
ACH-000037,0.0681564122673
ACH-000039,0.0830927973651
ACH-000040,-0.08419701471310001
ACH-000041,0.160187646769
ACH-000042,0.07701338756210001
ACH-000045,0.130489899221
ACH-000047,-0.15377663794000002
ACH-000052,-0.040652263642599995
ACH-000053,-0.0656485264993
ACH-000054,0.07807323401489999
ACH-000055,-0.17123562123599997
ACH-000060,-0.0247695355614
ACH-000067,-0.154833843391
ACH-000070,-0.054683690695599994
ACH-000075,0.0278916510642
ACH-000078,-0.0974435598859
ACH-000082,0.0307651023507
ACH-000085,0.134605598016
ACH-000086,-0.12845029647700001
ACH-000087,0.0775307113616
ACH-000092,-0.035742491368
ACH-000095,-0.133360299138
ACH-000097,-0.116502340399
ACH-000098,0.173612837108
ACH-000099,0.0804533132834
ACH-000108,-0.304332961906
ACH-000113,-0.102907810429
ACH-000115,0.021619987341200003
ACH-000116,0.0117038526982
ACH-000118,-0.161486919027
ACH-000120,0.09680762076999999
ACH-000123,-0.239499250689
ACH-000127,-0.024552325154400003
ACH-000128,-0.195127469387
ACH-000132,-0.0938771856744
ACH-000133,-0.013046231688099999
ACH-000137,-0.10389540635399999
ACH-000138,-0.0788524953906
ACH-000142,0.0756557991559
ACH-000143,-0.11459830620400001
ACH-000146,0.0727440419911
ACH-000148,0.0342375372716
ACH-000150,-0.0304754897456
ACH-000152,-0.11294205038899999
ACH-000153,0.0812883736627
ACH-000159,-0.133959188828
ACH-000160,-0.09029493622910001
ACH-000163,-0.178900483774
ACH-000167,-0.34869926538
ACH-000168,-0.120873492388
ACH-000169,0.0539686168157
ACH-000178,-0.041857083235900004
ACH-000182,-0.142334127466
ACH-000183,0.0901569371993
ACH-000188,-0.05814676670530001
ACH-000189,-0.18818170525400002
ACH-000190,-0.175247816167
ACH-000198,0.12461323859000001
ACH-000204,0.202997170215
ACH-000206,-0.141509596226
ACH-000207,0.128962737828
ACH-000211,-0.182224555896
ACH-000215,0.0756295514581
ACH-000221,0.0118692287229
ACH-000222,-0.210410492275
ACH-000223,-0.0365076084799
ACH-000226,-0.38524792950099995
ACH-000227,0.078377658842
ACH-000228,-0.10442596889900001
ACH-000231,-0.0370951813746
ACH-000232,-0.027223667900299998
ACH-000233,-0.052371821881
ACH-000234,0.128301575617
ACH-000235,-0.168036641781
ACH-000237,0.0156187690034
ACH-000238,0.131894901851
ACH-000243,0.0455946701814
ACH-000244,-0.0018515038451199998
ACH-000246,0.044655424302699996
ACH-000248,-0.0612488836938
ACH-000250,-0.0063009858906899995
ACH-000251,-0.035138185416300004
ACH-000253,-0.105192506906
ACH-000255,-0.09739895297739999
ACH-000256,0.161015613173
ACH-000257,-0.268384250509
ACH-000258,0.254345553793
ACH-000259,-0.08580186888350001
ACH-000260,-0.058520510232
ACH-000261,-0.042921778935199995
ACH-000262,-0.015169349486
ACH-000263,-0.0226202574842
ACH-000264,-0.08450088234989998
ACH-000265,-0.165436390318
ACH-000266,-0.0135881680433
ACH-000272,-0.158829674637
ACH-000273,0.1260418651
ACH-000274,-0.10248796708999999
ACH-000277,-0.006045483016359999
ACH-000278,-0.0585629747204
ACH-000279,-0.08861493875669998
ACH-000280,-0.0638194879556
ACH-000281,-0.175582844378
ACH-000288,-0.028486717690400003
ACH-000291,-0.0840483582938
ACH-000293,0.187622393133
ACH-000294,-0.16399618684
ACH-000295,0.146775253937
ACH-000296,-0.393186750605
ACH-000302,-0.0771511329066
ACH-000304,-0.190035464358
ACH-000307,-0.022892227443
ACH-000308,-0.0211438953744
ACH-000310,-0.140729953918
ACH-000311,0.038250520760000004
ACH-000312,0.00698949875116
ACH-000315,0.011671043304700002
