,BLK (640)
ACH-000004,0.015104485205
ACH-000007,0.15657148112
ACH-000009,0.0677831624966
ACH-000011,0.081659666075
ACH-000012,-0.0059226618834
ACH-000013,-0.041917698328
ACH-000014,-0.0201977682111
ACH-000015,0.0276938534686
ACH-000017,-0.129865879579
ACH-000018,0.35970980915600004
ACH-000019,0.05233905993980001
ACH-000021,0.04849190129790001
ACH-000022,-0.0703356617057
ACH-000025,0.10137216129799999
ACH-000028,0.0705052857772
ACH-000030,0.08003911623019999
ACH-000035,-0.07686550641210001
ACH-000036,0.0554287688556
ACH-000037,0.12443932978399999
ACH-000039,-0.0330076872692
ACH-000040,0.0240208061172
ACH-000041,0.0130847933566
ACH-000042,-0.09748711095799999
ACH-000045,-0.133042557468
ACH-000047,-0.0396496907466
ACH-000052,0.0857862620576
ACH-000053,-0.157363250655
ACH-000054,0.0448706770405
ACH-000055,-0.147282922466
ACH-000060,-0.0571699605489
ACH-000067,-0.0336398284022
ACH-000070,0.17200913153499997
ACH-000075,-0.09857500266580001
ACH-000078,0.0265340216145
ACH-000082,0.0685910393073
ACH-000085,0.19440163864
ACH-000086,0.184710553687
ACH-000087,-0.0223833626457
ACH-000092,-0.00574431180971
ACH-000095,0.050486734655200004
ACH-000097,0.07864276420630001
ACH-000098,0.0102763259543
ACH-000099,-0.0578796408862
ACH-000108,-0.106940595084
ACH-000113,-0.138542846877
ACH-000115,-0.052618797375800004
ACH-000116,0.055228859099199994
ACH-000118,-0.162165249743
ACH-000120,-0.112704182616
ACH-000123,-0.024670660320700002
ACH-000127,-0.147786031718
ACH-000128,0.0228167202732
ACH-000132,-0.0442580059349
ACH-000133,-0.043047245063800005
ACH-000137,0.21727741297800002
ACH-000138,0.035178072366
ACH-000142,0.0748109907147
ACH-000143,0.0893498845407
ACH-000146,-0.0567733754417
ACH-000148,0.100817133695
ACH-000150,-0.0618816000928
ACH-000152,0.09724892808589998
ACH-000153,0.11917930533500001
ACH-000159,0.0965487674398
ACH-000160,0.112124191238
ACH-000163,0.040958681929099995
ACH-000167,0.090020113256
ACH-000168,-0.15600005532400002
ACH-000169,0.0657591042891
ACH-000178,0.0408275348996
ACH-000182,0.0223840047076
ACH-000183,-0.156401730319
ACH-000188,0.0355944235417
ACH-000189,0.028852918085199998
ACH-000190,0.133538908412
ACH-000198,0.0134821618891
ACH-000204,0.12357663176400001
ACH-000206,-0.233407218675
ACH-000207,0.058881061773199996
ACH-000211,0.0107072990822
ACH-000215,0.100337958459
ACH-000221,0.153218669921
ACH-000222,-0.267907094826
ACH-000223,0.0470483935791
ACH-000226,0.00657423107571
ACH-000227,0.024427317142799998
ACH-000228,-0.293869463489
ACH-000231,-0.017942260646799997
ACH-000232,-0.0169451512614
ACH-000233,0.0311540410382
ACH-000234,0.0858345833777
ACH-000235,-0.0765596582014
ACH-000237,-0.0128690516802
ACH-000238,-0.0008156767083510001
ACH-000243,-0.276982207862
ACH-000244,-0.00689897606413
ACH-000246,0.014050840650500001
ACH-000248,-0.116964497397
ACH-000250,-0.00269719475079
ACH-000251,-0.070879298167
ACH-000253,-0.017330555249599998
ACH-000255,0.16807478232700002
ACH-000256,0.00946808954267
ACH-000257,0.030452747298699998
ACH-000258,-0.204408998928
ACH-000259,-0.0930770815835
ACH-000260,-0.057453451208100005
ACH-000261,0.09093075258410001
ACH-000262,0.162258492971
ACH-000263,-0.038394462485300006
ACH-000264,0.0436794052917
ACH-000265,-0.040197430604300005
ACH-000266,-0.054471568635
