,TCHHL1 (126637)
ACH-000004,0.10138861938999999
ACH-000007,0.0331574695923
ACH-000009,-0.269900401423
ACH-000011,-0.0898171232457
ACH-000012,-0.221887638365
ACH-000013,-0.29165305751299997
ACH-000014,-0.0195132516136
ACH-000015,-0.134638855991
ACH-000017,-0.0238799815478
ACH-000018,-0.0736375900712
ACH-000019,-0.6581722350460001
ACH-000021,-0.09017072512509999
ACH-000022,-0.009318510771270001
ACH-000025,-0.27939754188
ACH-000028,-0.142299201953
ACH-000030,-0.0161537123119
ACH-000035,-0.31129349171
ACH-000036,0.020846845344
ACH-000037,0.047177479609000005
ACH-000039,-0.172107905644
ACH-000040,-0.058285421902800005
ACH-000041,-0.035889303847199995
ACH-000042,0.125703536206
ACH-000045,-0.100865626621
ACH-000047,-0.0028574899710500003
ACH-000052,-0.132865639758
ACH-000053,-0.280573307448
ACH-000054,0.026271979240900002
ACH-000055,-0.25154944588100003
ACH-000060,-0.0195385198008
ACH-000067,-0.0290478035993
ACH-000070,-0.187338539435
ACH-000075,-0.0944244279435
ACH-000078,-0.062038712070199994
ACH-000082,0.100647733849
ACH-000085,0.0580123665246
ACH-000086,-0.465174334719
ACH-000087,-0.24136013564199998
ACH-000092,-0.19133474174000004
ACH-000095,-0.148562402089
ACH-000097,-0.0628787882984
ACH-000098,-0.12814357299
ACH-000099,-0.0847519967777
ACH-000108,-0.169224182754
ACH-000113,-0.06371838207859999
ACH-000115,0.05131848758
ACH-000116,-0.15465533583799998
ACH-000118,-0.134308564582
ACH-000120,-0.0260204034339
ACH-000123,-0.08853305153060001
ACH-000127,-0.0597705209555
ACH-000128,-0.0176427440072
ACH-000132,-0.0528245663637
ACH-000133,-0.29448045164000003
ACH-000137,-0.09175567003280001
ACH-000138,-0.149709003855
ACH-000142,-0.0366690798091
ACH-000143,0.111432289759
ACH-000146,-0.175659257376
ACH-000148,-0.052196997128599994
ACH-000150,-0.07714120784539999
ACH-000152,-0.00704571158316
ACH-000153,-0.304686049929
ACH-000159,-0.0952458920707
ACH-000160,0.014816712321500001
ACH-000163,-0.187090014832
ACH-000167,-0.127648398263
ACH-000168,-0.0855108717472
ACH-000169,0.056155996512400004
ACH-000178,-0.0813022158502
ACH-000182,-0.06797329463190001
ACH-000183,-0.0970766751382
ACH-000188,-0.124239422027
ACH-000189,-0.0993559823042
ACH-000190,0.0400961089622
ACH-000198,-0.206379227315
ACH-000204,-0.34012856122
ACH-000206,-0.05146295530230001
ACH-000207,0.22889222565
ACH-000211,0.051415315855999996
ACH-000215,-0.0984078855143
ACH-000221,-0.13588536903100001
ACH-000222,-0.274048105011
ACH-000223,-0.0651913068284
ACH-000226,-0.13666533039999998
ACH-000227,0.00237828650572
ACH-000228,0.0711823832391
ACH-000231,-0.059399142274400005
ACH-000232,-0.053258945094599996
ACH-000233,-0.11959329205800001
ACH-000234,0.0596926388903
ACH-000235,-0.168173389384
ACH-000237,-0.104245780252
ACH-000238,-0.0724611961538
ACH-000243,-0.141784707244
ACH-000244,-0.0537210665751
ACH-000246,-0.139324849771
ACH-000248,0.0493961134748
ACH-000250,-0.145600034472
ACH-000251,0.0823454879719
ACH-000253,-0.044676599945800005
ACH-000255,-0.14343468281400001
ACH-000256,-0.18077155270999998
ACH-000257,-0.08306237254769999
ACH-000258,-0.125874956391
ACH-000259,-0.046970974105699996
ACH-000260,-0.18190879390599998
ACH-000261,0.0110332382367
ACH-000262,-0.0819681799675
