,SYNGR1 (9145)
ACH-000004,-0.15597148959100002
ACH-000007,-0.268680504236
ACH-000009,-0.13370493228900002
ACH-000011,-0.5109450450540001
ACH-000012,-0.142735419214
ACH-000013,-0.228204208857
ACH-000014,-0.535106248091
ACH-000015,-0.167195324417
ACH-000017,-0.269651861963
ACH-000018,-0.21668790122200002
ACH-000019,-0.0894455245205
ACH-000021,-0.18068823232099998
ACH-000022,-0.124131026632
ACH-000025,-0.27295007466
ACH-000028,-0.387141072487
ACH-000030,-0.33556074456600005
ACH-000035,-0.23032584383000002
ACH-000036,-0.189505032489
ACH-000037,-0.399389493163
ACH-000039,-0.221011113433
ACH-000040,-0.103496364496
ACH-000041,-0.297396674598
ACH-000042,-0.506699585057
ACH-000045,-0.0834094339313
ACH-000047,-0.13289159570999998
ACH-000052,-0.526334772674
ACH-000053,-0.186352774594
ACH-000054,-0.29490487545
ACH-000055,-0.23953825611
ACH-000060,-0.49471984376999995
ACH-000067,-0.247911653906
ACH-000070,-0.250161667285
ACH-000075,-0.18872798542599997
ACH-000078,-0.17985580784699998
ACH-000082,-0.151324906319
ACH-000085,-0.518654588079
ACH-000086,-0.0901599738776
ACH-000087,-0.15621570658700001
ACH-000092,-0.304061608983
ACH-000095,-0.114718304854
ACH-000097,-0.311714025597
ACH-000098,-0.24145250377099997
ACH-000099,-0.34684153070600005
ACH-000108,-0.254513357632
ACH-000113,-0.39454104909500004
ACH-000115,-0.0591200323664
ACH-000116,-0.302376666539
ACH-000118,-0.278142464071
ACH-000120,-0.463231643722
ACH-000123,-0.280902869961
ACH-000127,-0.16546246107100002
ACH-000128,-0.349410801027
ACH-000132,-0.422371437725
ACH-000133,-0.272255347482
ACH-000137,-0.45095449085699996
ACH-000138,-0.108268478388
ACH-000142,-0.30064652421599997
ACH-000143,-0.216016553479
ACH-000146,-0.09360251519539999
ACH-000148,-0.0552184984342
ACH-000150,-0.0243803704709
ACH-000152,-0.053472296171
ACH-000153,-0.234233156218
ACH-000159,-0.100132641841
ACH-000160,-0.307313311105
ACH-000163,-0.35620433616400005
ACH-000167,-0.352331151026
ACH-000168,-0.379077621268
ACH-000169,-0.163539038848
ACH-000178,-0.245895654224
ACH-000182,-0.117972523411
ACH-000183,-0.225854569399
ACH-000188,-0.0865431754775
ACH-000189,-0.050911353844599994
