,RPAIN (84268)
ACH-000425,-1.49054827217
ACH-000426,-2.3636063589900003
ACH-000427,-1.5733753183799999
ACH-000433,-1.14997078079
ACH-000436,-1.4847223374899998
ACH-000444,-1.4576722991
ACH-000445,-1.20906825511
ACH-000448,-1.9095147755200002
ACH-000450,-1.60355298347
ACH-000452,-1.6055523668599998
ACH-000454,-1.41971142278
ACH-000458,-1.30729257503
ACH-000459,-1.2733933578299999
ACH-000460,-1.3263370490700002
ACH-000461,-1.3304853805299999
ACH-000463,-1.51797903884
ACH-000464,-1.5720090193599998
ACH-000466,-1.49265928165
ACH-000467,-1.52125023988
ACH-000468,-1.3766792326800001
ACH-000469,-1.47332807165
ACH-000470,-1.46295728176
ACH-000471,-1.4939488209099998
ACH-000472,-1.23582427184
ACH-000473,-1.6632757049200002
ACH-000475,-1.45174010972
ACH-000476,-1.6541393117399998
ACH-000477,-1.30324094837
ACH-000480,-1.4195958167299998
ACH-000481,-1.6224483041
ACH-000483,-2.57939669912
ACH-000484,-1.75765127218
ACH-000485,-1.56867554725
ACH-000486,-1.6861140634600003
ACH-000487,-1.32757165889
ACH-000488,-1.58145145961
ACH-000490,-1.4383001788
ACH-000491,-0.940144304856
ACH-000495,-1.2266525157100001
ACH-000496,-1.4016061649200002
ACH-000499,-1.09898893032
ACH-000500,-1.07138927826
ACH-000502,-1.8461134382700002
ACH-000503,-1.472381994
ACH-000505,-1.82048813053
ACH-000507,-1.15150721776
ACH-000510,-1.6812728688499998
ACH-000511,-1.43944640204
ACH-000512,-1.18712370231
ACH-000516,-1.61353436496
ACH-000517,-1.45088912475
ACH-000518,-1.42641956775
ACH-000520,-1.32829719828
ACH-000521,-1.5374051913299998
ACH-000522,-1.28859262415
ACH-000524,-1.6923719198500002
ACH-000527,-1.75781083012
ACH-000528,-1.60702033907
ACH-000537,-1.6110841515
ACH-000541,-2.06391138001
ACH-000542,-1.4429070224399998
ACH-000544,-1.4066343167299997
ACH-000545,-1.6803849776100002
ACH-000547,-1.5326242518200002
ACH-000548,-1.69602559059
ACH-000549,-1.30066855846
ACH-000550,-1.46648072403
ACH-000552,-1.62050945764
ACH-000556,-1.02947182207
ACH-000557,-2.11654611922
ACH-000570,-1.46859630539
ACH-000571,-1.39979282192
ACH-000573,-1.4166540903600002
ACH-000576,-1.6399162666
ACH-000580,-1.69130023365
ACH-000584,-1.68104588777
ACH-000585,-1.5494740878600002
ACH-000588,-1.6671943357700003
ACH-000589,-1.5988372574899998
ACH-000591,-1.2584195721200002
ACH-000593,-1.4543596285299998
ACH-000600,-1.52549746432
ACH-000601,-1.38832680276
ACH-000604,-1.47812397393
ACH-000605,-1.3465179634
ACH-000606,-1.3510525812099998
ACH-000608,-1.3718301227
ACH-000614,-1.53945380329
ACH-000616,-1.1912640489
ACH-000618,-1.6721371945899999
ACH-000619,-1.25275115422
ACH-000620,-1.7566888518400001
ACH-000621,-1.3231757522
ACH-000622,-1.2553970344
ACH-000623,-1.52487481631
ACH-000624,-1.3321300584
ACH-000627,-1.23059244507
ACH-000630,-1.37932708019
ACH-000632,-1.4444673284099998
ACH-000633,-1.4262575932100001
ACH-000637,-1.6412717036700002
ACH-000638,-1.5251799975
ACH-000646,-2.1590789062
ACH-000647,-1.4771303903
ACH-000648,-1.9047818476499998
ACH-000649,-1.39623256428
ACH-000651,-1.29156212662
ACH-000652,-1.48576872076
ACH-000653,-0.8587204902069999
ACH-000657,-1.6055336011599999
ACH-000658,-1.44005558331
ACH-000661,-1.6487960981
ACH-000662,-1.51501019471
ACH-000663,-1.83403526217
ACH-000665,-1.5130270379799997
ACH-000671,-1.32864329198
ACH-000673,-1.5840793456400002
ACH-000676,-1.34247355502
ACH-000677,-1.15871809532
ACH-000681,-1.63647572835
ACH-000682,-1.65849841011
ACH-000683,-1.49209632916
ACH-000684,-1.2913599127600002
ACH-000688,-1.45908497215
ACH-000693,-1.47783857104
ACH-000694,-1.10732737668
ACH-000695,-1.45292857403
ACH-000696,-1.11103380291
ACH-000697,-1.26092213191
ACH-000699,-1.74074272809
ACH-000701,-1.8481625899400003
ACH-000706,-1.4263050881900001
ACH-000711,-1.41428093805
ACH-000713,-1.714945806
ACH-000714,-1.54592697616
ACH-000718,-1.6973026274
ACH-000720,-1.61760835973
ACH-000721,-1.6538508815700002
ACH-000724,-1.9275164636400002
ACH-000725,-1.74046925697
ACH-000732,-1.45041038632
ACH-000734,-1.2114895310200002
ACH-000735,-1.3998304801700001
ACH-000736,-1.6138826978100003
ACH-000738,-1.3891862995500002
ACH-000746,-1.06297320123
ACH-000747,-1.26467143139
ACH-000748,-1.4717347520800002
ACH-000753,-1.43157628269
ACH-000756,-1.42607722473
ACH-000757,-1.48487684917
ACH-000758,-1.41626375152
ACH-000760,-1.34692294088
ACH-000763,-0.919146288844
ACH-000764,-0.869055816917
ACH-000765,-1.4534507454199999
ACH-000766,-1.79132198461
ACH-000767,-1.02066062509
ACH-000768,-1.48130522017
ACH-000769,-1.13893878705
ACH-000770,-1.64639973808
ACH-000771,-1.4135089148
ACH-000773,-1.5501487418200002
ACH-000776,-1.6232178884200001
ACH-000777,-1.60252686351
ACH-000778,-2.10584110156
ACH-000781,-1.5948074988799998
ACH-000782,-1.7009120598700003
ACH-000783,-1.9116081518299999
ACH-000784,-1.1037976651399999
ACH-000785,-1.76646709975
ACH-000787,-1.3851766870700002
ACH-000788,-1.3100710487799998
ACH-000791,-1.77604611946
ACH-000792,-1.4815354996399999
ACH-000794,-1.4665955639
ACH-000796,-1.79901775468
ACH-000799,-0.953271439401
ACH-000800,-1.22498513027
ACH-000802,-1.5067038913799997
ACH-000804,-1.58880829688
ACH-000805,-1.55139863403
ACH-000809,-1.3391786560299999
ACH-000810,-2.1760641328799997
ACH-000811,-1.8311066022099998
ACH-000817,-1.68941219973
ACH-000819,-1.3769349841799998
ACH-000820,-1.05894659066
ACH-000821,-1.5289435231
ACH-000822,-1.66688122981
ACH-000823,-1.54423945935
ACH-000824,-1.39841050849
ACH-000827,-1.4551614527899999
ACH-000829,-1.7058224050400002
ACH-000831,-1.6973009182799998
ACH-000832,-1.38924887004
ACH-000833,-1.6476534093700002
ACH-000834,-1.5958984428999998
ACH-000835,-1.00716689182
ACH-000836,-1.65301249761
ACH-000837,-1.70671553757
ACH-000838,-1.20101555802
ACH-000839,-1.36683770183
ACH-000840,-0.6642526164270001
ACH-000841,-1.39577929811
ACH-000843,-1.4798039028999999
ACH-000846,-1.47330490231
ACH-000847,-1.2087836493200002
ACH-000848,-1.6362335918900002
ACH-000849,-1.4257642760100002
ACH-000851,-1.67203870715
ACH-000855,-1.66148334676
ACH-000856,-1.5948902385400001
ACH-000858,-1.6537700638100001
ACH-000859,-1.17023153507
ACH-000861,-1.6885286729700002
ACH-000862,-1.6645723047799998
ACH-000865,-1.2632224471100002
ACH-000866,-1.4672682368
ACH-000867,-1.16674715629
ACH-000869,-2.00436342104
ACH-000872,-1.7640929115700001
ACH-000873,-1.3756903669
ACH-000876,-1.93641367387
ACH-000878,-1.33504853021
ACH-000880,-1.8580091358099997
ACH-000881,-1.383477735
ACH-000882,-1.0
ACH-000884,-1.07992622319
ACH-000885,-1.55985406134
ACH-000887,-1.4842640523299997
ACH-000888,-1.3685511319900001
ACH-000889,-1.46217579584
ACH-000890,-1.36467204768
ACH-000896,-1.42357134405
ACH-000898,-1.6131933352899999
ACH-000900,-1.30645890347
ACH-000901,-1.2911718188299999
ACH-000905,-1.59667866375
ACH-000906,-1.28427711113
ACH-000907,-1.32146022919
ACH-000910,-1.8941190671500001
ACH-000911,-1.5994368123500002
ACH-000912,-1.5633414675100001
ACH-000913,-1.4398102893399998
ACH-000915,-1.59763718879
ACH-000916,-1.8861939468400002
ACH-000917,-1.3258638382799999
ACH-000921,-1.43822990272
ACH-000924,-1.28202297716
ACH-000926,-1.57890460652
ACH-000928,-1.6395450517899999
ACH-000929,-1.3284093986499999
ACH-000932,-1.50617953169
ACH-000935,-1.53457546542
ACH-000936,-1.5671963304899998
ACH-000937,-1.251779465
ACH-000938,-1.39260111845
ACH-000939,-1.7202276520299997
ACH-000941,-1.30754361736
ACH-000943,-1.6333115483899998
ACH-000946,-1.6341777209000001
ACH-000947,-1.53071277608
ACH-000948,-1.6876596792299998
ACH-000950,-1.31958383826
ACH-000953,-1.23933469966
ACH-000957,-1.3078425321
ACH-000958,-1.62367882213
ACH-000960,-0.980733433686
ACH-000963,-1.12608205117
ACH-000968,-1.5476759137799998
ACH-000969,-1.8198925464700002
ACH-000973,-1.23144453477
ACH-000974,-1.50108716291
ACH-000975,-1.2362572060500001
ACH-000976,-1.28663809425
ACH-000978,-1.3948562734399998
ACH-000980,-1.4257300235600001
ACH-000984,-1.2697934342000001
ACH-000986,-1.25632560142
ACH-000988,-1.29659561749
ACH-000993,-1.62218129343
ACH-000994,-1.8456089989900002
ACH-000996,-1.5960043284099998
ACH-001001,-1.25502247359
ACH-001020,-1.43607183209
ACH-001028,-1.3870488746
ACH-001031,-1.46878397465
ACH-001038,-1.3948550189
ACH-001048,-1.43801115806
ACH-001050,-1.0668848327299998
ACH-001053,-1.4554927537
ACH-001054,-1.37003750585
ACH-001061,-1.37893519859
ACH-001067,-1.56615812322
ACH-001075,-1.6421057482499999
ACH-001096,-1.3666304196799999
ACH-001128,-1.90330605632
ACH-001134,-1.32588308702
ACH-001151,-1.5472560474300001
ACH-001163,-1.4478734101800002
ACH-001164,-1.43574589407
ACH-001173,-1.29706782023
ACH-001183,-1.90078138275
ACH-001184,-1.5785920797100002
ACH-001190,-1.72787279434
ACH-001192,-1.5187241159600002
ACH-001193,-1.5211759117599999
ACH-001196,-1.8294379144599997
ACH-001197,-1.72791733033
ACH-001205,-1.51549812831
ACH-001211,-1.68350387813
ACH-001212,-1.2532407834700001
ACH-001228,-1.5092893297299999
ACH-001232,-1.4594124765600003
ACH-001239,-1.38584708006
ACH-001274,-1.66618738085
ACH-001275,-1.4727060374399998
ACH-001277,-1.54638770296
ACH-001278,-1.69606235715
ACH-001280,-1.8760966357
ACH-001283,-1.91958028477
ACH-001289,-1.45740441732
ACH-001295,-1.41717206274
ACH-001300,-1.44266530699
ACH-001301,-1.6734989517200003
ACH-001302,-1.44301114917
ACH-001303,-1.7456376841900003
ACH-001306,-1.5222871265
ACH-001318,-1.67107046731
ACH-001322,-1.22358706022
ACH-001328,-1.63447577371
ACH-001332,-1.02352824362
ACH-001333,-1.41231064694
ACH-001336,-1.4322465434
ACH-001340,-1.63195007826
ACH-001346,-1.57247583956
ACH-001353,-1.4596253054100001
ACH-001354,-1.28101455206
ACH-001367,-1.29726544065
ACH-001368,-1.3903547754899999
ACH-001374,-1.27821979244
ACH-001375,-1.1875061367
ACH-001377,-1.4858017847799998
ACH-001380,-1.2788988978799998
ACH-001391,-1.64872978879
ACH-001407,-1.27350871088
ACH-001408,-1.8127366838299999
ACH-001413,-1.13526543005
ACH-001430,-1.3782941919
ACH-001431,-1.43983632687
ACH-001450,-1.27967054624
ACH-001496,-1.69007545037
ACH-001500,-1.1699638499299998
ACH-001521,-1.31979691797
ACH-001523,-1.75831802526
ACH-001532,-1.5709019698700002
ACH-001536,-1.6595866311
ACH-001550,-1.42315407201
ACH-001552,-1.4721308297799998
ACH-001554,-1.6296407216100002
ACH-001645,-1.38938287879
ACH-001654,-1.4637806428400002
ACH-001715,-1.23643725365
ACH-001735,-1.58100896652
ACH-001736,-1.3905084106299999
ACH-001737,-1.46584598272
ACH-001740,-1.60818145796
ACH-001745,-1.58670018438
ACH-001750,-1.68912997919
ACH-001765,-1.8480848807499999
ACH-001956,-1.8423504233599999
ACH-001957,-1.5373578459600001
