,RPAIN (84268)
ACH-000004,-1.4020300285799998
ACH-000007,-1.2025015105299999
ACH-000009,-1.26742533635
ACH-000011,-1.5631984482499999
ACH-000012,-1.36250272597
ACH-000013,-1.7563756461200002
ACH-000014,-1.40984456186
ACH-000015,-1.24668111922
ACH-000017,-1.4935418294
ACH-000018,-1.4345926828100002
ACH-000019,-1.71318458282
ACH-000021,-1.24066617816
ACH-000022,-1.8304856354099999
ACH-000025,-1.2201373715100001
ACH-000028,-1.41912921221
ACH-000030,-1.4801219447
ACH-000035,-1.5429407957499999
ACH-000036,-1.33995234342
ACH-000037,-1.7750643207700003
ACH-000039,-1.74734775023
ACH-000040,-1.4714878699
ACH-000041,-1.8604290833000001
ACH-000042,-1.9558031913499998
ACH-000045,-1.7605888814200001
ACH-000047,-1.79535058931
ACH-000052,-1.46251081139
ACH-000053,-1.62022609169
ACH-000054,-1.48969850602
ACH-000055,-1.6557691530899998
ACH-000060,-1.4302464782
ACH-000067,-1.33340516093
ACH-000070,-1.37149924182
ACH-000075,-1.01003186678
ACH-000078,-1.28817125587
ACH-000082,-2.06383276996
ACH-000085,-1.5978093546
ACH-000086,-1.14580796447
ACH-000087,-1.44967111113
ACH-000092,-1.0480900693100001
ACH-000095,-1.32626676459
ACH-000097,-1.71922315822
ACH-000098,-1.58379156778
ACH-000099,-1.5492534970899998
ACH-000108,-1.36085001942
ACH-000113,-1.4297281868399998
ACH-000115,-1.9048423882700003
ACH-000116,-1.93427419539
ACH-000118,-1.6029514176100002
ACH-000120,-1.66621371746
ACH-000123,-1.28142732784
ACH-000127,-1.26650272997
ACH-000128,-0.84280942044
ACH-000132,-0.721150766956
ACH-000133,-1.5042636842700001
ACH-000137,-1.4505153720500001
ACH-000138,-1.5851130039399999
ACH-000142,-1.5386888940099999
ACH-000143,-1.9504693745299997
ACH-000146,-2.19795735581
ACH-000148,-1.61756603603
ACH-000150,-1.16683790082
ACH-000152,-1.4938611256
ACH-000153,-1.8640171154400003
ACH-000159,-1.47068835123
ACH-000160,-1.28717209965
ACH-000163,-0.9905684204
ACH-000167,-2.13411724388
ACH-000168,-1.0690826713400001
ACH-000169,-1.3129716238299998
ACH-000178,-1.47211943927
ACH-000182,-1.71052676669
ACH-000183,-1.8551275280400001
ACH-000188,-1.6797472716
ACH-000189,-1.5698394746000002
ACH-000190,-1.87070568759
ACH-000198,-1.4903529926499999
ACH-000204,-1.09418093739
ACH-000206,-1.56157343854
ACH-000207,-1.7066998820700001
ACH-000211,-1.50419104903
ACH-000215,-1.1694328793000002
ACH-000221,-1.5687073155200002
ACH-000222,-1.66921461035
ACH-000223,-1.6594697411500001
ACH-000226,-1.44805748221
ACH-000227,-2.44457871729
ACH-000228,-1.452483164
ACH-000231,-1.3298151131
ACH-000232,-1.3200614072299999
ACH-000233,-1.56437344111
ACH-000234,-1.52512148425
ACH-000235,-1.5023106974899998
ACH-000237,-1.4064754059
ACH-000238,-1.50891388946
ACH-000243,-1.5835118813299998
ACH-000244,-1.0212704622700002
ACH-000246,-1.7325510429599997
ACH-000248,-1.3230386247600001
ACH-000250,-1.5237163308000001
ACH-000251,-1.6129907220700002
ACH-000253,-1.3422181668700002
ACH-000255,-1.32473624241
ACH-000256,-1.40924385291
ACH-000257,-1.14769630971
ACH-000258,-0.9877389154449999
ACH-000259,-1.0681679408700002
ACH-000260,-1.7548061510799997
ACH-000261,-1.35567750734
ACH-000262,-1.3618204596399999
ACH-000263,-1.39227764621
ACH-000264,-1.20460504314
ACH-000265,-1.35714657273
ACH-000266,-1.6819074674099999
ACH-000272,-1.3666876763299998
ACH-000273,-1.2487398461299999
ACH-000274,-1.6089574911200002
ACH-000277,-2.11448034979
ACH-000278,-1.71849004037
ACH-000279,-1.48524621386
ACH-000280,-1.8173640170400003
ACH-000281,-1.35022777778
ACH-000288,-1.2472361079
ACH-000291,-1.32131669331
ACH-000293,-2.0093340076499997
ACH-000294,-1.8102926695500001
ACH-000295,-1.16685147941
ACH-000296,-1.44587090581
ACH-000302,-1.96428147436
ACH-000304,-1.55944684836
ACH-000307,-1.4584607870800002
ACH-000308,-1.4695493961500001
ACH-000310,-1.4060783086200002
ACH-000311,-1.71040005502
ACH-000312,-1.6958054788699999
ACH-000315,-1.50361071067
ACH-000316,-1.7211128932599997
ACH-000317,-1.25873793847
ACH-000318,-1.7017135358500002
ACH-000319,-1.73575585219
ACH-000320,-1.52932367979
ACH-000322,-1.51725243743
ACH-000323,-1.4740935973299998
ACH-000324,-1.4658443288999998
ACH-000329,-1.48133300044
ACH-000330,-1.137951578
ACH-000331,-1.55642687395
ACH-000332,-1.7605151374
ACH-000334,-1.5191253479799998
ACH-000335,-1.30598199724
ACH-000336,-1.21221373327
ACH-000337,-1.2946918791500002
ACH-000339,-1.48445288497
ACH-000341,-1.39790649576
ACH-000348,-1.61524846285
ACH-000350,-2.0083395837599998
ACH-000352,-2.0242658161700002
ACH-000356,-1.5416983717100001
ACH-000361,-1.59640239739
ACH-000362,-1.55178577878
ACH-000363,-1.7373355769999999
ACH-000364,-1.6871840160299998
ACH-000365,-1.7735388310599998
ACH-000366,-1.21175127223
ACH-000368,-1.15291555435
ACH-000374,-1.16221276801
ACH-000375,-1.47544016796
ACH-000376,-1.38600143491
ACH-000381,-1.26035924166
ACH-000383,-1.52673729833
ACH-000387,-1.51276052414
ACH-000389,-1.50010613653
ACH-000390,-1.39694848502
ACH-000393,-1.27353534355
ACH-000395,-1.5417951973700001
ACH-000397,-1.78414647748
ACH-000401,-1.30171461438
ACH-000402,-1.18039927405
ACH-000403,-1.62929866789
ACH-000404,-1.3635583894499999
ACH-000406,-1.34047187713
ACH-000407,-1.29022593468
ACH-000408,-1.29420709125
ACH-000410,-1.59097626625
ACH-000411,-1.72580936909
ACH-000414,-2.0792764855000003
ACH-000415,-1.5524352701
ACH-000416,-1.56780544261
ACH-000420,-1.68422538928
ACH-000421,-1.5751722133300001
ACH-000424,-1.2240658792899999
