,NRBP2 (340371)
ACH-000004,-0.186039639758
ACH-000007,-0.22133242417500001
ACH-000009,-0.008198023263279999
ACH-000011,-0.054290320942599994
ACH-000012,-0.28026776953899996
ACH-000013,-0.10353038835100001
ACH-000014,0.0421970969713
ACH-000015,-0.0455975914714
ACH-000017,-0.18876952226100002
ACH-000018,0.16936816072299998
ACH-000019,-0.036433465918499996
ACH-000021,-0.16546745036
ACH-000022,-0.19612127075599997
ACH-000025,0.00687461593919
ACH-000028,-0.079197480081
ACH-000030,-0.10291179186699999
ACH-000035,0.0137809058008
ACH-000036,-0.40406145131399995
ACH-000037,-0.16770912058
ACH-000039,-0.114024411077
ACH-000040,-0.23251842620299998
ACH-000041,-0.164862478521
ACH-000042,-0.11922652213400001
ACH-000045,-0.16867930182
ACH-000047,-0.222549496427
ACH-000052,-0.305811071483
ACH-000053,-0.140202435544
ACH-000054,-0.22454376816
ACH-000055,0.018483764751799997
ACH-000060,-0.428642357082
ACH-000067,-0.0725838929951
ACH-000070,-0.079445893645
ACH-000075,-0.0876758742542
ACH-000078,0.03527634191369999
ACH-000082,-0.0772409948016
ACH-000085,-0.0356863482339
ACH-000086,-0.069237118485
ACH-000087,-0.1656710805
ACH-000092,-0.278234596478
ACH-000095,0.0339450820777
ACH-000097,-0.0216166935455
ACH-000098,-0.09907188008989999
ACH-000099,0.00038984000390199995
ACH-000108,-0.0821960766641
ACH-000113,-0.17519350613499998
ACH-000115,-0.0617846631755
ACH-000116,0.0650539423118
ACH-000118,-0.1615084267
ACH-000120,0.0452291915283
ACH-000123,-0.140729801085
ACH-000127,-0.0360244637844
ACH-000128,-0.0189872618401
ACH-000132,0.0764027790942
ACH-000133,-0.115374044624
ACH-000137,0.0308626523392
ACH-000138,-0.045655089517199994
ACH-000142,-0.0307477170577
ACH-000143,0.0227201835198
ACH-000146,-0.184736417291
ACH-000148,-0.144407309018
ACH-000150,-0.542215865667
ACH-000152,-0.0973647097903
ACH-000153,0.152949216624
ACH-000159,-0.034794317249800005
ACH-000160,0.0276141743375
ACH-000163,0.0406694712996
ACH-000167,-0.265395082014
ACH-000168,0.08156460809669999
ACH-000169,-0.009209975540819999
ACH-000178,-0.16249934773299998
ACH-000182,-0.0564508208766
ACH-000183,0.14745297740399999
ACH-000188,-0.243194942652
ACH-000189,-0.149674854348
ACH-000190,-0.505808958531
ACH-000198,-0.169010698892
ACH-000204,0.103289164968
ACH-000206,0.059560352976
ACH-000207,-0.577561493316
ACH-000211,-0.18909415493099999
ACH-000215,-0.10247318123400001
ACH-000221,-0.025980075414400002
ACH-000222,-0.276737317408
ACH-000223,-0.179654780514
ACH-000226,0.20251677224300002
ACH-000227,-0.14268423019
ACH-000228,0.0022540861739
