,KRT6A (3853)
ACH-000459,0.010669389663400001
ACH-000460,-0.42540448649400003
ACH-000461,-0.40662773709
ACH-000463,-0.46594799823700006
ACH-000464,-0.49531413276999997
ACH-000466,-0.5943308707230001
ACH-000467,-0.369318034319
ACH-000468,-0.493303562751
ACH-000469,-0.36223526795999994
ACH-000470,-0.32537910818599997
ACH-000471,-0.410345187989
ACH-000472,-0.29962204120499997
ACH-000473,-0.448173798118
ACH-000475,-0.3315853046
ACH-000476,-0.574939994283
ACH-000477,-0.548151389464
ACH-000480,-0.6076791054590001
ACH-000481,-0.218016435662
ACH-000483,-0.405043737081
ACH-000484,-0.227210815268
ACH-000485,-0.41819368668300005
ACH-000486,-0.377873831012
ACH-000487,-0.298377339787
ACH-000488,-0.339304571373
ACH-000490,-0.206515111129
ACH-000491,-0.242772782401
ACH-000495,-0.13525528103
ACH-000496,-0.543501769558
ACH-000499,-0.20834330612500002
ACH-000500,-0.6279411602839999
ACH-000502,-0.36630069678300003
ACH-000503,-0.114985934
ACH-000505,-0.337159287214
ACH-000507,-0.275894436925
ACH-000510,-0.352721737264
ACH-000511,-0.25082653991
ACH-000512,-0.40041346918799997
ACH-000516,-0.409732732718
ACH-000517,-0.38690000792499996
ACH-000518,-0.313332252899
ACH-000520,-0.40598056989
ACH-000521,-0.6766522349099999
ACH-000522,-0.22148002862
ACH-000524,-0.29368955546799996
ACH-000527,-0.40032605480300004
ACH-000528,-0.399592226497
ACH-000537,-0.331563673468
ACH-000541,-0.709560261214
ACH-000542,-0.544867598996
ACH-000544,0.00932233633682
ACH-000545,-0.33603288413000004
ACH-000547,-0.200026784051
ACH-000548,-0.462479105608
ACH-000549,-0.542995424142
ACH-000550,-0.39686725818199997
ACH-000552,-0.308882865121
ACH-000556,-0.322758826366
ACH-000557,-0.297618863334
ACH-000570,-0.377181541693
ACH-000571,-0.5385540017589999
ACH-000573,-0.36710806272299995
ACH-000576,-0.328932360157
ACH-000580,-0.306337056662
ACH-000584,-0.43337813926200003
ACH-000585,-0.299336636022
ACH-000588,-0.277292036997
ACH-000589,-0.580389794997
ACH-000591,-0.50785877373
ACH-000593,-0.401619045267
ACH-000600,-0.43630914204599996
ACH-000601,-0.35915240145599997
ACH-000604,0.02577340305
ACH-000605,-0.377242710265
ACH-000606,-0.310315438213
ACH-000608,-0.5119488634570001
ACH-000614,-0.409559118777
ACH-000616,-0.478252276044
ACH-000618,-0.310395146831
ACH-000619,-0.263850824843
ACH-000620,-0.483407598662
ACH-000621,-0.460704365329
ACH-000622,-0.318388935372
ACH-000623,-0.34401425766099997
ACH-000624,-0.38209830317599996
ACH-000627,-0.41327330926100003
ACH-000630,-0.38714588211900003
ACH-000632,-0.30667590271
ACH-000633,-0.48698600616099996
ACH-000637,-0.23969194414
ACH-000638,-0.377222152884
ACH-000646,-0.432842377098
ACH-000647,-0.40968047052900003
ACH-000648,-0.0161389128376
ACH-000649,-0.494556943219
ACH-000651,-0.580081852083
ACH-000652,-0.537988604657
ACH-000653,-0.35746696009499995
ACH-000657,-0.36998814307899996
ACH-000658,-0.147721025657
ACH-000661,-0.267625640444
ACH-000662,-0.58081972016
ACH-000663,-0.269275096011
ACH-000665,-0.47375571965700003
ACH-000671,-0.17158582002300002
ACH-000673,-0.381738028213
ACH-000676,-0.441901801994
ACH-000677,-0.601926871318
ACH-000681,-0.552371857745
ACH-000682,-0.304900437121
ACH-000683,-0.29065048619899997
ACH-000684,-0.264076682957
ACH-000688,-0.657656680239
ACH-000693,-0.44523489721500004
ACH-000694,-0.515726420192
ACH-000695,-0.550561715295
ACH-000696,-0.384158694965
ACH-000697,-0.35216276787699996
ACH-000699,-0.357588834273
ACH-000701,-0.49775030723
ACH-000706,-0.379314466144
ACH-000711,-0.352345256225
ACH-000713,-0.306930324465
ACH-000714,-0.294854657163
ACH-000718,-0.463279402434
ACH-000720,-0.371789275484
ACH-000721,-0.288568393684
ACH-000724,-0.495254051581
ACH-000725,-0.37390047081
ACH-000732,-0.44885936924599995
ACH-000734,-0.516614513522
ACH-000735,-0.322859254027
ACH-000736,-0.404503935171
ACH-000738,-0.5799379186110001
ACH-000746,-0.405170359534
ACH-000747,-0.37849992057
ACH-000748,-0.37267412097499997
ACH-000753,-0.305625126921
ACH-000756,-0.45700234685900004
ACH-000757,-0.448377196947
ACH-000758,-0.49879422424900005
ACH-000760,-0.426907272469
ACH-000763,-0.0681576516301
ACH-000764,-0.112012998386
ACH-000765,-0.583065329587
ACH-000766,-0.382125610862
ACH-000767,-0.429909400215
ACH-000768,-0.40115467010300004
ACH-000769,-0.218261880679
ACH-000770,-0.454711207754
ACH-000771,-0.122469300231
ACH-000773,-0.390224101359
ACH-000776,-0.32746771072700004
ACH-000777,-0.5157748420699999
ACH-000778,-0.184360590952
ACH-000781,-0.24180989093400002
ACH-000782,-0.61091344146
ACH-000783,-0.457158702666
ACH-000784,-0.304599872552
ACH-000785,-0.6227495354879999
ACH-000787,-0.452227901157
ACH-000788,-0.26475971183
ACH-000791,-0.330991210795
ACH-000792,-0.447256437596
ACH-000794,-0.15014730423800002
ACH-000796,-0.40361291850500003
ACH-000799,-0.30051823923099996
ACH-000800,-0.531408832333
ACH-000802,-0.18911696381700002
ACH-000804,-0.449385319245
ACH-000805,-0.465865270329
ACH-000809,-0.35300324138000005
ACH-000810,-0.36321631052599995
ACH-000811,-0.286763164626
ACH-000817,-0.414181911986
ACH-000819,-0.372763943342
ACH-000820,-0.00036812061731000004
ACH-000821,-0.0976487849512
ACH-000822,-0.481006165075
ACH-000823,-0.332418656086
ACH-000824,-0.169793138378
ACH-000827,-0.299354368446
ACH-000829,-0.130792962738
ACH-000831,-0.439415760744
ACH-000832,-0.308294032172
ACH-000833,-0.342740522249
ACH-000834,-0.53260780203
ACH-000835,-0.276176147178
ACH-000836,-0.27086784598700003
ACH-000837,-0.444552671467
ACH-000838,-0.438018566636
ACH-000839,-0.296804852731
ACH-000840,-0.22389481693500002
ACH-000841,-0.493235843071
ACH-000843,-0.301623557286
ACH-000846,-0.33102619291700003
ACH-000847,-0.41557163396499996
ACH-000848,-0.613327541194
ACH-000849,-0.51523339893
ACH-000851,-0.44454511192100005
ACH-000855,-0.42939275438100005
ACH-000856,-0.44940401860600004
ACH-000858,-0.23587505888399998
ACH-000859,-0.316731726391
ACH-000861,-0.497278628576
ACH-000862,-0.325370894478
ACH-000865,-0.35805998962700003
ACH-000866,-0.319016962567
ACH-000867,-0.311717508129
ACH-000869,-0.27543745641
ACH-000872,-0.43214312241400005
ACH-000873,-0.36021045458000006
ACH-000876,-0.523681375019
ACH-000878,-0.209020970409
ACH-000880,-0.140122850665
ACH-000881,-0.322129450691
ACH-000882,-0.279433997746
ACH-000884,-0.37509581343500004
ACH-000885,-0.35734137538500005
ACH-000887,-0.35298422926600004
ACH-000888,-0.423431993517
ACH-000889,-0.411412904728
ACH-000890,-0.355943846217
ACH-000896,-0.42743522870899997
ACH-000898,-0.479573178969
ACH-000900,-0.47140387646700005
ACH-000901,-0.524530942198
ACH-000905,-0.231034572736
ACH-000906,-0.528363805586
ACH-000907,-0.380555413018
ACH-000910,-0.44540389694399996
ACH-000911,-0.318290476908
ACH-000912,-0.38761477205
ACH-000913,-0.439065060323
ACH-000915,-0.308329603512
ACH-000916,-0.595101405696
ACH-000917,-0.282289868056
ACH-000921,-0.269963472806
ACH-000924,-0.248026676501
ACH-000926,-0.48917410397
ACH-000928,-0.38813811070299997
ACH-000929,-0.315592566333
ACH-000932,-0.544435086686
ACH-000935,-0.598597094846
ACH-000936,-0.306238483579
ACH-000937,-0.29381295835099996
ACH-000938,-0.405273035769
ACH-000939,-0.155690692194
ACH-000941,-0.501486385197
ACH-000943,-0.479541236607
ACH-000946,-0.339777296209
ACH-000947,-0.227098191179
ACH-000948,-0.42623983899800005
ACH-000950,-0.48539724547300006
ACH-000953,-0.31734564969
ACH-000957,-0.123233301139
ACH-000958,-0.256189413562
ACH-000960,-0.477418145149
ACH-000963,-0.283569659543
ACH-000968,-0.16477795350500002
ACH-000969,-0.153015461986
ACH-000973,-0.317068168737
ACH-000974,-0.448340741786
ACH-000975,-0.448850439067
ACH-000976,-0.6725184384399999
ACH-000978,0.04861335668859999
ACH-000980,-0.46816823287500003
ACH-000984,-0.624279819537
ACH-000986,-0.16826178080200002
ACH-000988,-0.180783115134
ACH-000993,-0.46043973287100004
ACH-000994,-0.373051030392
ACH-000996,-0.0266932514573
ACH-001001,-0.339008390951
ACH-001020,-0.35239917395000003
ACH-001028,-0.44578642781000005
ACH-001031,-0.299407594639
ACH-001038,-0.37301407511699997
ACH-001048,-0.40069980267899996
ACH-001050,-0.29920665831099996
ACH-001053,-0.572720959605
ACH-001054,-0.302712149915
ACH-001061,-0.524944139503
ACH-001067,-0.280303611042
ACH-001075,-0.492113181222
ACH-001096,-0.433786693468
ACH-001128,-0.654743765586
ACH-001134,-0.410694359779
ACH-001151,-0.377483270584
ACH-001163,-0.444821293715
ACH-001164,-0.265590320044
ACH-001173,-0.37041517938600005
ACH-001183,-0.416422899499
ACH-001184,-0.397499244433
ACH-001190,-0.306297511766
ACH-001192,-0.227020295361
ACH-001193,0.121455534776
ACH-001196,-0.440692115555
ACH-001197,-0.38646667804799995
ACH-001205,-0.33870161451999997
ACH-001211,-0.172323639189
ACH-001212,-0.28749135850499996
ACH-001228,-0.14910864305500002
ACH-001232,-0.333699673378
ACH-001239,-0.36388198543899997
ACH-001274,-0.446945055915
ACH-001275,-0.462067792967
ACH-001277,-0.35139508754500004
ACH-001278,-0.366277655448
ACH-001280,-0.14301524276
ACH-001283,-0.269785543774
ACH-001289,-0.455144904807
ACH-001295,-0.366639316789
ACH-001300,-0.48238734263099997
ACH-001301,-0.278935553575
ACH-001302,-0.409028981158
ACH-001303,-0.29817410943100003
ACH-001306,-0.297904090655
ACH-001318,-0.18592164538400002
ACH-001322,-0.28440411630199997
ACH-001328,-0.451357158727
ACH-001332,-0.633701467097
ACH-001333,-0.351843874617
ACH-001336,-0.48196317325000004
ACH-001340,-0.324047933847
ACH-001346,-0.12084634326600001
ACH-001353,-0.373252571228
ACH-001354,-0.709986518091
ACH-001367,-0.35187519358400005
ACH-001368,-0.233305401864
ACH-001374,-0.577850447385
ACH-001375,-0.48305535645000003
ACH-001377,-0.354198411281
ACH-001380,-0.385609957254
ACH-001391,-0.0274150649521
ACH-001407,-0.40324070064900003
ACH-001408,-0.347359996748
ACH-001413,-0.44982260168000004
ACH-001430,-0.223360410684
ACH-001431,-0.086920253551
ACH-001450,-0.0334475479219
ACH-001496,-0.14282145951300002
ACH-001500,-0.245741220473
ACH-001521,-0.338886425879
ACH-001523,-0.371534754473
ACH-001532,-0.334920446093
ACH-001536,-0.502931228409
ACH-001550,-0.590947103659
ACH-001552,-0.474655874123
ACH-001554,-0.279540521155
ACH-001645,-0.470731958595
ACH-001654,-0.35653209736999997
ACH-001715,-0.394304086097
ACH-001735,-0.42274956509800005
ACH-001736,-0.384203350097
ACH-001737,-0.188565436548
ACH-001740,-0.359659509627
ACH-001745,-0.448919073838
ACH-001750,-0.322086342717
ACH-001765,-0.414951372283
ACH-001956,-0.441798345177
ACH-001957,-0.44139495467600004
