,NOXA1 (10811)
ACH-000198,-0.25397210422
ACH-000204,-0.153296759571
ACH-000206,-0.14116891740700002
ACH-000207,-0.442769339913
ACH-000211,-0.181101893129
ACH-000215,-0.255283263911
ACH-000221,-0.08708743986089999
ACH-000222,-0.403302391014
ACH-000223,-0.218382133906
ACH-000226,0.000401726449023
ACH-000227,-0.451722941244
ACH-000228,-0.18575498534
ACH-000231,-0.19444691311099999
ACH-000232,-0.126505443321
ACH-000233,-0.188141893819
ACH-000234,-0.181583821052
ACH-000235,-0.092041584296
ACH-000237,-0.149422306389
ACH-000238,-0.210579471426
ACH-000243,-0.0032735561320999997
ACH-000244,-0.33637346391199996
ACH-000246,-0.0883903046467
ACH-000248,-0.012432082886700002
ACH-000250,-0.39923814611599995
ACH-000251,-0.230360041604
ACH-000253,-0.161282907422
ACH-000255,-0.278853951271
ACH-000256,-0.0797213973733
ACH-000257,-0.2216538355
ACH-000258,0.109195789519
ACH-000259,-0.190845051398
ACH-000260,-0.235583571501
ACH-000261,-0.137152747775
ACH-000262,-0.17385718272599998
ACH-000263,-0.187469219482
ACH-000264,-0.30391013117
ACH-000265,-0.10672173978499999
ACH-000266,-0.211899014705
ACH-000272,-0.37786779363000006
ACH-000273,-0.246273803171
ACH-000274,-0.157014924876
ACH-000277,-0.202894532711
ACH-000278,-0.0801322762865
ACH-000279,-0.23425069152
ACH-000280,-0.243031198367
ACH-000281,-0.353533439142
ACH-000288,-0.0260949802296
ACH-000291,-0.303182419388
ACH-000293,-0.164157116535
ACH-000294,-0.152703047264
ACH-000295,-0.24916459250300002
ACH-000296,-0.206237463288
ACH-000302,-0.07576226188610001
ACH-000304,-0.29598753706799996
ACH-000307,-0.139634801415
ACH-000308,-0.214709861718
ACH-000310,-0.305131898286
ACH-000311,-0.092226505208
ACH-000312,-0.206238451052
ACH-000315,-0.371235144819
ACH-000316,-0.0780137458997
ACH-000317,0.0323907099593
ACH-000318,-0.0888677764545
ACH-000319,-0.196426654314
ACH-000320,-0.246271400793
ACH-000322,-0.053915810074199995
ACH-000323,-0.28468434165600004
ACH-000324,-0.26483640061700003
ACH-000329,-0.202155407642
ACH-000330,-0.290843804772
ACH-000331,-0.151793325286
ACH-000332,-0.133141439539
ACH-000334,-0.0597334647324
ACH-000335,-0.174764922476
ACH-000336,-0.0838305750515
ACH-000337,-0.111249643265
ACH-000339,-0.0997299619365
ACH-000341,-0.17941963647
ACH-000348,-0.20017429199
ACH-000350,0.0038303562269299996
ACH-000352,-0.053938188544199996
ACH-000356,-0.226377722272
ACH-000361,-0.203154838729
ACH-000362,-0.06678795701330001
ACH-000363,-0.100234607745
ACH-000364,-0.19827303001600002
ACH-000365,-0.19239114602200003
ACH-000366,-0.4124063461
ACH-000368,-0.112474063908
ACH-000374,-0.23150165200199999
ACH-000375,-0.268851916897
ACH-000376,-0.0424046507847
ACH-000381,-0.395006206609
ACH-000383,-0.0786613249416
ACH-000387,-0.126893292283
ACH-000389,-0.179017507484
ACH-000390,-0.221727402682
ACH-000393,-0.188292798702
ACH-000395,-0.177291003237
ACH-000397,-0.182109199101
ACH-000401,-0.290604978552
ACH-000402,-0.2038106495
ACH-000403,-0.275368198818
ACH-000404,-0.41379582301600004
ACH-000406,-0.169191280019
ACH-000407,-0.19124798691300002
ACH-000408,0.06017844662280001
ACH-000410,-0.284196231464
ACH-000411,-0.0842410571255
ACH-000414,-0.18583548422600002
ACH-000415,-0.101192363423
ACH-000416,-0.162448268698
ACH-000420,-0.147121872393
ACH-000421,-0.08252683465160002
ACH-000424,0.17708442894499998
ACH-000425,-0.144306462687
ACH-000426,-0.475611768764
ACH-000427,0.08822564339299999
ACH-000433,-0.31781264276500004
ACH-000436,-0.34273480362400005
ACH-000444,-0.223825868999
ACH-000445,-0.179314151048
ACH-000448,-0.153176448373
ACH-000450,-0.312759678109
ACH-000452,-0.103231328737
ACH-000454,0.0851214107969
ACH-000458,-0.128767334573
ACH-000459,-0.132548497918
ACH-000460,-0.23718890926800001
ACH-000461,-0.12315006205600001
ACH-000463,-0.11157238826999999
ACH-000464,-0.34467647642300003
ACH-000466,-0.161918623543
ACH-000467,-0.13309049657400002
ACH-000468,0.050749123028
ACH-000469,-0.029515491324299998
ACH-000470,-0.196707654222
ACH-000471,-0.165263831581
ACH-000472,-0.104492855302
ACH-000473,-0.0628219298065
ACH-000475,-0.26811351873399997
ACH-000476,-0.248929227472
ACH-000477,-0.145999272529
ACH-000480,-0.149422562094
ACH-000481,-0.210354198039
ACH-000483,-0.058481072126599996
ACH-000484,-0.32185619176999997
ACH-000485,-0.221167960934
ACH-000486,-0.055575395331600004
ACH-000487,-0.294019126585
ACH-000488,-0.153000805115
ACH-000490,-0.134888355035
ACH-000491,-0.09659339457289999
ACH-000495,-0.145658590343
ACH-000496,-0.13297082781199998
ACH-000499,-0.179749470194
ACH-000500,-0.553044209776
ACH-000502,-0.11105017675100001
ACH-000503,-0.5599963982389999
ACH-000505,-0.155310113068
ACH-000507,-0.102804521286
ACH-000510,-0.253226754819
ACH-000511,-0.392783605822
ACH-000512,-0.34187640826300003
ACH-000516,-0.135980317012
ACH-000517,-0.243123353992
ACH-000518,-0.258736892281
ACH-000520,-0.361745055409
ACH-000521,-0.222133988842
ACH-000522,-0.249335234162
ACH-000524,-0.157164207865
ACH-000527,-0.15912863803
ACH-000528,-0.110546578221
ACH-000537,-0.30641947086800003
ACH-000541,-0.130155100405
ACH-000542,-0.236563780137
ACH-000544,0.00853857204809
ACH-000545,-0.026062403620099997
ACH-000547,0.196075975662
ACH-000548,-0.054109354024300005
ACH-000549,-0.111907623378
ACH-000550,-0.17385807555399999
ACH-000552,-0.16695685201500002
ACH-000556,-0.120748634001
ACH-000557,-0.307139338457
ACH-000570,-0.18903593634
ACH-000571,-0.157879084739
ACH-000573,-0.09582364480360002
ACH-000576,-0.101168132493
ACH-000580,-0.263859437383
ACH-000584,-0.08106385314310001
ACH-000585,-0.176896702183
ACH-000588,-0.209184371341
ACH-000589,-0.33344197042199997
ACH-000591,-0.165986882279
ACH-000593,-0.155055085917
ACH-000600,-0.20336720517700002
ACH-000601,-0.126750687113
ACH-000604,-0.7166995717839999
ACH-000605,-0.215396138096
ACH-000606,-0.061452574375800005
ACH-000608,-0.36241753811599997
ACH-000614,-0.355646973895
ACH-000616,-0.115712220023
ACH-000618,-0.07694285000989999
ACH-000619,-0.524351588809
ACH-000620,-0.12530857374399998
ACH-000621,-0.268669888554
ACH-000622,-0.286291366056
ACH-000623,-0.220444606605
ACH-000624,-0.172185063809
ACH-000627,-0.17930316579
ACH-000630,-0.250095058408
ACH-000632,-0.0889887767911
ACH-000633,-0.344064212448
ACH-000637,-0.117096750761
ACH-000638,-0.260372030623
ACH-000646,0.09843956563030001
ACH-000647,-0.15836439496899998
ACH-000648,-0.181243126138
ACH-000649,-0.236128209269
ACH-000651,-0.240019934568
ACH-000652,-0.448644523079
ACH-000653,-0.25366255909200003
ACH-000657,-0.174901406365
ACH-000658,-0.319194125209
ACH-000661,-0.0674634720775
ACH-000662,-0.444910952152
ACH-000663,-0.19152347356899999
ACH-000665,-0.232229033828
ACH-000671,-0.026739408601900005
ACH-000673,-0.152042848804
ACH-000676,-0.09114266843939998
ACH-000677,-0.10700003801300001
ACH-000681,-0.17140600609200002
ACH-000682,-0.17984707463100003
ACH-000683,-0.336836132118
ACH-000684,-0.22657230304200002
ACH-000688,-0.302815207687
ACH-000693,-0.23132009366599998
ACH-000694,-0.147100771922
ACH-000695,0.0672837792825
ACH-000696,-0.09564170966569999
ACH-000697,0.09331734088289999
ACH-000699,-0.134334941011
ACH-000701,-0.10762694952299999
ACH-000706,-0.21626405352699998
ACH-000711,-0.0657809994257
ACH-000713,-0.100882266016
ACH-000714,-0.253489505477
ACH-000718,-0.252847307739
ACH-000720,-0.0675790754363
ACH-000721,-0.317508561862
ACH-000724,-0.117745125482
ACH-000725,-0.0637244896818
ACH-000732,-0.0725223797685
ACH-000734,-0.226927168583
ACH-000735,-0.204461061732
ACH-000736,-0.237190433473
ACH-000738,-0.333709411917
ACH-000746,-0.222746024847
ACH-000747,-0.07573715779199999
ACH-000748,-0.220171385178
ACH-000753,-0.248294381759
ACH-000756,-0.310642012659
ACH-000757,-0.198424246567
ACH-000758,-0.119470062241
ACH-000760,-0.260187655789
ACH-000763,-0.199205521719
ACH-000764,0.0984710726257
ACH-000765,-0.169120068292
ACH-000766,-0.164314873042
ACH-000767,-0.10216757700099999
ACH-000768,-0.279259749505
ACH-000769,-0.200285221517
ACH-000770,-0.133925940456
ACH-000771,-0.17982142523400002
ACH-000773,-0.249522940063
ACH-000776,-0.0392227639635
ACH-000777,-0.06379918529180001
ACH-000778,-0.012001554661100002
ACH-000781,-0.25051956420899996
ACH-000782,-0.18121151181899997
ACH-000783,-0.305382574593
ACH-000784,-0.10567671353199999
ACH-000785,-0.16835849573800002
ACH-000787,-0.122445163172
ACH-000788,-0.199656324496
ACH-000791,-0.246447346552
ACH-000792,-0.11219925545
ACH-000794,-0.274464793484
ACH-000796,-0.260280533338
ACH-000799,-0.201043090089
ACH-000800,0.0385167194982
ACH-000802,-0.294715158918
ACH-000804,-0.33657408957900004
ACH-000805,-0.372377479306
ACH-000809,-0.170175154507
ACH-000810,-0.103338658135
ACH-000811,-0.259448124824
ACH-000817,-0.19718175686099998
ACH-000819,-0.19783743024099998
ACH-000820,-0.237101704088
ACH-000821,0.0325427497138
ACH-000822,-0.233962347794
ACH-000823,-0.152105279258
ACH-000824,-0.207133537731
ACH-000827,-0.21458372583500002
ACH-000829,-0.21214074357999999
ACH-000831,-0.0794834931576
ACH-000832,-0.1085127575
ACH-000833,-0.21792388865600001
ACH-000834,-0.12604389237400002
ACH-000835,-0.14483938524700002
ACH-000836,-0.0633701490109
ACH-000837,-0.34281466167400004
ACH-000838,0.0864507634904
ACH-000839,-0.20320143614
ACH-000840,-0.26083155339200004
ACH-000841,-0.0301985039704
ACH-000843,-0.0692750188386
ACH-000846,-0.379992917359
ACH-000847,-0.153625154548
ACH-000848,-0.136247315143
ACH-000849,-0.289253462684
ACH-000851,-0.22765855920400002
ACH-000855,-0.0161431875773
ACH-000856,-0.0925343802021
ACH-000858,-0.0759194092787
ACH-000859,-0.0709223320847
ACH-000861,-0.033279326260099995
ACH-000862,-0.15368528817399998
ACH-000865,-0.347677772421
ACH-000866,-0.101354436477
ACH-000867,-0.053007580310199996
ACH-000869,-0.111745486961
ACH-000872,-0.278298129299
ACH-000873,-0.08801806345889998
ACH-000876,-0.227367161063
ACH-000878,-0.326978404477
ACH-000880,-0.0316611387533
ACH-000881,-0.10759410332999998
ACH-000882,-0.020979251182
ACH-000884,-0.101804968955
ACH-000885,-0.232804323967
ACH-000887,-0.175620331741
ACH-000888,-0.311943894879
ACH-000889,-0.232112844342
ACH-000890,0.029026508471200002
ACH-000896,-0.0407504290421
ACH-000898,-0.13474401866900002
ACH-000900,-0.048096326105000003
ACH-000901,-0.182770315795
ACH-000905,-0.0976265973618
ACH-000906,-0.18658957529800002
ACH-000907,-0.33063471277600004
ACH-000910,-0.63451140518
ACH-000911,-0.35592825421999996
ACH-000912,-0.137975344273
ACH-000913,-0.342388324891
ACH-000915,-0.21609569579500001
ACH-000916,-0.441794670104
ACH-000917,-0.214710126201
ACH-000921,-0.38671608227700005
ACH-000924,-0.176918563294
ACH-000926,-0.309633339385
ACH-000928,-0.24661851353300002
ACH-000929,-0.06010020470269999
ACH-000932,-0.166967695285
ACH-000935,0.121701321798
ACH-000936,-0.300194309167
ACH-000937,-0.286786160267
ACH-000938,0.036585162719300006
ACH-000939,0.0471995322793
ACH-000941,-0.09849878077600001
ACH-000943,-0.14726922639
ACH-000946,-0.0609374156145
ACH-000947,-0.14769264375399999
ACH-000948,-0.111228929245
ACH-000950,-0.170804970979
ACH-000953,-0.167560449727
ACH-000957,-0.0926790649175
ACH-000958,0.24821276403499998
ACH-000960,-0.241394563424
ACH-000963,0.101346947861
ACH-000968,-0.126690138065
ACH-000969,-0.17465411171599998
ACH-000973,-0.131411041344
ACH-000974,-0.302538015489
ACH-000975,-0.09540916665310001
ACH-000976,-0.0315141713344
ACH-000978,-0.161987069193
ACH-000980,-0.28972668658000006
ACH-000984,-0.029986423916700002
ACH-000986,-0.219069065219
ACH-000988,-0.179540583131
ACH-000993,-0.20911570006900002
ACH-000994,-0.260179864398
ACH-000996,0.00416768226524
ACH-001001,-0.14177791332599998
ACH-001020,-0.04318121389909999
ACH-001028,-0.20042185526099998
ACH-001031,-0.170086117472
ACH-001038,-0.142123754475
ACH-001048,-0.195829000705
ACH-001050,-0.12780992737
ACH-001053,-0.110676854949
ACH-001054,-0.34593635365099995
ACH-001061,-0.09442657017989999
ACH-001067,-0.343270567919
ACH-001075,0.0640639732326
ACH-001096,-0.350468940986
ACH-001128,-0.121182264313
ACH-001134,-0.104775739275
ACH-001151,-0.23108613955600002
ACH-001163,-0.266259226654
ACH-001164,-0.23729221110800003
ACH-001173,-0.19563049811299998
ACH-001183,-0.034478188288099995
ACH-001184,-0.254829246533
ACH-001190,-0.148956726764
ACH-001192,0.09136478796669999
ACH-001193,-0.0813402747186
ACH-001196,-0.22637991543400002
ACH-001197,-0.35015441631300004
ACH-001205,-0.24003032334899999
ACH-001211,-0.131483046796
ACH-001212,-0.398746596642
ACH-001228,-0.567246854635
ACH-001232,-0.19560101063000002
ACH-001239,-0.24247441540800002
ACH-001274,-0.138598460622
ACH-001275,-0.17798312486200002
ACH-001277,-0.115997031494
ACH-001278,-0.0357792425701
ACH-001280,-0.293272290135
ACH-001283,-0.045640490143
ACH-001289,-0.31010823089
ACH-001295,-0.246560986975
ACH-001300,-0.0955829372499
ACH-001301,-0.228587911446
ACH-001302,-0.317957966185
ACH-001303,-0.06433601102400001
ACH-001306,-0.271205449313
ACH-001318,-0.4245092196
ACH-001322,-0.0955753656014
ACH-001328,-0.20281446222
ACH-001332,-0.178220179789
ACH-001333,-0.0938398752589
ACH-001336,-0.0939557982842
ACH-001340,-0.08613238975889999
ACH-001346,-0.312222322998
ACH-001353,-0.178340234035
ACH-001354,-0.122629821167
ACH-001367,-0.352599327516
ACH-001368,-0.241543980061
ACH-001374,-0.388928870807
ACH-001375,-0.26245238336300003
ACH-001377,-0.232719164219
ACH-001380,-0.132103560263
ACH-001391,-0.211892171077
ACH-001407,-0.09730863949380002
ACH-001408,-0.227191907918
ACH-001413,-0.13089373709899998
ACH-001430,-0.123227078355
ACH-001431,-0.103607622806
ACH-001450,-0.414765683352
ACH-001496,-0.19155073607099998
ACH-001500,-0.38818398393700004
ACH-001521,-0.571956558051
ACH-001523,-0.45574633305600004
ACH-001532,-0.0968130788097
ACH-001536,-0.09772430743720001
ACH-001550,-0.214103619493
ACH-001552,-0.39174884580200003
ACH-001554,-0.19076293720100002
ACH-001645,-0.0840164091363
ACH-001654,-0.221330635482
ACH-001715,0.0711606223233
ACH-001735,-0.06303339568710001
ACH-001736,-0.243819455636
ACH-001737,-0.471855466869
ACH-001740,-0.15434078023199999
ACH-001745,-0.40456910861
ACH-001750,-0.272237591252
ACH-001765,-0.19911592413600002
ACH-001956,-0.268165997489
ACH-001957,-0.2376751418
