,TEAD2 (8463)
ACH-000004,0.0076615065228599994
ACH-000007,0.0826290414019
ACH-000009,-0.007582092639359999
ACH-000011,0.000664428394848
ACH-000012,-0.0915735478531
ACH-000013,-0.0357143026061
ACH-000014,0.16293295537
ACH-000015,-0.201161463372
ACH-000017,-0.012547564229700003
ACH-000018,-0.23881005991700002
ACH-000019,-0.34548859850599994
ACH-000021,0.0613770289382
ACH-000022,-0.17241782359299998
ACH-000025,0.12164815893400001
ACH-000028,-0.0247117233291
ACH-000030,-0.0599556585406
ACH-000035,0.05605674742269999
ACH-000036,-0.022494008053200003
ACH-000037,-0.17934924843199998
ACH-000039,-0.16092893189000002
ACH-000040,0.26719819073
ACH-000041,0.028233829631599996
ACH-000042,-0.026178870203200002
ACH-000045,-0.134627009757
ACH-000047,-0.199062357232
ACH-000052,-0.042602139805300004
ACH-000053,0.024309825049000002
ACH-000054,-0.134795597834
ACH-000055,0.0241619523082
ACH-000060,0.176051415225
ACH-000067,0.10399384906400001
ACH-000070,-0.10448505503599999
ACH-000075,-0.215886490695
ACH-000078,-0.0148318990904
ACH-000082,0.171845591515
ACH-000085,0.0272954413886
ACH-000086,-0.235158093658
ACH-000087,-0.0805932272291
ACH-000092,-0.0429908957748
ACH-000095,0.127771885003
ACH-000097,-0.028558932699799998
ACH-000098,-0.273889208204
ACH-000099,0.00384272014984
ACH-000108,-0.1894862071
ACH-000113,0.06251148174309999
ACH-000115,-0.11202882940600001
ACH-000116,0.08858167590770001
ACH-000118,0.0770497402507
ACH-000120,-0.0020779595249
ACH-000123,0.0611294440184
ACH-000127,-0.0225448037976
ACH-000128,0.108376316657
ACH-000132,0.019466948343
ACH-000133,-0.061358467983
ACH-000137,-0.21888110049600001
ACH-000138,-0.24786379911400003
ACH-000142,-0.215381936834
ACH-000143,0.0293378166107
ACH-000146,0.171429391541
ACH-000148,0.0408026130293
ACH-000150,-0.06713968688579999
ACH-000152,-0.104368365349
ACH-000153,-0.235221368649
ACH-000159,-0.0745159945853
ACH-000160,0.06498157066259999
ACH-000163,-0.0689182003847
ACH-000167,0.00105276997617
ACH-000168,0.052083463327800006
ACH-000169,-0.122372806719
ACH-000178,0.00959223111604
ACH-000182,0.17892811778700002
ACH-000183,-0.05470966106369999
ACH-000188,0.08744065135460001
ACH-000189,-0.719378287025
ACH-000190,-0.203000663759
ACH-000198,0.030056724824700003
ACH-000204,0.205721909011
ACH-000206,0.09369514559530001
ACH-000207,-0.04746806260869999
ACH-000211,0.08603795791789999
