,RPL7A (6130)
ACH-000004,-1.4449738356200001
ACH-000007,-1.17355991525
ACH-000009,-1.4612302595
ACH-000011,-1.52812064862
ACH-000012,-1.4240807770100001
ACH-000013,-1.47525818787
ACH-000014,-1.57324558163
ACH-000015,-1.40387414611
ACH-000017,-1.3985326734799999
ACH-000018,-1.1080369764700002
ACH-000019,-1.56562690479
ACH-000021,-1.40032463625
ACH-000022,-1.7208352773099997
ACH-000025,-1.3430218314700002
ACH-000028,-1.26218843969
ACH-000030,-1.5567672770899998
ACH-000035,-1.21073987488
ACH-000036,-1.44733220645
ACH-000037,-1.53386485658
ACH-000039,-1.3712735157799998
ACH-000040,-1.2791966103399999
ACH-000041,-1.51285066744
ACH-000042,-1.39137173724
ACH-000045,-1.3463847855000002
ACH-000047,-1.5904050283200002
ACH-000052,-1.23856733707
ACH-000053,-1.37967260444
ACH-000054,-1.34256835669
ACH-000055,-1.5474286341299999
ACH-000060,-1.41955319247
ACH-000067,-1.39393749347
ACH-000070,-1.70515033957
ACH-000075,-1.3688529107700003
ACH-000078,-1.62041666864
ACH-000082,-1.6648456309
ACH-000085,-1.32569495908
ACH-000086,-1.2334364916399998
ACH-000087,-1.33581572699
ACH-000092,-1.3274242547600001
ACH-000095,-1.4596150136100001
ACH-000097,-1.61757760002
ACH-000098,-1.3812919243900001
ACH-000099,-1.3958193209
ACH-000108,-1.60907259236
ACH-000113,-1.38705760766
ACH-000115,-1.7756470971599998
ACH-000116,-1.18977300071
ACH-000118,-1.4381111456600002
ACH-000120,-1.4636975861200001
ACH-000123,-1.3447286653600001
ACH-000127,-1.2698341046200001
ACH-000128,-1.3019133296799998
ACH-000132,-1.43450875384
ACH-000133,-1.2055324052
ACH-000137,-1.54522559247
ACH-000138,-1.52103585492
ACH-000142,-1.28772334718
ACH-000143,-1.23577522171
ACH-000146,-1.6043135925999998
ACH-000148,-1.5392857024000002
ACH-000150,-1.16152157049
ACH-000152,-1.21431313764
ACH-000153,-1.3185299816
ACH-000159,-1.51779856736
ACH-000160,-1.5135866554
ACH-000163,-1.3192867854
ACH-000167,-0.569164097394
ACH-000168,-1.20894240819
ACH-000169,-1.38342893927
ACH-000178,-1.5143826973299999
ACH-000182,-1.3949890533899998
ACH-000183,-1.5104736381200001
ACH-000188,-1.14133117956
ACH-000189,-1.2086377130600001
ACH-000190,-1.48255674093
ACH-000198,-1.5668832183399999
ACH-000204,-1.28064839981
ACH-000206,-1.64695471783
ACH-000207,-1.29007399454
ACH-000211,-1.20194169515
ACH-000215,-1.39024457349
ACH-000221,-1.2187271367399999
ACH-000222,-1.28622796575
ACH-000223,-1.44365074777
ACH-000226,-1.5207105948700002
ACH-000227,-1.73513885059
ACH-000228,-1.5138347302500001
ACH-000231,-1.09152255817
ACH-000232,-1.36355393088
ACH-000233,-1.2468078767
ACH-000234,-1.5919393074200001
ACH-000235,-1.53002767451
ACH-000237,-1.4045319901299997
ACH-000238,-1.27200814158
ACH-000243,-1.25488126682
ACH-000244,-1.5052379614200002
ACH-000246,-1.5395790370700002
ACH-000248,-1.2741854555
ACH-000250,-1.49429561319
ACH-000251,-0.922540037941
ACH-000253,-1.28152237104
ACH-000255,-1.2141315548799998
ACH-000256,-1.71827059742
ACH-000257,-1.28682187661
ACH-000258,-2.1493031550599997
ACH-000259,-1.5697572771200001
ACH-000260,-1.48792126514
ACH-000261,-1.32909543005
ACH-000262,-1.37188765831
ACH-000263,-1.45751154807
ACH-000264,-1.18823712768
ACH-000265,-1.36428528016
ACH-000266,-1.38020207859
ACH-000272,-1.27189713033
ACH-000273,-1.21782034255
ACH-000274,-1.57731481036
