,AMBP (259)
ACH-000004,-0.195612327707
ACH-000007,0.0161750999862
ACH-000009,-0.237509265494
ACH-000011,-0.240213250836
ACH-000012,-0.15720362673399998
ACH-000013,-0.212805804633
ACH-000014,-0.14009210019999999
ACH-000015,-0.218010061388
ACH-000017,-0.0493674720794
ACH-000018,-0.120906577943
ACH-000019,-0.0417259362575
ACH-000021,-0.128977449144
ACH-000022,-0.126163828649
ACH-000025,-0.18074489276900002
ACH-000028,-0.0356229665979
ACH-000030,-0.0732684193232
ACH-000035,-0.07226313798539999
ACH-000036,-0.127655144241
ACH-000037,0.0615752790917
ACH-000039,-0.329654190464
ACH-000040,-0.425130787859
ACH-000041,-0.469494954413
ACH-000042,-0.092672279316
ACH-000045,-0.184213677731
ACH-000047,-0.314315880866
ACH-000052,-0.028039933203
ACH-000053,-0.036010859755
ACH-000054,-0.11817655351199999
ACH-000055,-0.0896008395899
ACH-000060,-0.23243337778499998
ACH-000067,-0.057698364843499994
ACH-000070,0.015422811003399999
ACH-000075,-0.420537283692
ACH-000078,-0.050347396056699995
ACH-000082,-0.13830369926799999
ACH-000085,-0.33267287824
ACH-000086,-0.242424909919
ACH-000087,-0.42578555009999997
ACH-000092,-0.07126294307139999
ACH-000095,-0.240079630082
ACH-000097,-0.183609196433
ACH-000098,-0.204161054137
ACH-000099,-0.04056641299219999
ACH-000108,-0.13035972071
ACH-000113,-0.087187012905
ACH-000115,0.022993302766800002
ACH-000116,-0.09109611625
ACH-000118,-0.176500427662
ACH-000120,-0.172729065449
ACH-000123,-0.24916713581500002
ACH-000127,-0.103794683121
ACH-000128,-0.009792458301910001
ACH-000132,-0.0796506748267
ACH-000133,-0.0423237673943
ACH-000137,-0.06077926515840001
ACH-000138,-0.00614682546432
ACH-000142,-0.20851741338
ACH-000143,0.00322615528206
ACH-000146,-0.23286918904800002
ACH-000148,-0.23894959304000002
ACH-000150,0.0599683511668
ACH-000152,-0.22649596780499998
ACH-000153,-0.180456752613
ACH-000159,-0.378561288128
ACH-000160,-0.151687202275
ACH-000163,-0.398920931838
ACH-000167,-0.383975267188
ACH-000168,-0.06924347402730001
ACH-000169,-0.0885809938387
ACH-000178,-0.26333129046500003
ACH-000182,0.0675321217644
ACH-000183,0.166914048274
ACH-000188,-0.10300159249600001
ACH-000189,-0.18456892675500003
ACH-000190,-0.157932645575
ACH-000198,-0.0838989435506
ACH-000204,0.00594466879251
ACH-000206,0.234691663877
ACH-000207,-0.267965175407
ACH-000211,-0.0258722940853
ACH-000215,0.021910493547099997
ACH-000221,0.0201697473669
ACH-000222,-0.034064937581500004
ACH-000223,0.0273511495383
ACH-000226,-0.123369841699
ACH-000227,-0.010765533680499999
ACH-000228,0.0077717264905000005
ACH-000231,0.05645374048780001
ACH-000232,-0.143509767834
ACH-000233,-0.0942974241536
ACH-000234,-0.0624704195771
ACH-000235,-0.144387397026
ACH-000237,-0.17803312786400002
ACH-000238,-0.28297750047200004
ACH-000243,-0.09750140238389998
ACH-000244,-0.347449608104
ACH-000246,-0.153149210717
ACH-000248,0.166809507457
ACH-000250,0.0168467619214
ACH-000251,-0.057062833208
ACH-000253,-0.0905978324704
ACH-000255,-0.177260660964
ACH-000256,-0.242531944562
ACH-000257,-0.12027977412799999
ACH-000258,0.124222409762
ACH-000259,-0.176747801509
ACH-000260,-0.017074000832599998
ACH-000261,-0.11987147808800001
ACH-000262,-0.247237667914
ACH-000263,-0.370699057179
ACH-000264,-0.118573924772
ACH-000265,-0.12840100621099998
ACH-000266,-0.115214369245
ACH-000272,-0.135990875261
ACH-000273,-0.145440756738
ACH-000274,-0.248308406071
ACH-000277,0.0050803472964
ACH-000278,-0.00102927771716
ACH-000279,0.0994320648543
ACH-000280,-0.047953132078
ACH-000281,-0.00579813598894
ACH-000288,-0.00909094175719
ACH-000291,-0.028322397256900004
ACH-000293,-0.20970903852699999
ACH-000294,-0.07478049736089999
ACH-000295,0.26428518453600003
ACH-000296,0.0128649959015
ACH-000302,0.0376651492746
ACH-000304,0.010356193058899999
ACH-000307,-0.103932987242
ACH-000308,-0.20500002914299997
ACH-000310,-0.107339242224
ACH-000311,-0.16299340170399998
ACH-000312,-0.122158190927
ACH-000315,-0.07198286442919999
ACH-000316,-0.16156486682
ACH-000317,0.246484238608
ACH-000318,-0.11709648332999999
ACH-000319,0.05080226674240001
ACH-000320,-0.11545488844900001
ACH-000322,-0.625799653337
ACH-000323,-0.360199224702
ACH-000324,-0.16813876077
ACH-000329,-0.22499113917599997
ACH-000330,-0.309551782181
ACH-000331,-0.100919442066
ACH-000332,-0.111609545239
ACH-000334,0.053868698261400005
ACH-000335,-0.443373155232
ACH-000336,-0.156435272071
