,BCL7A (605)
ACH-000004,0.0381129270155
ACH-000007,0.268452020135
ACH-000009,-0.11819209951199999
ACH-000011,-0.09811892906729999
ACH-000012,-0.105263197638
ACH-000013,0.0800625277695
ACH-000014,-0.109185786183
ACH-000015,-0.0340359891081
ACH-000017,0.0555356893871
ACH-000018,0.261955131052
ACH-000019,-0.23765683334399998
ACH-000021,-0.10930710066
ACH-000022,-0.0884416724007
ACH-000025,-0.00145754944152
ACH-000028,0.08236849476310001
ACH-000030,0.000285183152564
ACH-000035,0.0441414753221
ACH-000036,0.13649676393
ACH-000037,-0.189400948042
ACH-000039,0.123087700554
ACH-000040,-0.132039360128
ACH-000041,0.077521178457
ACH-000042,-0.0068524111313000005
ACH-000045,0.086273696536
ACH-000047,0.004318147284520001
ACH-000052,-0.30775208526500003
ACH-000053,-0.134140881434
ACH-000054,-0.0836670473334
ACH-000055,-0.21471953616999997
ACH-000060,-0.113708777213
ACH-000067,-0.108870281024
ACH-000070,0.0449470659731
ACH-000075,0.0945883873882
ACH-000078,-0.168999109043
ACH-000082,0.020127087618599996
ACH-000085,0.06068044121180001
ACH-000086,-0.0326604340852
ACH-000087,-0.18603468189
ACH-000092,0.0766293505738
ACH-000095,0.0459398241847
ACH-000097,-0.0132151192762
ACH-000098,0.0781348842798
ACH-000099,0.07741991547110001
ACH-000108,-0.150932862452
ACH-000113,-0.048430469091300006
ACH-000115,-0.469467688788
ACH-000116,0.031752496987
ACH-000118,-0.241844705431
ACH-000120,0.0313899525906
ACH-000123,-0.0879257462353
ACH-000127,-0.0116446361674
ACH-000128,-0.00832697107928
ACH-000132,-0.06871674588690001
ACH-000133,-0.19196265838100002
ACH-000137,-0.114521453049
ACH-000138,-0.194187942056
ACH-000142,-0.050470127950099995
ACH-000143,-0.26880247595
ACH-000146,-0.158933481898
ACH-000148,-0.0315592072853
ACH-000150,-0.13506822972100002
ACH-000152,-0.173805595658
ACH-000153,-0.401907337499
ACH-000159,-0.0428896032652
ACH-000160,0.055372459849500004
ACH-000163,-0.11087944256200001
ACH-000167,-0.10388594852199999
ACH-000168,-0.0673168325319
ACH-000169,-0.113900058248
ACH-000178,0.09916739549100001
ACH-000182,0.08186026212650001
ACH-000183,0.045822427878
ACH-000188,0.0571875351867
ACH-000189,0.0204523345603
ACH-000190,0.0484617543552
ACH-000198,0.207198649524
ACH-000204,0.000945244903565
ACH-000206,0.0326652840306
ACH-000207,0.0992715155753
ACH-000211,-0.0470689920429
ACH-000215,-0.13039036838600002
ACH-000221,0.0609058062289
ACH-000222,0.0497758823321
ACH-000223,-0.0721879273579
ACH-000226,0.0193346518153
ACH-000227,-0.19034795130999999
ACH-000228,0.142981073577
ACH-000231,-0.0017380981843900002
ACH-000232,-0.0452497554229
ACH-000233,-0.158557683248
ACH-000234,-0.0178391555265
ACH-000235,-0.114241288839
ACH-000237,0.0256623097323
ACH-000238,-0.25154858323
ACH-000243,-0.0945631336987
ACH-000244,-0.00815754802019
ACH-000246,-0.0148897831461
ACH-000248,-0.036410090749499996
ACH-000250,0.0375552602735
ACH-000251,0.178414139987
ACH-000253,0.087480334616
ACH-000255,0.161371058567
ACH-000256,0.05058047723280001
ACH-000257,-0.230299057581
ACH-000258,-0.129653690508
ACH-000259,0.0556071913853
ACH-000260,1.29639267613e-05
ACH-000261,-0.029993451826100002
ACH-000262,0.0239154500281
ACH-000263,-0.507211016357
ACH-000264,-0.059499347996800005
ACH-000265,0.0187035755039
ACH-000266,-0.045060539229300006
ACH-000272,0.00971447509712
ACH-000273,-0.154458770189
ACH-000274,-0.0282408412445
ACH-000277,-0.39757919258100005
ACH-000278,-0.19497994605799998
ACH-000279,-0.045170249216200005
ACH-000280,-0.18185526837000002
ACH-000281,0.0297904884302
ACH-000288,-0.11035538395300001
ACH-000291,0.0385502182521
ACH-000293,0.0252976617664
ACH-000294,-0.024218012448100002
ACH-000295,-0.114004438178
ACH-000296,-0.224224212856
ACH-000302,-0.0628300981544
ACH-000304,-0.13842559310900002
ACH-000307,0.0237121307503
ACH-000308,0.022900122655099997
ACH-000310,-0.329042709934
ACH-000311,-0.245847329383
ACH-000312,-0.0563164637325
ACH-000315,-0.00891588535862
ACH-000316,-0.0360239034579
ACH-000317,0.056983565062100006
ACH-000318,0.00222946141958
ACH-000319,-0.06927308331189999
ACH-000320,-0.231770499854
ACH-000322,-0.171211646432
ACH-000323,-0.167147235875
ACH-000324,-0.0314625573965
ACH-000329,-0.058773441975699996
ACH-000330,0.019286036845
ACH-000331,-0.0856131159777
ACH-000332,-0.0968691860503
ACH-000334,-0.060235992513
ACH-000335,0.09113914884189998
ACH-000336,0.019446368966299997
ACH-000337,0.040420087622699996
ACH-000339,-0.0717421681829
ACH-000341,0.0141671131037
ACH-000348,-0.227517777125
ACH-000350,-0.030996108281
ACH-000352,0.0031891135983
ACH-000356,0.20212863343600002
ACH-000361,0.13942611219
ACH-000362,-0.026784360795900002
ACH-000363,-0.015431113517400001
ACH-000364,0.0696987163759
ACH-000365,-0.165427422028
ACH-000366,-0.189357483917
ACH-000368,-0.09117366890419999
ACH-000374,-0.0704644124879
ACH-000375,0.165509070906
ACH-000376,-0.0589450357449
ACH-000381,-0.313147410679
ACH-000383,0.0422248599914
ACH-000387,0.0567750017029
ACH-000389,0.108305567244
ACH-000390,0.0945666433643
ACH-000393,0.09456044929810001
ACH-000395,-0.24491115089999999
ACH-000397,-0.0532873210267
ACH-000401,-0.156838147246
ACH-000402,0.378662460482
ACH-000403,0.00676793536737
ACH-000404,0.14198434336100002
ACH-000406,-0.08752345936799999
ACH-000407,-0.042326477517499995
ACH-000408,-0.228280891194
ACH-000410,0.1529223481
ACH-000411,0.122731894086
ACH-000414,-0.223965407177
ACH-000415,0.019968542215
ACH-000416,-0.131136311969
ACH-000420,0.0150620865093
ACH-000421,-0.137882230293
ACH-000424,0.170900842313
ACH-000425,-0.0428103108507
ACH-000426,0.552662456393
ACH-000427,0.151306682674
ACH-000433,0.192375441741
ACH-000436,-0.161840712366
ACH-000444,-0.189855179505
ACH-000445,-0.0768626729427
ACH-000448,-0.0263885991922
ACH-000450,0.09923662056739999
ACH-000452,-0.0684648490252
ACH-000454,-0.16179425295299998
ACH-000458,0.0715627763673
ACH-000459,-0.00771038761909
ACH-000460,-0.030374630032000003
ACH-000461,-0.0181768238637
ACH-000463,-0.0170576472217
ACH-000464,-0.266643025123
ACH-000466,0.061129959021800004
ACH-000467,-0.028562959513599998
ACH-000468,-0.09153378745589999
ACH-000469,0.033575924736900006
ACH-000470,0.262795784885
ACH-000471,-0.07938631953410001
ACH-000472,0.049424433476
ACH-000473,-0.00846991516712
ACH-000475,-0.101174534869
ACH-000476,0.011025337547500002
ACH-000477,-0.07708826240830001
ACH-000480,-0.0369993197653
ACH-000481,-0.11923904034000002
ACH-000483,0.0942273455609
ACH-000484,-0.0207694703252
ACH-000485,0.0386314409611
ACH-000486,0.042922754819499996
ACH-000487,-0.128579265292
ACH-000488,0.0214583003097
ACH-000490,-0.032868884434199996
ACH-000491,-0.0978992150213
ACH-000495,-0.020360239246900003
ACH-000496,-0.0273718936791
ACH-000499,0.0441612681348
ACH-000500,0.265160319554
