,LYPD5 (284348)
ACH-000004,0.136550566226
ACH-000007,0.302511724758
ACH-000009,0.37480851913900004
ACH-000011,0.19654674668400002
ACH-000012,0.27421317295000003
ACH-000013,0.102996950192
ACH-000014,0.173481182933
ACH-000015,-0.0384299146005
ACH-000017,0.193703520456
ACH-000018,0.0372102023811
ACH-000019,0.191502750746
ACH-000021,0.26296215012400004
ACH-000022,0.104999003066
ACH-000025,0.26112261947500004
ACH-000028,0.240244295169
ACH-000030,0.161594766026
ACH-000035,0.156805435545
ACH-000036,0.19436391968299999
ACH-000037,0.440722594634
ACH-000039,0.44025492773
ACH-000040,0.375945542408
ACH-000041,0.163252541956
ACH-000042,0.32257911914799997
ACH-000045,0.19844723949
ACH-000047,0.27224217273
ACH-000052,-0.143628972283
ACH-000053,0.09931342101780001
ACH-000054,0.263007830138
ACH-000055,0.207431255691
ACH-000060,0.418507018754
ACH-000067,0.09212572690580001
ACH-000070,0.121477516191
ACH-000075,0.405397999581
ACH-000078,0.258605669754
ACH-000082,0.08846710151969998
ACH-000085,0.471634637841
ACH-000086,0.089691575858
ACH-000087,0.09802919566
ACH-000092,0.18930702464000002
ACH-000095,0.322818792721
ACH-000097,0.22005007719500003
ACH-000098,0.141085662539
ACH-000099,0.271629053156
ACH-000108,0.0613204568665
ACH-000113,0.297278145454
ACH-000115,0.111393950102
ACH-000116,0.40193180736100004
ACH-000118,0.24593150121
ACH-000120,0.296026831395
ACH-000123,0.221673529121
ACH-000127,0.08035859389689999
ACH-000128,0.24677189714899997
ACH-000132,0.149045230932
ACH-000133,0.133850802131
ACH-000137,-0.0022919344854899996
ACH-000138,0.127715479957
ACH-000142,-0.0278370044895
ACH-000143,-0.0366771266604
ACH-000146,0.177508230902
ACH-000148,0.198404581043
ACH-000150,0.072113169268
ACH-000152,0.32106938541200003
ACH-000153,-0.195540602265
ACH-000159,0.199246267577
ACH-000160,0.17168629992400003
ACH-000163,0.338070854492
ACH-000167,0.196743465287
ACH-000168,0.207616589458
ACH-000169,0.305568387139
ACH-000178,0.16938139198399998
ACH-000182,0.232929181354
ACH-000183,0.09476045409939998
ACH-000188,0.342993800907
ACH-000189,0.283675987948
ACH-000190,0.14554303232000002
ACH-000198,0.22408356859
ACH-000204,0.148121869942
ACH-000206,0.22915054393000003
ACH-000207,0.08554132897
ACH-000211,0.234712968681
ACH-000215,0.17266961890299998
ACH-000221,0.187148942533
ACH-000222,0.121581036086
ACH-000223,0.234873104876
ACH-000226,0.0186768774285
ACH-000227,0.378613046005
ACH-000228,0.0265035200268
ACH-000231,0.25326188990299997
ACH-000232,0.184108739537
ACH-000233,0.236508377111
ACH-000234,0.11782353148800001
ACH-000235,0.153122883032
ACH-000237,0.179604998651
ACH-000238,0.111822512114
ACH-000243,0.260888887166
ACH-000244,0.155566643126
ACH-000246,0.178181836891
ACH-000248,0.11737313437300001
ACH-000250,0.17210416767900003
ACH-000251,0.45459873811000007
ACH-000253,0.103497954645
ACH-000255,0.0855951836583
ACH-000256,0.290538896562
ACH-000257,-0.050019518650900006
ACH-000258,0.177955027919
ACH-000259,0.242035947634
ACH-000260,0.15891985263
ACH-000261,0.260184866947
ACH-000262,0.138269307688
ACH-000263,0.175456443691
ACH-000264,0.207671991851
ACH-000265,0.044706961698
ACH-000266,0.164470878532
ACH-000272,0.325152101422
ACH-000273,0.19474627185899998
ACH-000274,0.17684443840999997
ACH-000277,0.289988964233
ACH-000278,0.219576504321
ACH-000279,0.298456933632
ACH-000280,0.0961982828895
ACH-000281,0.486520660726
ACH-000288,0.235180214379
ACH-000291,0.0563715432063
ACH-000293,0.284207230163
ACH-000294,-0.043152036552400005
