,SF3B2 (10992)
ACH-000004,-1.28282472464
ACH-000007,-1.36081704299
ACH-000009,-1.2285415287299999
ACH-000011,-1.42312787315
ACH-000012,-1.17204159904
ACH-000013,-1.08164487024
ACH-000014,-0.9782561602140001
ACH-000015,-1.1970806797700002
ACH-000017,-1.4991259348
ACH-000018,-1.15340426911
ACH-000019,-1.11350740262
ACH-000021,-1.33197100748
ACH-000022,-1.1853225103799998
ACH-000025,-1.04065423357
ACH-000028,-1.19903750079
ACH-000030,-1.25641962156
ACH-000035,-1.0011371175
ACH-000036,-0.997593992412
ACH-000037,-1.9409116340299999
ACH-000039,-1.40746503652
ACH-000040,-0.982958776845
ACH-000041,-1.05893996881
ACH-000042,-1.29861334047
ACH-000045,-1.4543095802300001
ACH-000047,-1.22349692631
ACH-000052,-1.0732632541399998
ACH-000053,-1.13596730569
ACH-000054,-1.0328641953
ACH-000055,-1.33878447993
ACH-000060,-1.06259770448
ACH-000067,-0.852882965034
ACH-000070,-1.01709638278
ACH-000075,-1.13623266551
ACH-000078,-1.3317530437
ACH-000082,-1.21693465986
ACH-000085,-1.02933619789
ACH-000086,-1.2400300430600002
ACH-000087,-1.26123017538
ACH-000092,-1.32929269229
ACH-000095,-1.5241260550600002
ACH-000097,-1.15366120592
ACH-000098,-1.0268071540200001
ACH-000099,-1.47360385572
ACH-000108,-1.28905057341
ACH-000113,-1.38076420027
ACH-000115,-0.974570994691
ACH-000116,-1.3526932464399999
ACH-000118,-1.18877353352
ACH-000120,-1.045094301
ACH-000123,-0.979265941275
ACH-000127,-1.25164789036
ACH-000128,-1.0924738162
ACH-000132,-1.00379473765
ACH-000133,-1.2465284719399998
ACH-000137,-1.03315103289
ACH-000138,-1.25555123216
ACH-000142,-1.12362123316
ACH-000143,-1.48564894398
ACH-000146,-1.26624179184
ACH-000148,-0.994122371434
ACH-000150,-1.3140041396700002
ACH-000152,-1.20069794957
ACH-000153,-0.860363655122
ACH-000159,-1.03896685041
ACH-000160,-1.6080421205200002
ACH-000163,-1.36368283692
ACH-000167,-1.5803106781099998
ACH-000168,-1.38798769766
ACH-000169,-1.2969381745100002
ACH-000178,-0.964461697685
ACH-000182,-0.928410285563
ACH-000183,-1.1985498514
ACH-000188,-1.4278155964500001
ACH-000189,-1.4886309206200001
ACH-000190,-0.9117946221400001
ACH-000198,-1.4775207240200001
ACH-000204,-1.13179919758
ACH-000206,-0.878467322873
ACH-000207,-1.5015439094799998
ACH-000211,-1.3895938720200003
ACH-000215,-0.877572255213
ACH-000221,-1.1872071064299998
ACH-000222,-1.42651548806
ACH-000223,-1.4984671470500002
ACH-000226,-1.2984471364399999
ACH-000227,-1.33282001169
ACH-000228,-1.0891238291399998
ACH-000231,-1.0710729782600001
ACH-000232,-1.13320445291
ACH-000233,-1.52041808449
ACH-000234,-1.13633074193
ACH-000235,-1.11377456459
ACH-000237,-1.12845430074
ACH-000238,-1.39883584544
ACH-000243,-1.05362062392
ACH-000244,-1.0480686451299999
ACH-000246,-1.21511231109
ACH-000248,-0.795961429549
ACH-000250,-1.14760050468
ACH-000251,-1.05706731436
ACH-000253,-1.29190382405
ACH-000255,-0.977234447276
ACH-000256,-1.4706864097299999
ACH-000257,-1.3727265431
ACH-000258,-1.04000215022
ACH-000259,-1.23670575802
ACH-000260,-1.02661993948
ACH-000261,-1.18856858016
ACH-000262,-1.18544079166
ACH-000263,-1.07792946573
ACH-000264,-1.27200667069
ACH-000265,-1.40852103537
ACH-000266,-1.15641956483
ACH-000272,-0.839388289625
ACH-000273,-1.41640129236
ACH-000274,-0.8532141157780001
ACH-000277,-1.4372580541
ACH-000278,-1.1091099589700002
ACH-000279,-1.05744922173
ACH-000280,-1.2801296339100001
ACH-000281,-1.24340837403
ACH-000288,-1.30497242328
ACH-000291,-1.30124630631
ACH-000293,-1.39167267641
ACH-000294,-1.69668351801
ACH-000295,-1.5000029312799998
ACH-000296,-0.8723360603200001
ACH-000302,-1.30249369612
ACH-000304,-1.02817003172
ACH-000307,-1.19968130754
ACH-000308,-1.08303497259
ACH-000310,-1.34064548684
ACH-000311,-1.26973239568
ACH-000312,-1.1865221944700002
ACH-000315,-1.5468961517200002
ACH-000316,-1.2338551926399999
ACH-000317,-0.968318753922
ACH-000318,-1.4039034111700002
ACH-000319,-1.0067502866700002
ACH-000320,-1.4000396444999998
ACH-000322,-1.15034743281
ACH-000323,-1.2313802143500001
ACH-000324,-1.18683564239
ACH-000329,-1.15938932245
ACH-000330,-1.24047359427
ACH-000331,-0.994323482035
ACH-000332,-1.1099381371400001
ACH-000334,-1.67095800537
ACH-000335,-1.00360387128
ACH-000336,-1.5353999009900001
ACH-000337,-1.00806253085
ACH-000339,-1.1084684917899998
ACH-000341,-1.11516732418
ACH-000348,-0.9642479890719999
ACH-000350,-1.25494940746
ACH-000352,-1.20319222445
ACH-000356,-0.962674763138
ACH-000361,-1.06546561146
ACH-000362,-1.29910769171
ACH-000363,-1.23975751494
ACH-000364,-1.1310621400299998
ACH-000365,-1.48545412086
ACH-000366,-1.1876803916399998
ACH-000368,-1.02840882844
ACH-000374,-1.31670965208
ACH-000375,-1.67806094046
ACH-000376,-1.3417174685700002
ACH-000381,-1.0918727158600001
ACH-000383,-1.2559042513299998
ACH-000387,-0.993070223875
ACH-000389,-1.05625013713
ACH-000390,-1.42710543992
ACH-000393,-1.1029516505099999
ACH-000395,-1.4292677351899998
ACH-000397,-1.15711870214
ACH-000401,-1.0400402313
ACH-000402,-1.17788647055
ACH-000403,-1.20272335982
ACH-000404,-0.702580519019
ACH-000406,-1.6168676987200001
ACH-000407,-1.3651451168200002
ACH-000408,-0.934528747061
ACH-000410,-1.28751244794
ACH-000411,-1.20173391553
ACH-000414,-1.23394681915
ACH-000415,-1.3486135315099999
ACH-000416,-1.05399199924
ACH-000420,-1.36505016303
ACH-000421,-1.28383282552
ACH-000424,-1.03380005458
ACH-000425,-1.3593991447799998
ACH-000426,-2.03793423068
ACH-000427,-0.925039632026
ACH-000433,-1.35400870179
ACH-000436,-1.16135663459
ACH-000444,-1.24616313286
ACH-000445,-1.23814253468
ACH-000448,-1.16052223125
ACH-000450,-1.1880229061399998
ACH-000452,-1.4101604848
ACH-000454,-0.927877166121
ACH-000458,-1.10583609808
ACH-000459,-1.6638875644100002
ACH-000460,-1.18928371725
ACH-000461,-1.22131536925
ACH-000463,-1.26096206015
ACH-000464,-1.17649719002
ACH-000466,-1.32779875528
ACH-000467,-1.3351697018100002
ACH-000468,-1.3952690076499998
ACH-000469,-1.27111404017
ACH-000470,-1.2670425916099999
ACH-000471,-1.10337394666
ACH-000472,-1.2772149135200002
ACH-000473,-1.07648735439
ACH-000475,-1.1967703273499999
ACH-000476,-1.06739166311
ACH-000477,-1.0895571405700002
ACH-000480,-1.18079005909
ACH-000481,-1.38043130285
ACH-000483,-1.29126462254
ACH-000484,-1.22044070558
ACH-000485,-1.4338366893799999
ACH-000486,-0.9716008395360001
ACH-000487,-1.13714661857
ACH-000488,-0.967549577438
ACH-000490,-1.21476090037
ACH-000491,-1.2303050136799998
ACH-000495,-1.54445968187
ACH-000496,-1.42673620217
ACH-000499,-1.1034098479999999
ACH-000500,-0.665760128049
ACH-000502,-1.15647235109
ACH-000503,-1.13135120802
ACH-000505,-1.35741404363
ACH-000507,-1.30521467114
ACH-000510,-1.5781694315299999
ACH-000511,-1.04979176089
ACH-000512,-1.55360286579
ACH-000516,-1.30585575143
ACH-000517,-1.20132941701
ACH-000518,-1.2485737047799998
ACH-000520,-1.3063819956799998
ACH-000521,-1.1355915209
ACH-000522,-0.905640546017
ACH-000524,-1.20123665637
ACH-000527,-1.3241006683399998
ACH-000528,-1.1589447851399999
ACH-000537,-1.0754266336
ACH-000541,-1.35791751037
ACH-000542,-1.1589652738200003
ACH-000544,-1.09597862396
ACH-000545,-1.03865762223
ACH-000547,-0.918181086076
ACH-000548,-0.963270367869
ACH-000549,-1.1968767609
ACH-000550,-1.16614042041
ACH-000552,-1.49561688195
ACH-000556,-1.1841879688299999
ACH-000557,-1.0763275868000002
ACH-000570,-1.15741724171
ACH-000571,-1.14358484373
ACH-000573,-0.8139203552169999
ACH-000576,-0.961533305685
ACH-000580,-1.01652700599
ACH-000584,-1.04480771987
ACH-000585,-1.3273177731399999
ACH-000588,-1.4526652343200002
ACH-000589,-1.07316255441
ACH-000591,-1.38367941256
ACH-000593,-1.3459935593999999
ACH-000600,-1.41718916911
ACH-000601,-1.5775832321399998
ACH-000604,-1.2400378334
ACH-000605,-1.32775330594
ACH-000606,-1.19468828857
ACH-000608,-1.08690170716
ACH-000614,-1.23167664135
ACH-000616,-1.15129675669
ACH-000618,-1.3721278351700001
ACH-000619,-1.48597862466
ACH-000620,-1.3146535724200001
ACH-000621,-1.4575405316699999
ACH-000622,-1.28986465994
ACH-000623,-1.23552233101
ACH-000624,-1.25251015523
ACH-000627,-0.977196215636
ACH-000630,-1.07406503908
ACH-000632,-1.11139668431
ACH-000633,-1.41364330283
ACH-000637,-1.1650074239000001
ACH-000638,-1.04088503756
ACH-000646,-1.46877244386
ACH-000647,-1.3294334249700002
ACH-000648,-1.40263897449
ACH-000649,-1.28552908642
ACH-000651,-1.03049005841
ACH-000652,-1.1502197113200001
ACH-000653,-1.29369162614
ACH-000657,-1.11791815554
ACH-000658,-0.969778738432
ACH-000661,-0.983712035734
ACH-000662,-0.8643493497799999
ACH-000663,-1.35493114045
ACH-000665,-1.1568718235200002
ACH-000671,-1.51761429324
ACH-000673,-0.841365880138
ACH-000676,-1.24045741846
ACH-000677,-1.3890314479499999
ACH-000681,-1.21125670584
ACH-000682,-1.3032537050700002
ACH-000683,-1.67592573958
ACH-000684,-0.812620711251
ACH-000688,-1.13937873625
ACH-000693,-1.34033432551
ACH-000694,-1.38742783216
ACH-000695,-1.0360650009799999
ACH-000696,-1.13477719236
ACH-000697,-1.2896202000900001
ACH-000699,-1.1491333902
ACH-000701,-1.15466603858
ACH-000706,-1.1270822224700001
ACH-000711,-0.971281128647
ACH-000713,-0.951419025519
ACH-000714,-0.9389024095309999
ACH-000718,-1.0746311907600001
ACH-000720,-1.0383012244299998
ACH-000721,-1.44759829164
ACH-000724,-1.7322830502400002
ACH-000725,-1.49723001125
ACH-000732,-1.00442905558
ACH-000734,-1.39119144211
ACH-000735,-1.3764851626199999
ACH-000736,-0.9127360398890001
ACH-000738,-1.18947617394
ACH-000746,-1.4667656057
ACH-000747,-1.23637203924
ACH-000748,-1.11240794056
ACH-000753,-1.3165416617
ACH-000756,-1.27002089066
ACH-000757,-1.06255480857
ACH-000758,-1.06534720804
ACH-000760,-1.26737739732
ACH-000763,-1.15389212437
ACH-000764,-1.2967546713
ACH-000765,-1.11157432832
ACH-000766,-0.9895736078149999
ACH-000767,-1.4634701431200001
ACH-000768,-1.052297349
ACH-000769,-1.26966330078
ACH-000770,-1.2682970808299998
ACH-000771,-1.32116632965
ACH-000773,-1.64450104857
ACH-000776,-1.15825677539
ACH-000777,-1.3188579466099999
ACH-000778,-1.54589681419
ACH-000781,-1.15629741362
ACH-000782,-1.5572472269100002
ACH-000783,-1.1171553209799998
ACH-000784,-1.27850667785
ACH-000785,-1.07922926778
ACH-000787,-1.36363475848
ACH-000788,-0.971057728227
ACH-000791,-1.27196198604
ACH-000792,-1.27756515924
ACH-000794,-1.2273164055299999
ACH-000796,-1.18120880686
ACH-000799,-1.34934581304
ACH-000800,-0.806820978475
ACH-000802,-1.3356944246
ACH-000804,-1.2257991763
ACH-000805,-1.25257189802
ACH-000809,-1.50483713074
ACH-000810,-1.2976691063099999
ACH-000811,-1.2274483676299999
ACH-000817,-1.26012873187
ACH-000819,-1.08461838851
ACH-000820,-0.875424524924
ACH-000821,-1.07804800707
ACH-000822,-1.2324943693700001
ACH-000823,-1.3500754175100003
ACH-000824,-1.4594727772999998
ACH-000827,-1.08363178326
ACH-000829,-1.3809687304700002
ACH-000831,-1.14988703485
ACH-000832,-1.2598009248200002
ACH-000833,-1.23889109677
ACH-000834,-1.32805036493
ACH-000835,-1.23761938576
ACH-000836,-1.40254145523
ACH-000837,-1.0491695422
ACH-000838,-1.19888498809
ACH-000839,-1.0042374031399999
ACH-000840,-0.909997523673
ACH-000841,-1.23062972498
ACH-000843,-1.31875084642
ACH-000846,-1.13408446107
ACH-000847,-1.2371202668799999
ACH-000848,-1.0904371363299998
ACH-000849,-1.01193906269
ACH-000851,-0.93137708036
ACH-000855,-0.979622369393
ACH-000856,-1.2727502520799998
ACH-000858,-1.13571081786
ACH-000859,-1.16355031346
ACH-000861,-1.4789451044600002
ACH-000862,-1.24461249252
ACH-000865,-1.13267582884
ACH-000866,-1.13239064848
ACH-000867,-1.18615733881
ACH-000869,-1.30463324071
ACH-000872,-1.03605224781
ACH-000873,-0.8999092272
