,DCC (1630)
ACH-000004,0.34798502233
ACH-000007,0.24096075570300002
ACH-000009,0.151252367503
ACH-000011,0.32180245720600004
ACH-000012,0.120984314721
ACH-000013,0.122462639715
ACH-000014,0.100337927411
ACH-000015,0.163052659329
ACH-000017,-0.00689731812152
ACH-000018,0.255588420167
ACH-000019,0.119524969991
ACH-000021,0.316296241009
ACH-000022,0.280886486755
ACH-000025,0.219528402595
ACH-000028,0.253105855128
ACH-000030,0.031874613047400004
ACH-000035,0.056419534147300006
ACH-000036,0.26771365108399997
ACH-000037,0.100400132375
ACH-000039,0.10031437397700001
ACH-000040,0.0537656853244
ACH-000041,0.064379058034
ACH-000042,0.211602910654
ACH-000045,0.134979705281
ACH-000047,0.163349867608
ACH-000052,-0.0407061106082
ACH-000053,0.180361338885
ACH-000054,0.189215721743
ACH-000055,-0.0198264569027
ACH-000060,0.153503318748
ACH-000067,0.135497966954
ACH-000070,0.053761877184199995
ACH-000075,0.154306091196
ACH-000078,0.167831220447
ACH-000082,0.16956039920000002
ACH-000085,0.0297492455913
ACH-000086,0.27628276056999995
ACH-000087,0.029240081587999997
ACH-000092,0.266162978155
ACH-000095,0.24288915415399998
ACH-000097,0.09380240091690001
ACH-000098,0.17365363045499999
ACH-000099,0.148842259463
ACH-000108,0.31401847806899996
ACH-000113,0.0103617972622
ACH-000115,0.302421427685
ACH-000116,0.215480567305
ACH-000118,0.216066539295
ACH-000120,0.0587000783529
ACH-000123,0.04534162180919999
ACH-000127,0.007257892513560001
ACH-000128,0.132069178803
ACH-000132,0.0494876813311
ACH-000133,0.12341889019300001
ACH-000137,0.0920383940105
ACH-000138,0.216079337166
ACH-000142,0.0971874415733
ACH-000143,0.0929888436038
ACH-000146,0.0788110312175
ACH-000148,0.234298916702
ACH-000150,0.249307864016
ACH-000152,0.0269228989388
ACH-000153,0.09805469137980001
ACH-000159,0.24521693928899999
ACH-000160,0.27027370074900003
ACH-000163,-0.0232283289015
ACH-000167,0.116005532981
ACH-000168,0.0229598929424
ACH-000169,0.148729246234
ACH-000178,0.08237783495249999
ACH-000182,0.133533924134
ACH-000183,0.26781360920499997
ACH-000188,0.175606584365
ACH-000189,0.107644347415
ACH-000190,0.152760851603
ACH-000198,0.131539675138
ACH-000204,-0.008332543085580001
ACH-000206,0.0636426327111
ACH-000207,0.0645862605947
ACH-000211,0.148158680065
ACH-000215,0.10171951637900001
ACH-000221,-0.179944919209
ACH-000222,0.125145913754
ACH-000223,0.0192171415773
ACH-000226,0.240370216113
ACH-000227,-0.068006542539
ACH-000228,0.0454440613498
ACH-000231,0.277288619161
ACH-000232,-0.013814818053200001
ACH-000233,0.15116029718000001
