,JAGN1 (84522)
ACH-000004,0.247543503532
ACH-000007,0.14801546564
ACH-000009,0.00344409420052
ACH-000011,-0.0680938217699
ACH-000012,0.211191271349
ACH-000013,0.144853936591
ACH-000014,0.210662838983
ACH-000015,0.0432137138518
ACH-000017,-0.896300737495
ACH-000018,0.0704459886919
ACH-000019,0.17006746429400002
ACH-000021,0.107196862534
ACH-000022,0.171041429733
ACH-000025,0.07426574868630001
ACH-000028,0.38899881928999996
ACH-000030,0.102531696314
ACH-000035,0.142401692172
ACH-000036,0.10329043976600001
ACH-000037,0.0073202798064900005
ACH-000039,0.182530690339
ACH-000040,0.0171113280739
ACH-000041,0.06275672934719999
ACH-000042,0.00195373711342
ACH-000045,0.0466130015635
ACH-000047,0.121819636994
ACH-000052,0.174620121729
ACH-000053,0.179734388432
ACH-000054,0.0367195163696
ACH-000055,0.184098371142
ACH-000060,-0.41241156562200004
ACH-000067,-0.148153033042
ACH-000070,0.215580702984
ACH-000075,-0.130363844836
ACH-000078,0.167424622312
ACH-000082,0.14672367720499999
ACH-000085,-0.37891774364799996
ACH-000086,-0.0008999573998959999
ACH-000087,-0.05957618843780001
ACH-000092,-0.107020078539
ACH-000095,0.09562947222719999
ACH-000097,0.127814776105
ACH-000098,0.10225690888
ACH-000099,0.109144971745
ACH-000108,0.0195982762428
ACH-000113,-0.008814449440819999
ACH-000115,0.186886822395
ACH-000116,0.0852373723997
ACH-000118,-0.035065071397
ACH-000120,0.323826510733
ACH-000123,0.07784189793110001
ACH-000127,0.110789361271
ACH-000128,0.0426630514798
ACH-000132,-0.0740279708752
ACH-000133,-0.00536175548145
ACH-000137,0.178641349185
ACH-000138,0.126776961903
ACH-000142,0.025543134051599997
ACH-000143,0.152996362519
ACH-000146,0.05504947975359999
ACH-000148,0.124775642147
ACH-000150,0.0350656328411
ACH-000152,0.0472476401104
ACH-000153,-0.00373927607164
ACH-000159,-0.0595272035037
ACH-000160,0.0901974705459
ACH-000163,0.21233872964699999
ACH-000167,0.0899116553643
ACH-000168,0.0614504790395
ACH-000169,0.116450290616
ACH-000178,-0.29303218929
ACH-000182,0.28754151768
ACH-000183,0.277877542412
ACH-000188,0.0373465763546
ACH-000189,-0.00162469621381
ACH-000190,-0.06923633677419999
ACH-000198,0.14536477530300002
ACH-000204,-0.0509031057144
ACH-000206,0.21785969422499998
ACH-000207,0.166090580102
ACH-000211,0.0752736492667
ACH-000215,0.138699319111
ACH-000221,0.009575462494959998
ACH-000222,-0.137108472226
ACH-000223,0.0644155500574
ACH-000226,0.0976927148568
ACH-000227,-0.0807107295979
ACH-000228,0.509268261847
ACH-000231,0.0590785060296
ACH-000232,-0.0152187678571
ACH-000233,0.128535880151
ACH-000234,-0.189770835913
ACH-000235,0.18957158517900002
ACH-000237,0.06450767040630001
ACH-000238,0.0310435584785
ACH-000243,0.0591969333246
ACH-000244,-0.104344746076
ACH-000246,-0.0059226037266200005
ACH-000248,-0.65593193144
ACH-000250,-0.204823611131
ACH-000251,0.0722870551632
ACH-000253,0.0489912196973
ACH-000255,0.051771898253800006
ACH-000256,0.12156609477199999
ACH-000257,0.0123720922985
ACH-000258,-0.0763692407694
ACH-000259,0.0623010832041
ACH-000260,0.186512728905
ACH-000261,0.17364431731
ACH-000262,0.0650749589804
ACH-000263,-0.0777945500237
ACH-000264,0.056117418603499995
ACH-000265,0.130535024581
ACH-000266,0.047929909358400004
ACH-000272,-0.11071215947100001
ACH-000273,0.021953805133500003
ACH-000274,-0.037929844131099996
ACH-000277,0.0370083865946
ACH-000278,0.08155831813389999
ACH-000279,0.15672629862600002
ACH-000280,0.0724679521326
ACH-000281,-0.132042880291
ACH-000288,0.11457439774
ACH-000291,0.117533185929
ACH-000293,0.19926919347
ACH-000294,0.08181594576739999
ACH-000295,0.203287187725
ACH-000296,0.033785442867200005
ACH-000302,0.00195672169285
ACH-000304,-0.26710627075300003
ACH-000307,-0.0041366419564
ACH-000308,0.0763050882741
ACH-000310,0.05307235381730001
ACH-000311,0.26037610799000005
ACH-000312,0.237698474052
ACH-000315,0.24796911283599998
ACH-000316,0.037427070702699995
ACH-000317,-0.0938463019582
ACH-000318,0.0583470023312
ACH-000319,0.10777723471799999
ACH-000320,0.28152322360300003
ACH-000322,0.203519393761
ACH-000323,0.09860238310460001
