,SUGCT (79783)
ACH-000004,-0.172733321763
ACH-000007,-0.052930518485500004
ACH-000009,-0.0920386745783
ACH-000011,-0.141819203919
ACH-000012,0.017280355555
ACH-000013,-0.015186277227799999
ACH-000014,-0.0443463526542
ACH-000015,-0.104770638906
ACH-000017,0.0949584064961
ACH-000018,-0.10413806671499999
ACH-000019,-0.0664910051664
ACH-000021,0.026543337409700003
ACH-000022,-0.0447509539628
ACH-000025,-0.0915130888339
ACH-000028,0.0202994929797
ACH-000030,-0.0830352930988
ACH-000035,-0.24612279127099998
ACH-000036,-0.0603917550853
ACH-000037,0.16979250476500002
ACH-000039,0.159593772665
ACH-000040,-0.0494546635078
ACH-000041,-0.115366807434
ACH-000042,-0.080728992382
ACH-000045,-0.028371855996
ACH-000047,-0.174969370969
ACH-000052,0.13402505837099998
ACH-000053,-0.0808902413215
ACH-000054,-0.052513066183199994
ACH-000055,-0.24858794174600002
ACH-000060,-0.122756011022
ACH-000067,0.0305375670535
ACH-000070,0.00388713789486
ACH-000075,-0.09718711883960002
ACH-000078,0.10268981498600001
ACH-000082,-0.109628220228
ACH-000085,-0.554029198815
ACH-000086,0.245767331771
ACH-000087,-0.0312328254721
ACH-000092,-0.00497078048971
ACH-000095,-0.050654779883900006
ACH-000097,0.016975573461200003
ACH-000098,-0.119374336416
ACH-000099,-0.09345226813930001
ACH-000108,0.0543301032815
ACH-000113,-0.0522982056477
ACH-000115,-0.0826611628339
ACH-000116,0.011108717232
ACH-000118,0.028750226238599998
ACH-000120,-0.0336747875234
ACH-000123,0.0395095691404
ACH-000127,-0.0207243173702
ACH-000128,-0.162969117182
ACH-000132,0.0642796264425
ACH-000133,-0.13805964443
ACH-000137,-0.0428527151872
ACH-000138,0.00251992084227
ACH-000142,-0.0509283097181
ACH-000143,-0.150723436247
ACH-000146,-0.0225642025979
ACH-000148,0.020905176209599998
ACH-000150,-0.0638803113559
ACH-000152,-0.054184414963699995
ACH-000153,-0.311520663698
ACH-000159,0.0306210006403
ACH-000160,-0.145102924057
ACH-000163,-0.198563380004
ACH-000167,-0.129547432862
ACH-000168,-0.060047968040500006
ACH-000169,-0.027756394704299997
ACH-000178,-0.0729495344293
ACH-000182,-0.07054637412
ACH-000183,0.0322724184812
ACH-000188,-0.184020992307
ACH-000189,-0.351003094662
ACH-000190,-0.07410285758560001
ACH-000198,-0.143497369013
ACH-000204,-0.0186592013165
ACH-000206,-0.112737452116
ACH-000207,0.0102687171437
ACH-000211,-0.0188535111507
ACH-000215,0.026694666329200003
ACH-000221,-0.0971226466014
ACH-000222,-0.04959051466969999
ACH-000223,0.044699549584800005
ACH-000226,-0.0633532353656
ACH-000227,-0.10053338171399999
ACH-000228,-0.276873191209
ACH-000231,-0.07995722816260001
ACH-000232,-0.07528119559100001
ACH-000233,-0.0509864868575
ACH-000234,0.0541143257809
ACH-000235,-0.07454153489
ACH-000237,-0.11605900137399999
ACH-000238,-0.172991420729
ACH-000243,-0.08624153851810001
ACH-000244,-0.165432317485
ACH-000246,-0.112152780325
ACH-000248,0.109757154935
ACH-000250,-0.130678488047
ACH-000251,-0.0554287559803
