,PIWIL3 (440822)
ACH-000004,-0.219554262752
ACH-000007,-0.278408043379
ACH-000009,-0.208367134066
ACH-000011,-0.368722088742
ACH-000012,-0.407544861522
ACH-000013,-0.282036458125
ACH-000014,-0.199860849079
ACH-000015,-0.23927788406300002
ACH-000017,-0.188836291665
ACH-000018,-0.27936669733
ACH-000019,-0.413654088483
ACH-000021,-0.141484291428
ACH-000022,-0.14318185898
ACH-000025,-0.43231722521000004
ACH-000028,-0.349921280072
ACH-000030,-0.322894053516
ACH-000035,-0.396424654812
ACH-000036,-0.433779545246
ACH-000037,-0.245526655658
ACH-000039,-0.31395758890500003
ACH-000040,-0.052218637578
ACH-000041,-0.300760680778
ACH-000042,-0.37594597020099996
ACH-000045,-0.287936973722
ACH-000047,-0.188819958526
ACH-000052,-0.629826185773
ACH-000053,-0.23488160871
ACH-000054,-0.222013191785
ACH-000055,-0.323637895957
ACH-000060,-0.288828958247
ACH-000067,-0.24838906628000001
ACH-000070,0.245669492579
ACH-000075,-0.36100025381300005
ACH-000078,-0.122581767094
ACH-000082,-0.22576451200800002
ACH-000085,0.035364172399400005
ACH-000086,-0.0918028408302
ACH-000087,-0.133038640027
ACH-000092,-0.23487140033000004
ACH-000095,-0.10445195147500001
ACH-000097,-0.235632328215
ACH-000098,-0.253531205285
ACH-000099,-0.19307906442000003
ACH-000108,-0.143931618618
ACH-000113,-0.21322401752599998
ACH-000115,-0.19602936772500001
ACH-000116,-0.257463237816
ACH-000118,-0.252692578742
ACH-000120,-0.0478089808661
ACH-000123,-0.265145954804
ACH-000127,-0.12148834036900001
ACH-000128,-0.07062542523950001
ACH-000132,-0.22522688532200003
ACH-000133,-0.269005956185
ACH-000137,-0.194352007245
ACH-000138,0.0396750264657
ACH-000142,-0.230744328933
ACH-000143,-0.470091899527
ACH-000146,-0.169314852366
ACH-000148,-0.173009907831
ACH-000150,-0.133505226869
ACH-000152,-0.182565047964
ACH-000153,0.246960167996
ACH-000159,-0.00857900209595
ACH-000160,-0.332251643293
ACH-000163,-0.254246705786
ACH-000167,-0.13380537158199998
ACH-000168,-0.6173945080309999
ACH-000169,-0.164887463537
ACH-000178,-0.147363756332
ACH-000182,-0.042822857876
ACH-000183,-0.330496862303
ACH-000188,-0.21217110132800002
ACH-000189,-0.0579037255279
ACH-000190,-0.514832811037
ACH-000198,-0.228224260579
ACH-000204,-0.18886350443500002
ACH-000206,-0.402688234641
ACH-000207,-0.15852719463099998
ACH-000211,-0.242824474078
ACH-000215,-0.18179828802
ACH-000221,-0.38720215272799996
ACH-000222,-0.0636876791137
ACH-000223,-0.174022797273
ACH-000226,-0.268831798123
ACH-000227,-0.288093739665
ACH-000228,-0.31884143013
ACH-000231,-0.376943369957
ACH-000232,-0.412532443807
ACH-000233,-0.228876863128
ACH-000234,-0.11171508965299999
ACH-000235,-0.15576742145300002
ACH-000237,-0.206208204976
ACH-000238,-0.18517686194699998
ACH-000243,-0.315588996852
ACH-000244,-0.350122470034
ACH-000246,-0.199713583954
ACH-000248,-0.211994532087
ACH-000250,-0.290629081163
ACH-000251,-0.0574609768841
ACH-000253,-0.171135949583
ACH-000255,-0.418770550744
ACH-000256,-0.36673464451800003
ACH-000257,-0.31225829069899996
ACH-000258,-0.308793977179
ACH-000259,-0.170072193573
ACH-000260,-0.176770220946
ACH-000261,-0.39586385636
ACH-000262,-0.22866606514600002
ACH-000263,-0.531202436784
ACH-000264,-0.32004640343
ACH-000265,-0.304934577211
ACH-000266,-0.0546652792442
ACH-000272,-0.399924410646
ACH-000273,-0.16873665160700002
ACH-000274,-0.570033570744
ACH-000277,-0.13353188201
ACH-000278,-0.335604459549
ACH-000279,-0.190654523595
ACH-000280,-0.125899995752
ACH-000281,-0.180035940061
ACH-000288,-0.151457276299
ACH-000291,-0.467554116577
ACH-000293,-0.0253128441241
ACH-000294,-0.16804966928800003
ACH-000295,-0.30657460394999997
ACH-000296,-0.108060158598
ACH-000302,-0.383162989987
ACH-000304,-0.45542241346600004
ACH-000307,-0.244261451347
ACH-000308,-0.29405177753199996
ACH-000310,-0.119712644174
ACH-000311,-0.21683188422
ACH-000312,-0.16526593098
ACH-000315,-0.0693763122473
ACH-000316,-0.0293333695848
ACH-000317,-0.0650691127577
ACH-000318,-0.17849371508200002
ACH-000319,-0.279619007237
ACH-000320,-0.39067229461499997
ACH-000322,-0.235255340092
ACH-000323,-0.453603314057
ACH-000324,-0.207014121781
ACH-000329,-0.205598183378
ACH-000330,-0.117386523657
ACH-000331,-0.15349339621400002
