,AIG1 (51390)
ACH-000004,-0.22976818571199997
ACH-000007,0.0850885532044
ACH-000009,-0.17147857466299998
ACH-000011,-0.000234621541263
ACH-000012,-0.18366075234
ACH-000013,-0.0266059208731
ACH-000014,-0.301608012477
ACH-000015,-0.0414088977343
ACH-000017,-0.172014205606
ACH-000018,-0.0128574495577
ACH-000019,-0.00931437908501
ACH-000021,-0.197024619711
ACH-000022,-0.147085343225
ACH-000025,-0.121967193415
ACH-000028,-0.10488097993699999
ACH-000030,-0.08839029954710001
ACH-000035,0.00351845448391
ACH-000036,-0.0692785340928
ACH-000037,-0.112700941466
ACH-000039,0.06645532123100001
ACH-000040,-0.136492053542
ACH-000041,-0.056161907893799996
ACH-000042,-0.122661903369
ACH-000045,0.027708306497599998
ACH-000047,-0.0662859074058
ACH-000052,-0.213420773271
ACH-000053,0.0347690640804
ACH-000054,-0.143751567482
ACH-000055,-0.24744426455600002
ACH-000060,-0.351919122585
ACH-000067,-0.13076309155500002
ACH-000070,-0.191726172328
ACH-000075,0.103833173948
ACH-000078,-0.137451847134
ACH-000082,-0.13567433002499998
ACH-000085,-0.44873493983900004
ACH-000086,-0.056770251046199996
ACH-000087,-0.285029077651
ACH-000092,-0.107869881355
ACH-000095,0.021437315411700002
ACH-000097,-0.0100552202127
ACH-000098,0.0938232830862
ACH-000099,-0.195678753343
ACH-000108,0.0245824875899
ACH-000113,-0.14610587896
ACH-000115,-0.37407739640199994
ACH-000116,-0.14820305243100002
ACH-000118,-0.025454461348799997
ACH-000120,-0.159521723375
ACH-000123,-0.0820242773689
ACH-000127,-0.0919748122022
ACH-000128,-0.22796867786299999
ACH-000132,-0.302215230071
ACH-000133,-0.247426063112
ACH-000137,-0.09098617774189999
ACH-000138,-0.0738889079992
ACH-000142,0.04463364429819999
ACH-000143,-0.032257317127
ACH-000146,-0.130594332671
ACH-000148,0.117100477242
ACH-000150,-0.35174046880099996
ACH-000152,-0.298056907265
ACH-000153,-0.0812387141946
ACH-000159,-0.20018974689
ACH-000160,0.00434497833661
ACH-000163,0.017025029989
ACH-000167,-0.158382815748
ACH-000168,0.07033586857839999
ACH-000169,-0.11352785973200001
ACH-000178,0.039988540353699996
ACH-000182,0.041591942708400005
ACH-000183,-0.121686169036
ACH-000188,-0.12867338604
ACH-000189,-0.0683551941382
ACH-000190,0.156383881399
ACH-000198,-0.0545885082451
ACH-000204,-0.0676114205686
ACH-000206,0.0714820128114
ACH-000207,0.0740020154175
ACH-000211,0.0340240344827
ACH-000215,-0.19788365395100002
ACH-000221,0.054926245134
ACH-000222,-0.013037722444799999
ACH-000223,-0.42270289078400003
ACH-000226,-0.0406628459123
ACH-000227,-0.154675574759
ACH-000228,-0.152913804524
ACH-000231,-0.203563666564
ACH-000232,-0.133032332241
ACH-000233,-0.0924368364375
ACH-000234,-0.151652783096
ACH-000235,-0.110883709495
ACH-000237,-0.014388205104
ACH-000238,-0.021470351880799998
ACH-000243,-0.160552657258
ACH-000244,0.10526825130300001
ACH-000246,-0.304114396984
ACH-000248,-0.182795236062
ACH-000250,-0.280598883851
ACH-000251,-0.13158751017200002
ACH-000253,-0.126513527729
ACH-000255,-0.0995450992675
ACH-000256,-0.10951561215500001
ACH-000257,-0.11438830101299999
ACH-000258,-0.419261491033
ACH-000259,0.034518851383599995
ACH-000260,-0.0882793418076
ACH-000261,-0.0770670043504
ACH-000262,-0.228485935508
ACH-000263,0.0446106565907
ACH-000264,-0.10396734292099999
ACH-000265,0.0263441972475
ACH-000266,-0.201456996397
ACH-000272,-0.0836788382813
ACH-000273,-0.142702705305
ACH-000274,-0.216112331193
ACH-000277,-0.08627312279789999
ACH-000278,0.048989205363499995
ACH-000279,-0.21476014947500002
ACH-000280,-0.056664526981300006
ACH-000281,0.0268779215197
ACH-000288,-0.0876489271217
ACH-000291,-0.200764976465
ACH-000293,0.048205400585500005
ACH-000294,-0.154723297651
ACH-000295,-0.221381461842
