,YTHDF2 (51441)
ACH-000004,-0.654129037901
ACH-000007,-0.133281782274
ACH-000009,-0.260843692522
ACH-000011,-0.339376872443
ACH-000012,-0.386983791975
ACH-000013,-0.22180752171100002
ACH-000014,-0.815022169727
ACH-000015,-0.498116095023
ACH-000017,0.023486698668299996
ACH-000018,-0.173446702019
ACH-000019,-0.35175011009900004
ACH-000021,-0.48193189334299996
ACH-000022,-0.367209924651
ACH-000025,-0.34047819246699995
ACH-000028,-0.485851192832
ACH-000030,-0.13404279973799998
ACH-000035,-0.567089024976
ACH-000036,-0.246010945639
ACH-000037,-0.7834840717839999
ACH-000039,-0.23080282010000003
ACH-000040,-0.396617173373
ACH-000041,-0.00365793341953
ACH-000042,-0.34048432958400004
ACH-000045,-0.41313690249300006
ACH-000047,-0.114185997357
ACH-000052,-0.378254987114
ACH-000053,-0.656264220475
ACH-000054,-0.29956869718199997
ACH-000055,-0.286177118519
ACH-000060,-0.34083661549000005
ACH-000067,-0.402381136866
ACH-000070,-0.503682931721
ACH-000075,-0.20109757451
ACH-000078,-0.5993173272060001
ACH-000082,-0.261108071819
ACH-000085,-0.254944918768
ACH-000086,-0.35166460049099996
ACH-000087,-0.449485585367
ACH-000092,-0.7398694162989999
ACH-000095,-0.8559265421150001
ACH-000097,-0.356502761677
ACH-000098,-0.342458607579
ACH-000099,-0.47685638579899997
ACH-000108,-0.559090086588
ACH-000113,-0.784587769937
ACH-000115,-0.186781085982
ACH-000116,-0.22210093101
ACH-000118,-0.579359547705
ACH-000120,-0.10301608569399999
ACH-000123,-0.24369942592799998
ACH-000127,-0.305108836034
ACH-000128,-0.49178961399800003
ACH-000132,-0.30710467951
ACH-000133,-0.711185601314
ACH-000137,-0.6077598262380001
ACH-000138,-0.533532496324
ACH-000142,-0.372788342116
ACH-000143,-0.748181412254
ACH-000146,-0.36424365217699994
ACH-000148,-0.497009084129
ACH-000150,-0.781012883278
ACH-000152,-0.5883902473789999
ACH-000153,-0.658765853408
ACH-000159,-0.397862745291
ACH-000160,-0.275164450329
ACH-000163,-0.483819549745
ACH-000167,-0.088818837928
ACH-000168,0.0445929560403
ACH-000169,-0.554364470176
ACH-000178,-0.507505228415
ACH-000182,-0.0668594568808
ACH-000183,-0.9294509181180001
ACH-000188,-0.37148792079000004
ACH-000189,-0.154878973698
ACH-000190,-0.60417423787
ACH-000198,-0.763645661751
ACH-000204,-0.205994062265
ACH-000206,-0.657704364285
ACH-000207,-0.232246697575
ACH-000211,-1.0040105717
ACH-000215,-0.447682612422
ACH-000221,-0.268972554598
ACH-000222,-0.5613451652120001
ACH-000223,-0.183251004026
ACH-000226,-0.815425884237
ACH-000227,-0.598847096586
ACH-000228,-0.138234873742
ACH-000231,-0.138053190354
ACH-000232,-0.35335944794699997
ACH-000233,-1.1760605853100001
ACH-000234,-0.421374004214
ACH-000235,-0.352591617315
ACH-000237,-0.739439022305
ACH-000238,-0.219397461689
ACH-000243,-0.935058066604
ACH-000244,-0.15999135908
ACH-000246,-0.620217973279
ACH-000248,-0.22910526021699998
ACH-000250,-0.0609417100827
ACH-000251,-0.7022817686949999
ACH-000253,-0.19936957101
ACH-000255,-0.212759455055
ACH-000256,-0.668860251031
ACH-000257,-0.609186212652
ACH-000258,-0.264589190657
ACH-000259,-0.200924595383
ACH-000260,-0.6464995989500001
ACH-000261,-0.203448103651
ACH-000262,-0.415015465543
ACH-000263,-0.0574621413055
ACH-000264,-0.09070787914789999
ACH-000265,-0.541613073198
ACH-000266,-0.489624410424
ACH-000272,-0.5343621127179999
ACH-000273,-0.908700495361
ACH-000274,-0.41933340122
ACH-000277,-0.08855163493030001
ACH-000278,-0.562950057792
ACH-000279,-0.525397068054
ACH-000280,-0.37991605331699996
ACH-000281,-0.624340411743
ACH-000288,-0.798929848112
ACH-000291,-0.0241805759083
ACH-000293,-0.658271524809
ACH-000294,-1.1800099912100002
ACH-000295,-0.438081545899
ACH-000296,-0.30343134216999995
ACH-000302,-0.237430396051
ACH-000304,-0.873321993778
ACH-000307,-0.270570402592
ACH-000308,-1.02280917593
ACH-000310,-0.404316212142
ACH-000311,-0.49444062256800003
ACH-000312,-0.653986987861
ACH-000315,-0.76029952615
ACH-000316,-0.04829014262780001
ACH-000317,-0.455015584671
ACH-000318,-0.365290602319
ACH-000319,-0.440003074531
ACH-000320,-0.0707028831553
ACH-000322,-0.48734963541500004
ACH-000323,-0.473521421231
ACH-000324,-0.783817720277
ACH-000329,-0.00763224845925
ACH-000330,-0.28496495134
ACH-000331,-0.829903584203
ACH-000332,-0.19452908721099998
ACH-000334,-0.339590876421
ACH-000335,-0.507220302581
ACH-000336,-0.7634302902860001
ACH-000337,-0.157386952556
ACH-000339,-0.44277014593099995
ACH-000341,-0.5337629943860001
ACH-000348,-0.524266718156
ACH-000350,-0.24293418876200001
ACH-000352,-0.197198725336
ACH-000356,-0.47481863371699995
ACH-000361,-0.47937769509499994
ACH-000362,-0.154476410864
ACH-000363,-0.446698040532
ACH-000364,-0.8450496149269999
ACH-000365,-0.20640291611499997
ACH-000366,-0.6270239769120001
ACH-000368,-0.540335076502
ACH-000374,-0.585723467101
ACH-000375,-0.42231817448700004
ACH-000376,-0.44521078830399996
ACH-000381,-0.121933016461
ACH-000383,-0.32511193769
ACH-000387,-0.6097585169080001
ACH-000389,-0.48248945431400003
ACH-000390,-0.146853009592
ACH-000393,-0.23600347691799997
ACH-000395,-0.27408289843600003
ACH-000397,-0.37064415062600004
ACH-000401,-1.02256831238
ACH-000402,-0.466398632096
ACH-000403,-0.271990023036
ACH-000404,-0.595507764263
ACH-000406,-0.596362131945
ACH-000407,-0.608795711698
ACH-000408,-0.510607219366
ACH-000410,-0.27345894049
ACH-000411,-0.2662832471
ACH-000414,-0.296458149362
ACH-000415,-1.00198107547
ACH-000416,-0.336792813367
ACH-000420,-0.172927848778
ACH-000421,-0.700840733355
ACH-000424,-0.337714006928
ACH-000425,-0.650200943543
ACH-000426,-0.700507488706
ACH-000427,-0.26018417614399997
ACH-000433,-0.7632147411419999
ACH-000436,-0.668026262286
ACH-000444,-0.10713419608300001
ACH-000445,-0.439217023822
ACH-000448,-0.516576142522
ACH-000450,-0.675901277761
ACH-000452,-0.00220621343723
ACH-000454,-0.11483738936799999
ACH-000458,-0.208414827351
ACH-000459,-0.8257622407940001
ACH-000460,-0.697476182937
ACH-000461,-0.127986863779
ACH-000463,-0.340597656526
ACH-000464,-0.336295345919
ACH-000466,0.154520600677
ACH-000467,-0.206792280123
ACH-000468,-0.6449834878149999
ACH-000469,-0.794007267221
ACH-000470,-0.312145212964
ACH-000471,-0.61388571227
ACH-000472,-0.255428211217
ACH-000473,0.030424545164000002
ACH-000475,-0.251133834616
