,PLAC8 (51316)
ACH-000004,-0.205970786561
ACH-000007,-0.0732326950558
ACH-000009,-0.11694510547
ACH-000011,-0.246803065773
ACH-000012,-0.209552760856
ACH-000013,-0.221892759056
ACH-000014,-0.224832573948
ACH-000015,-0.300851950965
ACH-000017,-0.403942170331
ACH-000018,-0.106333685145
ACH-000019,-0.378700167704
ACH-000021,-0.175512416103
ACH-000022,-0.170146829356
ACH-000025,-0.239407377095
ACH-000028,-0.237573364222
ACH-000030,-0.224612408672
ACH-000035,-0.350155788949
ACH-000036,-0.288070274382
ACH-000037,-0.477857305342
ACH-000039,-0.08984764940260001
ACH-000040,-0.43912274857199995
ACH-000041,-0.489685809907
ACH-000042,-0.321067824426
ACH-000045,-0.395298210778
ACH-000047,-0.243627542434
ACH-000052,-0.293021458204
ACH-000053,-0.259824922157
ACH-000054,-0.288958045909
ACH-000055,-0.38061850425300003
ACH-000060,-0.451271043345
ACH-000067,-0.411708517201
ACH-000070,-0.09184302158220001
ACH-000075,-0.193679716742
ACH-000078,-0.322586844349
ACH-000082,-0.291402972274
ACH-000085,-0.36369222583599997
ACH-000086,-0.381438658144
ACH-000087,-0.468140067715
ACH-000092,-0.36421397825499996
ACH-000095,-0.386665683607
ACH-000097,-0.28061612787900003
ACH-000098,-0.306354907176
ACH-000099,-0.189407864298
ACH-000108,-0.142726875618
ACH-000113,-0.348601047365
ACH-000115,-0.391149239943
ACH-000116,-0.20890847690900002
ACH-000118,-0.16799137270999998
ACH-000120,-0.30036431871999997
ACH-000123,-0.296039941761
ACH-000127,-0.318282445006
ACH-000128,-0.26783371343400003
ACH-000132,-0.291196688221
ACH-000133,-0.223556109149
ACH-000137,-0.319810819728
ACH-000138,-0.0627302514701
ACH-000142,-0.34193750624799996
ACH-000143,-0.20725238357200002
ACH-000146,0.0991359719159
ACH-000148,-0.07980345046830001
ACH-000150,-0.11449652919000002
ACH-000152,-0.27783256257399996
ACH-000153,-0.318770761294
ACH-000159,-0.351928932125
ACH-000160,-0.198709860948
ACH-000163,-0.246183990242
ACH-000167,-0.133049113892
ACH-000168,-0.465019139657
ACH-000169,-0.26625672696999997
ACH-000178,-0.15478466345300002
ACH-000182,-0.251001976605
ACH-000183,-0.25682576763
ACH-000188,-0.243831760082
ACH-000189,-0.29369590028000003
ACH-000190,-0.531867120359
ACH-000198,-0.49222749906700003
ACH-000204,-0.59443209421
ACH-000206,-0.411025017271
ACH-000207,-0.207936920053
ACH-000211,-0.204016308358
ACH-000215,-0.40988232490099996
ACH-000221,-0.233075149199
ACH-000222,-0.311480021388
ACH-000223,-0.517769378546
ACH-000226,-0.276206136404
ACH-000227,-0.447114736699
ACH-000228,-0.24608834324700002
ACH-000231,-0.188433463393
ACH-000232,-0.38976640725100004
ACH-000233,-0.195893734628
ACH-000234,-0.37073375060999997
ACH-000235,-0.283850278354
ACH-000237,-0.21679650897799999
ACH-000238,-0.284352264789
ACH-000243,-0.396829098353
ACH-000244,-0.164280445977
ACH-000246,-0.218412980368
ACH-000248,-0.38797893576
ACH-000250,-0.520643867978
ACH-000251,-0.414739075226
ACH-000253,-0.23291825706
ACH-000255,-0.33272481022
ACH-000256,-0.12028019776900001
ACH-000257,-0.44859768810199996
