,EMID1 (129080)
ACH-000004,-0.42633438890299996
ACH-000007,-0.04245310284630001
ACH-000009,-0.14978440454000003
ACH-000011,-0.320667186687
ACH-000012,-0.265690314516
ACH-000013,-0.285253331735
ACH-000014,-0.309658539111
ACH-000015,-0.275998574968
ACH-000017,-0.21339873531
ACH-000018,0.0834760296104
ACH-000019,-0.192964338
ACH-000021,-0.24637922248000002
ACH-000022,-0.211762944722
ACH-000025,-0.412036436211
ACH-000028,-0.289538945316
ACH-000030,-0.176835035088
ACH-000035,-0.27940118402499997
ACH-000036,-0.07889401042739999
ACH-000037,-0.0429293264853
ACH-000039,0.0531524563165
ACH-000040,-0.212037161455
ACH-000041,-0.169392940421
ACH-000042,-0.151522435702
ACH-000045,-0.22358762750999997
ACH-000047,-0.053097117093599995
ACH-000052,-0.262851024148
ACH-000053,-0.181090570284
ACH-000054,-0.12785064456599998
ACH-000055,-0.341805635514
ACH-000060,-0.319081215518
ACH-000067,-0.07133136673610001
ACH-000070,-0.426443568984
ACH-000075,-0.19562461485899998
ACH-000078,0.0950725702861
ACH-000082,-0.171008298788
ACH-000085,-0.035341480254900005
ACH-000086,0.0566475390104
ACH-000087,-0.041981387142599996
ACH-000092,-0.402373407075
ACH-000095,-0.134462384069
ACH-000097,-0.18859300526099998
ACH-000098,-0.0168668401914
ACH-000099,-0.0637696810449
ACH-000108,0.0942198577072
ACH-000113,-0.167779023361
ACH-000115,-0.31905013745
ACH-000116,-0.0838471668001
ACH-000118,-0.17389218847
ACH-000120,-0.09678400257980001
ACH-000123,-0.287375327736
ACH-000127,-0.147833774812
ACH-000128,-0.08999579412660001
ACH-000132,-0.387865561518
ACH-000133,-0.181786958642
ACH-000137,-0.460502879449
ACH-000138,0.102195687425
ACH-000142,-0.19413709535999998
ACH-000143,-0.346741494687
ACH-000146,-0.24277341489999998
ACH-000148,-0.11453127845200001
ACH-000150,-0.109435798293
ACH-000152,-0.171423190425
ACH-000153,-0.167958100671
ACH-000159,-0.0506233913306
ACH-000160,-0.08060943458860001
ACH-000163,-0.191203750942
ACH-000167,-0.210657139707
ACH-000168,-0.0568153278003
ACH-000169,-0.212192104938
ACH-000178,-0.152486615326
ACH-000182,-0.062100490472599995
ACH-000183,-0.343577505139
ACH-000188,-0.252768472544
ACH-000189,-0.157833779216
ACH-000190,-0.499437248675
ACH-000198,-0.16922144069000003
ACH-000204,-0.294924055471
ACH-000206,-0.267381055465
ACH-000207,-0.327972621672
ACH-000211,-0.151056096069
ACH-000215,-0.0884576506518
ACH-000221,-0.39939742953699997
ACH-000222,-0.04518352180480001
ACH-000223,-0.373366492447
ACH-000226,-0.40527631272500003
ACH-000227,-0.258118655289
ACH-000228,0.00986548151658
ACH-000231,-0.103879461697
ACH-000232,-0.375391161328
ACH-000233,-0.24728983774500002
ACH-000234,0.162675406733
ACH-000235,-0.015498896083500002
ACH-000237,-0.190518140199
ACH-000238,-0.229504898473
ACH-000243,-0.23166651336599997
ACH-000244,-0.153626430736
ACH-000246,-0.14978335889900002
ACH-000248,-0.0656062363385
ACH-000250,-0.054965650086199996
ACH-000251,-0.0650099358538
ACH-000253,-0.19843392822099998
ACH-000255,-0.242088010544
ACH-000256,-0.261961428795
ACH-000257,-0.190608153807
ACH-000258,-0.21862726365
ACH-000259,-0.226128496202
ACH-000260,-0.25906884327199997
ACH-000261,-0.155479329813
ACH-000262,-0.443045455947
ACH-000263,-0.39849332494999995
ACH-000264,-0.293382778627
ACH-000265,-0.21429666965500002
ACH-000266,-0.180275849863
ACH-000272,-0.322021975803
ACH-000273,-0.0687019733875
ACH-000274,-0.327093407196
ACH-000277,0.060152842825
ACH-000278,-0.315441708574
ACH-000279,-0.350164013991
ACH-000280,0.0363130907983
ACH-000281,0.0302418852019
ACH-000288,-0.107130185503
ACH-000291,-0.186333423321
ACH-000293,-0.26957931601199997
ACH-000294,-0.0130582127571
ACH-000295,0.025300651485200002
ACH-000296,0.0588644786362
ACH-000302,-0.226677517671
ACH-000304,-0.158727247099
ACH-000307,-0.193597091286
ACH-000308,-0.273374494675
ACH-000310,-0.198517406672
ACH-000311,-0.0230165872481
ACH-000312,-0.146532134142
ACH-000315,-0.158808677717
ACH-000316,-0.254486695713
ACH-000317,0.0317245579601
ACH-000318,0.0598674559365
ACH-000319,-0.192126163448
ACH-000320,-0.325143242508
ACH-000322,-0.26843666744399997
ACH-000323,-0.41316047217600005
ACH-000324,0.023606537521599996
ACH-000329,-0.13636027097200001
ACH-000330,-0.358130847819
ACH-000331,-0.164041165153
ACH-000332,-0.150099705794
ACH-000334,-0.20750398771899997
ACH-000335,-0.6485034061899999
ACH-000336,-0.0126560217196
ACH-000337,-0.18486400586100002
ACH-000339,-0.0528194520479
ACH-000341,0.0239573483782
ACH-000348,-0.08213788872160001
ACH-000350,-0.154720851355
ACH-000352,-0.206865897529
ACH-000356,-0.178042509895
ACH-000361,-0.117508565166
ACH-000362,-0.00968113766822
ACH-000363,-0.308363873019
ACH-000364,-0.211240876796
ACH-000365,-0.077314321826
ACH-000366,-0.216671870101
ACH-000368,-0.367809906504
ACH-000374,0.0677652307703
ACH-000375,-0.126950994899
ACH-000376,-0.356604093098
ACH-000381,-0.12782600168
ACH-000383,-0.0877308309344
ACH-000387,-0.220636895799
ACH-000389,0.0299253656874
ACH-000390,-0.382026684857
ACH-000393,-0.32015935024000003
ACH-000395,0.018400236399
ACH-000397,-0.178930664697
ACH-000401,-0.39727095412
ACH-000402,-0.293168900277
ACH-000403,-0.189688425887
ACH-000404,-0.279560898137
ACH-000406,-0.18853737752
ACH-000407,-0.26837094007
ACH-000408,-0.447109636737
ACH-000410,-0.23162877401299997
ACH-000411,-0.0684284368019
ACH-000414,6.83503809305e-05
ACH-000415,-0.018007401163
ACH-000416,-0.189925361955
ACH-000420,-0.5854175389280001
ACH-000421,-0.22450156195700002
ACH-000424,-0.196016400968
ACH-000425,-0.315359443774
ACH-000426,-0.169457395499
ACH-000427,-0.0470797325895
ACH-000433,0.135313980146
ACH-000436,-0.23200569096700002
ACH-000444,-0.138528379689
ACH-000445,-0.27025189715500003
ACH-000448,-0.16724593914000002
ACH-000450,-0.22942684081700002
ACH-000452,-0.128207482691
ACH-000454,-0.09380836530860001
ACH-000458,-0.149531880686
ACH-000459,-0.29030399844300003
ACH-000460,-0.15678807991
ACH-000461,-0.236722034387
ACH-000463,-0.161065479644
ACH-000464,-0.118401205962
ACH-000466,-0.08943396295230001
ACH-000467,-0.21854993536200001
ACH-000468,-0.379681052394
ACH-000469,-0.18581684043699997
ACH-000470,-0.416396388841
ACH-000471,-0.234390303962
ACH-000472,-0.24596839531999998
ACH-000473,-0.08762897317289998
ACH-000475,-0.164347495842
ACH-000476,-0.154720379487
ACH-000477,-0.351692669982
ACH-000480,-0.06274100761160001
ACH-000481,-0.21237410151
ACH-000483,-0.332420276888
ACH-000484,-0.278900639509
ACH-000485,-0.0187555534193
ACH-000486,-0.25323182169
ACH-000487,-0.24684353960299998
ACH-000488,-0.18952112199499999
ACH-000490,-0.135133165945
ACH-000491,-0.181800784793
ACH-000495,-0.09245720597610001
ACH-000496,0.042934677939
ACH-000499,-0.36218046616599997
ACH-000500,-0.0441820550494
ACH-000502,-0.10691616568600001
ACH-000503,-0.607085473298
ACH-000505,-0.205727186718
ACH-000507,-0.18475550190200002
ACH-000510,-0.226855285574
ACH-000511,-0.17924928857
ACH-000512,-0.49195685251000004
ACH-000516,-0.300211459531
ACH-000517,-0.202220258107
ACH-000518,-0.260568669903
ACH-000520,0.0458069375538
ACH-000521,0.028048669841
ACH-000522,-0.041994824091600005
