,AHCYL1 (10768)
ACH-000004,-0.601114185379
ACH-000007,-0.35173163654
ACH-000009,-0.183126036383
ACH-000011,-0.572065038503
ACH-000012,-0.696615218826
ACH-000013,-0.354280370208
ACH-000014,-1.0772761776000002
ACH-000015,-0.820671734214
ACH-000017,-1.2869629405299998
ACH-000018,-0.41818660490000004
ACH-000019,-0.779432158588
ACH-000021,-0.413313612448
ACH-000022,-0.580587987597
ACH-000025,-0.554440956572
ACH-000028,-0.47773260668300005
ACH-000030,-0.876447031019
ACH-000035,-0.44813024655199996
ACH-000036,-0.545450763872
ACH-000037,-0.39252409895999996
ACH-000039,-0.19614207482
ACH-000040,-0.45844030168000005
ACH-000041,-0.734674767932
ACH-000042,-0.6081532489
ACH-000045,-0.679908878266
ACH-000047,-0.943117910978
ACH-000052,-0.543954978866
ACH-000053,-0.502771879753
ACH-000054,-0.362272233357
ACH-000055,-0.190103128207
ACH-000060,-0.867733805968
ACH-000067,-0.688954251424
ACH-000070,-0.659412262667
ACH-000075,-0.169203148099
ACH-000078,-0.363433114001
ACH-000082,-0.222050296897
ACH-000085,-0.37729930838799997
ACH-000086,-0.549172969481
ACH-000087,-0.542778465274
ACH-000092,-1.02394300366
ACH-000095,-0.7725006005349999
ACH-000097,-0.117844894311
ACH-000098,-0.467607574869
ACH-000099,-0.184344720322
ACH-000108,-1.15526261459
ACH-000113,-1.32121508541
ACH-000115,-0.304158825056
ACH-000116,-0.132541822261
ACH-000118,-0.79877805214
ACH-000120,-0.185711609615
ACH-000123,-1.0154990480500001
ACH-000127,-0.520154022104
ACH-000128,-0.447372074838
ACH-000132,-0.213331189532
ACH-000133,-0.21564529294399998
ACH-000137,-0.498331919468
ACH-000138,-0.809574711548
ACH-000142,-0.451118284156
ACH-000143,-0.6893646138539999
ACH-000146,-1.25857552979
ACH-000148,-0.5641137279649999
ACH-000150,-1.0140999268000002
ACH-000152,-0.685208863207
ACH-000153,-0.446273058626
ACH-000159,-0.6713720557449999
ACH-000160,-0.17910262932999998
ACH-000163,-0.48347407181999996
ACH-000167,-0.17263965700999997
ACH-000168,-0.325412750647
ACH-000169,-0.190981768739
ACH-000178,-0.0610348343846
ACH-000182,-0.18623952206799999
ACH-000183,-0.826127307518
ACH-000188,-0.0992013320735
ACH-000189,-0.816822083244
ACH-000190,-0.292465424907
ACH-000198,-0.105189136231
ACH-000204,-0.572761069323
ACH-000206,-0.626946407386
ACH-000207,-0.645508577595
ACH-000211,-0.133248013546
ACH-000215,-0.37444133276299996
ACH-000221,-0.733783442186
ACH-000222,-0.352595278381
ACH-000223,-0.412067959545
ACH-000226,-0.439459138578
ACH-000227,-0.5958433975680001
ACH-000228,-0.4482674087100001
ACH-000231,-0.177931227176
ACH-000232,-0.394590119178
ACH-000233,-0.476060496585
ACH-000234,-0.879028280228
ACH-000235,-0.618503808945
ACH-000237,-0.30240890207
ACH-000238,-0.331723954988
ACH-000243,-0.29512057139000003
ACH-000244,-0.0916160600234
ACH-000246,-1.0918708853299999
ACH-000248,-0.774639947422
ACH-000250,-0.38251263142999997
ACH-000251,-0.617262492919
ACH-000253,-0.233720899489
ACH-000255,-0.719700898936
ACH-000256,-0.42168735363700005
ACH-000257,-0.248096521462
ACH-000258,-0.822850282812
ACH-000259,-0.582517135105
ACH-000260,-0.622684968599
ACH-000261,-0.36623515260300005
ACH-000262,-0.465242563314
ACH-000263,-0.9784858538850001
ACH-000264,-0.20727197177
ACH-000265,-0.910163693232
