,RASA4B (100271927)
ACH-000004,0.154331270714
ACH-000007,-0.241720841617
ACH-000009,0.252774844903
ACH-000011,-0.499662507667
ACH-000012,0.17958999522100003
ACH-000013,0.152271805545
ACH-000014,-0.0376638945925
ACH-000015,0.256487542593
ACH-000017,0.0663534880026
ACH-000018,0.0654601165414
ACH-000019,0.22805262639499999
ACH-000021,-0.421753190792
ACH-000022,0.0331377664351
ACH-000025,0.22312224782600001
ACH-000028,-0.358553100819
ACH-000030,0.13407932896
ACH-000035,-0.0665436486116
ACH-000036,0.00209979338029
ACH-000037,0.11103842132099999
ACH-000039,0.156150087448
ACH-000040,0.149004601185
ACH-000041,0.474311329577
ACH-000042,0.20255924904199998
ACH-000045,0.18481025890799999
ACH-000047,0.17583680724300002
ACH-000052,0.308996464171
ACH-000053,0.183324789347
ACH-000054,0.037611139477599996
ACH-000055,0.06976357563760001
ACH-000060,-0.048885382850400005
ACH-000067,0.07458623240239999
ACH-000070,0.13491794375399999
ACH-000075,-0.034632443657900004
ACH-000078,0.515062674905
ACH-000082,0.240620736312
ACH-000085,-0.0258820652226
ACH-000086,0.26054421248799997
ACH-000087,0.106417663134
ACH-000092,0.26090007190000003
ACH-000095,-0.032377721917
ACH-000097,0.14264443643
ACH-000098,0.0382134004021
ACH-000099,-0.259629291965
ACH-000108,0.0651730261599
ACH-000113,-0.11829016226
ACH-000115,-0.00769545583316
ACH-000116,0.04491013041019999
ACH-000118,0.010622614428399998
ACH-000120,-0.20205536629999998
ACH-000123,0.188545490977
ACH-000127,-0.09798859365599999
ACH-000128,0.179059794356
ACH-000132,0.12179526282
ACH-000133,0.00275812420338
ACH-000137,0.0610824153118
ACH-000138,-0.006260551905649999
ACH-000142,-0.14065376302100002
ACH-000143,0.0793817484531
ACH-000146,0.162429609137
ACH-000148,0.163290300086
ACH-000150,0.344858607466
ACH-000152,-0.08051068569
ACH-000153,0.0348050836282
ACH-000159,-0.0986541618803
ACH-000160,0.439257334424
ACH-000163,0.112279044826
ACH-000167,-0.0716151727922
ACH-000168,0.435945155012
ACH-000169,0.11729453722100001
ACH-000178,-0.0692929071175
ACH-000182,0.21581225054699998
ACH-000183,0.300700907865
ACH-000188,0.16980737473000002
ACH-000189,0.0886389770273
ACH-000190,0.0704179308325
ACH-000198,-0.013721304502
ACH-000204,-0.149530479829
ACH-000206,0.17844502469999998
ACH-000207,0.286451664628
ACH-000211,0.07812662716
ACH-000215,0.0162320007013
