,RPL26L1 (51121)
ACH-000004,-0.38405715869999996
ACH-000007,-0.39417733641900005
ACH-000009,-0.545475317156
ACH-000011,-0.513425501616
ACH-000012,-0.398154873479
ACH-000013,-0.325832764063
ACH-000014,-0.482116448385
ACH-000015,-0.316623743997
ACH-000017,-0.557462264882
ACH-000018,-0.519372360677
ACH-000019,-0.673938946894
ACH-000021,-0.444337781694
ACH-000022,-0.35896880950099996
ACH-000025,-0.34999859806
ACH-000028,-0.365610263476
ACH-000030,-0.497163447809
ACH-000035,-0.605863526836
ACH-000036,-0.354331696701
ACH-000037,-0.455661877514
ACH-000039,-0.661164841822
ACH-000040,-0.49984715046899997
ACH-000041,-0.34807655873300003
ACH-000042,-0.554426440948
ACH-000045,-0.327319939055
ACH-000047,-0.38048459061800005
ACH-000052,-0.409956144174
ACH-000053,-0.394399829759
ACH-000054,-0.6783684916859999
ACH-000055,-0.281241876166
ACH-000060,-0.558091768802
ACH-000067,-0.356683023604
ACH-000070,-0.564123408199
ACH-000075,-0.5912275698839999
ACH-000078,-0.472122291188
ACH-000082,-0.404570344794
ACH-000085,-0.589159241195
ACH-000086,-0.511967280915
ACH-000087,-0.352535265666
ACH-000092,-0.325381924933
ACH-000095,-0.42100702942900003
ACH-000097,-0.30089973955
ACH-000098,-0.29244636224599996
ACH-000099,-0.523059925842
ACH-000108,-0.55826291202
ACH-000113,-0.332509602391
ACH-000115,-0.34130439220299996
ACH-000116,-0.438138824708
ACH-000118,-0.366956047452
ACH-000120,-0.412754819551
ACH-000123,-0.422843310557
ACH-000127,-0.33578718114100004
ACH-000128,-0.566145010826
ACH-000132,-0.26803050029
ACH-000133,-0.359285178794
ACH-000137,-0.326060429586
ACH-000138,-0.420071882028
ACH-000142,-0.27484558873000003
ACH-000143,-0.457190758064
ACH-000146,-0.39154734853900003
ACH-000148,-0.354327940035
ACH-000150,-0.711953450191
ACH-000152,-0.408954191078
ACH-000153,-0.289501907597
ACH-000159,-0.398966628848
