,PRPF4B (8899)
ACH-000004,-0.478378425928
ACH-000007,-0.430491786074
ACH-000009,-0.575524676938
ACH-000011,-0.643862093771
ACH-000012,-0.678208926894
ACH-000013,-0.647924785464
ACH-000014,-0.5086341770589999
ACH-000015,-0.25114195375
ACH-000017,-0.729377945521
ACH-000018,-0.45201127258999996
ACH-000019,-0.535298764427
ACH-000021,-0.303563783369
ACH-000022,-0.282347559056
ACH-000025,-0.44661870984800006
ACH-000028,-0.628074984565
ACH-000030,-0.34570432218900005
ACH-000035,-0.416214748936
ACH-000036,-0.517752998806
ACH-000037,-0.478450057235
ACH-000039,-0.305355546385
ACH-000040,-0.456160702774
ACH-000041,-0.46832885656
ACH-000042,-0.599628787141
ACH-000045,-0.318692981313
ACH-000047,-0.538873585007
ACH-000052,-0.462508501695
ACH-000053,-0.26879590610599996
ACH-000054,-0.61331521718
ACH-000055,-0.6223404013880001
ACH-000060,-0.361331328677
ACH-000067,-0.6204466979209999
ACH-000070,-0.544957869766
ACH-000075,-0.670392361467
ACH-000078,-0.633533912555
ACH-000082,-0.8194226851209999
ACH-000085,-0.6444729619780001
ACH-000086,-0.489693663336
ACH-000087,-0.609407545003
ACH-000092,-0.542815016324
ACH-000095,-0.639731664228
ACH-000097,-0.541054611732
ACH-000098,-0.36251308746699995
ACH-000099,-0.429379635255
ACH-000108,-0.639324379584
ACH-000113,-0.431139378815
ACH-000115,-0.598353539268
ACH-000116,-0.473520156761
ACH-000118,-0.6352392335779999
ACH-000120,-0.540510550604
ACH-000123,-0.350229879659
ACH-000127,-0.41505912611100004
ACH-000128,-0.42794001581200003
ACH-000132,-0.228196672227
ACH-000133,-0.313318003028
ACH-000137,-0.257568049754
ACH-000138,-0.35812464319799997
ACH-000142,-0.597853795418
ACH-000143,-0.4505027714
ACH-000146,-0.805603975529
ACH-000148,-0.544208556396
ACH-000150,-0.556843963487
ACH-000152,-0.443124710634
ACH-000153,-0.479288706108
ACH-000159,-0.793265413991
ACH-000160,-0.410255591101
ACH-000163,-0.554380940444
ACH-000167,-0.6803003975499999
ACH-000168,-0.600377106224
ACH-000169,-0.770393229219
ACH-000178,-0.567689767731
ACH-000182,-0.6527904784
ACH-000183,-0.35755348433
ACH-000188,-0.305097946781
ACH-000189,-0.353118444665
ACH-000190,-0.709087138625
ACH-000198,-0.349541206675
ACH-000204,-0.377651013323
ACH-000206,-0.326708626517
ACH-000207,-0.5277713084269999
ACH-000211,-0.253149442154
ACH-000215,-0.493276726636
ACH-000221,-0.264158279014
ACH-000222,-0.523091480034
ACH-000223,-0.729996183995
ACH-000226,-0.301002048716
ACH-000227,-0.623754037502
ACH-000228,-0.46461949940700004
ACH-000231,-0.283505028499
ACH-000232,-0.39167731474
ACH-000233,-0.336772711752
ACH-000234,-0.7816467558920001
ACH-000235,-0.646265241905
ACH-000237,-0.507299716598
ACH-000238,-0.42080666536
ACH-000243,-0.481791582118
ACH-000244,-0.67870668614
ACH-000246,-0.5259508841439999
ACH-000248,-0.5295000042069999
ACH-000250,-0.425794336818
ACH-000251,-0.457314454725
ACH-000253,-0.647606583531
ACH-000255,-0.427303283815
ACH-000256,-0.469606548438
ACH-000257,-0.377984840714
ACH-000258,-0.282930582248
ACH-000259,-0.503446176616
ACH-000260,-0.493189108462
ACH-000261,-0.377096410396
ACH-000262,-0.35172674059500003
ACH-000263,-0.180912315019
ACH-000264,-0.492663849573
ACH-000265,-0.544750633946
ACH-000266,-0.67408469121
ACH-000272,-0.478982443033
ACH-000273,-0.410051871526
ACH-000274,-0.6540386154600001
ACH-000277,-0.376991035567
ACH-000278,-0.345115090387
ACH-000279,-0.39971156188900003
ACH-000280,-0.434654259262
ACH-000281,-0.430077164049
ACH-000288,-0.34551678848000006
ACH-000291,-0.602322051343
ACH-000293,-0.666285389205
ACH-000294,-0.144802676752
ACH-000295,-0.265169411483
ACH-000296,-0.6010471161
ACH-000302,-0.420799899248
ACH-000304,-0.66039658605
ACH-000307,-0.626177329699
ACH-000308,-0.466591205718
ACH-000310,-0.43561068713
ACH-000311,-0.5282935507240001
ACH-000312,-0.661700694793
ACH-000315,-0.316830636584
ACH-000316,-0.634038208926
ACH-000317,-0.588067928998
ACH-000318,-0.304805843585
ACH-000319,-0.515707011354
ACH-000320,-0.460526082757
ACH-000322,-0.678564826168
ACH-000323,-0.357442461687
ACH-000324,-0.5038264760600001
ACH-000329,-0.39332268648400004
ACH-000330,-0.197971736342
ACH-000331,-0.6906794635179999
ACH-000332,-0.7225990523450001
ACH-000334,-0.36268197052699996
ACH-000335,-0.759780589095
ACH-000336,-0.331501331156
ACH-000337,-0.347258532637
ACH-000339,-0.294495789366
ACH-000341,-0.622654854696
ACH-000348,-0.5003911091659999
ACH-000350,-0.5790460032620001
ACH-000352,-0.391177196003
ACH-000356,-0.524179081635
ACH-000361,-0.261695396501
ACH-000362,-0.225779404041
ACH-000363,-0.48736283115400003
ACH-000364,-0.494659279482
ACH-000365,-0.36689737400899997
ACH-000366,-0.292295639308
