,GNPDA2 (132789)
ACH-000004,-0.0860648396233
ACH-000007,-0.07206044637619999
ACH-000009,-0.220143014054
ACH-000011,0.0569141191548
ACH-000012,-0.132514603709
ACH-000013,-0.0893453168971
ACH-000014,-0.150039176554
ACH-000015,-0.11132561684699999
ACH-000017,-0.04479462118
ACH-000018,0.008111374359510001
ACH-000019,-0.105744378342
ACH-000021,-0.21878656675299998
ACH-000022,0.011964201075500001
ACH-000025,-0.123442053608
ACH-000028,-0.036937536813300004
ACH-000030,-0.114057554299
ACH-000035,0.0744665880948
ACH-000036,-0.11761466186200001
ACH-000037,-0.017250895277599997
ACH-000039,-0.35015488599
ACH-000040,-0.0840310469467
ACH-000041,-0.0805784100898
ACH-000042,-0.20950623369899998
ACH-000045,0.0542298311775
ACH-000047,-0.0304271886026
ACH-000052,-0.219346700546
ACH-000053,-0.23347210092300003
ACH-000054,-0.08129385764439999
ACH-000055,-0.167132927466
ACH-000060,-0.23848285992499998
ACH-000067,0.018259324362
ACH-000070,-0.0361660272442
ACH-000075,0.11953741765699999
ACH-000078,-0.432846353514
ACH-000082,0.10756734573599999
ACH-000085,0.000324984902919
ACH-000086,-0.12012338693600001
ACH-000087,0.308620371043
ACH-000092,-0.07195431482589999
ACH-000095,-0.236035292448
ACH-000097,-0.16179153285
ACH-000098,0.252346327633
ACH-000099,-0.142095658668
ACH-000108,-0.31215959474
ACH-000113,-0.030398929624799998
ACH-000115,-0.138671218891
ACH-000116,-0.106203422535
ACH-000118,-0.28393685206999997
ACH-000120,-0.00287247448825
ACH-000123,-0.268563627512
ACH-000127,0.0601211892419
ACH-000128,-0.155371700636
ACH-000132,-0.03935448950769999
ACH-000133,-0.17091357847
ACH-000137,-0.0307417319204
ACH-000138,-0.228945524138
ACH-000142,-0.152170968391
ACH-000143,0.0459698095641
ACH-000146,-0.20592073725200002
ACH-000148,-0.15460974035299999
ACH-000150,-0.042668060663199996
ACH-000152,-0.136159825516
ACH-000153,-0.032194584665
ACH-000159,-0.08020990327260001
ACH-000160,0.00437551591752
ACH-000163,0.16063571104
ACH-000167,-0.004152593276570001
ACH-000168,0.017883466357900002
ACH-000169,-0.06900191344939999
ACH-000178,-0.135991994811
ACH-000182,-0.042093581912900004
ACH-000183,0.0221222599981
ACH-000188,-0.23400700351599998
ACH-000189,0.211389124028
ACH-000190,-0.140961873496
ACH-000198,0.0998920936914
ACH-000204,-0.261065202305
ACH-000206,-0.086164181492
ACH-000207,0.0449039074206
ACH-000211,-0.10247770473099999
ACH-000215,-0.0782589263389
ACH-000221,0.0278768615973
ACH-000222,-0.234101983997
ACH-000223,-0.149868650626
ACH-000226,-0.09708205361700001
ACH-000227,-0.162116835725
ACH-000228,-0.150187801933
ACH-000231,-0.131271706928
ACH-000232,0.00711448916429
ACH-000233,-0.109626013697
ACH-000234,-0.208469785783
ACH-000235,-0.135487087695
ACH-000237,-0.06997510333060002
ACH-000238,-0.18556032235999997
ACH-000243,-0.256820382668
ACH-000244,-0.13043994151
ACH-000246,-0.16683926121099998
ACH-000248,-0.148850056288
ACH-000250,-0.044652317334400005
ACH-000251,-0.18006458460000002
ACH-000253,-0.015320622524999999
ACH-000255,-0.118744195
ACH-000256,-0.17174614166299998
ACH-000257,0.106296126075
ACH-000258,-0.220659596645
ACH-000259,-0.220053985909
ACH-000260,-0.155303415144
ACH-000261,-0.0486924076838
ACH-000262,-0.318234562526
ACH-000263,0.0560204731101
ACH-000264,-0.213452598746
ACH-000265,-0.15421038885
ACH-000266,-0.134071636195
ACH-000272,-0.0346389128697
ACH-000273,-0.156631273629
ACH-000274,-0.158060759941
ACH-000277,-0.0531346856857
ACH-000278,0.06255424684380001
ACH-000279,-0.151215788925
ACH-000280,-0.14974644517000002
ACH-000281,-0.24141397824400002
ACH-000288,-0.113654022612
ACH-000291,-0.0243920307052
ACH-000293,-0.17549996428599998
ACH-000294,-0.31376842387299997
ACH-000295,-0.0368266991923
ACH-000296,-0.206154972885
ACH-000302,-0.0138624562779
ACH-000304,0.0701651716289
ACH-000307,0.011908037477
ACH-000308,-0.154479250825
ACH-000310,-0.6307163927889999
ACH-000311,-0.293067565765
ACH-000312,-0.258847741381
ACH-000315,-0.0987973658845
