,HADHA (3030)
ACH-000004,-0.25733150541099997
ACH-000007,-0.209241442028
ACH-000009,-0.37355207245300004
ACH-000011,-0.315027581411
ACH-000012,-0.14323490293299998
ACH-000013,-0.119736269297
ACH-000014,-0.259121303676
ACH-000015,-0.12160969810000001
ACH-000017,-0.0763450201648
ACH-000018,-0.38391429954000006
ACH-000019,-0.21411645008699998
ACH-000021,-0.08736602376949999
ACH-000022,-0.22017234530000002
ACH-000025,-0.289413196344
ACH-000028,-0.228808862804
ACH-000030,-0.140856605148
ACH-000035,-0.324217527046
ACH-000036,-0.192035616602
ACH-000037,-0.347228106008
ACH-000039,-0.176565145722
ACH-000040,-0.23070130782200002
ACH-000041,-0.23798478741999998
ACH-000042,-0.213210031848
ACH-000045,-0.025378300477900004
ACH-000047,-0.252501867619
ACH-000052,-0.40786174325
ACH-000053,-0.157400582165
ACH-000054,-0.13595972003100001
ACH-000055,-0.07562236592739999
ACH-000060,-0.348726355439
ACH-000067,-0.24996948411699998
ACH-000070,0.0851530440215
ACH-000075,-0.423153051298
ACH-000078,-0.335601503319
ACH-000082,-0.09694121499469999
ACH-000085,-0.520166267109
ACH-000086,-0.16472426485400002
ACH-000087,-0.40761875669500003
ACH-000092,-0.37392489626100006
ACH-000095,-0.114844361548
ACH-000097,-0.167118683251
ACH-000098,-0.022839242029
ACH-000099,-0.109823446827
ACH-000108,-0.291783489412
ACH-000113,-0.167494177358
ACH-000115,0.0075418241791
ACH-000116,-0.255348096852
ACH-000118,-0.120572527444
ACH-000120,-0.132782525386
ACH-000123,-0.168656057089
ACH-000127,-0.164441392836
ACH-000128,-0.162846307281
ACH-000132,-0.05777095212
ACH-000133,-0.139247185374
ACH-000137,-0.165475754386
ACH-000138,-0.17525533498399998
ACH-000142,-0.367656817787
ACH-000143,-0.11328273890999999
ACH-000146,-0.24499175094300002
ACH-000148,-0.22359616995700002
ACH-000150,0.0750836313703
ACH-000152,-0.280974119895
ACH-000153,-0.094729608879
ACH-000159,-0.15940995305199998
ACH-000160,-0.04401966810269999
ACH-000163,-0.150141039023
ACH-000167,-0.346736795434
ACH-000168,0.00930910868732
ACH-000169,-0.157192049906
ACH-000178,-0.165151220781
ACH-000182,-0.0711503886396
ACH-000183,-0.205343282946
ACH-000188,-0.25337330727400004
ACH-000189,-0.24300246866300002
ACH-000190,-0.120818206966
ACH-000198,-0.174015742823
ACH-000204,-0.223227426347
ACH-000206,-0.0549528096207
ACH-000207,-0.182352657403
ACH-000211,-0.192712248883
ACH-000215,-0.259761895498
ACH-000221,0.154264287528
ACH-000222,-0.36860706910700003
ACH-000223,-0.283416929672
ACH-000226,-0.270813185918
ACH-000227,-0.19205455369600002
ACH-000228,-0.229423652967
ACH-000231,-0.139707545461
ACH-000232,-0.302573361291
ACH-000233,-0.12050185709200001
ACH-000234,-0.20422660443100002
ACH-000235,-0.193772266946
ACH-000237,0.020998684005
ACH-000238,-0.355683684144
ACH-000243,-0.409599521492
ACH-000244,-0.144843118832
ACH-000246,-0.0989408968475
ACH-000248,-0.34599034680299995
ACH-000250,-0.11820670900699999
ACH-000251,-0.243891856391
ACH-000253,-0.053335738674599995
ACH-000255,-0.35316495650799995
ACH-000256,-0.406527580726
ACH-000257,-0.172732290444
ACH-000258,-0.154354999907
ACH-000259,-0.345001189054
ACH-000260,-0.199130827176
ACH-000261,-0.282737807357
ACH-000262,-0.18545070613200001
ACH-000263,0.402395521633
ACH-000264,-0.08587889229080001
ACH-000265,-0.225368897214
ACH-000266,-0.20544555267099998
ACH-000272,-0.377445624305
ACH-000273,-0.207359461331
ACH-000274,-0.266509995316
ACH-000277,-0.296795787164
ACH-000278,-0.18236273968
ACH-000279,-0.171731889408
ACH-000280,-0.151439257063
ACH-000281,-0.291825103606
ACH-000288,-0.361445721447
ACH-000291,-0.0466616647071
ACH-000293,-0.231425571324
ACH-000294,-0.41968425711999996
ACH-000295,-0.211081187653
ACH-000296,-0.56234623282
ACH-000302,-0.170786603506
ACH-000304,-0.125273536562
ACH-000307,-0.326450967488
ACH-000308,-0.286116774844
ACH-000310,-0.450206477648
ACH-000311,-0.491184332478
ACH-000312,-0.277004850807
ACH-000315,0.0108262231779
ACH-000316,-0.33338376612799997
ACH-000317,-0.372203644556
ACH-000318,-0.16068320769000002
ACH-000319,-0.124680173193
ACH-000320,-0.29650892879
ACH-000322,-0.208937234183
ACH-000323,-0.179422869538
ACH-000324,-0.126742795996
ACH-000329,-0.17752836956300003
ACH-000330,-0.026811747455599996
ACH-000331,-0.20789142931600002
ACH-000332,-0.274161581591
ACH-000334,-0.0761203436338
ACH-000335,-0.313541733416
ACH-000336,-0.281308021161
ACH-000337,-0.0812993174133
ACH-000339,-0.149335057326
ACH-000341,-0.0610061183378
ACH-000348,-0.13917281778100002
ACH-000350,-0.153736852898
ACH-000352,-0.0384132981163
ACH-000356,0.00347646371078
ACH-000361,-0.122021293755
ACH-000362,-0.229089555848
ACH-000363,-0.09192628808980001
ACH-000364,-0.199198493776
ACH-000365,-0.06929151110710001
ACH-000366,-0.152034707945
ACH-000368,-0.223771166444
ACH-000374,-0.0370703495912
ACH-000375,-0.19117419523499998
ACH-000376,-0.259750500502
ACH-000381,-0.263955981319
ACH-000383,-0.0774657210308
ACH-000387,-0.13644627960300001
ACH-000389,-0.208970271989
ACH-000390,-0.028333875029099998
ACH-000393,-0.265712257229
ACH-000395,-0.193434503701
ACH-000397,-0.147462553923
ACH-000401,-0.249152317595
ACH-000402,-0.285858083654
ACH-000403,-0.175737668832
ACH-000404,-0.055984528287899994
ACH-000406,-0.0761118642173
ACH-000407,-0.132611956424
ACH-000408,-0.20879897195900002
ACH-000410,-0.14047797719799998
ACH-000411,0.0075359359346400005
ACH-000414,-0.359731719457
ACH-000415,-0.16156750873700002
ACH-000416,-0.220683096267
ACH-000420,-0.27775006639600003
ACH-000421,-0.0529367575626
ACH-000424,0.353367960299
ACH-000425,-0.015446251825600001
ACH-000426,0.10518883456700001
ACH-000427,0.24340047386500002
ACH-000433,-0.11394456486400001
ACH-000436,-0.432434203595
ACH-000444,0.017834652829599996
ACH-000445,0.10024264089099999
ACH-000448,-0.08331212102810001
ACH-000450,0.0481913230793
ACH-000452,-0.10511126474199999
ACH-000454,-0.386044990896
ACH-000458,-0.35144574055100003
ACH-000459,-0.0488632695645
ACH-000460,-0.205998999452
ACH-000461,-0.361242327692
ACH-000463,-0.11218650410900001
ACH-000464,-0.176817201054
ACH-000466,-0.0937073684027
ACH-000467,-0.272052012749
ACH-000468,-0.24574634036200002
ACH-000469,-0.09766973548360001
ACH-000470,-0.158617964512
ACH-000471,-0.199048233514
ACH-000472,-0.146962435348
ACH-000473,-0.192227330732
ACH-000475,-0.115556943241
ACH-000476,-0.263991655116
ACH-000477,-0.31556780226
ACH-000480,-0.162655299253
ACH-000481,0.04363097509740001
ACH-000483,0.021416782565200004
ACH-000484,-0.143513234498
ACH-000485,-0.37041950775300003
ACH-000486,-0.0683265484393
ACH-000487,-0.270498684529
ACH-000488,-0.130153930987
ACH-000490,-0.158236487071
ACH-000491,-0.11255443554000001
ACH-000495,-0.28628560821800003
ACH-000496,-0.37618783951800006
ACH-000499,0.0155631130553
ACH-000500,-0.0405958932801
ACH-000502,-0.11059237438899999
ACH-000503,-0.30073786824
ACH-000505,-0.24570685839200002
ACH-000507,-0.253214471235
ACH-000510,-0.0268853540792
ACH-000511,-0.111807035406
ACH-000512,-0.171561877454
ACH-000516,-0.168906891949
ACH-000517,-0.17996633647500002
ACH-000518,-0.189282456355
ACH-000520,-0.10899773179500001
ACH-000521,-0.21103471194600001
ACH-000522,-0.113964460522
ACH-000524,-0.23773003444000002
ACH-000527,-0.14700203642999998
ACH-000528,-0.158197024021
ACH-000537,0.0328127489108
ACH-000541,-0.395286848967
ACH-000542,-0.07195518832539999
ACH-000544,-0.0783210468551
ACH-000545,-0.224826328801
ACH-000547,-0.41181982611699997
ACH-000548,-0.263362923586
ACH-000549,-0.35182400078000003
ACH-000550,-0.41360220651600005
ACH-000552,0.034533611151900005
ACH-000556,-0.18500740495200002
ACH-000557,-0.315894238226
ACH-000570,-0.283687845831
ACH-000571,-0.23478848045899997
ACH-000573,-0.18973722216699998
ACH-000576,-0.162761824558
ACH-000580,-0.06542532310100001
ACH-000584,-0.239913900173
ACH-000585,-0.171251966442
ACH-000588,-0.02140717864
ACH-000589,-0.283276725977
ACH-000591,-0.234625101704
ACH-000593,-0.094627073026
ACH-000600,-0.0342579483026
ACH-000601,-0.212445513819
ACH-000604,-0.145444735845
ACH-000605,0.024887563561
ACH-000606,-0.206588542469
ACH-000608,-0.169535547619
ACH-000614,-0.192852909601
ACH-000616,-0.253818541621
ACH-000618,-0.173726632262
ACH-000619,-0.07578630034739998
ACH-000620,-0.0730945645853
ACH-000621,-0.239492700117
ACH-000622,-0.321005443984
ACH-000623,-0.184336229394
ACH-000624,-0.271619385673
ACH-000627,-0.283502380913
ACH-000630,-0.410292282319
ACH-000632,-0.24980863656999996
ACH-000633,-0.545224915102
ACH-000637,0.115877543904
ACH-000638,-0.143680017723
ACH-000646,-0.0977260900412
ACH-000647,-0.251829191842
ACH-000648,-0.26784982068
ACH-000649,-0.309083138072
ACH-000651,-0.08855346225289999
ACH-000652,0.10520124732200001
ACH-000653,-0.300099250206
ACH-000657,-0.14521803572699998
ACH-000658,-0.015814796322399998
ACH-000661,-0.221908462286
ACH-000662,-0.19882107462200002
ACH-000663,-0.317325765746
ACH-000665,-0.184949538541
ACH-000671,-0.229290793162
ACH-000673,-0.231641901513
ACH-000676,-0.227907479846
ACH-000677,0.0130870268138
ACH-000681,-0.276143093966
ACH-000682,-0.22058465046700002
ACH-000683,-0.18506233162900002
ACH-000684,-0.213517856385
ACH-000688,-0.37233533132700003
ACH-000693,-0.31409764005999996
ACH-000694,-0.0736584166417
ACH-000695,-0.32412547006700004
ACH-000696,-0.160015625503
ACH-000697,-0.25852285838399996
ACH-000699,-0.228869074443
ACH-000701,-0.258490653486
ACH-000706,-0.19047182943399998
ACH-000711,-0.18185649642700003
ACH-000713,-0.0151897307403
ACH-000714,-0.386332407901
ACH-000718,-0.228289683253
ACH-000720,-0.195629086812
ACH-000721,-0.228354562542
ACH-000724,-0.0441596555984
ACH-000725,-0.230445421716
ACH-000732,-0.20246428195500002
ACH-000734,-0.111094362152
ACH-000735,-0.177469564754
ACH-000736,-0.159435017234
ACH-000738,-0.0969192697517
ACH-000746,-0.282554053372
ACH-000747,-0.263794521143
ACH-000748,0.028514326320599997
ACH-000753,-0.0538799526126
ACH-000756,-0.132221941459
ACH-000757,-0.170359209266
ACH-000758,0.009213763721520002
ACH-000760,-0.105607873258
ACH-000763,-0.188170097189
ACH-000764,-0.130003005823
ACH-000765,-0.23799642662599998
ACH-000766,-0.336045219326
ACH-000767,-0.08856274493079999
ACH-000768,-0.176457702616
ACH-000769,-0.264442556597
ACH-000770,-0.199359277585
ACH-000771,-0.261316236046
ACH-000773,-0.16779877677299998
ACH-000776,-0.177940116523
ACH-000777,-0.257071412965
ACH-000778,-0.0982659684603
ACH-000781,-0.197189247539
ACH-000782,-0.0377555415277
ACH-000783,-0.239306244801
ACH-000784,-0.0289769180929
ACH-000785,-0.390012472068
ACH-000787,-0.24343262956099998
ACH-000788,-0.13802286454
ACH-000791,-0.292291425338
ACH-000792,-0.27834740383
ACH-000794,-0.171530955414
ACH-000796,-0.251614910517
ACH-000799,-0.553474890615
ACH-000800,-0.0899495245414
ACH-000802,-0.0212233984807
ACH-000804,-0.24072400142099998
ACH-000805,-0.0997722944682
ACH-000809,-0.0711536193809
ACH-000810,-0.466248545531
