,APC (324)
ACH-000416,-0.4602673146399999
ACH-000420,-0.374179027108
ACH-000421,-0.344884663327
ACH-000424,-0.299969999638
ACH-000425,-0.242480612863
ACH-000426,-0.37142121287
ACH-000427,-0.435423216222
ACH-000433,-0.255815358048
ACH-000436,-0.533376407844
ACH-000444,-0.597080722324
ACH-000445,-0.539809947545
ACH-000448,-0.998419790615
ACH-000450,-0.10633960365
ACH-000452,-0.571387793974
ACH-000454,-0.1793042013
ACH-000458,-0.437919306941
ACH-000459,-0.669246274483
ACH-000460,-0.693243460439
ACH-000461,-0.592144076454
ACH-000463,-0.316120334121
ACH-000464,-0.549120808108
ACH-000466,-0.596282551333
ACH-000467,-0.136644127707
ACH-000468,-0.333295364237
ACH-000469,-0.615250035592
ACH-000470,-0.361690017135
ACH-000471,-0.5715472609960001
ACH-000472,-0.445560876506
ACH-000473,-0.3965429379
ACH-000475,-0.3383683466
ACH-000476,-0.40952217494599996
ACH-000477,-0.45524049550499995
ACH-000480,-0.0906690264996
ACH-000481,-0.272427705156
ACH-000483,-0.499825746787
ACH-000484,-0.301629176748
ACH-000485,-0.0923000434182
ACH-000486,-0.683213925159
ACH-000487,-0.309959378212
ACH-000488,-0.553930029652
ACH-000490,-0.517326554312
ACH-000491,-0.593900311787
ACH-000495,-0.47868727346600004
ACH-000496,-0.450297428958
ACH-000499,-0.20371263817000002
ACH-000500,-0.396389914872
ACH-000502,-0.300640301713
ACH-000503,-0.502287665741
ACH-000505,-0.709095558169
ACH-000507,-0.377462600963
ACH-000510,-0.197505070956
ACH-000511,-0.195749343578
ACH-000512,-1.10597623691
ACH-000516,-0.509412191606
ACH-000517,0.189049553352
ACH-000518,-0.592224176187
ACH-000520,-0.335376819938
ACH-000521,-0.26975032436
ACH-000522,-0.11918606262800001
ACH-000524,-1.15428443355
ACH-000527,-0.36267963924400004
ACH-000528,-0.736156940262
ACH-000537,-0.717731126075
ACH-000541,-0.427118747746
ACH-000542,-0.4356146247
ACH-000544,-0.505251803985
ACH-000545,-0.444007489222
ACH-000547,-0.428443098623
ACH-000548,-0.644519747954
ACH-000549,-0.27247838518
ACH-000550,-0.48100359591499997
ACH-000552,-0.970853660617
ACH-000556,-0.433387468473
ACH-000557,-0.140275702026
ACH-000570,-0.5142479409390001
ACH-000571,-0.25460308344300003
ACH-000573,-0.710733149779
ACH-000576,-0.601888151623
ACH-000580,-0.231143349224
ACH-000584,-0.673296830535
ACH-000585,-0.45978652758
ACH-000588,-0.5032436095589999
ACH-000589,-0.659332840173
ACH-000591,-0.213020899207
ACH-000593,-0.5320641059319999
ACH-000600,-0.462050961906
ACH-000601,-0.424485390445
ACH-000604,-0.337228255004
ACH-000605,-0.5599022829510001
ACH-000606,-0.642877156475
ACH-000608,-0.0257875105187
ACH-000614,-0.0008572133116739999
ACH-000616,-0.12129034535800001
ACH-000618,-0.829481271574
ACH-000619,-0.309845255373
ACH-000620,-0.577913265787
ACH-000621,-0.271078145229
ACH-000622,-1.12724712561
ACH-000623,-0.662707486843
ACH-000624,-0.44705678874300003
ACH-000627,-0.221111949089
ACH-000630,-0.703899487679
ACH-000632,-0.6711498463500001
ACH-000633,-0.891973437053
ACH-000637,-0.40597259989699996
ACH-000638,-0.689553611202
ACH-000646,-0.7032285662219999
ACH-000647,-0.294945127827
ACH-000648,-0.0956874316313
ACH-000649,-0.411568200158
ACH-000651,-0.35010044261600004
ACH-000652,-0.343616210514
ACH-000653,-0.611099026826
ACH-000657,-0.07986287551799999
ACH-000658,-0.30810071912
ACH-000661,-0.43647849275899997
ACH-000662,-0.340239995215
ACH-000663,-0.5050814379249999
ACH-000665,-0.41827956310599995
ACH-000671,-0.185582387449
ACH-000673,-0.62989525041
ACH-000676,-0.417518234983
ACH-000677,-0.16074026265799998
ACH-000681,-0.515135202755
ACH-000682,-0.49081283037699996
ACH-000683,-1.21772081866
ACH-000684,-0.699355701619
ACH-000688,-0.803271958511
ACH-000693,-0.580304681466
ACH-000694,-0.577333958949
ACH-000695,-0.309611695582
ACH-000696,-0.370897206664
ACH-000697,-0.68439400458
ACH-000699,-0.587287717475
ACH-000701,-0.29285974367
ACH-000706,-0.44321593250600005
ACH-000711,-0.597072092545
ACH-000713,-0.530638328118
ACH-000714,-0.655504403247
ACH-000718,-0.30113432964299996
ACH-000720,-0.544798765518
ACH-000721,-0.365151993842
ACH-000724,-0.533068053213
ACH-000725,-0.4452853721600001
ACH-000732,-0.44289175005000003
ACH-000734,-0.308608030973
ACH-000735,-0.6787058684080001
ACH-000736,0.19566363714600002
ACH-000738,-0.5167076547789999
ACH-000746,-0.21556085898400001
ACH-000747,-0.396088417056
ACH-000748,-0.239914459683
ACH-000753,-0.578707686271
ACH-000756,-0.8669817111779999
ACH-000757,-0.45637410507700005
ACH-000758,-0.549202046483
ACH-000760,-0.697290156372
ACH-000763,-0.8286494563179999
ACH-000764,-0.07406265641439999
ACH-000765,-0.262586536752
ACH-000766,-0.577331904364
ACH-000767,-0.610498179728
ACH-000768,-0.089939192093
ACH-000769,-0.171808126465
ACH-000770,-0.34844616363799996
ACH-000771,-0.37368685969300003
ACH-000773,-0.378252036331
ACH-000776,-0.500206462818
ACH-000777,-0.422971010094
ACH-000778,-0.292387719254
ACH-000781,-0.5622503635130001
ACH-000782,-0.689719157377
ACH-000783,-0.595943709882
ACH-000784,-0.5987808839000001
ACH-000785,-0.462132688469
ACH-000787,-0.473503586435
ACH-000788,-0.739174142162
ACH-000791,-0.611009327174
ACH-000792,-0.549015271821
ACH-000794,-0.33916008232
ACH-000796,-0.46376098852700004
ACH-000799,-0.8059945407410001
ACH-000800,-0.48047521621600003
ACH-000802,-0.576782260702
ACH-000804,-0.7646189599500001
ACH-000805,-0.724501694812
ACH-000809,-0.422463914846
ACH-000810,-0.142261099609
ACH-000811,-0.5849598213880001
ACH-000817,-0.452692793956
ACH-000819,-0.695568361673
ACH-000820,-0.464988098083
ACH-000821,-0.582125488042
ACH-000822,-0.486006323307
ACH-000823,-0.339746537527
ACH-000824,-0.390003970814
ACH-000827,-0.748483426543
ACH-000829,-0.670781904869
ACH-000831,-0.410591379104
ACH-000832,-0.542884360999
ACH-000833,-0.14703547677
ACH-000834,-0.524575542964
ACH-000835,-0.6463903295310001
ACH-000836,-0.46869466844999996
ACH-000837,-0.42315786556900004
ACH-000838,-0.519483595882
ACH-000839,-0.535526078638
ACH-000840,-1.05229040087
ACH-000841,-0.43986985498000003
ACH-000843,-0.636541732772
ACH-000846,-0.627414395144
ACH-000847,-0.532629848276
ACH-000848,-0.6411296716439999
ACH-000849,-0.540370189122
ACH-000851,-0.977091138437
ACH-000855,-0.41738899853100003
ACH-000856,-0.635912887991
ACH-000858,-0.709628296026
ACH-000859,-0.370844580332
ACH-000861,-0.42297949482
ACH-000862,-0.330809202324
ACH-000865,-0.636251652129
ACH-000866,-0.781370347597
ACH-000867,-0.136220019441
ACH-000869,-0.601424979884
ACH-000872,-0.579243096926
ACH-000873,-0.29061530725699997
ACH-000876,-0.14991487535999998
ACH-000878,-0.9956124766459999
ACH-000880,-0.0768625346485
ACH-000881,-0.10640111982000001
ACH-000882,-0.42544667982600004
ACH-000884,-0.474579266764
ACH-000885,-0.688444461013
ACH-000887,-0.644960206457
ACH-000888,-0.178370803471
ACH-000889,-0.245015489814
ACH-000890,-0.37668588062299996
ACH-000896,-0.62517635268
ACH-000898,-0.309366471688
ACH-000900,-0.510323698209
ACH-000901,-0.387939547499
ACH-000905,-0.900880093008
ACH-000906,0.0256277066346
ACH-000907,-0.286546812045
ACH-000910,-0.5301857965869999
ACH-000911,-0.584435743166
ACH-000912,-0.386370246889
ACH-000913,-0.593269179133
ACH-000915,-0.493133486885
ACH-000916,-0.10036498835100001
ACH-000917,-0.760063573602
ACH-000921,-0.450509153151
ACH-000924,-0.633114288493
ACH-000926,-0.166604248544
ACH-000928,-0.6740113882879999
ACH-000929,-0.418632941079
ACH-000932,-0.12345803873099999
ACH-000935,-0.565763505428
ACH-000936,-0.661506765141
ACH-000937,-0.714672362278
ACH-000938,-0.8377491587279999
ACH-000939,-0.608863041368
ACH-000941,-0.288512743733
ACH-000943,-0.19470860350299998
ACH-000946,-0.547165252002
ACH-000947,-0.376652309867
ACH-000948,-0.768879068954
ACH-000950,-0.7201343302140001
ACH-000953,-0.5323193938699999
ACH-000957,-0.25659409503
ACH-000958,-0.360389050516
ACH-000960,-0.7467739168549999
ACH-000963,-1.24524112248
ACH-000968,-0.592858792506
ACH-000969,-0.25285736101399997
ACH-000973,-0.454499437152
ACH-000974,-0.34274411118299997
ACH-000975,-0.616470698081
ACH-000976,-0.258969291102
ACH-000978,-0.384840103467
ACH-000980,-0.439916713201
ACH-000984,-0.38764444255
ACH-000986,-1.0192321125700001
ACH-000988,-0.810677190643
ACH-000993,-0.8778857791169999
ACH-000994,-0.31152706835
ACH-000996,-0.6870990531110001
ACH-001001,-0.23369158395
ACH-001020,-0.27616100857
ACH-001028,-0.30746427507
ACH-001031,0.424720171483
ACH-001038,-0.32172844981
ACH-001048,-0.579464608022
ACH-001050,-0.583572228514
ACH-001053,-0.815522682659
ACH-001054,-0.528975038985
ACH-001061,-0.68215444111
ACH-001067,-0.333465518052
ACH-001075,-0.814363863584
ACH-001096,-0.644650053561
ACH-001128,-0.729988413494
ACH-001134,-0.46540789046000003
ACH-001151,-0.390997325484
ACH-001163,-0.16179131504
ACH-001164,-0.9218521503799999
ACH-001173,-0.644861327866
ACH-001183,-0.5585541569
ACH-001184,-0.654476928417
ACH-001190,-0.901254573433
ACH-001192,-0.334144601689
ACH-001193,-0.185102649508
ACH-001196,-0.577300115277
ACH-001197,-0.6946279880249999
ACH-001205,-0.608336966189
ACH-001211,-0.389908121717
ACH-001212,0.373509697678
ACH-001228,-0.778771414019
ACH-001232,-0.688797582813
ACH-001239,-0.632626609064
ACH-001274,-0.70390441119
ACH-001275,-0.270958679335
ACH-001277,-0.375434104793
ACH-001278,0.040785582446900004
ACH-001280,0.21981133919100002
ACH-001283,-0.536474131381
ACH-001289,-0.194899018087
ACH-001295,-0.644453749964
ACH-001300,-0.550639754658
ACH-001301,-0.649447379336
ACH-001302,-0.21237075818
ACH-001303,-0.387547607563
ACH-001306,-0.329682135274
ACH-001318,-0.738018895664
ACH-001322,-0.70884086759
ACH-001328,-0.430130389763
ACH-001332,-0.41608760205399997
ACH-001333,-0.135432532729
ACH-001336,-0.663510855635
ACH-001340,-0.8978189487799999
ACH-001346,-0.366102188985
ACH-001353,-0.224360449043
ACH-001354,-0.9764077496860001
ACH-001367,-0.811189351011
ACH-001368,-0.6134872295430001
ACH-001374,-0.41443285236599997
ACH-001375,-0.07435322904130001
ACH-001377,-0.466323772161
ACH-001380,-0.399779753736
ACH-001391,-0.505412159858
ACH-001407,-0.452955178271
ACH-001408,-0.653098934281
ACH-001413,-0.720261427165
ACH-001430,-0.252201424338
ACH-001431,-0.5160468083399999
ACH-001450,-0.59050973926
ACH-001496,-0.9940224457119999
ACH-001500,-0.3467673333
ACH-001521,-0.29084718610800003
ACH-001523,-0.574147165271
ACH-001532,-0.279868013654
ACH-001536,-0.0115821969374
ACH-001550,-0.595578982954
ACH-001552,-0.5863010448170001
ACH-001554,-0.599303830319
ACH-001645,-0.718105330527
ACH-001654,-0.793768989454
ACH-001715,-0.631775431124
ACH-001735,-0.807472879104
ACH-001736,-0.221981599399
ACH-001737,-0.749597734941
ACH-001740,-0.6411182438090001
ACH-001745,-0.680986725569
ACH-001750,-0.612649606405
ACH-001765,-0.386036835263
ACH-001956,-0.552040870748
ACH-001957,-0.27385443828
