,RYR1 (6261)
ACH-000004,-0.295846766256
ACH-000007,-0.210821731818
ACH-000009,-0.45575186529
ACH-000011,-0.220184170687
ACH-000012,-0.304368042998
ACH-000013,-0.639970423661
ACH-000014,-0.104950945191
ACH-000015,-0.324878527453
ACH-000017,-0.284289624348
ACH-000018,-0.39338910316
ACH-000019,-0.153588280558
ACH-000021,-0.483013988965
ACH-000022,-0.426917829087
ACH-000025,-0.23647397973499998
ACH-000028,-0.27496343397
ACH-000030,-0.400648688821
ACH-000035,-0.267203402832
ACH-000036,-0.103317292329
ACH-000037,-0.11919554435900001
ACH-000039,-0.207533714243
ACH-000040,-0.16012090544399998
ACH-000041,-0.166100564698
ACH-000042,-0.17304469354000002
ACH-000045,-0.08275095324519999
ACH-000047,-0.36120055888400004
ACH-000052,-0.23332741045299998
ACH-000053,-0.33602424901
ACH-000054,-0.296493004387
ACH-000055,-0.362577278087
ACH-000060,-0.180182068826
ACH-000067,-0.186938467108
ACH-000070,-0.057758737771600004
ACH-000075,-0.275279602058
ACH-000078,-0.390083375946
ACH-000082,-0.145136004145
ACH-000085,-0.123174618813
ACH-000086,-0.397471507274
ACH-000087,-0.453838226229
ACH-000092,-0.309915445256
ACH-000095,-0.218221176244
ACH-000097,-0.37090157487
ACH-000098,-0.40536377746799995
ACH-000099,-0.340523314977
ACH-000108,-0.305914914567
ACH-000113,-0.11387027795099999
ACH-000115,-0.370085088865
ACH-000116,-0.19276137553300002
ACH-000118,-0.30747176205
ACH-000120,-0.34189731750600005
ACH-000123,-0.32184108438299996
ACH-000127,-0.215556330662
ACH-000128,-0.160680227945
ACH-000132,-0.17034682804200002
ACH-000133,-0.422974705608
ACH-000137,-0.5926039860360001
ACH-000138,-0.308566315052
ACH-000142,-0.647735985819
ACH-000143,-0.120735471743
ACH-000146,-0.333925643742
ACH-000148,-0.243499116155
ACH-000150,-0.27784760385
ACH-000152,-0.310254818282
ACH-000153,-0.318938564404
ACH-000159,-0.262605818871
ACH-000160,-0.289926222193
ACH-000163,-0.325095322669
ACH-000167,-0.100465664866
