,FRG1 (2483)
ACH-000211,-0.575330842386
ACH-000215,-0.381707337103
ACH-000221,-0.145789681502
ACH-000222,-0.187879754051
ACH-000223,-0.36429234270099997
ACH-000226,-0.306660109066
ACH-000227,-0.548797273111
ACH-000228,-0.39291391958099997
ACH-000231,-0.639770272713
ACH-000232,-0.389556074935
ACH-000233,-0.592805192893
ACH-000234,-0.542772498261
ACH-000235,-0.41859798564999995
ACH-000237,-0.307801254547
ACH-000238,-0.640987194735
ACH-000243,-0.637754329932
ACH-000244,-0.424453617883
ACH-000246,-0.39348857018399996
ACH-000248,-0.707386731208
ACH-000250,-0.5241224015020001
ACH-000251,-0.6837394664
ACH-000253,-0.38448573701300004
ACH-000255,-0.482705375674
ACH-000256,-0.49784791838200004
ACH-000257,0.0537428593361
ACH-000258,-0.598489218966
ACH-000259,-0.311360431728
ACH-000260,-0.569716297805
ACH-000261,-0.453097114017
ACH-000262,-0.461457280966
ACH-000263,-0.310250178397
ACH-000264,-0.326777088743
ACH-000265,-0.42442588819300003
ACH-000266,-0.464823571214
ACH-000272,-0.36836441391900004
ACH-000273,-0.596641448918
ACH-000274,-0.34635379758900003
ACH-000277,-0.25841659208900003
ACH-000278,-0.707960415085
ACH-000279,-0.426880459302
ACH-000280,-0.425884505549
ACH-000281,-0.30394111573399996
ACH-000288,-0.434680554748
ACH-000291,-0.616744070597
ACH-000293,-0.5435710760010001
ACH-000294,-0.31885281058000003
ACH-000295,-0.128939895847
ACH-000296,-0.31558789596700004
ACH-000302,-0.352702968931
ACH-000304,-0.328691388126
ACH-000307,-0.343616753352
ACH-000308,-0.46739772832099996
ACH-000310,-0.779402677134
ACH-000311,-0.480151110287
ACH-000312,-0.300475175977
ACH-000315,0.014980459462700001
ACH-000316,-0.298076782287
ACH-000317,-0.28857662436500003
ACH-000318,-0.393102103842
ACH-000319,-0.45694116154799996
ACH-000320,-0.270376313541
ACH-000322,-0.45162084655699997
ACH-000323,-0.352388795624
ACH-000324,-0.233265201122
ACH-000329,-0.33799619879500004
ACH-000330,-0.354617241709
ACH-000331,-0.498938167162
ACH-000332,-0.197634794567
ACH-000334,-0.32065089661699997
ACH-000335,-0.6737943700579999
ACH-000336,-0.18914826642700003
ACH-000337,-0.276461160097
ACH-000339,-0.36031275492700005
ACH-000341,-0.373575575973
ACH-000348,-0.5733830407680001
ACH-000350,-0.303587026759
ACH-000352,-0.5519660486300001
ACH-000356,0.174757533821
ACH-000361,-0.48688563267800006
ACH-000362,-0.286877852701
ACH-000363,-0.328468907138
ACH-000364,-0.379466863027
ACH-000365,-0.3235929967
ACH-000366,-0.37764104504199997
ACH-000368,-0.7374720597769999
ACH-000374,-0.27655021189
ACH-000375,-0.537536970175
ACH-000376,-0.346431523756
ACH-000381,-0.355728953895
ACH-000383,-0.262037008241
ACH-000387,-0.46608221646700004
ACH-000389,-0.49255874231700003
ACH-000390,-0.247666943136
ACH-000393,-0.664326445941
ACH-000395,-0.251666316438
ACH-000397,-0.474842360391
ACH-000401,-0.326145433369
ACH-000402,-0.39649843487099995
ACH-000403,-0.532639280383
ACH-000404,-0.839044430069
ACH-000406,-0.332078330554
ACH-000407,-0.551924143866
ACH-000408,-0.430490803294
ACH-000410,-0.233118468614
ACH-000411,-0.558859549199
ACH-000414,-0.461538792419
ACH-000415,-0.17307067911899998
ACH-000416,-0.41798361414499996
ACH-000420,-0.29994258323399997
ACH-000421,-0.371901707428
ACH-000424,-0.393259259154
ACH-000425,-0.24820433738699998
ACH-000426,-0.432523375136
ACH-000427,-0.833147384957
ACH-000433,-0.23562358193000005
ACH-000436,-0.30053630494600003
ACH-000444,-0.369905498583
ACH-000445,-0.317223064087
ACH-000448,-0.45070838436300004
ACH-000450,-0.6071670855219999
ACH-000452,-0.295295504845
ACH-000454,-0.30739716846500004
ACH-000458,-0.13498310338400002
ACH-000459,-0.469910372025
ACH-000460,-0.377101751865
ACH-000461,-0.497289606618
ACH-000463,-0.376253452135
ACH-000464,-0.5363971516089999
ACH-000466,-0.655777455399
ACH-000467,-0.462512070637
ACH-000468,-0.269737189856
ACH-000469,-0.608412254856
ACH-000470,-0.41915588157399997
ACH-000471,-0.389400284355
ACH-000472,-0.46642722458700003
ACH-000473,-0.274127277321
ACH-000475,-0.258174221263
ACH-000476,-0.35230324773000005
ACH-000477,-0.430736962407
ACH-000480,-0.310122596414
ACH-000481,-0.481108884964
ACH-000483,-0.507674853072
ACH-000484,-0.632885305439
ACH-000485,-0.460133352085
ACH-000486,-0.262182920086
ACH-000487,-0.42799529525700003
ACH-000488,-0.566405956511
ACH-000490,-0.361414696328
ACH-000491,-0.29148489825999996
ACH-000495,-0.28577245327100004
ACH-000496,-0.30124703448199996
ACH-000499,-0.168766679027
ACH-000500,0.519696456447
ACH-000502,-0.45869085132
ACH-000503,-0.233038209659
ACH-000505,-0.390915942235
ACH-000507,-0.167437554755
ACH-000510,-0.43545346948700003
ACH-000511,-0.45674473980499997
ACH-000512,-0.470002698108
ACH-000516,-0.624385081843
ACH-000517,-0.43861156222900005
ACH-000518,-0.355978570335
ACH-000520,-0.416649352365
ACH-000521,-0.22657006894600001
ACH-000522,-0.40883749994699997
ACH-000524,-0.35870977026699996
ACH-000527,-0.235438768336
ACH-000528,-0.395297995
ACH-000537,-0.213568742504
ACH-000541,-0.394299226222
ACH-000542,-0.418509568851
ACH-000544,-0.689107275156
ACH-000545,-0.18054552272799998
ACH-000547,-0.237756082711
ACH-000548,-0.7458624020769999
ACH-000549,-0.44060251798999994
ACH-000550,-0.227464950838
ACH-000552,-0.320984964261
ACH-000556,-0.252428929626
ACH-000557,-0.23672291555
ACH-000570,-0.378777298789
ACH-000571,-0.452710366236
ACH-000573,-0.570533222865
ACH-000576,-0.44085835809100005
ACH-000580,-0.362288156421
ACH-000584,-0.461210061109
ACH-000585,-0.445424509965
ACH-000588,-0.21331076160999998
ACH-000589,-0.424106988131
ACH-000591,-0.862831839191
ACH-000593,-0.258511361027
ACH-000600,-0.149952459751
ACH-000601,-0.516200093915
ACH-000604,-0.0502941087247
ACH-000605,-0.288806971655
ACH-000606,-0.26491099540999996
ACH-000608,-0.312471861213
ACH-000614,-0.383735713478
ACH-000616,-0.730065846242
ACH-000618,-0.401961718041
ACH-000619,-0.60645534555
ACH-000620,-0.337371250432
ACH-000621,-0.41044284261299996
ACH-000622,-0.235512154678
ACH-000623,-0.379830023068
ACH-000624,-0.426074759238
ACH-000627,-0.5383503242800001
ACH-000630,-0.301791759572
ACH-000632,-0.47550217703000003
ACH-000633,-0.257903060276
ACH-000637,-0.367555466765
ACH-000638,-0.211911618976
ACH-000646,-0.225424316305
ACH-000647,-0.41196666634499995
ACH-000648,-0.33642402008199995
ACH-000649,-0.158454709788
ACH-000651,-0.268804399071
ACH-000652,-0.17098720933699998
ACH-000653,-0.11701274593599999
ACH-000657,-0.24405836877599998
ACH-000658,-0.276056500797
ACH-000661,-0.41661499468900004
ACH-000662,-0.730214487167
ACH-000663,-0.269007058184
ACH-000665,-0.36425755124
ACH-000671,-0.159537334626
ACH-000673,-0.435393761399
ACH-000676,-0.380543851252
ACH-000677,-0.209355930504
ACH-000681,-0.31745522803000004
ACH-000682,-0.345545754798
ACH-000683,-0.522156651591
ACH-000684,-0.420442457052
ACH-000688,-0.30940851173
ACH-000693,-0.370188045714
ACH-000694,-0.436302756571
ACH-000695,-0.14084408820299998
ACH-000696,-0.25208524114799996
ACH-000697,-0.33647657928900004
ACH-000699,-0.5363060384430001
ACH-000701,-0.262449421407
ACH-000706,-0.308633873174
ACH-000711,-0.36210204651
ACH-000713,-0.18900834507
ACH-000714,-0.42407890897600004
ACH-000718,-0.572566789459
ACH-000720,-0.37021473344000005
ACH-000721,-0.257077148025
ACH-000724,-0.21745514805399999
ACH-000725,-0.143443417255
ACH-000732,-0.109575638493
ACH-000734,-0.451479486284
ACH-000735,-0.544192408359
ACH-000736,-0.122305521593
ACH-000738,-0.228127326398
ACH-000746,-0.22536057969700002
ACH-000747,-0.431003479164
ACH-000748,-0.315360730481
ACH-000753,-0.366176986667
ACH-000756,-0.6988981639849999
ACH-000757,-0.0817005182974
ACH-000758,-0.214798165385
ACH-000760,-0.35889908004
ACH-000763,0.010853713326299998
ACH-000764,-0.294240047854
ACH-000765,-0.38911265676600004
ACH-000766,-0.554683274554
ACH-000767,-0.16775577607
ACH-000768,-0.391957252027
ACH-000769,-0.0212463693835
ACH-000770,-0.597707424291
ACH-000771,-0.348643420684
ACH-000773,-0.32968866478799996
ACH-000776,-0.526952996206
ACH-000777,-0.650275167649
ACH-000778,-0.280517108147
ACH-000781,-0.499296418345
ACH-000782,-0.437097801034
ACH-000783,-0.436025387031
ACH-000784,-0.2710671673
ACH-000785,-0.546295102078
ACH-000787,-0.334673771206
ACH-000788,-0.42376539519
ACH-000791,-0.35500355874899997
ACH-000792,-0.557613656778
ACH-000794,-0.30864829544100003
ACH-000796,-0.24889740954599998
ACH-000799,-0.382664826201
ACH-000800,-0.748020801866
ACH-000802,-0.213831257799
ACH-000804,-0.700522186259
ACH-000805,-0.701319815019
ACH-000809,-0.24870340966999996
ACH-000810,0.15403225576500001
ACH-000811,-0.69123023816
ACH-000817,-0.44510628761200005
ACH-000819,-0.37209516538500004
ACH-000820,-0.597606575762
ACH-000821,0.049852116624600006
ACH-000822,-0.730164532844
ACH-000823,-0.21330185037799998
ACH-000824,-0.189046809977
ACH-000827,-0.679195226655
ACH-000829,-0.35625996603
ACH-000831,-0.112167042873
ACH-000832,-0.35162357709299996
ACH-000833,-0.38824753780500004
ACH-000834,-0.532530785675
ACH-000835,-0.153132939799
ACH-000836,-0.380958793821
ACH-000837,-0.313172465096
ACH-000838,-0.446020493212
ACH-000839,-0.379454859991
ACH-000840,-0.5138574277369999
ACH-000841,-0.344722417795
ACH-000843,-0.322661205542
ACH-000846,-0.406687063829
ACH-000847,-0.168043502988
ACH-000848,-0.410021262002
ACH-000849,-0.232333167559
ACH-000851,-0.441246147277
ACH-000855,-0.504177476838
ACH-000856,-0.416342277996
ACH-000858,-0.36674720257200005
ACH-000859,-0.469714147222
ACH-000861,-0.271673659056
ACH-000862,-0.272869534619
ACH-000865,-0.41112650557700003
ACH-000866,-0.294933911649
ACH-000867,-0.399902718311
ACH-000869,-0.586431772214
ACH-000872,-0.491100594048
ACH-000873,-0.454850911708
ACH-000876,-0.30250284286400003
ACH-000878,-0.568660227558
ACH-000880,-0.48766372655
ACH-000881,-0.24208372786
ACH-000882,-0.7233542811720001
ACH-000884,-0.387465283168
ACH-000885,-0.438163272662
ACH-000887,-0.435190838744
ACH-000888,-0.296826742912
ACH-000889,-0.379921048056
ACH-000890,-0.16879296328899998
ACH-000896,-0.24944221074200001
ACH-000898,-0.473677755781
ACH-000900,-0.33093894780099997
ACH-000901,-0.503285897532
ACH-000905,-0.218124522616
ACH-000906,-0.551139714129
ACH-000907,-0.368114058652
ACH-000910,-0.43650344666599994
ACH-000911,-0.388535826192
ACH-000912,-0.504302835774
ACH-000913,-0.418010566532
ACH-000915,-0.439568002433
ACH-000916,-0.0688016789444
ACH-000917,-0.327013826
ACH-000921,-0.550228627791
ACH-000924,-0.55842827351
ACH-000926,-0.23050509973799999
ACH-000928,-0.614513305872
ACH-000929,-0.804370465994
ACH-000932,-0.123601400561
ACH-000935,-0.807408504586
ACH-000936,-0.276659750518
ACH-000937,-0.38609078846
ACH-000938,-0.406080628284
ACH-000939,-0.379803987538
ACH-000941,-0.328312316835
ACH-000943,-0.16991257728700002
ACH-000946,-0.411390787611
ACH-000947,-0.42504714488399997
ACH-000948,-0.560520339992
ACH-000950,-0.593435743147
ACH-000953,-0.352055092417
ACH-000957,-0.343193254375
ACH-000958,-0.46421499977700004
ACH-000960,-0.416417436162
ACH-000963,-0.380440532058
ACH-000968,-0.340607192104
ACH-000969,-0.359226069859
ACH-000973,-0.38583047220899996
ACH-000974,-0.503748712605
ACH-000975,-0.321208427671
ACH-000976,-0.534887940725
ACH-000978,0.333314497107
ACH-000980,-0.3168118513
ACH-000984,-0.39103920801299996
ACH-000986,-0.342136774928
ACH-000988,-0.246943082554
ACH-000993,-0.406534807513
ACH-000994,-0.09973270766270001
ACH-000996,-0.48063117157799995
ACH-001001,-0.456104000444
ACH-001020,-0.44241401726
ACH-001028,-0.23674356781599998
ACH-001031,-0.46201950258100005
ACH-001038,-0.33318295864
ACH-001048,-0.621147989377
ACH-001050,-0.328357425162
ACH-001053,-0.451044409568
ACH-001054,-0.352942298924
ACH-001061,-0.668785784731
ACH-001067,-0.6947564861609999
ACH-001075,-0.31342976833
ACH-001096,-0.21927900056
ACH-001128,-0.40402358937399996
ACH-001134,-0.654770319125
ACH-001151,-0.43850610402900003
ACH-001163,-0.376020296141
ACH-001164,-0.46217713851400005
ACH-001173,-0.44233389342699997
ACH-001183,-0.395233788737
ACH-001184,-0.480686518504
ACH-001190,-0.45791378463
ACH-001192,-0.309231779518
ACH-001193,-0.653996786814
ACH-001196,-0.328843100242
ACH-001197,-0.577613087587
ACH-001205,-0.646892098961
ACH-001211,-0.449615009544
ACH-001212,-0.733376208079
ACH-001228,-1.0774124620399999
ACH-001232,-0.350160445351
ACH-001239,-0.47505512068000005
ACH-001274,-0.48986964997500004
ACH-001275,0.000755309408288
ACH-001277,-0.666342651539
ACH-001278,-0.588213675628
ACH-001280,-1.27821102414
ACH-001283,-0.25240406573699997
ACH-001289,-0.6038406188050001
ACH-001295,-0.300966801372
ACH-001300,-0.34804977612899995
ACH-001301,-0.660008335677
ACH-001302,-0.44848954563199994
ACH-001303,-0.325756670759
ACH-001306,-0.363602114433
ACH-001318,-0.375345989218
ACH-001322,-0.216894558868
ACH-001328,-0.7304041681479999
ACH-001332,-0.0898432396769
ACH-001333,-0.288966647744
ACH-001336,-0.384330270972
ACH-001340,-0.5460673203249999
ACH-001346,-0.49356808523100004
ACH-001353,-0.23750165293900002
ACH-001354,-0.798385683462
ACH-001367,0.00105820532542
ACH-001368,-0.514325212138
ACH-001374,-0.6755699507999999
ACH-001375,-0.480531113997
ACH-001377,-0.434320769842
ACH-001380,-0.364603853892
ACH-001391,-0.604130046299
ACH-001407,-0.266842376863
ACH-001408,-0.7598921317749999
ACH-001413,-0.19473651333
ACH-001430,-0.63897565062
ACH-001431,-0.37574764078100004
ACH-001450,-0.34796972628
ACH-001496,-0.448951894459
ACH-001500,-0.27357192431099997
ACH-001521,-0.601612776621
ACH-001523,-0.437613827404
ACH-001532,-0.527590837676
ACH-001536,-0.7199166929790001
ACH-001550,-0.518934370413
ACH-001552,-0.49783268364100003
ACH-001554,-0.389218099801
ACH-001645,-0.47477608332599996
ACH-001654,-0.425938301263
ACH-001715,-0.173518505367
ACH-001735,-0.254771869845
ACH-001736,-0.394719664212
ACH-001737,-0.890774005979
ACH-001740,-0.506714423218
ACH-001745,-0.244502196277
ACH-001750,-0.44385334516999997
ACH-001765,-0.37614724536899996
ACH-001956,-0.702059616676
ACH-001957,-0.6967727446240001
