,FECH (2235)
ACH-000648,-0.7516884585670001
ACH-000649,-0.149682114511
ACH-000651,-1.02005963169
ACH-000652,-0.729196075052
ACH-000653,-0.24332475928000002
ACH-000657,-0.170232974676
ACH-000658,-0.940470298791
ACH-000661,-0.26001510651500004
ACH-000662,-0.386625169648
ACH-000663,-0.43917487934699995
ACH-000665,-0.245176903576
ACH-000671,-0.53101956125
ACH-000673,-0.413340609108
ACH-000676,-0.377819315084
ACH-000677,-0.686452079054
ACH-000681,-0.517998742418
ACH-000682,-0.41512927193000004
ACH-000683,-0.42247983875100004
ACH-000684,-0.510845353735
ACH-000688,-0.5817357961540001
ACH-000693,-0.8280933357250001
ACH-000694,-0.6271033100460001
ACH-000695,-0.440490688652
ACH-000696,-0.502586998616
ACH-000697,-0.47429105137500005
ACH-000699,-0.691432203621
ACH-000701,-0.240523496225
ACH-000706,-0.648618932974
ACH-000711,-0.329027097972
ACH-000713,-0.18275114213399998
ACH-000714,-0.40586475682400003
ACH-000718,-0.476972472814
ACH-000720,-0.237342885052
ACH-000721,-0.265676066507
ACH-000724,-0.283327567138
ACH-000725,-0.639023561161
ACH-000732,-0.136360451218
ACH-000734,-0.156935550161
ACH-000735,-0.405500562393
ACH-000736,-0.611529378011
ACH-000738,-0.17817755589200002
ACH-000746,-0.402100745164
ACH-000747,-0.710173169207
ACH-000748,-0.215066854114
ACH-000753,-0.771273840227
ACH-000756,-0.252692411755
ACH-000757,-0.151040693376
ACH-000758,-0.787642143263
ACH-000760,-0.19443948347399997
ACH-000763,-0.551491950338
ACH-000764,-0.283381940866
ACH-000765,-0.481097623545
ACH-000766,-0.428309953935
ACH-000767,-0.409930301011
ACH-000768,-0.38573892524400005
ACH-000769,-0.661910922372
ACH-000770,-0.919127538439
ACH-000771,-0.126809519042
ACH-000773,-0.610605180164
ACH-000776,-0.249063125442
ACH-000777,-0.381609285286
ACH-000778,-0.717808467791
ACH-000781,-0.431388353725
ACH-000782,-0.398286138957
ACH-000783,-0.243877957353
ACH-000784,-0.474806992556
ACH-000785,-0.516210802867
ACH-000787,-0.419915967099
ACH-000788,-0.282152291202
ACH-000791,-0.544782438941
ACH-000792,-0.41696380477300005
ACH-000794,-0.156632750285
ACH-000796,-0.532309565599
ACH-000799,-0.495522660034
ACH-000800,-0.199957066411
ACH-000802,-0.504311198382
ACH-000804,-0.525360119086
ACH-000805,-0.147633125271
ACH-000809,-0.528845978872
ACH-000810,-0.162654390113
ACH-000811,-0.391425843442
ACH-000817,-0.36805763285
ACH-000819,-0.264440122883
ACH-000820,-0.260469001422
ACH-000821,-0.280800458538
ACH-000822,-0.32295570069699997
ACH-000823,-0.489052811302
ACH-000824,-0.187796770636
ACH-000827,-0.00492641938014
ACH-000829,-0.590468502531
ACH-000831,-0.837196164464
ACH-000832,-0.130685863938
ACH-000833,-0.586176282959
ACH-000834,-0.23821484871999998
ACH-000835,-0.366415917007
ACH-000836,-0.197840348326
ACH-000837,-0.542718022108
ACH-000838,-0.381590151783
ACH-000839,-0.490801090179
ACH-000840,-0.0244389587241
ACH-000841,-0.301723135604
ACH-000843,-1.2480355056499999
ACH-000846,-0.397930845918
ACH-000847,-0.328371364099
ACH-000848,-0.28730539941399996
ACH-000849,-0.450243838116
ACH-000851,-0.332458184607
ACH-000855,-0.614168206533
ACH-000856,-0.454441868173
ACH-000858,-1.09844807744
ACH-000859,-0.10224165044900001
ACH-000861,-0.546659274647
ACH-000862,-0.537426587081
ACH-000865,-0.436352315541
ACH-000866,-0.24842230377099997
ACH-000867,-0.27888788827100003
ACH-000869,-0.531657740426
ACH-000872,-0.524464311491
ACH-000873,-0.550246117106
ACH-000876,-0.29987652344300003
ACH-000878,-0.52901073384
ACH-000880,-0.353937307176
ACH-000881,-0.296311676445
ACH-000882,-0.312670158272
ACH-000884,-0.538909828063
ACH-000885,-0.27449296398
ACH-000887,-0.308741272914
ACH-000888,-0.926459167893
ACH-000889,-0.6577463373129999
ACH-000890,-0.432861977586
ACH-000896,-0.399326653342
ACH-000898,-0.6887165621019999
ACH-000900,-0.197946923326
ACH-000901,-0.44990220355599997
ACH-000905,-0.42510254058499997
ACH-000906,-0.41984505088
ACH-000907,-0.208855239777
ACH-000910,-1.21066783723
ACH-000911,-0.628631932105
ACH-000912,-0.20884551618900002
ACH-000913,-0.454667291552
ACH-000915,-0.45154870122199997
ACH-000916,-0.41270365967100003
ACH-000917,-0.442459846407
ACH-000921,-0.186515420546
ACH-000924,-0.523429643349
ACH-000926,-0.4258980957
ACH-000928,-0.655962438433
ACH-000929,-0.336384466529
ACH-000932,-0.740194783597
ACH-000935,-0.24557015530200002
ACH-000936,-0.32188766844300004
ACH-000937,-0.9590358186869999
ACH-000938,-0.822457436078
ACH-000939,-0.515803982625
ACH-000941,-0.5004623896670001
ACH-000943,-0.632773900395
ACH-000946,-0.362297894546
ACH-000947,-0.511096803025
ACH-000948,-0.293197731182
ACH-000950,-0.247837181074
ACH-000953,-0.502007785026
ACH-000957,-0.45877591945
ACH-000958,-0.30058262324900004
ACH-000960,-0.57490355508
ACH-000963,-0.399535567157
ACH-000968,-0.604825170453
ACH-000969,-1.05721436685
ACH-000973,-0.31110482010699997
ACH-000974,-0.185244067764
ACH-000975,-0.7063059866600001
ACH-000976,-0.396593585006
ACH-000978,-0.42991390375200006
ACH-000980,-0.784520052346
ACH-000984,-0.428759355722
ACH-000986,-0.44966134643
ACH-000988,-0.48963187314900003
ACH-000993,-0.162704628214
ACH-000994,-0.64324342643
ACH-000996,-0.246395582136
ACH-001001,-0.889953353809
ACH-001020,-0.21258337398200003
ACH-001028,-0.255100715554
ACH-001031,-0.34477644710999994
ACH-001038,-0.33650089573700004
ACH-001048,-0.179620368429
ACH-001050,-0.3591339671
ACH-001053,-0.389947791598
ACH-001054,-0.5536594610760001
ACH-001061,-0.657589807958
ACH-001067,-0.176218228767
ACH-001075,-0.288305580665
ACH-001096,-0.605027533089
ACH-001128,-0.0375243758149
ACH-001134,-0.33914844732
ACH-001151,-0.563812176954
ACH-001163,-0.659046580504
ACH-001164,-0.219542572137
ACH-001173,-0.354013455308
ACH-001183,-0.279745093908
ACH-001184,-0.260353485972
ACH-001190,-0.452905958653
ACH-001192,-0.66485412055
ACH-001193,-0.584778899706
ACH-001196,-0.338407567007
ACH-001197,-0.422959342327
ACH-001205,-0.367784225506
ACH-001211,-0.149660993137
ACH-001212,-0.448401640508
ACH-001228,-0.296670277879
ACH-001232,-0.294825350454
ACH-001239,-0.154226702916
ACH-001274,-0.155914254964
ACH-001275,-0.0792464033094
ACH-001277,-0.231340108009
ACH-001278,-0.5795573174440001
ACH-001280,-0.449390578838
ACH-001283,-0.200090838017
ACH-001289,-0.232179493467
ACH-001295,-0.401638634708
ACH-001300,-0.388224721919
ACH-001301,-0.389099120889
ACH-001302,-0.0889325282859
ACH-001303,-0.40566202386999994
ACH-001306,-0.279800003808
ACH-001318,-0.242399433768
ACH-001322,-0.438567958102
ACH-001328,-0.288290906864
ACH-001332,-0.267284948202
ACH-001333,-0.332983960808
ACH-001336,-0.44159018965499997
ACH-001340,-0.200790264287
ACH-001346,-0.41857062068800005
ACH-001353,-0.0128813550836
ACH-001354,-0.29885828624099997
ACH-001367,-0.424184331927
ACH-001368,-1.0258364437899998
ACH-001374,-0.0428082094539
ACH-001375,-0.172272701272
ACH-001377,-0.428970613299
ACH-001380,-0.41189074189999997
ACH-001391,-0.281701655084
ACH-001407,-0.315973196979
ACH-001408,-0.39911804782
ACH-001413,-0.187851999489
ACH-001430,-0.443178415709
ACH-001431,-0.380475457876
ACH-001450,-0.43669554642999997
ACH-001496,-0.38914326729800003
ACH-001500,-0.563892797024
ACH-001521,-0.24205826806400002
ACH-001523,-0.43492223480400005
ACH-001532,-0.09656836729900001
ACH-001536,-0.260173771906
ACH-001550,-0.424474376311
ACH-001552,-0.45575487865599995
ACH-001554,-0.641344790071
ACH-001645,-0.33536938928800003
ACH-001654,-0.37549305136999994
ACH-001715,-0.312981792914
ACH-001735,-0.539142199621
ACH-001736,-0.974627634602
ACH-001737,-0.571061123837
ACH-001740,-0.32756371162500003
ACH-001745,-0.489113500238
ACH-001750,-0.06702942860330001
ACH-001765,-0.159485857584
ACH-001956,-0.181840243915
ACH-001957,-0.331928635458
