,COPS7B (64708)
ACH-000004,0.0570059718372
ACH-000007,0.218926044395
ACH-000009,0.174804734268
ACH-000011,0.241701901596
ACH-000012,0.135887156948
ACH-000013,0.145598733041
ACH-000014,0.164114688283
ACH-000015,0.103143029256
ACH-000017,0.243150305667
ACH-000018,0.0850075304216
ACH-000019,0.296102254901
ACH-000021,0.0733474661837
ACH-000022,0.20056567612799997
ACH-000025,0.21245956632899998
ACH-000028,0.174534543669
ACH-000030,0.153885079044
ACH-000035,0.355020648894
ACH-000036,0.183298693583
ACH-000037,0.157781361235
ACH-000039,-0.304314551304
ACH-000040,0.20232061004500002
ACH-000041,0.304375587471
ACH-000042,0.11017362282
ACH-000045,0.0885105424924
ACH-000047,0.264790088103
ACH-000052,0.19677497347800002
ACH-000053,0.00681765665609
ACH-000054,0.28245581419
ACH-000055,0.134803961274
ACH-000060,0.32909855629
ACH-000067,-0.090214673533
ACH-000070,-0.165041388895
ACH-000075,0.131222979463
ACH-000078,-0.25894354601
ACH-000082,0.224992797766
ACH-000085,0.171743080231
ACH-000086,0.208121548901
ACH-000087,0.255588885441
ACH-000092,0.204937971124
ACH-000095,0.126315097592
ACH-000097,0.18980767485599997
ACH-000098,0.33886698488399997
ACH-000099,0.0322000146617
ACH-000108,0.04224722182630001
ACH-000113,0.137388290926
ACH-000115,0.197931459324
ACH-000116,0.120965529769
ACH-000118,0.255975985784
ACH-000120,0.134209037588
ACH-000123,0.255501731562
ACH-000127,0.255618283382
ACH-000128,0.188281885722
ACH-000132,0.142916587329
ACH-000133,0.0443058656126
ACH-000137,0.24150332704500002
ACH-000138,0.18585836645
ACH-000142,0.17802820862
ACH-000143,0.265848404811
ACH-000146,0.0904898676939
ACH-000148,0.23319323514499998
ACH-000150,0.26643677931
ACH-000152,0.277584792082
ACH-000153,-0.0754515121798
ACH-000159,0.131564526831
ACH-000160,0.13708547902100002
ACH-000163,0.21165614580699998
ACH-000167,0.281946054926
ACH-000168,0.194499297335
ACH-000169,0.323898331746
ACH-000178,0.25473841756099996
ACH-000182,0.126507435476
ACH-000183,-0.43026145485100004
ACH-000188,0.000485220194828
ACH-000189,-0.337020846212
ACH-000190,0.298578560597
ACH-000198,-0.236960303972
ACH-000204,-0.06039181240930001
ACH-000206,0.339876359005
ACH-000207,0.340575773407
ACH-000211,0.18545387793200002
ACH-000215,0.280187999232
ACH-000221,0.205438176996
ACH-000222,0.1508409344
ACH-000223,0.0556801176633
ACH-000226,0.128350680098
ACH-000227,0.32822116489500003
ACH-000228,0.334016095293
ACH-000231,0.237415673477
ACH-000232,0.38974069609300005
ACH-000233,0.144458817221
ACH-000234,0.216305684769
ACH-000235,0.246015117667
ACH-000237,0.13290970970000002
ACH-000238,0.114750806477
ACH-000243,0.151851957251
ACH-000244,0.36679736829899995
ACH-000246,0.218875631992
ACH-000248,0.0689568677133
ACH-000250,0.157647661619
ACH-000251,0.157114656794
ACH-000253,0.203400609592
ACH-000255,-0.0113689651201
ACH-000256,-0.0245058180895
ACH-000257,0.610684955173
ACH-000258,0.424334351334
ACH-000259,0.010852105598299999
ACH-000260,0.20622664089899997
ACH-000261,0.146863941259
ACH-000262,0.0375236289513
ACH-000263,0.0394802253631
ACH-000264,0.15934086014499999
ACH-000265,0.229193321942
ACH-000266,0.167920716709
ACH-000272,0.053590966444100004
ACH-000273,0.102369694306
ACH-000274,0.0710513751468
ACH-000277,0.154435439525
ACH-000278,0.21514158035
ACH-000279,0.15231509703600002
ACH-000280,0.0802974316138
ACH-000281,0.21269342637000002
ACH-000288,0.107503464734
ACH-000291,0.013939430319700002
ACH-000293,0.230175263833
ACH-000294,0.33833548545100006
ACH-000295,0.08708963667960001
ACH-000296,0.393124302737
ACH-000302,0.268119412816
ACH-000304,0.228401444672
ACH-000307,0.130150652763
ACH-000308,-0.0232540566159
ACH-000310,-0.267387595599
ACH-000311,0.0963183396825
ACH-000312,0.21079447683
ACH-000315,0.524043274477
ACH-000316,0.212634833953
ACH-000317,0.205714200134
ACH-000318,0.163001633142
ACH-000319,0.326390249063
ACH-000320,0.41621966471
ACH-000322,0.267547989346
ACH-000323,0.148637795023
ACH-000324,0.147613876845
ACH-000329,-0.004442021470859999
