,UNC119 (9094)
ACH-000004,-0.115203895778
ACH-000007,-0.287314743247
ACH-000009,-0.40590138442900003
ACH-000011,-0.49528458724200003
ACH-000012,-0.312416390244
ACH-000013,-0.235047927652
ACH-000014,0.005326219046979999
ACH-000015,-0.128064680383
ACH-000017,-0.59644851096
ACH-000018,-0.390966848844
ACH-000019,-0.469558700208
ACH-000021,-0.21885280247900002
ACH-000022,-0.332257382865
ACH-000025,-0.242338653422
ACH-000028,-0.46837905328999996
ACH-000030,-0.32196899682700003
ACH-000035,-0.42334015834
ACH-000036,-0.37455807479000003
ACH-000037,-0.242833126867
ACH-000039,-0.295536047726
ACH-000040,-0.0433077933436
ACH-000041,-0.37626334545699996
ACH-000042,-0.0274070964689
ACH-000045,-0.21226712108100002
ACH-000047,-0.256811893401
ACH-000052,-0.23049884129999998
ACH-000053,-0.366454751207
ACH-000054,-0.248890159296
ACH-000055,-0.296351262879
ACH-000060,-0.298756056
ACH-000067,-0.329901865684
ACH-000070,-0.146485270148
ACH-000075,-0.37605767708099996
ACH-000078,-0.32721355670200003
ACH-000082,-0.302646712
ACH-000085,-0.42205746287
ACH-000086,-0.20314521255999998
ACH-000087,-0.228921164967
ACH-000092,-0.034971483959
ACH-000095,-0.405968361725
ACH-000097,-0.388564819707
ACH-000098,-0.208129667768
ACH-000099,0.039633735905900004
ACH-000108,-0.417041928193
ACH-000113,-0.233879452722
ACH-000115,-0.258332369181
ACH-000116,-0.28709273803
ACH-000118,-0.23777775262200002
ACH-000120,-0.23284088186700003
ACH-000123,-0.364540088464
ACH-000127,-0.104701945614
ACH-000128,-0.17164918461
ACH-000132,-0.253633520647
ACH-000133,-0.10714463880200001
ACH-000137,-0.20993422964400002
ACH-000138,-0.208227037427
ACH-000142,-0.33659922073200005
ACH-000143,-0.0376291335462
ACH-000146,-0.326476400422
ACH-000148,-0.330952325031
ACH-000150,-0.190861708626
ACH-000152,-0.322432806058
ACH-000153,-0.263892124771
ACH-000159,-0.209480775714
ACH-000160,-0.188557194894
ACH-000163,-0.135146633825
ACH-000167,-0.000818436061849
ACH-000168,-0.35280596721600005
ACH-000169,-0.146906972477
ACH-000178,-0.324723970651
ACH-000182,-0.13315067003699999
ACH-000183,-0.350297767482
ACH-000188,-0.261346319043
ACH-000189,-0.333140450509
ACH-000190,-0.345281062257
ACH-000198,-0.0956993017708
ACH-000204,-0.0469473887757
ACH-000206,-0.09255146632860001
ACH-000207,-0.183011215063
ACH-000211,-0.407572202976
ACH-000215,-0.257230263396
ACH-000221,-0.15438310733
ACH-000222,-0.405287980412
ACH-000223,-0.29610916841699997
ACH-000226,-0.357693234829
ACH-000227,-0.052906865450499996
ACH-000228,-0.33684748997599995
ACH-000231,-0.43245243233
ACH-000232,-0.123156557411
ACH-000233,0.0165369193742
ACH-000234,-0.351247681271
ACH-000235,-0.36981470818400003
ACH-000237,-0.0779642054464
ACH-000238,-0.44632224159100004
ACH-000243,-0.475144947352
ACH-000244,-0.34037767655699996
ACH-000246,-0.204043030662
ACH-000248,-0.535759725878
ACH-000250,-0.282589886039
ACH-000251,-0.39936626620800003
ACH-000253,-0.301206546126
ACH-000255,-0.35039176148400003
ACH-000256,-0.127303369289
ACH-000257,0.0694360627351
ACH-000258,0.00500699893399
ACH-000259,-0.34087147512599997
ACH-000260,-0.17191452984000002
ACH-000261,-0.24168956128400002
ACH-000262,-0.180379001652
ACH-000263,-0.159015785586
ACH-000264,-0.26837314578
ACH-000265,-0.290357597268
ACH-000266,-0.226331310402
ACH-000272,-0.24065090140099998
ACH-000273,-0.189299471829
ACH-000274,-0.313085220482
ACH-000277,-0.36885355170999995
ACH-000278,-0.331021915022
ACH-000279,-0.10032355349300001
ACH-000280,-0.215998925872
ACH-000281,-0.0920331744551
ACH-000288,-0.38677036189400005
ACH-000291,-0.143183367851
ACH-000293,-0.466779208542
ACH-000294,-0.201727947311
ACH-000295,-0.34839110979599996
ACH-000296,-0.34550642286300004
ACH-000302,-0.21280968860100002
ACH-000304,-0.170950747537
ACH-000307,-0.165649270647
ACH-000308,-0.131978980378
ACH-000310,-0.21630231606999997
ACH-000311,-0.39303937728200006
ACH-000312,-0.212395626943
ACH-000315,0.0385502284109
ACH-000316,-0.402253090293
ACH-000317,-0.380500679013
ACH-000318,-0.175054929488
ACH-000319,-0.245088072461
ACH-000320,-0.353961966676
ACH-000322,-0.420782923627
ACH-000323,-0.345296712143
ACH-000324,-0.24828690985399998
ACH-000329,-0.370206964528
ACH-000330,-0.28056386786
ACH-000331,-0.411264687802
ACH-000332,-0.268793890717
ACH-000334,-0.38618770977399997
ACH-000335,-0.40482801850100003
ACH-000336,-0.238109789214
ACH-000337,-0.36436865484399994
ACH-000339,-0.444382209634
ACH-000341,-0.23963461316399998
ACH-000348,-0.256345021337
ACH-000350,-0.167397817696
ACH-000352,-0.176758909561
ACH-000356,-0.298329769427
ACH-000361,-0.17539554604600002
ACH-000362,-0.134976740214
ACH-000363,-0.21340298810199998
ACH-000364,-0.305674599046
ACH-000365,-0.143082417146
ACH-000366,-0.213913707095
ACH-000368,-0.226775046767
ACH-000374,-0.400308436044
ACH-000375,-0.28408895054
ACH-000376,-0.122670960815
ACH-000381,-0.313226362403
ACH-000383,-0.44977376395900004
ACH-000387,-0.280243160532
ACH-000389,-0.218533206935
ACH-000390,-0.43989649210000004
ACH-000393,-0.192671017634
ACH-000395,-0.294386586844
ACH-000397,-0.217687124778
ACH-000401,-0.17737759219000002
ACH-000402,-0.055640314650900004
ACH-000403,-0.524855711905
ACH-000404,-0.20676050413400002
ACH-000406,-0.351937154834
ACH-000407,-0.106749556125
ACH-000408,-0.30843481703000003
ACH-000410,-0.177241854556
ACH-000411,-0.357190528573
ACH-000414,-0.343045140004
ACH-000415,-0.43503091316500003
ACH-000416,-0.298278081788
ACH-000420,-0.227919065691
ACH-000421,-0.26931498700199996
ACH-000424,0.0344085860805
ACH-000425,-0.380492453405
ACH-000426,0.006284567960699999
ACH-000427,-0.580550818782
ACH-000433,-0.512673936363
ACH-000436,-0.13810791171599998
ACH-000444,-0.234073888773
ACH-000445,-0.399048705023
ACH-000448,-0.315095532117
ACH-000450,0.03983640425880001
ACH-000452,-0.289901486892
ACH-000454,0.09141451206189999
ACH-000458,-0.304079804497
ACH-000459,-0.23496621476500001
ACH-000460,-0.139410812973
ACH-000461,0.028015657096000002
ACH-000463,-0.125404044051
ACH-000464,0.09932964015339998
ACH-000466,-0.25283819892
ACH-000467,-0.333530237721
ACH-000468,-0.21781204185400002
ACH-000469,-0.26457396345600004
ACH-000470,-0.331928976457
ACH-000471,-0.310233327421
ACH-000472,-0.25942543159000003
ACH-000473,-0.179220887062
ACH-000475,-0.221728143997
ACH-000476,-0.19178317643800002
ACH-000477,-0.0627746808652
ACH-000480,-0.122202397383
ACH-000481,-0.199469101138
ACH-000483,-0.264289385907
ACH-000484,-0.139755376072
ACH-000485,-0.37198786208000006
ACH-000486,-0.479878367989
ACH-000487,-0.129501579739
ACH-000488,-0.217332261405
ACH-000490,-0.208651474111
ACH-000491,-0.441149813162
ACH-000495,-0.28137676166299996
ACH-000496,-0.268239858888
ACH-000499,0.038485475644099994
ACH-000500,-0.40635026116899997
ACH-000502,-0.493277276466
ACH-000503,-0.206946763904
ACH-000505,-0.103300737252
ACH-000507,-0.260810639846
ACH-000510,-0.18088969806699998
ACH-000511,-0.12027204016899999
ACH-000512,0.0686832221582
ACH-000516,-0.41423680524400003
ACH-000517,-0.16114906097999998
ACH-000518,-0.043693540685099994
ACH-000520,-0.263676982883
ACH-000521,-0.6977801607330001
ACH-000522,-0.21111485816199999
ACH-000524,-0.307750500707
ACH-000527,-0.379358843583
ACH-000528,-0.20254721528900002
ACH-000537,-0.344427259457
ACH-000541,-0.319063404941
ACH-000542,-0.459388244975
ACH-000544,-0.339252901673
ACH-000545,-0.212065925475
ACH-000547,-0.240134151077
ACH-000548,-0.254168046217
ACH-000549,-0.213520889362
ACH-000550,-0.162356307121
ACH-000552,-0.3122356811
ACH-000556,-0.418561737622
ACH-000557,-0.138927524441
ACH-000570,-0.18855136267499997
ACH-000571,-0.224097652886
ACH-000573,-0.18227256241300002
ACH-000576,-0.33876085653899995
ACH-000580,-0.269303717816
ACH-000584,-0.15542774460300002
ACH-000585,-0.150320276781
ACH-000588,-0.31483498109499997
ACH-000589,-0.244944047517
ACH-000591,0.0118318595331
ACH-000593,-0.398297672192
ACH-000600,-0.29315276354200004
ACH-000601,-0.376951842878
ACH-000604,-0.0786594709612
ACH-000605,-0.21552038118900002
ACH-000606,-0.358199306417
ACH-000608,-0.186926159918
ACH-000614,-0.176909343332
ACH-000616,-0.401870141118
ACH-000618,-0.25774985864100003
ACH-000619,-0.388400390447
ACH-000620,-0.28425036440900003
ACH-000621,-0.19842263553800002
ACH-000622,-0.160087241311
ACH-000623,-0.397086326381
ACH-000624,-0.311639860086
ACH-000627,-0.358780732844
ACH-000630,-0.178900381186
ACH-000632,-0.17562583967300002
ACH-000633,0.0170560738576
ACH-000637,-0.39939862776999996
ACH-000638,-0.509284912759
ACH-000646,-0.270632607678
ACH-000647,-0.509318263339
ACH-000648,-0.141844412579
ACH-000649,-0.242777020007
ACH-000651,-0.129801497388
ACH-000652,-0.18668585976399998
ACH-000653,-0.007978522527310001
ACH-000657,-0.255423637304
ACH-000658,-0.264720100004
ACH-000661,-0.22108359260000002
ACH-000662,-0.43826847531900004
ACH-000663,-0.264649526284
ACH-000665,-0.14157045137399998
ACH-000671,-0.031042182837499998
ACH-000673,-0.33289386825100004
ACH-000676,-0.206502146723
ACH-000677,-0.169554911755
ACH-000681,-0.23722715776
ACH-000682,-0.27327594948399997
ACH-000683,-0.019070864549099998
ACH-000684,-0.278297945361
ACH-000688,-0.46042979744400003
ACH-000693,-0.22026658428000004
ACH-000694,-0.10472769642000002
ACH-000695,-0.34870079789700004
ACH-000696,-0.241973390659
ACH-000697,-0.250478312375
ACH-000699,-0.33611076934399997
ACH-000701,-0.206701521586
ACH-000706,-0.140735425745
ACH-000711,-0.40889766521
ACH-000713,-0.420830629488
ACH-000714,-0.111332721563
ACH-000718,-0.288150902024
ACH-000720,-0.27671599228599997
ACH-000721,-0.271659184245
ACH-000724,0.0343108760367
ACH-000725,-0.600781848852
ACH-000732,-0.227467672993
ACH-000734,-0.036539964001099996
ACH-000735,-0.282192567524
ACH-000736,-0.146884405337
ACH-000738,-0.164176272359
ACH-000746,-0.226319470618
ACH-000747,-0.349713264822
ACH-000748,-0.145040684635
ACH-000753,-0.283048029244
ACH-000756,-0.194104323827
ACH-000757,-0.0507824514647
ACH-000758,-0.569148879627
ACH-000760,-0.160155507424
ACH-000763,-0.31789167996999995
ACH-000764,-0.21432354604000003
ACH-000765,-0.055250391633900005
ACH-000766,-0.320461563151
ACH-000767,-0.22228622786200003
ACH-000768,-0.223058653166
ACH-000769,-0.517230219027
ACH-000770,-0.224942154047
ACH-000771,-0.302454006769
ACH-000773,-0.572050882742
ACH-000776,-0.235700835086
ACH-000777,-0.0334950637107
ACH-000778,-0.145144588002
ACH-000781,-0.219783403435
ACH-000782,-0.09668438311139999
ACH-000783,-0.142344879896
ACH-000784,-0.154982142101
ACH-000785,-0.34758980740900003
ACH-000787,-0.10059722366599999
ACH-000788,-0.15840338134
ACH-000791,-0.50713957938
ACH-000792,-0.237372668984
ACH-000794,-0.23720153014400003
ACH-000796,-0.191460652097
ACH-000799,-0.658797576287
ACH-000800,0.009611764223270002
ACH-000802,-0.184435747209
ACH-000804,-0.168499768599
ACH-000805,-0.257839420235
ACH-000809,-0.618891351359
ACH-000810,-0.364818369955
ACH-000811,-0.321742596251
ACH-000817,-0.347618566915
ACH-000819,-0.0281312549117
ACH-000820,0.010135047747
ACH-000821,-0.20737399230599998
ACH-000822,-0.362979076805
ACH-000823,-0.245093863857
ACH-000824,-0.152527696448
ACH-000827,-0.17660252433499998
ACH-000829,-0.15153791857
ACH-000831,-0.18483805983399998
ACH-000832,-0.395134383042
ACH-000833,-0.056952068598499994
ACH-000834,-0.250870094963
ACH-000835,-0.164055995623
ACH-000836,-0.17397065820399998
ACH-000837,-0.469274400081
ACH-000838,-0.193812239179
ACH-000839,-0.47092558462300005
ACH-000840,-0.27648035600000004
ACH-000841,-0.44305814781999997
ACH-000843,-0.287294562712
ACH-000846,-0.428679505321
ACH-000847,-0.291961268821
ACH-000848,-0.165595304607
ACH-000849,-0.15866336721899998
ACH-000851,-0.210774344157
ACH-000855,-0.13716209996
ACH-000856,-0.357497011466
ACH-000858,-0.210320389948
ACH-000859,-0.40878386465000005
ACH-000861,-0.24625370898600002
ACH-000862,-0.184359954089
ACH-000865,-0.154872247056
ACH-000866,-0.328162562086
ACH-000867,-0.40163962024000005
ACH-000869,-0.339963919779
ACH-000872,-0.23251405549899998
ACH-000873,-0.242828282105
ACH-000876,-0.17672510893100002
ACH-000878,0.0323340076189
ACH-000880,-0.451335245471
ACH-000881,-0.073332989276
ACH-000882,-0.19782973060400003
ACH-000884,-0.235438589054
ACH-000885,-0.287709530244
ACH-000887,-0.426288762061
ACH-000888,-0.218545277623
ACH-000889,-0.143188103979
ACH-000890,-0.12556293278
ACH-000896,-0.163478887154
ACH-000898,-0.290149727108
ACH-000900,-0.623986381828
ACH-000901,-0.283919237248
ACH-000905,-0.201369086686
ACH-000906,-0.275478509403
ACH-000907,-0.365692385986
