,FOXN1 (8456)
ACH-000004,0.0129088661115
ACH-000007,0.0340080313508
ACH-000009,-0.193744031118
ACH-000011,-0.31263996595800003
ACH-000012,-0.38231732385899997
ACH-000013,-0.1240849168
ACH-000014,-0.125215220052
ACH-000015,-0.07299267513299999
ACH-000017,-0.310584746149
ACH-000018,-0.07132725547410002
ACH-000019,-0.414934958887
ACH-000021,-0.28789924992800003
ACH-000022,-0.608570088908
ACH-000025,-0.0425707212792
ACH-000028,-0.304518165273
ACH-000030,-0.24335888658399998
ACH-000035,-0.306924049179
ACH-000036,-0.0925023478593
ACH-000037,-0.0444886289128
ACH-000039,-0.291629130731
ACH-000040,-0.141859707477
ACH-000041,-0.264414043154
ACH-000042,-0.0771149774197
ACH-000045,-0.276059795441
ACH-000047,-0.0797111046429
ACH-000052,0.131734824656
ACH-000053,-0.270345452042
ACH-000054,-0.22082986923200001
ACH-000055,-0.14405256541300002
ACH-000060,-0.188479640662
ACH-000067,-0.255378160914
ACH-000070,-0.151911557821
ACH-000075,-0.0216092896136
ACH-000078,-0.223500758214
ACH-000082,-0.032541768050199996
ACH-000085,-0.46185094745099997
ACH-000086,-0.103424350228
ACH-000087,-0.0549972774716
ACH-000092,0.07943812804219999
ACH-000095,-0.247581980953
ACH-000097,-0.265605944727
ACH-000098,-0.028806480028900003
ACH-000099,-0.275976592961
ACH-000108,-0.19970124173099998
ACH-000113,-0.040392254016199995
ACH-000115,-0.297703156204
ACH-000116,-0.09418252621789999
ACH-000118,-0.194468890975
ACH-000120,-0.177466763352
ACH-000123,-0.11722579440400001
ACH-000127,-0.08986202560010001
ACH-000128,-0.265343008078
ACH-000132,-0.152033040565
ACH-000133,-0.162408393131
ACH-000137,-0.350400981639
ACH-000138,-0.124877181415
ACH-000142,-0.21597704924000002
ACH-000143,-0.0630254164105
ACH-000146,-0.192606031782
ACH-000148,-0.180863999805
ACH-000150,-0.014643829313299998
ACH-000152,-0.10345938031400001
ACH-000153,-0.419306477788
ACH-000159,-0.205639089444
ACH-000160,-0.28015156482500003
ACH-000163,-0.151484523958
ACH-000167,-0.0535312882599
ACH-000168,-0.060561341151900004
ACH-000169,-0.110315457719
ACH-000178,0.114225041869
ACH-000182,-0.042904198885199994
ACH-000183,-0.268103559582
ACH-000188,-0.280508660517
ACH-000189,-0.38424116099399996
ACH-000190,-0.290846283195
ACH-000198,-0.10208768314
ACH-000204,-0.310331334926
ACH-000206,-0.119980805071
ACH-000207,-0.213192250752
ACH-000211,-0.212820629051
ACH-000215,-0.239624889921
ACH-000221,-0.29192627214899997
ACH-000222,-0.0751580346197
ACH-000223,-0.10759137352600001
ACH-000226,-0.040155065710699996
ACH-000227,-0.0647876309601
ACH-000228,-0.286256285585
ACH-000231,-0.31468806166900004
ACH-000232,-0.069094862603
ACH-000233,-0.0256472234825
ACH-000234,-0.21991747374499998
ACH-000235,-0.316827050432
ACH-000237,-0.124175849915
ACH-000238,-0.244461091028
ACH-000243,-0.303186703758
ACH-000244,-0.22351356834000002
ACH-000246,-0.047652198677799996
ACH-000248,-0.5348074306480001
ACH-000250,-0.21434510399700002
ACH-000251,-0.0758823900007
ACH-000253,-0.27935400704999996
ACH-000255,-0.27783965352
ACH-000256,0.0566464895891
ACH-000257,-0.12288614475199999
ACH-000258,0.12642809047800002
ACH-000259,-0.139760170326
ACH-000260,-0.21540096161
ACH-000261,-0.11768010640399999
ACH-000262,-0.254729169195
ACH-000263,0.113584620362
ACH-000264,-0.221717121543
ACH-000265,-0.237765893004
ACH-000266,-0.171065495396
ACH-000272,-0.17985246414
ACH-000273,-0.0445102059423
ACH-000274,-0.270154876377
ACH-000277,-0.391750543137
ACH-000278,-0.08850327191530001
ACH-000279,-0.216701374243
ACH-000280,-0.25788096478100003
ACH-000281,-0.22302077719500002
ACH-000288,-0.344766630017
ACH-000291,-0.24928118384599998
ACH-000293,-0.38307201062299995
ACH-000294,-0.0920559004837
ACH-000295,-0.18255122170000002
ACH-000296,-0.45070429586800004
ACH-000302,-0.212964645277
ACH-000304,-0.33126734463
ACH-000307,0.017284351470400004
ACH-000308,-0.100514105253
ACH-000310,-0.0942559338482
ACH-000311,-0.116174699485
ACH-000312,-0.254730276678
ACH-000315,-0.322687429352
ACH-000316,-0.143643977078
ACH-000317,-0.0670857145798
ACH-000318,-0.199495837364
ACH-000319,-0.0410255100815
ACH-000320,-0.10107738508400001
ACH-000322,-0.0774188627995
ACH-000323,-0.49834779976000004
ACH-000324,-0.16309638544299998
ACH-000329,-0.17327720735500002
ACH-000330,-0.132605592159
ACH-000331,-0.142087755172
ACH-000332,-0.120533012016
