,EEF1E1 (9521)
ACH-000277,-0.47154520634900005
ACH-000278,-0.369291701751
ACH-000279,-0.36533400901199997
ACH-000280,-0.326061080137
ACH-000281,-0.386171265148
ACH-000288,-0.461754536172
ACH-000291,-0.43573880958300004
ACH-000293,-0.301743460817
ACH-000294,0.0329140385874
ACH-000295,-0.42965574991899996
ACH-000296,-0.4062427897
ACH-000302,-0.384457519684
ACH-000304,-0.389038142719
ACH-000307,-0.257645474455
ACH-000308,-0.5171821011909999
ACH-000310,-0.36110324156400003
ACH-000311,-0.270520913167
ACH-000312,-0.515613347489
ACH-000315,-0.328033377902
ACH-000316,-0.378338246618
ACH-000317,-0.201546898091
ACH-000318,-0.28164695595899997
ACH-000319,-0.13603543520300002
ACH-000320,-0.271024371075
ACH-000322,-0.600134630258
ACH-000323,-0.558570488939
ACH-000324,-0.610236062296
ACH-000329,-0.384638016339
ACH-000330,-0.542332015484
ACH-000331,-0.541109440214
ACH-000332,-0.8764559302089999
ACH-000334,-0.240329275689
ACH-000335,-0.586187703327
ACH-000336,-0.9109490192
ACH-000337,-0.41680564178400004
ACH-000339,-0.437991165295
ACH-000341,-0.09283143904829999
ACH-000348,-0.6665413946000001
ACH-000350,-0.230984528221
ACH-000352,-0.166282970799
ACH-000356,-0.389314876662
ACH-000361,-0.742942714035
ACH-000362,-0.39028104773100003
ACH-000363,-0.36017190111599995
ACH-000364,-0.07001630039510001
ACH-000365,-0.252109173415
ACH-000366,-0.16614468592
ACH-000368,-0.37399827659900003
ACH-000374,-0.567234620385
ACH-000375,-0.277413878179
ACH-000376,-0.481163767844
ACH-000381,-0.25321786570300003
ACH-000383,-0.274379815503
ACH-000387,-0.45443582937700006
ACH-000389,-0.478351566016
ACH-000390,-0.23447436525499998
ACH-000393,-0.513076106254
ACH-000395,-0.049673300027900005
ACH-000397,-0.16362798040100002
ACH-000401,-0.511754252565
ACH-000402,-0.132888958519
ACH-000403,-0.432990093529
ACH-000404,-0.50592529258
ACH-000406,-0.734854214374
ACH-000407,-0.29567339648
ACH-000408,-0.401352596685
ACH-000410,-0.202975901187
ACH-000411,-0.32317237086100004
ACH-000414,-0.213514419609
ACH-000415,-0.217397098704
ACH-000416,-0.27198764677799997
ACH-000420,-0.23357445400600002
ACH-000421,-0.185760434312
ACH-000424,-0.525149920788
ACH-000425,-0.494424967768
ACH-000426,-0.39096092580200004
ACH-000427,-0.14537081363
ACH-000433,-0.5374469211339999
ACH-000436,-0.484884063484
ACH-000444,-0.405139334506
ACH-000445,-0.5498093483690001
ACH-000448,-0.309176274061
ACH-000450,-0.5535117971469999
ACH-000452,-0.404840226438
ACH-000454,-0.25487152004700003
ACH-000458,-0.379607369886
ACH-000459,-0.67120816705
ACH-000460,-0.936421612576
ACH-000461,-0.873575430014
ACH-000463,-0.366339717883
ACH-000464,-0.6006924350330001
ACH-000466,-0.5264500663130001
ACH-000467,-0.417441339793
ACH-000468,-0.178793603653
ACH-000469,-0.422821171207
ACH-000470,-0.53874420734
ACH-000471,-0.323795761387
ACH-000472,-0.257809710674
ACH-000473,-0.36092618503
ACH-000475,-0.207060758363
ACH-000476,-0.40486428927
ACH-000477,-0.586146841039
ACH-000480,-0.568496564284
ACH-000481,-0.319749340496
ACH-000483,-0.603627859336
ACH-000484,-0.488717072711
ACH-000485,-0.472649779106
ACH-000486,-0.252978989085
ACH-000487,-0.7081620025380001
ACH-000488,-0.42342952057899996
ACH-000490,-0.398286910255
ACH-000491,-0.270858250957
ACH-000495,-0.516835153471
ACH-000496,-0.216308057884
ACH-000499,-0.217044801013
ACH-000500,-0.05539848793269999
ACH-000502,-0.267749348296
ACH-000503,-0.20433565011399998
ACH-000505,-0.276845828738
ACH-000507,-0.34725358704000003
ACH-000510,-0.1888419429
ACH-000511,-0.572598233185
ACH-000512,-0.309574896219
ACH-000516,-0.58560959111
ACH-000517,-0.314226793415
ACH-000518,-0.347398089309
ACH-000520,-0.383898902881
ACH-000521,-0.33798475776500003
ACH-000522,-0.299522088231
ACH-000524,-0.636049936503
ACH-000527,-0.32173793862100003
ACH-000528,-0.288710828076
ACH-000537,-0.402699362342
ACH-000541,-0.5310771029320001
ACH-000542,-0.296823412318
ACH-000544,-0.445936602268
ACH-000545,-0.244080353043
ACH-000547,-0.6134701726590001
ACH-000548,-0.379525670762
ACH-000549,-0.606947997101
ACH-000550,-0.462607824886
ACH-000552,-0.345225311277
ACH-000556,-0.178797703477
ACH-000557,-0.25439040859900003
ACH-000570,-0.426635591463
ACH-000571,-0.459705139925
ACH-000573,-0.296246689442
ACH-000576,-0.42794289538
ACH-000580,-0.406791401911
ACH-000584,-0.33813094425499995
ACH-000585,-0.459393325507
ACH-000588,-0.312681465821
ACH-000589,-0.422188681449
ACH-000591,-0.674039418509
ACH-000593,-0.30228937843000003
ACH-000600,-0.522423268038
ACH-000601,-0.35462827788400003
ACH-000604,-0.236207372208
ACH-000605,-0.28445587332600003
ACH-000606,-0.421295022719
ACH-000608,-0.381234660806
ACH-000614,-0.36941125983199996
ACH-000616,-0.57585439806
ACH-000618,-0.179859427073
ACH-000619,-0.5037640408649999
ACH-000620,-0.29585492945
ACH-000621,-0.582695107479
ACH-000622,-0.542422222237
ACH-000623,-0.622388886108
ACH-000624,-0.41416009505
ACH-000627,-0.453875571382
ACH-000630,-0.8484794256739999
ACH-000632,-0.496556598335
ACH-000633,-0.219222239446
ACH-000637,-0.537050532828
ACH-000638,-0.294056742545
ACH-000646,-0.633830655662
ACH-000647,-0.369672958437
ACH-000648,-0.288259051258
ACH-000649,-0.436970843585
ACH-000651,-0.23944282067400002
ACH-000652,-0.109697013783
ACH-000653,-0.43445649275
ACH-000657,-0.356837857366
ACH-000658,-0.826101181754
ACH-000661,-0.46784216582599997
ACH-000662,-0.5465134472290001
ACH-000663,-0.425230761542
ACH-000665,-0.368421444546
ACH-000671,-0.490020024854
ACH-000673,-0.341972738203
ACH-000676,-0.343287846281
ACH-000677,-0.326533347434
ACH-000681,-0.22026696350699998
ACH-000682,-0.46216561785
ACH-000683,-0.310652545604
ACH-000684,-0.352385109858
ACH-000688,-0.397604678401
ACH-000693,-0.577086950408
ACH-000694,-0.304667195391
ACH-000695,-0.357526960485
ACH-000696,-0.381813237045
ACH-000697,-0.12785287801200002
ACH-000699,-0.293197987928
ACH-000701,-0.519587855457
ACH-000706,-0.233979947518
ACH-000711,-0.42698999358199996
ACH-000713,-0.488038969714
ACH-000714,-0.23687064989599999
ACH-000718,-0.381699234444
ACH-000720,-0.337010405681
ACH-000721,-0.682485103996
ACH-000724,-0.30753905217099997
ACH-000725,-0.236886227988
ACH-000732,-0.454324949452
ACH-000734,-0.550671587442
ACH-000735,-0.345541945905
ACH-000736,-0.21652318296999998
ACH-000738,-0.340509452991
ACH-000746,-0.252096895677
ACH-000747,-0.267825623181
ACH-000748,-0.246923546141
ACH-000753,-0.17604759086199998
ACH-000756,-0.47508272140600005
ACH-000757,-0.0251666851161
ACH-000758,-0.349763311294
ACH-000760,-0.100033398841
ACH-000763,-0.5505783756539999
ACH-000764,-0.452676740647
ACH-000765,-0.681819345468
ACH-000766,-0.511288465678
ACH-000767,-0.466680017167
ACH-000768,-0.85199955051
ACH-000769,-0.48736811557099996
ACH-000770,-0.304386169511
ACH-000771,-0.453193931642
ACH-000773,-0.274784631148
ACH-000776,-0.153390808017
ACH-000777,-0.49156312725699997
ACH-000778,-0.46680621723300003
ACH-000781,-0.214232175966
ACH-000782,-0.162633293853
ACH-000783,-0.501059117037
ACH-000784,-0.250102398858
ACH-000785,-0.264617571022
ACH-000787,-0.332580988159
ACH-000788,-0.303009837515
ACH-000791,-0.231369391275
ACH-000792,-0.35917515109
ACH-000794,-0.33621133439
ACH-000796,-0.28573926553
ACH-000799,-0.580599978896
ACH-000800,-0.215552885418
ACH-000802,-0.301173869361
ACH-000804,-0.225323292816
ACH-000805,-0.48172172312
ACH-000809,-0.31677369916299997
ACH-000810,-0.519290420725
ACH-000811,-0.301219408859
ACH-000817,-0.69133737771
ACH-000819,-0.18521129244000004
ACH-000820,-0.486794966375
ACH-000821,-0.43322828618000003
ACH-000822,-0.24257579104000002
ACH-000823,-0.329965410632
ACH-000824,-0.248077117359
ACH-000827,-0.345745826611
ACH-000829,-0.391053319709
ACH-000831,-0.305312340409
ACH-000832,-0.33696545887100005
ACH-000833,-0.144977741436
ACH-000834,-0.6760655655210001
ACH-000835,-0.384497956613
ACH-000836,-0.602042388396
ACH-000837,-0.326086869799
ACH-000838,-0.12337893390799999
ACH-000839,-0.804633332603
ACH-000840,-0.28837613035799997
ACH-000841,-0.136329918077
ACH-000843,-0.368881753658
ACH-000846,-0.323303541441
ACH-000847,-0.394079416206
ACH-000848,-0.259092114188
ACH-000849,-0.43421307455700003
ACH-000851,-0.48933070992899996
ACH-000855,-0.323053378055
ACH-000856,-0.09307363742689999
ACH-000858,-0.42614983254600003
ACH-000859,-0.303996393747
ACH-000861,-0.510320462043
ACH-000862,-0.821724182915
ACH-000865,-0.797487727843
ACH-000866,-0.534719327741
ACH-000867,-0.390208678347
ACH-000869,0.0568204957254
ACH-000872,-0.39451670682400003
ACH-000873,-0.43519219892
ACH-000876,-0.651708519696
ACH-000878,-0.404470407868
ACH-000880,-0.539935313173
ACH-000881,-0.589039712482
ACH-000882,-0.53852444868
ACH-000884,-0.5839680065999999
ACH-000885,-0.567956630634
ACH-000887,-0.34969030001699997
ACH-000888,-0.366632768649
ACH-000889,-0.457445089582
ACH-000890,-0.41618417837099997
ACH-000896,-0.28861728723700003
ACH-000898,-0.309412604075
ACH-000900,-0.266518289914
ACH-000901,-0.388801825847
ACH-000905,-0.392475429797
ACH-000906,-0.38823470806599997
ACH-000907,-0.546233170845
ACH-000910,-0.271883585885
ACH-000911,-0.20770146301
ACH-000912,-0.360714156
ACH-000913,-0.456842532026
ACH-000915,-0.700372237931
ACH-000916,-0.604307252216
ACH-000917,-0.27493117512
ACH-000921,-0.21775092245799998
ACH-000924,-0.31729162064800004
ACH-000926,-1.09845231953
ACH-000928,-0.101188633293
ACH-000929,-0.858759159206
ACH-000932,-0.502256260506
ACH-000935,-0.495356727776
ACH-000936,-0.237268796978
ACH-000937,-0.394401656131
ACH-000938,-0.653210466806
ACH-000939,-0.30133185528900003
ACH-000941,-0.299664189973
ACH-000943,-0.36076646288099995
ACH-000946,-0.44557342406499995
ACH-000947,-0.216055318717
ACH-000948,-0.39495945771799995
ACH-000950,-0.518313871422
ACH-000953,-0.38372470352399995
ACH-000957,-0.22166119893199998
ACH-000958,-0.38026242889899997
ACH-000960,-0.330538265464
ACH-000963,-0.37572100122900004
ACH-000968,-0.465913856296
ACH-000969,-0.723579090971
ACH-000973,-0.41361643174
ACH-000974,-0.6315513504300001
ACH-000975,-0.292413473779
ACH-000976,-0.34063309842699996
ACH-000978,-0.404789934571
ACH-000980,-0.22228308774
ACH-000984,-0.308113428033
ACH-000986,-0.28316794509599996
ACH-000988,-0.18067888456300002
ACH-000993,-0.264795685941
ACH-000994,-0.416563028643
ACH-000996,-0.476450898719
ACH-001001,-0.36982792373
ACH-001020,-0.392354333521
ACH-001028,-0.34195775108800003
ACH-001031,-0.334252483935
ACH-001038,-0.243909466923
ACH-001048,-0.307719488442
ACH-001050,-0.5848309288319999
ACH-001053,-0.42581031423
ACH-001054,-0.463035575643
ACH-001061,-0.34421349770000004
ACH-001067,-0.288233878963
ACH-001075,-0.5425197056800001
ACH-001096,-0.19145094417
ACH-001128,-0.6895670235439999
ACH-001134,-0.36591970193499995
ACH-001151,-0.779119969558
ACH-001163,-0.353452937836
ACH-001164,-0.897113956426
ACH-001173,-0.19971755513099998
ACH-001183,-0.9269421531090001
ACH-001184,-0.507822192076
ACH-001190,-0.241534397308
ACH-001192,-0.45749502056100005
ACH-001193,-0.537034282882
ACH-001196,-0.38903509889700005
ACH-001197,-0.428144894929
ACH-001205,-0.374521277614
ACH-001211,-0.368717620945
ACH-001212,-0.57629461332
ACH-001228,-0.22974817223000002
ACH-001232,-0.654189764789
ACH-001239,-0.454014865054
ACH-001274,-0.501771238935
ACH-001275,-0.200728891539
ACH-001277,-0.18687625288100002
ACH-001278,-0.420279150935
ACH-001280,-0.5771692447410001
ACH-001283,-0.120389529225
ACH-001289,-0.358073867814
ACH-001295,-0.47048548649800004
ACH-001300,-0.390086537447
ACH-001301,-0.27839893401
ACH-001302,-0.179133719511
ACH-001303,-0.664232255404
ACH-001306,-0.418843014825
ACH-001318,-0.39741460429700004
ACH-001322,-0.310746544203
ACH-001328,-0.590515240612
ACH-001332,-0.456454578861
ACH-001333,-0.272616099738
ACH-001336,-0.327902192088
ACH-001340,-0.355630136822
ACH-001346,-0.26493365926
ACH-001353,-0.183601849857
ACH-001354,-0.18903486209000003
ACH-001367,0.0147637877944
ACH-001368,-0.6226865842930001
ACH-001374,-0.706040571603
ACH-001375,-0.820842404768
ACH-001377,-0.319922038755
ACH-001380,-0.346763199663
ACH-001391,-0.7629086411049999
ACH-001407,-0.309412839102
ACH-001408,-0.46043568491899994
ACH-001413,-0.33391090778099997
ACH-001430,-0.381533276796
ACH-001431,-0.627118389837
ACH-001450,-0.493262898399
ACH-001496,-0.936474862347
ACH-001500,-0.19208475924899998
ACH-001521,-0.207388107202
ACH-001523,-0.6857689409559999
ACH-001532,-0.472847983345
ACH-001536,-0.512871555126
ACH-001550,-0.373231463414
ACH-001552,-0.36494319988799995
ACH-001554,-0.319894603757
ACH-001645,-0.585749100562
ACH-001654,-0.36417741037900003
ACH-001715,-0.527636716606
ACH-001735,-0.256817678404
ACH-001736,-0.548241677342
ACH-001737,-0.656726357428
ACH-001740,-0.33067466212900004
ACH-001745,-0.240650133655
ACH-001750,-0.522638338784
ACH-001765,-0.197825956715
ACH-001956,-0.47180573172
ACH-001957,-0.37917478966799995
